[IRV | PA | OT | Ezra | Chapter 7 | Verse 1] ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਦੇ ਬਾਅਦ ਫ਼ਾਰਸ ਦੇ ਰਾਜਾ ਅਰਤਹਸ਼ਸ਼ਤਾ ਦੇ ਰਾਜ ਵਿੱਚ ਅਜ਼ਰਾ ਸਰਾਯਾਹ ਦਾ ਪੁੱਤਰ, ਉਹ ਅਜ਼ਰਯਾਹ ਦਾ ਪੁੱਤਰ, ਉਹ ਹਿਲਕੀਯਾਹ ਦਾ ਪੁੱਤਰ,
[IRV | PA | OT | Ezra | Chapter 7 | Verse 12] “ਅਰਤਹਸ਼ਸ਼ਤਾ, ਰਾਜਿਆਂ ਦੇ ਰਾਜਾ ਵੱਲੋਂ, ਅਜ਼ਰਾ ਜਾਜਕ ਨੂੰ ਜੋ ਸਵਰਗੀ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਵਸਥਾ ਦਾ ਨਿਪੁੰਨ ਸ਼ਾਸਤਰੀ ਹੈ -
[IRV | PA | OT | Ezra | Chapter 7 | Verse 13] ਮੈਂ ਇਹ ਆਗਿਆ ਦਿੰਦਾ ਹਾਂ ਕਿ ਇਸਰਾਏਲ ਦੇ ਜੋ ਲੋਕ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਜਾਜਕ ਅਤੇ ਲੇਵੀ ਜੋ ਮੇਰੇ ਰਾਜ ਵਿੱਚ ਹਨ, ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਜਿੰਨੇ ਆਪਣੀ ਇੱਛਾ ਨਾਲ ਯਰੂਸ਼ਲਮ ਨੂੰ ਜਾਣਾ ਚਾਹੁੰਦੇ ਹਨ, ਉਹ ਤੇਰੇ ਨਾਲ ਜਾਣ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 14] ਤੂੰ ਰਾਜਾ ਅਤੇ ਉਸ ਦੇ ਸੱਤ ਮੰਤਰੀਆਂ ਵੱਲੋਂ ਇਸ ਲਈ ਭੇਜਿਆ ਜਾਂਦਾ ਹੈ ਕਿ ਤੂੰ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਵਸਥਾ ਅਨੁਸਾਰ, ਜੋ ਤੇਰੇ ਹੱਥ ਵਿੱਚ ਹੈ, ਯਹੂਦਾਹ ਤੇ ਯਰੂਸ਼ਲਮ ਦੇ ਬਾਰੇ ਪੁੱਛ-ਗਿੱਛ ਕਰੇਂ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 15] ਅਤੇ ਉਹ ਚਾਂਦੀ ਅਤੇ ਸੋਨਾ ਜੋ ਰਾਜਾ ਅਤੇ ਉਸ ਦੇ ਮੰਤਰੀਆਂ ਨੇ ਆਪਣੀ ਖੁਸ਼ੀ ਨਾਲ ਇਸਰਾਏਲ ਦੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ, ਜਿਸ ਦਾ ਭਵਨ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਹੈ ਭੇਟ ਕੀਤਾ ਹੈ, ਲੈ ਜਾਵੇਂ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 16] ਨਾਲੇ ਜਿੰਨਾਂ ਚਾਂਦੀ ਤੇ ਸੋਨਾ ਬਾਬਲ ਦੇ ਸਾਰੇ ਸੂਬੇ ਵਿੱਚੋਂ ਤੈਨੂੰ ਮਿਲੇਗਾ, ਅਤੇ ਖੁਸ਼ੀ ਦੀ ਭੇਟ ਜੋ ਲੋਕ ਤੇ ਜਾਜਕ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਲਈ ਜੋ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਹੈ, ਮਨ ਤੋਂ ਦੇਣ ਉਸ ਨੂੰ ਲੈ ਜਾਵੇਂ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 17] ਅਤੇ ਉਸ ਪੈਸੇ ਨਾਲ ਤੂੰ ਫੁਰਤੀ ਕਰਕੇ ਵਹਿੜੇ ਤੇ ਭੇਡੂ ਤੇ ਲੇਲੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਮੈਦੇ ਦੀਆਂ ਭੇਟਾਂ ਤੇ ਪੀਣ ਦੀਆਂ ਭੇਟਾਂ ਮੁੱਲ ਲਈਂ ਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਜਗਵੇਦੀ ਉੱਤੇ ਜੋ ਯਰੂਸ਼ਲਮ ਦੇ ਭਵਨ ਵਿੱਚ ਹੈ ਚੜ੍ਹਾਈਂ
[IRV | PA | OT | Ezra | Chapter 7 | Verse 18] ਅਤੇ ਬਚੇ ਹੋਏ ਚਾਂਦੀ ਤੇ ਸੋਨੇ ਨਾਲ, ਜੋ ਕੁਝ ਤੈਨੂੰ ਅਤੇ ਤੇਰੇ ਭਰਾਵਾਂ ਨੂੰ ਚੰਗਾ ਲੱਗੇ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਇੱਛਾ ਅਨੁਸਾਰ ਕਰਿਓ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 19] ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੀ ਉਪਾਸਨਾ ਦੇ ਲਈ ਜਿਹੜੇ ਭਾਂਡੇ ਤੈਨੂੰ ਸੌਂਪੇ ਜਾਂਦੇ ਹਨ, ਉਨ੍ਹਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਨਮੁਖ ਦੇ ਦੇਵੀਂ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 20] ਅਤੇ ਹੋਰ ਜੋ ਕੁਝ ਵੀ ਤੇਰੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੇ ਲਈ ਜ਼ਰੂਰੀ ਹੋਵੇ, ਜੋ ਤੈਨੂੰ ਦੇਣਾ ਪਵੇ, ਉਹ ਸ਼ਾਹੀ ਖਜ਼ਾਨੇ ਵਿੱਚੋਂ ਦੇ ਦੇਵੀਂ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 21] “ਮੈਂ ਰਾਜਾ ਅਰਤਹਸ਼ਸ਼ਤਾ, ਆਪ ਦਰਿਆ ਪਾਰ ਦੇ ਸਾਰੇ ਖ਼ਜ਼ਾਨਚੀਆਂ ਨੂੰ ਆਗਿਆ ਦਿੰਦਾ ਹਾਂ, ਕਿ ਜੋ ਕੁਝ ਅਜ਼ਰਾ ਜਾਜਕ ਸਵਰਗੀ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਵਸਥਾ ਦਾ ਸ਼ਾਸਤਰੀ ਤੁਹਾਡੇ ਤੋਂ ਚਾਹੇ, ਉਹ ਤੁਰੰਤ ਪੂਰਾ ਕੀਤਾ ਜਾਵੇ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 22] ਚਾਂਦੀ ਡੇਢ ਸੌ ਮਣ ਤੱਕ, ਕਣਕ ਸਾਢੇ ਸੱਤ ਸੌ ਮਣ ਤੱਕ, ਦਾਖ਼ਰਸ ਅਤੇ ਤੇਲ ਪੰਝੱਤਰ ਮਣ ਤੱਕ ਅਤੇ ਲੂਣ ਜਿੰਨ੍ਹੀਂ ਲੋੜ ਹੋਵੇ, ਦਿੱਤਾ ਜਾਵੇ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 23] ਜੋ ਕੁਝ ਵੀ ਸਵਰਗੀ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਗਿਆ ਦਿੱਤੀ ਹੈ, ਠੀਕ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਸਵਰਗੀ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੇ ਲਈ ਕੀਤਾ ਜਾਵੇ, ਤਾਂ ਜੋ ਰਾਜਾ ਤੇ ਰਾਜਕੁਮਾਰਾਂ ਦੇ ਰਾਜ ਦੇ ਵਿਰੁੱਧ ਪਰਮੇਸ਼ੁਰ ਦਾ ਕ੍ਰੋਧ ਨਾ ਭੜਕੇ!
[IRV | PA | OT | Ezra | Chapter 7 | Verse 24] ਅਤੇ ਅਸੀਂ ਤੁਹਾਨੂੰ ਚਿਤਾਉਣੀ ਦਿੰਦੇ ਹਾਂ ਕਿ ਜਾਜਕਾਂ ਤੇ ਲੇਵੀਆਂ ਤੇ ਗਾਇਕਾਂ ਤੇ ਦਰਬਾਨਾਂ ਤੇ ਨਥੀਨੀਮਾਂ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੇ ਸੇਵਕਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਤੋਂ ਵੀ ਲਗਾਨ, ਚੁੰਗੀ ਅਤੇ ਨਜ਼ਰਾਨਾ ਲੈਣ ਦੀ ਆਗਿਆ ਨਹੀਂ ਹੈ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 25] ਅਤੇ ਹੇ ਅਜ਼ਰਾ, ਤੂੰ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਉਸ ਗਿਆਨ ਅਨੁਸਾਰ ਜੋ ਤੇਰੇ ਵਿੱਚ ਹੈ, ਹਾਕਮਾਂ ਅਤੇ ਨਿਆਂਈਆਂ ਨੂੰ ਨਿਯੁਕਤ ਕਰੀਂ ਤਾਂ ਜੋ ਦਰਿਆ ਪਾਰ ਦੇ ਸਾਰੇ ਲੋਕਾਂ ਦਾ ਜਿਹੜੇ ਤੇਰੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਵਸਥਾ ਨੂੰ ਜਾਣਦੇ ਹੋਣ, ਨਿਆਂ ਕਰਨ ਅਤੇ ਜਿਹੜੇ ਨਾ ਜਾਣਦੇ ਹੋਣ ਉਹਨਾਂ ਨੂੰ ਤੁਸੀਂ ਸਿਖਾਉ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 26] ਅਤੇ ਜੋ ਕੋਈ ਤੇਰੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਵਸਥਾ ਅਤੇ ਰਾਜਾ ਦੇ ਨਿਯਮ ਨਾ ਮੰਨੇ, ਉਸ ਨੂੰ ਤੁਰੰਤ ਸਜ਼ਾ ਦਿੱਤੀ ਜਾਵੇ, ਭਾਵੇਂ ਮੌਤ ਜਾਂ ਦੇਸ਼ ਨਿਕਾਲਾ ਜਾਂ ਮਾਲ ਦੀ ਜ਼ਬਤੀ ਜਾਂ ਕੈਦ ਦੀ ਸਜ਼ਾ।”
[IRV | PA | OT | Ezra | Chapter 7 | Verse 27] ਧੰਨ ਹੈ ਯਹੋਵਾਹ! ਸਾਡੇ ਪੁਰਖਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ, ਜਿਸ ਨੇ ਇਹੋ ਜਿਹੀ ਗੱਲ ਰਾਜਾ ਦੇ ਮਨ ਵਿੱਚ ਪਾਈ ਕਿ ਉਹ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦਾ ਸਤਿਕਾਰ ਕਰੇ ਜੋ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਹੈ।
[IRV | PA | OT | Ezra | Chapter 7 | Verse 28] ਅਤੇ ਰਾਜਾ ਤੇ ਉਸ ਦੇ ਮੰਤਰੀਆਂ ਦੇ ਸਨਮੁਖ ਅਤੇ ਰਾਜਾ ਦੇ ਸਾਰੇ ਬਲਵੰਤ ਹਾਕਮਾਂ ਦੇ ਅੱਗੇ, ਮੇਰੇ ਉੱਤੇ ਕਿਰਪਾ ਦੀ ਨਜ਼ਰ ਕੀਤੀ ਹੈ। ਇਸ ਲਈ ਮੈਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹੱਥੋਂ, ਜੋ ਮੇਰੇ ਉੱਤੇ ਸੀ ਬਲ ਪਾਇਆ ਅਤੇ ਮੈਂ ਇਸਰਾਏਲ ਵਿੱਚੋਂ ਆਗੂਆਂ ਨੂੰ ਇਕੱਠਾ ਕੀਤਾ ਤਾਂ ਜੋ ਉਹ ਮੇਰੇ ਨਾਲ ਅੱਗੇ ਚੱਲਣ।
