[IRV | PA | OT | Ezra | Chapter 2 | Verse 1] ਜਿਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਬਾਬਲ ਦਾ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਗ਼ੁਲਾਮ ਬਣਾ ਕੇ ਲੈ ਗਿਆ ਸੀ, ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਯਰੂਸ਼ਲਮ ਅਤੇ ਯਹੂਦਾਹ ਦੇ ਸੂਬਿਆਂ ਦੇ ਜਿਹੜੇ ਲੋਕ ਗ਼ੁਲਾਮੀ ਤੋਂ ਛੁੱਟ ਕੇ ਆਪੋ ਆਪਣੇ ਨਗਰਾਂ ਨੂੰ ਮੁੜ ਆਏ ਸਨ, ਉਹ ਇਹ ਹਨ -
[IRV | PA | OT | Ezra | Chapter 2 | Verse 17] ਬੇਸਾਈ ਦੀ ਸੰਤਾਨ, ਤਿੰਨ ਸੌ ਤੇਈ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 18] ਯੋਰਾਹ ਦੀ ਸੰਤਾਨ, ਇੱਕ ਸੌ ਬਾਰਾਂ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 19] ਹਾਸ਼ੁਮ ਦੀ ਸੰਤਾਨ, ਦੋ ਸੌ ਤੇਈ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 20] ਗਿੱਬਾਰ ਦੀ ਸੰਤਾਨ, ਪਚਾਨਵੇਂ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 21] ਬੈਤਲਹਮ ਦੀ ਸੰਤਾਨ, ਇੱਕ ਸੌ ਤੇਈ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 22] ਨਟੋਫਾਹ ਦੇ ਮਨੁੱਖ, ਛਿਪੰਜਾ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 23] ਅਨਾਥੋਥ ਦੇ ਮਨੁੱਖ, ਇੱਕ ਸੌ ਅਠਾਈ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 24] ਅਜ਼ਮਾਵਥ ਦੇ ਮਨੁੱਖ, ਬਤਾਲੀ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 25] ਕਿਰਯਥ-ਯਾਰੀਮ, ਕਫ਼ੀਰਾਹ ਅਤੇ ਬਏਰੋਥ ਦੀ ਸੰਤਾਨ, ਸੱਤ ਸੌ ਤਰਤਾਲੀ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 26] ਰਾਮਾਹ ਅਤੇ ਗਬਾ ਦੇ ਮਨੁੱਖ ਛੇ ਸੌ ਇੱਕੀ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 27] ਮਿਕਮਾਸ਼ ਦੇ ਮਨੁੱਖ, ਇੱਕ ਸੌ ਬਾਈ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 28] ਬੈਤਏਲ ਅਤੇ ਅਈ ਦੇ ਮਨੁੱਖ, ਦੋ ਸੌ ਤੇਈ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 29] ਨਬੋ ਦੀ ਸੰਤਾਨ, ਬਵੰਜਾ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 30] ਮਗਬੀਸ਼ ਦੀ ਸੰਤਾਨ, ਇੱਕ ਸੌ ਛਿਪੰਜਾ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 31] ਦੂਜੇ ਏਲਾਮ ਦੀ ਸੰਤਾਨ, ਇੱਕ ਹਜ਼ਾਰ ਦੋ ਸੌ ਚੁਰੰਜਾ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 32] ਹਾਰੀਮ ਦੀ ਸੰਤਾਨ, ਤਿੰਨ ਸੌ ਵੀਹ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 33] ਲੋਦ, ਹਦੀਦ ਅਤੇ ਓਨੋ ਦੀ ਸੰਤਾਨ, ਸੱਤ ਸੌ ਪੱਚੀ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 34] ਯਰੀਹੋ ਦੇ ਲੋਕ, ਤਿੰਨ ਸੌ ਪੰਤਾਲੀ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 35] ਸਨਾਆਹ ਦੀ ਸੰਤਾਨ, ਤਿੰਨ ਹਜ਼ਾਰ ਛੇ ਸੌ ਤੀਹ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 36] ਜਾਜਕ - ਯਦਾਯਾਹ ਦੀ ਸੰਤਾਨ, ਜੋ ਯੇਸ਼ੂਆ ਦੇ ਘਰਾਣੇ ਦੇ ਸਨ, ਨੌ ਸੌ ਤਿਹੱਤਰ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 37] ਇੰਮੇਰ ਦੀ ਸੰਤਾਨ, ਇੱਕ ਹਜ਼ਾਰ ਬਵੰਜਾ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 38] ਪਸ਼ਹੂਰ ਦੀ ਸੰਤਾਨ, ਇੱਕ ਹਜ਼ਾਰ ਦੋ ਸੌ ਸੰਤਾਲੀ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 39] ਹਾਰੀਮ ਦੀ ਸੰਤਾਨ ਇੱਕ ਹਜ਼ਾਰ ਸਤਾਰਾਂ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 40] ਲੇਵੀ - ਯੇਸ਼ੂਆ ਅਤੇ ਕਦਮੀਏਲ ਦੀ ਸੰਤਾਨ ਜੋ ਹੋਦਵਯਾਹ ਦੀ ਸੰਤਾਨ ਦੇ ਸਨ, ਚੁਹੱਤਰ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 41] ਗਾਇਕ - ਆਸਾਫ਼ ਦੀ ਸੰਤਾਨ, ਇੱਕ ਸੌ ਅੱਠਾਈ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 42] ਦਰਬਾਨਾਂ ਦੀ ਸੰਤਾਨ, - ਸ਼ੱਲੂਮ ਦੀ ਸੰਤਾਨ, ਅਟੇਰ ਦੀ ਸੰਤਾਨ, ਤਲਮੋਨ ਦੀ ਸੰਤਾਨ, ਅੱਕੂਬ ਦੀ ਸੰਤਾਨ, ਹਟੀਟਾ ਦੀ ਸੰਤਾਨ, ਸ਼ੋਬਈ ਦੀ ਸੰਤਾਨ, ਸਾਰੇ ਇੱਕ ਸੌ ਉਨਤਾਲੀ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 43] ਨਥੀਨੀਮ - ਸੀਹਾ ਦੀ ਸੰਤਾਨ, ਹਸੂਫ਼ਾ ਦੀ ਸੰਤਾਨ, ਟੱਬਾਓਥ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 44] ਕੇਰੋਸ ਦੀ ਸੰਤਾਨ, ਸੀਅਹਾ ਦੀ ਸੰਤਾਨ, ਪਾਦੋਨ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 45] ਲਬਾਨਾਹ ਦੀ ਸੰਤਾਨ, ਹਗਾਬਾਹ ਦੀ ਸੰਤਾਨ, ਅੱਕੂਬ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 46] ਹਾਗਾਬ ਦੀ ਸੰਤਾਨ, ਸ਼ਲਮਈ ਦੀ ਸੰਤਾਨ, ਹਾਨਾਨ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 47] ਗਿੱਦੇਲ ਦੀ ਸੰਤਾਨ, ਗਹਰ ਦੀ ਸੰਤਾਨ, ਰਆਯਾਹ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 48] ਰਸੀਨ ਦੀ ਸੰਤਾਨ, ਨਕੋਦਾ ਦੀ ਸੰਤਾਨ, ਗੱਜ਼ਾਮ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 49] ਉੱਜ਼ਾ ਦੀ ਸੰਤਾਨ, ਪਾਸੇਹ ਦੀ ਸੰਤਾਨ, ਬੇਸਈ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 50] ਅਸਨਾਹ ਦੀ ਸੰਤਾਨ, ਮਊਨੀਮ ਦੀ ਸੰਤਾਨ, ਨਫੁਸੀਮ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 51] ਬਕਬੂਕ ਦੀ ਸੰਤਾਨ, ਹਕੂਫਾ ਦੀ ਸੰਤਾਨ, ਹਰਹੂਰ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 52] ਬਸਲੂਥ ਦੀ ਸੰਤਾਨ, ਮਹੀਦਾ ਦੀ ਸੰਤਾਨ, ਹਰਸ਼ਾ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 53] ਬਰਕੋਸ ਦੀ ਸੰਤਾਨ, ਸੀਸਰਾ ਦੀ ਸੰਤਾਨ, ਥਾਮਹ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 54] ਨਸੀਹ ਦੀ ਸੰਤਾਨ, ਹਟੀਫਾ ਦੀ ਸੰਤਾਨ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 55] ਸੁਲੇਮਾਨ ਦੇ ਸੇਵਕਾਂ ਦੀ ਸੰਤਾਨ, - ਸੋਟਈ ਦੀ ਸੰਤਾਨ, ਸੋਫਰਥ ਦੀ ਸੰਤਾਨ, ਪਰੂਦਾ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 56] ਯਅਲਾਹ ਦੀ ਸੰਤਾਨ, ਦਰਕੋਨ ਦੀ ਸੰਤਾਨ, ਗਿੱਦੇਲ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 57] ਸ਼ਫਟਯਾਹ ਦੀ ਸੰਤਾਨ, ਹੱਟੀਲ ਦੀ ਸੰਤਾਨ, ਪੋਕਰਥ-ਹੱਸਬਾਇਮ ਦੀ ਸੰਤਾਨ, ਆਮੀ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 58] ਸਾਰੇ ਨਥੀਨੀਮ ਅਤੇ ਸੁਲੇਮਾਨ ਦੇ ਸੇਵਕਾਂ ਦੀ ਸੰਤਾਨ ਤਿੰਨ ਸੌ ਬਾਨਵੇਂ ਸੀ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 59] ਅਤੇ ਇਹ ਉਹ ਸਨ ਜਿਹੜੇ ਤੇਲ-ਮੇਲਹ, ਤੇਲ-ਹਰਸਾ, ਕਰੂਬ, ਅਦੋਨ, ਇੰਮੇਰ ਤੋਂ ਆਏ ਪਰ ਉਹ ਆਪਣੇ ਬਜ਼ੁਰਗਾਂ ਦੇ ਘਰਾਣੇ ਅਤੇ ਆਪਣੀ ਵੰਸ਼ਾਵਲੀ ਨੂੰ ਨਾ ਦੱਸ ਸਕੇ ਕਿ ਉਹ ਇਸਰਾਏਲ ਦੇ ਸਨ ਕਿ ਨਹੀਂ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 60] ਦਲਾਯਾਹ ਦੀ ਸੰਤਾਨ, ਤੋਬਿਆਹ ਦੀ ਸੰਤਾਨ, ਨਕੋਦਾ ਦੀ ਸੰਤਾਨ, ਛੇ ਸੌ ਬਵੰਜਾ
[IRV | PA | OT | Ezra | Chapter 2 | Verse 61] ਅਤੇ ਜਾਜਕਾਂ ਦੀ ਸੰਤਾਨ ਤੋਂ - ਹਬੱਯਾਹ ਦੀ ਸੰਤਾਨ, ਹਕੋਸ ਦੀ ਸੰਤਾਨ, ਬਰਜ਼ਿੱਲਈ ਦੀ ਸੰਤਾਨ ਜਿਸ ਨੇ ਗਿਲਆਦੀ ਬਰਜ਼ਿੱਲਈ ਦੀਆਂ ਧੀਆਂ ਵਿੱਚੋਂ ਇੱਕ ਕੁੜੀ ਵਿਆਹ ਲਈ ਅਤੇ ਉਸੇ ਦੇ ਨਾਮ ਉੱਤੇ ਸੱਦੇ ਗਏ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 62] ਇਹਨਾਂ ਨੇ ਆਪਣੀਆਂ ਲਿਖਤਾਂ ਨੂੰ ਹੋਰਨਾਂ ਦੀਆਂ ਵੰਸ਼ਾਵਲੀਆਂ ਦੀਆਂ ਲਿਖਤਾਂ ਵਿੱਚ ਲੱਭਿਆ ਪਰ ਜਦ ਉਹ ਨਾ ਮਿਲੀਆਂ ਤਦ ਉਹਨਾਂ ਨੂੰ ਅਸ਼ੁੱਧ ਠਹਿਰਾਇਆ ਗਿਆ ਅਤੇ ਉਹ ਜਾਜਕਾਈ ਵਿੱਚੋਂ ਕੱਢੇ ਗਏ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 63] ਅਤੇ ਪ੍ਰਧਾਨ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ ਕਿ ਜਦ ਤੱਕ ਕੋਈ ਜਾਜਕ ਊਰੀਮ ਤੇ ਥੁੰਮੀਮ ਨਾਲ ਖੜਾ ਨਾ ਹੋ ਜਾਵੇ, ਤਦ ਤੱਕ ਕਿਸੇ ਨੂੰ ਅੱਤ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਵਿੱਚੋਂ ਕੁਝ ਖਾਣਾ ਨਾ ਦਿੱਤਾ ਜਾਵੇ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 64] ਸਾਰੀ ਦੀ ਸਾਰੀ ਸਭਾ ਬਤਾਲੀ ਹਜ਼ਾਰ ਤਿੰਨ ਸੌ ਸੱਠ ਸੀ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 65] ਇਹ ਉਨ੍ਹਾਂ ਦੇ ਦਾਸ ਅਤੇ ਦਾਸੀਆਂ ਤੋਂ ਬਿਨ੍ਹਾਂ ਸੀ, ਜਿਨ੍ਹਾਂ ਦੀ ਗਿਣਤੀ ਸੱਤ ਹਜ਼ਾਰ ਤਿੰਨ ਸੌ ਸੈਂਤੀ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚ ਦੋ ਸੌ ਰਾਗੀ ਅਤੇ ਰਾਗਣਾਂ ਸਨ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 66] ਉਨ੍ਹਾਂ ਦੇ ਘੋੜੇ ਸੱਤ ਸੌ ਛੱਤੀ, ਖੱਚਰ ਦੋ ਸੌ ਪੰਤਾਲੀ,
[IRV | PA | OT | Ezra | Chapter 2 | Verse 67] ਊਠ ਚਾਰ ਸੌ ਪੈਂਤੀ ਅਤੇ ਗਧੇ ਛੇ ਹਜ਼ਾਰ ਸੱਤ ਸੌ ਵੀਹ ਸਨ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 68] ਜਦ ਬਜ਼ੁਰਗਾਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਆਗੂ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਵਿੱਚ ਆਏ, ਤਦ ਕਈਆਂ ਨੇ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਲਈ ਖੁਸ਼ੀ ਨਾਲ ਦਾਨ ਦਿੱਤੇ ਤਾਂ ਜੋ ਉਹ ਭਵਨ ਆਪਣੇ ਸਥਾਨ ਉੱਤੇ ਖੜਾ ਕੀਤਾ ਜਾਵੇ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 69] ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਵਿੱਤ ਅਨੁਸਾਰ, ਉਸ ਕੰਮ ਦੇ ਲਈ ਖ਼ਜ਼ਾਨੇ ਵਿੱਚ ਇੱਕਾਹਠ ਹਜ਼ਾਰ ਸੋਨੇ ਦੇ ਸਿੱਕੇ ਅਤੇ ਪੰਜ ਹਜ਼ਾਰ ਮਨਹ ਚਾਂਦੀ ਅਤੇ ਜਾਜਕਾਂ ਦੇ ਲਈ ਇੱਕ ਸੌ ਜੋੜੇ ਬਸਤਰ ਦਿੱਤੇ।
[IRV | PA | OT | Ezra | Chapter 2 | Verse 70] ਤਦ ਜਾਜਕ ਅਤੇ ਲੇਵੀ ਅਤੇ ਪਰਜਾ ਵਿੱਚੋਂ ਕੁਝ, ਅਤੇ ਗਾਇਕ ਅਤੇ ਦਰਬਾਨ ਅਤੇ ਨਥੀਨੀਮ ਭਾਵ ਹੈਕਲ ਵਿੱਚ ਸੇਵਾ ਕਰਨ ਵਾਲੇ ਆਪਣੇ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਅਤੇ ਬਾਕੀ ਸਾਰੇ ਇਸਰਾਏਲੀ ਆਪੋ ਆਪਣੇ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਵੱਸ ਗਏ।
