[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 1] Τί οὖν ἐροῦμεν Ἀβραὰμ τὸν πατέρα ἡμῶν εὑρηκέναι κατὰ σάρκα;
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 12] καὶ πατέρα περιτομῆς τοῖς οὐκ ἐκ περιτομῆς μόνον, ἀλλὰ καὶ τοῖς στοιχοῦσι τοῖς ἴχνεσι τῆς ἐν τῇ ἀκροβυστίᾳ πίστεως τοῦ πατρὸς ἡμῶν Ἀβραάμ.
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 13] Οὐ γὰρ διὰ νόμου ἡ ἐπαγγελία τῷ Ἀβραὰμ ἢ τῷ σπέρματι αὐτοῦ, τὸ κληρονόμον αὐτὸν εἶναι τοῦ κόσμου, ἀλλὰ διὰ δικαιοσύνης πίστεως.
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 14] Εἰ γὰρ οἱ ἐκ νόμου κληρονόμοι, κεκένωται ἡ πίστις, καὶ κατήργηται ἡ ἐπαγγελία·
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 15] ὁ γὰρ νόμος ὀργὴν κατεργάζεται· οὗ γὰρ οὐκ ἔστι νόμος, οὐδὲ παράβασις.
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 16] Διὰ τοῦτο ἐκ πίστεως, ἵνα κατὰ χάριν, εἰς τὸ εἶναι βεβαίαν τὴν ἐπαγγελίαν παντὶ τῷ σπέρματι, οὐ τῷ ἐκ τοῦ νόμου μόνον, ἀλλὰ καὶ τῷ ἐκ πίστεως Ἀβραάμ, ὅς ἐστι πατὴρ πάντων ἡμῶν —
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 17] καθὼς γέγραπται ὅτι Πατέρα πολλῶν ἐθνῶν τέθεικά σε — κατέναντι οὗ ἐπίστευσε Θεοῦ, τοῦ ζῳοποιοῦντος τοὺς νεκρούς, καὶ καλοῦντος τὰ μὴ ὄντα ὡς ὄντα.
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 18] Ὃς παρ᾿ ἐλπίδα ἐπ᾿ ἐλπίδι ἐπίστευσεν, εἰς τὸ γενέσθαι αὐτὸν πατέρα πολλῶν ἐθνῶν, κατὰ τὸ εἰρημένον, Οὕτως ἔσται τὸ σπέρμα σου.
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 19] Καὶ μὴ ἀσθενήσας τῇ πίστει, οὐ κατενόησε τὸ ἑαυτοῦ σῶμα ἤδη νενεκρωμένον — ἑκατονταέτης που ὑπάρχων — καὶ τὴν νέκρωσιν τῆς μήτρας Σάρρας·
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 20] εἰς δὲ τὴν ἐπαγγελίαν τοῦ Θεοῦ οὐ διεκρίθη τῇ ἀπιστίᾳ, ἀλλ᾿ ἐνεδυναμώθη τῇ πίστει, δοὺς δόξαν τῷ Θεῷ,
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 21] καὶ πληροφορηθεὶς ὅτι ὃ ἐπήγγελται, δυνατός ἐστι καὶ ποιῆσαι.
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 22] Διὸ καὶ ἐλογίσθη αὐτῷ εἰς δικαιοσύνην.
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 23] Οὐκ ἐγράφη δὲ δι᾿ αὐτὸν μόνον, ὅτι ἐλογίσθη αὐτῷ·
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 24] ἀλλὰ καὶ δι᾿ ἡμᾶς, οἷς μέλλει λογίζεσθαι, τοῖς πιστεύουσιν ἐπὶ τὸν ἐγείραντα Ἰησοῦν τὸν Κύριον ἡμῶν ἐκ νεκρῶν,
[GRCGTR | EL | NT | Romans | Chapter 4 | Verse 25] ὃς παρεδόθη διὰ τὰ παραπτώματα ἡμῶν, καὶ ἠγέρθη διὰ τὴν δικαίωσιν ἡμῶν.
