[IRV | ML | OT | Joshua | Chapter 21 | Verse 1] അനന്തരം ലേവ്യരുടെ കുടുംബത്തലവന്മാർ പുരോഹിതനായ എലെയാസാരിന്റെയും നൂന്റെ മകനായ യോശുവയുടെയും യിസ്രായേൽഗോത്രങ്ങളിലെ കുടുംബത്തലവന്മാരുടെയും അടുക്കൽ വന്നു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 12] എന്നാൽ പട്ടണത്തോടു ചേർന്ന നിലങ്ങളും ഗ്രാമങ്ങളും അവർ യെഫുന്നെയുടെ മകനായ കാലേബിന്നു അവകാശമായി കൊടുത്തു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 13] ഇങ്ങനെ അവർ പുരോഹിതനായ അഹരോന്റെ മക്കൾക്കു, കൊലചെയ്തവന്നു സങ്കേതനഗരമായ ഹെബ്രോനും അതിന്റെ പുല്പുറങ്ങളും ലിബ്നയും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 14] യത്ഥീരും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 15] എസ്തെമോവയും അതിന്റെ പുല്പുറങ്ങളും ഹോലോനും അതിന്റെ പുല്പുറങ്ങളും ദെബീരും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 16] അയീനും അതിന്റെ പുല്പുറങ്ങളും യുത്തയും അതിന്റെ പുല്പുറങ്ങളും ബേത്ത്-ശേമെശും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ ആ രണ്ടു ഗോത്രങ്ങളിൽ ഒമ്പതു പട്ടണവും,
[IRV | ML | OT | Joshua | Chapter 21 | Verse 17] ബെന്യാമീൻ ഗോത്രത്തിൽ ഗിബെയോനും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 18] ഗേബയും അതിന്റെ പുല്പുറങ്ങളും അനാഥോത്തും അതിന്റെ പുല്പുറങ്ങളും അൽമോനും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ നാലു പട്ടണവും കൊടുത്തു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 19] അഹരോന്റെ മക്കളായ പുരോഹിതന്മാർക്കു എല്ലാംകൂടി പതിമ്മൂന്നു പട്ടണവും അവയുടെ പുല്പുറങ്ങളും കിട്ടി.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 20] കെഹാത്തിന്റെ ശേഷം മക്കളായ ലേവ്യർക്കു, കെഹാത്യകുടുംബങ്ങൾക്കു തന്നേ, നറുക്കു പ്രകാരം കിട്ടിയ പട്ടണങ്ങൾ എഫ്രയീംഗോത്രത്തിൽ ആയിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 21] എഫ്രയീംനാട്ടിൽ, കൊലചെയ്തവന്നു സങ്കേതനഗരമായ ശെഖേമും അതിന്റെ പുല്പുറങ്ങളും ഗേസെരും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 22] കിബ്സയീം അതിന്റെ പുല്പുറങ്ങളും ബേത്ത്-ഹോരോനും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ നാലു പട്ടണവും,
[IRV | ML | OT | Joshua | Chapter 21 | Verse 23] ദാൻഗോത്രത്തിൽ എൽതെക്കേയും അതിന്റെ പുല്പുറങ്ങളും ഗിബ്ബെഥോനും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 24] അയ്യാലോനും അതിന്റെ പുല്പുറങ്ങളും ഗത്ത്-രിമ്മോനും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ നാലു പട്ടണവും,
[IRV | ML | OT | Joshua | Chapter 21 | Verse 25] മനശ്ശെയുടെ പാതിഗോത്രത്തിൽ താനാക്കും അതിന്റെ പുല്പുറങ്ങളും ഗത്ത്-രിമ്മോനും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ രണ്ടു പട്ടണവും അവർക്കു കൊടുത്തു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 26] ഇങ്ങനെ കെഹാത്തിന്റെ ശേഷംമക്കളുടെ കുടുംബങ്ങൾക്കു എല്ലാംകൂടി പത്തു പട്ടണവും അവയുടെ പുല്പുറങ്ങളും കിട്ടി.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 27] ലേവ്യരുടെ കുടുംബങ്ങളിൽ ഗേർശോന്റെ മക്കൾക്കു മനശ്ശെയുടെ പാതിഗോത്രത്തിൽ, കൊലചെയ്തവന്നു സങ്കേതനഗരമായ ബാശാനിലെ ഗോലാനും അതിന്റെ പുല്പുറങ്ങളും ബെയെസ്തെരയും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 28] ഇങ്ങനെ രണ്ടു പട്ടണവും യിസ്സാഖാർഗോത്രത്തിൽ കിശ്യോനും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 29] ദാബെരത്തും അതിന്റെ പുല്പുറങ്ങളും യർമ്മൂത്തും അതിന്റെ പുല്പുറങ്ങളും ഏൻ-ഗന്നീമും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ നാലു പട്ടണവും,
[IRV | ML | OT | Joshua | Chapter 21 | Verse 30] ആശേർഗോത്രത്തിൽ മിശാലും അതിന്റെ പുല്പുറങ്ങളും അബ്ദോനും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 31] ഹെല്ക്കത്തും അതിന്റെ പുല്പുറങ്ങളും രെഹോബും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ നാലു പട്ടണവും,
[IRV | ML | OT | Joshua | Chapter 21 | Verse 32] നഫ്താലിഗോത്രത്തിൽ, കൊലചെയ്തവന്നു സങ്കേതനഗരമായ ഗലീലയിലെ കേദെശും അതിന്റെ പുല്പുറങ്ങളും ഹമ്മോത്ത്-ദോരും അതിന്റെ പുല്പുറങ്ങളും കർത്ഥാനും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ മൂന്നു പട്ടണവും കൊടുത്തു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 33] ഗേർശോന്യർക്കു കുടുംബംകുടുംബമായി എല്ലാംകൂടി പതിമ്മൂന്നു പട്ടണവും അവയുടെ പുല്പുറങ്ങളും കിട്ടി.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 34] ശേഷം ലേവ്യരിൽ മെരാര്യകുടുംബങ്ങൾക്കു സെബൂലൂൻ ഗോത്രത്തിൽ യൊക്നെയാമും അതിന്റെ പുല്പുറങ്ങളും കർത്ഥയും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 35] ദിമ്നിയും അതിന്റെ പുല്പുറങ്ങളും നഹലാലും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ നാലു പട്ടണവും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 36] രൂബേൻ ഗോത്രത്തിൽ ബേസെരും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 37] യഹ്സയും അതിന്റെ പുല്പുറങ്ങളും കെദേമോത്തും അതിന്റെ പുല്പുറങ്ങളും മേഫാത്തും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ നാലു പട്ടണവും,
[IRV | ML | OT | Joshua | Chapter 21 | Verse 38] ഗാദ്ഗോത്രത്തിൽ, കൊലചെയ്തവന്നു സങ്കേതനഗരമായ ഗിലെയാദിലെ രാമോത്തും അതിന്റെ പുല്പുറങ്ങളും മഹനയീമും അതിന്റെ പുല്പുറങ്ങളും
[IRV | ML | OT | Joshua | Chapter 21 | Verse 39] ഹെശ്ബോനും അതിന്റെ പുല്പുറങ്ങളും യസേരും അതിന്റെ പുല്പുറങ്ങളും ഇങ്ങനെ എല്ലാംകൂടി നാലു പട്ടണവും കൊടുത്തു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 40] അങ്ങനെ ശേഷംലേവ്യകുടുംബങ്ങളായ മെരാര്യർക്കു നറുക്കു പ്രകാരം കുടുംബംകുടുംബമായി കിട്ടിയ പട്ടണങ്ങൾ എല്ലാംകൂടി പന്ത്രണ്ടു ആയിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 41] യിസ്രായേൽമക്കളുടെ അവകാശത്തിൽ ലേവ്യർക്കു എല്ലാംകൂടി നാല്പത്തെട്ടു പട്ടണവും അവയുടെ പുല്പുറങ്ങളും കിട്ടി.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 42] ഈ പട്ടണങ്ങളിൽ ഓരോന്നിന്നു ചുറ്റും പുല്പുറങ്ങൾ ഉണ്ടായിരുന്നു; ഈ പട്ടണങ്ങൾക്കൊക്കെയും അങ്ങനെ തന്നേ ഉണ്ടായിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 43] യഹോവ യിസ്രായേലിന്നു താൻ അവരുടെ പിതാക്കന്മാർക്കു കൊടുക്കുമെന്നു സത്യംചെയ്ത ദേശമെല്ലാം കൊടുത്തു; അവർ അതു കൈവശമാക്കി അവിടെ കുടിപാർത്തു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 44] യഹോവ അവരുടെ പിതാക്കന്മാരോടു സത്യം ചെയ്തതുപോലെ ഒക്കെയും ചുറ്റും അവർക്കു സ്വസ്ഥത നല്കി ശത്രുക്കളിൽ ഒരുത്തനും അവരുടെ മുമ്പിൽ നിന്നിട്ടില്ല; യഹോവ സകല ശത്രുക്കളെയും അവരുടെ കയ്യിൽ ഏല്പിച്ചു.
[IRV | ML | OT | Joshua | Chapter 21 | Verse 45] യഹോവ യിസ്രായേൽഗൃഹത്തോടു അരുളിച്ചെയ്ത വാഗ്ദാനങ്ങളിൽ ഒന്നും വൃഥാവാകാതെ സകലവും നിവൃത്തിയായി.
