[IRV | ML | OT | Joshua | Chapter 18 | Verse 1] അനന്തരം യിസ്രായേൽമക്കളുടെ സഭ മുഴുവനും ശീലോവിൽ ഒന്നിച്ചുകൂടി അവിടെ സമാഗമനകൂടാരം നിർത്തി; ദേശം അവർക്കു കീഴടങ്ങിയിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 18 | Verse 12] വടക്കുഭാഗത്തു അവരുടെ വടക്കെ അതിർ യോർദ്ദാങ്കൽ തുടങ്ങി വടക്കു യെരീഹോവിന്റെ പാർശ്വംവരെ ചെന്നു പടിഞ്ഞാറോട്ടു മലനാട്ടിൽകൂടി കയറി ബേത്ത്-ആവെൻ മരുഭൂമിയിങ്കൽ അവസാനിക്കുന്നു.
[IRV | ML | OT | Joshua | Chapter 18 | Verse 13] അവിടെനിന്നു ആ അതിർ ബേഥേൽ എന്ന ലൂസിന്റെ തെക്കുവശംവരെ കടന്നു താഴത്തെ ബേത്ത്-ഹോരോന്റെ തെക്കുവശത്തുള്ള മലവഴിയായി അതെരോത്ത്-അദാരിലേക്കു ഇറങ്ങുന്നു.
[IRV | ML | OT | Joshua | Chapter 18 | Verse 14] പിന്നെ ആ അതിർ വളഞ്ഞു പടിഞ്ഞാറെ വശത്തു ബേത്ത്-ഹോരോന്നു എതിരെയുള്ള മലമുതൽ തെക്കോട്ടു തിരിഞ്ഞു യെഹൂദാമക്കളുടെ പട്ടണമായ കിര്യത്ത്-യെയാരീം എന്ന കിര്യത്ത്-ബാലയിങ്കൽ അവസാനിക്കുന്നു. ഇതു തന്നെ പടിഞ്ഞാറെഭാഗം
[IRV | ML | OT | Joshua | Chapter 18 | Verse 15] തെക്കെഭാഗം കിര്യത്ത്-യെയാരീമിന്റെ അറ്റത്തു തുടങ്ങി പടിഞ്ഞാറോട്ടു നെപ്തോഹവെള്ളത്തിന്റെ ഉറവുവരെ ചെല്ലുന്നു.
[IRV | ML | OT | Joshua | Chapter 18 | Verse 16] പിന്നെ ആ അതിർ ബെൻ-ഹിന്നോം താഴ്‌വരക്കെതിരെയും രെഫായീംതാഴ്‌വരയുടെ വടക്കുവശത്തും ഉള്ള മലയുടെ അറ്റംവരെ ചെന്നു ഹിന്നോംതാഴ്‌വരയിൽ കൂടി തെക്കോട്ടു യെബൂസ്യപർവ്വതത്തിന്റെ പാർശ്വംവരെയും ഏൻ-രോഗേൽവരെയും ഇറങ്ങി
[IRV | ML | OT | Joshua | Chapter 18 | Verse 17] വടക്കോട്ടു തിരിഞ്ഞു ഏൻ-ശേമെശിലേക്കും അദുമ്മീംകയറ്റത്തിന്നെതിരെയുള്ള ഗെലീലോത്തിലേക്കും ചെന്നു രൂബേന്റെ മകനായ ബോഹാന്റെ കല്ലുവരെ ഇറങ്ങി
[IRV | ML | OT | Joshua | Chapter 18 | Verse 18] അരാബെക്കെതിരെയുള്ള മലഞ്ചരിവിലേക്കു കടന്നു അരാബയിലേക്കു ഇറങ്ങിച്ചെല്ലുന്നു.
[IRV | ML | OT | Joshua | Chapter 18 | Verse 19] പിന്നെ ആ അതിർ വടക്കോട്ടു ബേത്ത്-ഹൊഗ്ലയുടെ മലഞ്ചരിവുവരെ കടന്നു തെക്കു യോർദ്ദാന്റെ അഴിമുഖത്തു ഉപ്പുകടലിന്റെ വടക്കെ അറ്റത്തു അവസാനിക്കുന്നു.
[IRV | ML | OT | Joshua | Chapter 18 | Verse 20] ഇതു തെക്കെ അതിർ. അതിന്റെ കിഴക്കെ അതിർ യോർദ്ദാൻ ആകുന്നു; ഇതു ബെന്യാമീൻ മക്കൾക്കു കുടുംബംകുടുംബമായി കിട്ടിയ അവകാശത്തിന്റെ ചുറ്റുമുള്ള അതിരുകൾ.
[IRV | ML | OT | Joshua | Chapter 18 | Verse 21] എന്നാൽ ബെന്യാമീൻ മക്കളുടെ ഗോത്രത്തിന്നു കുടുംബംകുടുംബമായി കിട്ടിയ പട്ടണങ്ങൾ: യെരീഹോ, ബേത്ത്-ഹൊഗ്ല, ഏമെക്-കെസീസ്,
[IRV | ML | OT | Joshua | Chapter 18 | Verse 22] ബേത്ത്-അരാബ, സെമാറയീം, ബേഥേൽ,
[IRV | ML | OT | Joshua | Chapter 18 | Verse 23] അവ്വീം, പാര, ഒഫ്ര,
[IRV | ML | OT | Joshua | Chapter 18 | Verse 24] കെഫാർ-അമ്മോനീ, ഒഫ്നി, ഗേബ; ഇങ്ങനെ പന്ത്രണ്ടു പട്ടണവും അവയുടെ ഗ്രാമങ്ങളും;
[IRV | ML | OT | Joshua | Chapter 18 | Verse 25] ഗിബെയോൻ, രാമ, ബേരോത്ത്,
[IRV | ML | OT | Joshua | Chapter 18 | Verse 26] മിസ്പെ, കെഫീര, മോസ,
[IRV | ML | OT | Joshua | Chapter 18 | Verse 27] രേക്കെം, യിർപ്പേൽ, തരല,
[IRV | ML | OT | Joshua | Chapter 18 | Verse 28] സേല, ഏലെഫ്, യെരൂശാലേം എന്ന യെബൂസ്യനഗരം, ശിബെയത്ത്, കിര്യത്ത്; ഇങ്ങനെ പതിന്നാലു പട്ടണവും അവയുടെ ഗ്രാമങ്ങളും ഇതു ബെന്യാമീൻ മക്കൾക്കു കുടുംബംകുടുംബമായി കിട്ടിയ അവകാശം.
