[IRV | KN | OT | Joshua | Chapter 21 | Verse 1] ಲೇವಿ ಕುಲಾಧಿಪತಿಗಳು ಕಾನಾನ್ ದೇಶದ ಶೀಲೋವಿನಲ್ಲಿದ್ದ ಮಹಾಯಾಜಕನಾದ ಎಲ್ಲಾಜಾರ, ನೂನನ ಮಗನಾದ ಯೆಹೋಶುವ ಮತ್ತು ಇಸ್ರಾಯೇಲ ಕುಲಾಧಿಪತಿಗಳು ಇವರ ಬಳಿಗೆ ಬಂದು,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 12] ಆದರೆ ಇದರ ಹೊಲಗಳನ್ನೂ, ಇದಕ್ಕೆ ಸೇರಿದ ಗ್ರಾಮಗಳನ್ನೂ ಯೆಫುನ್ನೆಯ ಮಗನಾದ ಕಾಲೇಬನಿಗೆ ಕೊಟ್ಟರು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 13] ಮಹಾಯಾಜಕನಾದ ಆರೋನನ ವಂಶದವರಿಗೆ ಮೇಲೆ ಹೇಳಿದ ಎರಡು ಕುಲಗಳಿಂದ ಹೆಬ್ರೋನೆಂಬ ಆಶ್ರಯ ನಗರವಾದ ಲಿಬ್ನಾ,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 14] ಯತ್ತೀರ್, ಎಷ್ಟೆಮೋಹ,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 15] ಹೋಲೋನ್, ದೆಬೀರ್,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 16] ಅಯಿನ್, ಯುಟ್ಟಾ, ಬೇತ್‌ಷೆಮೆಷ್‌ ಎಂಬ ಒಂಭತ್ತು ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳು
[IRV | KN | OT | Joshua | Chapter 21 | Verse 17] ಹಾಗೂ ಬೆನ್ಯಾಮೀನನ ಕುಲದಿಂದ ಗಿಬ್ಯೋನ್, ಗೆಬ,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 18] ಅನಾತೋತ್, ಅಲ್ಮೋನ್ ಎಂಬ ನಾಲ್ಕು ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳೂ ದೊರಕಿದವು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 19] ಮಹಾಯಾಜಕನಾದ ಆರೋನನ ವಂಶದವರ ಪಾಲಿಗೆ ಬಂದಂಥ ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳು ಹದಿಮೂರು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 20] ಲೇವಿಯರಾದ ಕೆಹಾತ್ಯರ ಉಳಿದ ಕುಟುಂಬಗಳಿಗೆ
[IRV | KN | OT | Joshua | Chapter 21 | Verse 21] ಎಫ್ರಾಯೀಮ್ಯರ ಸ್ವತ್ತಿನಿಂದ ಬೆಟ್ಟದಲ್ಲಿರುವ ಶೆಕೆಮ್ ಎಂಬ ಆಶ್ರಯ ನಗರ,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 22] ಗೆಜೆರ್, ಕಿಬ್ಚೈಮ್ ಹಾಗೂ ಬೇತ್‌ಹೋರೋನ್ ಎಂಬ ಗೋಮಾಳ ಸಹಿತವಾದ ನಾಲ್ಕು ಪಟ್ಟಣಗಳು,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 23] ದಾನ್ಯರ ಸ್ವತ್ತಿನಿಂದ ಎಲ್ತೆಕೇ, ಗಿಬ್ಬೆತೋನ್,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 24] ಅಯ್ಯಾಲೋನ್, ಗತ್‌ರಿಮ್ಮೋನ್ ಎಂಬ ಗೋಮಾಳ ಸಹಿತವಾದ ನಾಲ್ಕು ಪಟ್ಟಣಗಳು,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 25] ಮನಸ್ಸೆ ಕುಲದ ಅರ್ಧಜನರ ಸ್ವತ್ತಿನಿಂದ ತಾನಾಕ್, ಗತ್‌ರಿಮ್ಮೋನ್, ಎಂಬ ಎರಡು ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳು ಚೀಟಿನಿಂದ ದೊರಕಿದವು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 26] ಒಟ್ಟಾರೆ ಕೆಹಾತ್ಯರಿಗೆ ಸಿಕ್ಕಿದಂಥ ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳು ಹತ್ತು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 27] ಗೆರ್ಷೋನ್ಯರ ಕುಟುಂಬಗಳಿಗೆ ಅರ್ಧ ಮನಸ್ಸೆಯವರ ಸ್ವತ್ತಿನಿಂದ ದೊರಕಿದ ಪಟ್ಟಣಗಳು ಇವು: ಕೊಲೆ ಮಾಡಿದವನಿಗೆ ಆಶ್ರಯ ನಗರವಾದ ಬಾಷಾನಿನ ಗೋಲಾನ್, ಬೆಯೆಷ್ಟೆರಾ ಎಂಬ ಗೋಮಾಳ ಸಹಿತವಾದ ಎರಡು ಪಟ್ಟಣಗಳು;
[IRV | KN | OT | Joshua | Chapter 21 | Verse 28] ಇಸ್ಸಾಕಾರ್ ಸ್ವತ್ತಿನಿಂದ ಕಿಷ್ಯೋನ್, ದಾಬೆರತ್,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 29] ಯರ್ಮೂತ್, ಏಂಗನ್ನೀಮ್, ಎಂಬ ನಾಲ್ಕು ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳು;
[IRV | KN | OT | Joshua | Chapter 21 | Verse 30] ಆಶೇರ್ ಕುಲದಿಂದ ಮಿಷಾಲ್, ಅಬ್ದೋನ್,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 31] ಹೆಲ್ಕಾತ್ ರೆಹೋಬ್ ಎಂಬ ನಾಲ್ಕು ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳು;
[IRV | KN | OT | Joshua | Chapter 21 | Verse 32] ನಫ್ತಾಲಿ ಸ್ವತ್ತಿನಿಂದ, ಕೊಲೆ ಮಾಡಿದವನಿಗೆ ಆಶ್ರಯ ನಗರವಾದ ಗಲಿಲಾಯದ ಕೆದೆಷ್ ಹಮ್ಮೋತ್ ದೋರ್, ಕರ್ತಾನ್ ಎಂಬ ಗೋಮಾಳ ಸಹಿತವಾದ ಮೂರು ಪಟ್ಟಣಗಳು ದೊರಕಿದವು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 33] ಗೇರ್ಷೊನ್ಯರಿಗೆ ಸಿಕ್ಕಿದ ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳು ಹದಿಮೂರು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 34] ಮಿಕ್ಕ ಲೇವಿಯರಾದ ಮೆರಾರೀ ಗೋತ್ರದವರಿಗೆ ಜೆಬುಲೂನ್ ಸ್ವತ್ತಿನಿಂದ ಯೊಕ್ನೆಯಾಮ್,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 35] ಕರ್ತಾ, ದಿಮ್ನಾ ಹಾಗೂ ನಹಲಾಲ್ ಎಂಬ ಗೋಮಾಳ ಸಹಿತವಾದ ನಾಲ್ಕುಪಟ್ಟಣಗಳು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 36] ರೂಬೇನ್ಯರ ಸ್ವತ್ತಿನಿಂದ ಬೆಚೆರ್, ಯಹಚಾ,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 37] ಕೆದೇಮೋತ್ ಹಾಗೂ ಮೇಫಾಗತ್ ಎಂಬ ಗೋಮಾಳ ಸಹಿತವಾದ ನಾಲ್ಕು ಪಟ್ಟಣಗಳು;
[IRV | KN | OT | Joshua | Chapter 21 | Verse 38] ಗಾದ್ಯರ ಸ್ವತ್ತಿನಿಂದ ಕೊಲೆ ಮಾಡಿದವನಿಗೆ ಆಶ್ರಯ ನಗರವಾಗಿರುವ ಗಿಲ್ಯಾದಿನ ರಾಮೋತ್, ಮಹನಯಿಮ್,
[IRV | KN | OT | Joshua | Chapter 21 | Verse 39] ಹೆಷ್ಬೋನ್, ಯಗ್ಜೇರ್ ಎಂಬ ಗೋಮಾಳ ಸಹಿತವಾದ ನಾಲ್ಕುಪಟ್ಟಣಗಳು ದೊರಕಿದವು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 40] ಮಿಕ್ಕ ಲೇವಿಯರಾದ ಮೆರಾರೀ ಗೋತ್ರಗಳಿಗೆ ಚೀಟಿಯಿಂದ ದೊರಕಿದ ಪಟ್ಟಣಗಳು ಒಟ್ಟು ಹನ್ನೆರಡು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 41] ಲೇವಿಯರಿಗೆ ಇಸ್ರಾಯೇಲರ ಮಧ್ಯದಲ್ಲಿ ದೊರಕಿದ ಗೋಮಾಳ ಸಹಿತವಾದ ಪಟ್ಟಣಗಳು ನಲವತ್ತೆಂಟು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 42] ಈ ಪಟ್ಟಣಗಳಲ್ಲಿ ಪ್ರತಿಯೊಂದಕ್ಕೂ ಗೋಮಾಳಗಳಿದ್ದವು. ಎಲ್ಲಾ ಪಟ್ಟಣಗಳಿಗೂ ಹೀಗೆಯೇ ಇದ್ದಿತು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 43] ಯೆಹೋವನು ಇಸ್ರಾಯೇಲರ ಪೂರ್ವಿಕರಿಗೆ ಪ್ರಮಾಣಪೂರ್ವಕವಾಗಿ ವಾಗ್ದಾನ ಮಾಡಿದ ದೇಶವನ್ನು ಇಸ್ರಾಯೇಲಿಗೆ ಕೊಟ್ಟನು. ಅವರು ಅದನ್ನು ಸ್ವತಂತ್ರಪಡಿಸಿಕೊಂಡು ಅದರಲ್ಲಿ ವಾಸಮಾಡಿದರು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 44] ಯೆಹೋವನು ಅವರ ಪೂರ್ವಿಕರಿಗೆ ಆಣೆಯಿಟ್ಟು ಹೇಳಿದಂತೆ ಅವರಿಗೆ ಎಲ್ಲಾ ಕಡೆಗಳಿಂದಲೂ ಸಮಾಧಾನವನ್ನು ಅನುಗ್ರಹಿಸಿದನು. ವೈರಿಗಳಲ್ಲಿ ಒಬ್ಬನೂ ಅವರೆದುರು ನಿಲ್ಲಲಿಲ್ಲ. ಆತನು ಎಲ್ಲರನ್ನೂ ಅವರ ಕೈಗೆ ಒಪ್ಪಿಸಿದನು.
[IRV | KN | OT | Joshua | Chapter 21 | Verse 45] ಯೆಹೋವನು ಇಸ್ರಾಯೇಲ್ಯರಿಗೆ ಮಾಡಿದ ಅತಿ ಶ್ರೇಷ್ಠ ವಾಗ್ದಾನಗಳಲ್ಲಿ ಒಂದೂ ತಪ್ಪಿ ಹೋಗಲಿಲ್ಲ. ಎಲ್ಲವೂ ನೆರವೇರಿದವು.
