[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 1] Καὶ ἐμβὰς εἰς τὸ πλοῖον διεπέρασε καὶ ἦλθεν εἰς τὴν ἰδίαν πόλιν.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 18] Ταῦτα αὐτοῦ λαλοῦντος αὐτοῖς, ἰδού, + 9:18 ἄρχων ¦ ἄρχων εἷς SCR ἄρχων ἐλθὼν προσεκύνει αὐτῷ, λέγων ὅτι Ἡ θυγάτηρ μου ἄρτι ἐτελεύτησεν· ἀλλὰ ἐλθὼν ἐπίθες τὴν χεῖρά σου ἐπ᾿ αὐτήν, καὶ ζήσεται.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 19] Καὶ ἐγερθεὶς ὁ Ἰησοῦς ἠκολούθησεν αὐτῷ καὶ οἱ μαθηταὶ αὐτοῦ.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 20] Καὶ ἰδού, γυνὴ αἱμορροοῦσα δώδεκα ἔτη, προσελθοῦσα ὄπισθεν, ἥψατο τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 21] Ἔλεγε γὰρ ἐν ἑαυτῇ, Ἐὰν μόνον ἅψωμαι τοῦ ἱματίου αὐτοῦ, σωθήσομαι.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 22] Ὁ δὲ Ἰησοῦς ἐπιστραφεὶς καὶ ἰδὼν αὐτὴν εἶπε, Θάρσει, θύγατερ· ἡ πίστις σου σέσωκέ σε. Καὶ ἐσώθη ἡ γυνὴ ἀπὸ τῆς ὥρας ἐκείνης.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 23] Καὶ ἐλθὼν ὁ Ἰησοῦς εἰς τὴν οἰκίαν τοῦ ἄρχοντος, καὶ ἰδὼν τοὺς αὐλητὰς καὶ τὸν ὄχλον θορυβούμενον,
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 24] λέγει αὐτοῖς, Ἀναχωρεῖτε· οὐ γὰρ ἀπέθανε τὸ κοράσιον, ἀλλὰ καθεύδει. Καὶ κατεγέλων αὐτοῦ.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 25] Ὅτε δὲ ἐξεβλήθη ὁ ὄχλος, εἰσελθὼν ἐκράτησε τῆς χειρὸς αὐτῆς, καὶ ἠγέρθη τὸ κοράσιον.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 26] Καὶ ἐξῆλθεν ἡ φήμη αὕτη εἰς ὅλην τὴν γῆν ἐκείνην.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 27] Καὶ παράγοντι ἐκεῖθεν τῷ Ἰησοῦ, ἠκολούθησαν αὐτῷ δύο τυφλοί, κράζοντες καὶ λέγοντες, Ἐλέησον ἡμᾶς, υἱὲ Δαβίδ.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 28] Ἐλθόντι δὲ εἰς τὴν οἰκίαν, προσῆλθον αὐτῷ οἱ τυφλοί, καὶ λέγει αὐτοῖς ὁ Ἰησοῦς, Πιστεύετε ὅτι δύναμαι τοῦτο ποιῆσαι; Λέγουσιν αὐτῷ, Ναί, Κύριε.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 29] Τότε ἥψατο τῶν ὀφθαλμῶν αὐτῶν, λέγων, Κατὰ τὴν πίστιν ὑμῶν γενηθήτω ὑμῖν.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 30] Καὶ ἀνεῴχθησαν αὐτῶν οἱ ὀφθαλμοί· καὶ ἐνεβριμήσατο αὐτοῖς ὁ Ἰησοῦς, λέγων, Ὁρᾶτε μηδεὶς γινωσκέτω.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 31] Οἱ δὲ ἐξελθόντες διεφήμισαν αὐτὸν ἐν ὅλῃ τῇ γῇ ἐκείνῃ.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 32] Αὐτῶν δὲ ἐξερχομένων, ἰδού, προσήνεγκαν αὐτῷ ἄνθρωπον κωφὸν δαιμονιζόμενον.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 33] Καὶ ἐκβληθέντος τοῦ δαιμονίου, ἐλάλησεν ὁ κωφός· καὶ ἐθαύμασαν οἱ ὄχλοι, λέγοντες + 9:33 ὅτι ¦ — SCR ὅτι Οὐδέποτε ἐφάνη οὕτως ἐν τῷ Ἰσραήλ.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 34] Οἱ δὲ Φαρισαῖοι ἔλεγον, Ἐν τῷ ἄρχοντι τῶν δαιμονίων ἐκβάλλει τὰ δαιμόνια.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 35] Καὶ περιῆγεν ὁ Ἰησοῦς τὰς πόλεις πάσας καὶ τὰς κώμας, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν, καὶ κηρύσσων τὸ εὐαγγέλιον τῆς βασιλείας, καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν μαλακίαν ἐν τῷ λαῷ.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 36] Ἰδὼν δὲ τοὺς ὄχλους, ἐσπλαγχνίσθη περὶ αὐτῶν, ὅτι ἦσαν ἐκλελυμένοι καὶ ἐρριμμένοι ὡσεὶ πρόβατα μὴ ἔχοντα ποιμένα.
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 37] Τότε λέγει τοῖς μαθηταῖς αὐτοῦ, Ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι·
[GRCGTR | EL | NT | Matthew | Chapter 9 | Verse 38] δεήθητε οὖν τοῦ Κυρίου τοῦ θερισμοῦ, ὅπως ἐκβάλῃ ἐργάτας εἰς τὸν θερισμὸν αὐτοῦ.
