[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 1] Καὶ ἀποκριθεὶς ὁ Ἰησοῦς πάλιν εἶπεν αὐτοῖς ἐν παραβολαῖς, λέγων,
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 23] Ἐν ἐκείνῃ τῇ ἡμέρᾳ προσῆλθον αὐτῷ Σαδδουκαῖοι, οἱ λέγοντες μὴ εἶναι ἀνάστασιν, καὶ ἐπηρώτησαν αὐτόν,
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 24] λέγοντες, Διδάσκαλε, Μωσῆς εἶπεν, Ἐάν τις ἀποθάνῃ μὴ ἔχων τέκνα, ἐπιγαμβρεύσει ὁ ἀδελφὸς αὐτοῦ τὴν γυναῖκα αὐτοῦ, καὶ ἀναστήσει σπέρμα τῷ ἀδελφῷ αὐτοῦ.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 25] Ἦσαν δὲ παρ᾿ ἡμῖν ἑπτὰ ἀδελφοί· καὶ ὁ πρῶτος γαμήσας ἐτελεύτησε· καὶ μὴ ἔχων σπέρμα, ἀφῆκε τὴν γυναῖκα αὐτοῦ τῷ ἀδελφῷ αὐτοῦ.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 26] Ὁμοίως καὶ ὁ δεύτερος, καὶ ὁ τρίτος, ἕως τῶν ἑπτά.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 27] Ὕστερον δὲ πάντων ἀπέθανε καὶ ἡ γυνή.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 28] Ἐν τῇ οὖν ἀναστάσει, τίνος τῶν ἑπτὰ ἔσται γυνή; Πάντες γὰρ ἔσχον αὐτήν.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 29] Ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς, Πλανᾶσθε, μὴ εἰδότες τὰς γραφάς, μηδὲ τὴν δύναμιν τοῦ Θεοῦ.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 30] Ἐν γὰρ τῇ ἀναστάσει οὔτε γαμοῦσιν, οὔτε ἐκγαμίζονται, ἀλλ᾿ ὡς ἄγγελοι τοῦ Θεοῦ ἐν οὐρανῷ εἰσι.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 31] Περὶ δὲ τῆς ἀναστάσεως τῶν νεκρῶν, οὐκ ἀνέγνωτε τὸ ῥηθὲν ὑμῖν ὑπὸ τοῦ Θεοῦ, λέγοντος,
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 32] Ἐγώ εἰμι ὁ Θεὸς Ἀβραάμ, καὶ ὁ Θεὸς Ἰσαάκ, καὶ ὁ Θεὸς Ἰακώβ; Οὐκ ἔστιν ὁ Θεὸς Θεὸς νεκρῶν, ἀλλὰ ζώντων.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 33] Καὶ ἀκούσαντες οἱ ὄχλοι ἐξεπλήσσοντο ἐπὶ τῇ διδαχῇ αὐτοῦ.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 34] Οἱ δὲ Φαρισαῖοι, ἀκούσαντες ὅτι ἐφίμωσε τοὺς Σαδδουκαίους, συνήχθησαν ἐπὶ τὸ αὐτό.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 35] Καὶ ἐπηρώτησεν εἷς ἐξ αὐτῶν νομικός, πειράζων αὐτόν, καὶ λέγων,
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 36] Διδάσκαλε, ποία ἐντολὴ μεγάλη ἐν τῷ νόμῳ;
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 37] Ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ, Ἀγαπήσεις Κύριον τὸν Θεόν σου, ἐν ὅλῃ τῇ καρδίᾳ σου, καὶ ἐν ὅλῃ τῇ ψυχῇ σου, καὶ ἐν ὅλῃ τῇ διανοίᾳ σου.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 38] Αὕτη ἐστὶ πρώτη καὶ μεγάλη ἐντολή.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 39] Δευτέρα δὲ ὁμοία αὐτῇ, Ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 40] Ἐν ταύταις ταῖς δυσὶν ἐντολαῖς ὅλος ὁ νόμος καὶ οἱ προφῆται κρέμανται.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 41] Συνηγμένων δὲ τῶν Φαρισαίων, ἐπηρώτησεν αὐτοὺς ὁ Ἰησοῦς,
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 42] λέγων, Τί ὑμῖν δοκεῖ περὶ τοῦ Χριστοῦ; Τίνος υἱός ἐστι; Λέγουσιν αὐτῷ, Τοῦ Δαβίδ.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 43] Λέγει αὐτοῖς, Πῶς οὖν Δαβὶδ ἐν πνεύματι Κύριον αὐτὸν καλεῖ, λέγων,
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 44] Εἶπεν ὁ Κύριος τῷ Κυρίῳ μου, Κάθου ἐκ δεξιῶν μου, ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου;
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 45] Εἰ οὖν Δαβὶδ καλεῖ αὐτὸν Κύριον, πῶς υἱὸς αὐτοῦ ἐστι;
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 46] Καὶ οὐδεὶς ἐδύνατο αὐτῷ ἀποκριθῆναι λόγον· οὐδὲ ἐτόλμησέ τις ἀπ᾿ ἐκείνης τῆς ἡμέρας ἐπερωτῆσαι αὐτὸν οὐκέτι.
