[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 1] ΚΑΙ ὁ βασιλεὺς Ἀστυάγης προσετέθη πρὸς τοὺς πατέρας αὐτοῦ· καὶ παρέλαβε Κύρος ὁ Πέρσης τὴν βασιλείαν αὐτοῦ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 12] Καὶ ἐλθὼν πρωῒ, ἐὰν μὴ εὕρῃς πάντα βεβρωμένα ὑπὸ τοῦ Βὴλ, ἀποθανούμεθα· ἢ Δανιὴλ ὁ ψευδόμενος καθʼ ἡμῶν.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 13] Αὐτοὶ δὲ κατεφρόνουν, ὅτι πεποιήκεισαν ὑπὸ τὴν τράπεζαν κεκρυμμένην εἴσοδον, καὶ διʼ αὐτῆς εἰσεπορεύοντο διόλου, καὶ ἀνήλουν αὐτά.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 14] Καὶ ἐγένετο ὡς ἐξήλθοσαν ἐκεῖνοι, καὶ ὁ βασιλεὺς παρέθηκε τὰ βρώματα τῷ Βήλ· καὶ ἐπέταξε Δανιὴλ τοῖς παιδαρίοις αὐτοῦ, καὶ ἤνεγκαν τέφραν· καὶ κατέσεισαν ὅλον τὸν ναὸν ἐνώπιον τοῦ βασιλέως μόνου· καὶ ἐξελθόντες ἔκλεισαν τὴν θύραν, καὶ ἐσφραγίσαντο ἐν τῷ δακτυλίῳ τοῦ βασιλέως, καὶ ἀπῆλθον.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 15] Οἱ δὲ ἱερεῖς ἦλθον τὴν νύκτα κατὰ τὸ ἔθος αὐτῶν, καὶ αἱ γυναῖκες αὐτῶν, καὶ τὰ τέκνα αὐτῶν, καὶ κατέφαγον πάντα, καὶ ἐξέπιον.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 16] Καὶ ὤρθρισεν ὁ βασιλεὺς τὸ πρωῒ, καὶ Δανιὴλ μετʼ αὐτοῦ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 17] Καὶ εἶπε, σῶοι αἱ σφραγίδες Δανιήλ; ὁ δὲ εἶπε, σῶοι, βασιλεῦ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 18] Καὶ ἐγένετο ἅμα τῷ ἀνοῖξαι τὰς θύρας, ἐπιβλέψας ἐπὶ τὴν τράπεζαν ὁ βασιλεὺς, ἐβόησε φωνῇ μεγάλῃ, μέγας εἶ Βὴλ, καὶ οὐκ ἔστι παρὰ σοὶ δόλος οὐδὲ εἷς.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 19] Καὶ ἐγέλασε Δανιὴλ, καὶ ἐκράτησε τὸν βασιλέα, τοῦ μὴ εἰσελθεῖν αὐτὸν ἔσω· καὶ εἶπεν, ἴδε δὴ τὸ ἔδαφος, καὶ γνῶθι τίνος τὰ ἴχνη ταῦτα.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 20] Καὶ εἶπεν ὁ βασιλεὺς, ὁρῶ τὰ ἴχνη ἀνδρῶν, καὶ γυναικῶν, καὶ παιδίων· καὶ ὀργισθεὶς ὁ βασιλεὺς τότε συνέλαβε τοὺς ἱερεῖς, καὶ τὰς γυναῖκας,
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 21] καὶ τὰ τέκνα αὐτῶν, καὶ ἔδειξαν αὐτῷ τὰς κρυπτὰς θύρας, διʼ ὧν εἰσεπορεύοντο, καὶ ἐδαπάνων τὰ ἐπὶ τῆς τραπέζης.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 22] Καὶ ἀπέκτεινεν αὐτοὺς ὁ βασιλεὺς, καὶ ἔδωκε τὸν Βὴλ ἔκδοτον τῷ Δανιήλ· καὶ κατέστρεψεν αὐτὸν καὶ τὸ ἱερὸν αὐτοῦ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 23] Καὶ ἦν Δράκων μέγας, καὶ ἐσέβοντο αὐτὸν οἱ Βαβυλώνιοι.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 24] Καὶ εἶπεν ὁ βασιλεὺς τῷ Δανιὴλ, μὴ καὶ τοῦτον ἐρεῖς ὅτι χαλκοῦς ἐστιν; ἰδοὺ ζῇ, καὶ ἐσθίει, καὶ πίνει· οὐ δύνασαι εἰπεῖν, ὅτι οὐκ ἔστιν οὗτος θεὸς ζῶν· καὶ προσκύνησον αὐτῷ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 25] Καὶ εἶπε Δανιὴλ, Κυρίῳ τῷ Θεῷ μου προσκυνήσω, ὅτι οὗτός ἐστι Θεὸς ζῶν.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 26] Σὺ δὲ, βασιλεῦ, δός μοι ἐξουσίαν, καὶ ἀποκτενῶ τὸν δράκοντα ἄνευ μαχαίρας καὶ ῥάβδου· καὶ εἶπεν ὁ βασιλεὺς δίδωμί σοι.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 27] Καὶ ἔλαβεν ὁ Δανιὴλ πίσσαν καὶ στέαρ καὶ τρίχας, καὶ ἥψησεν ἐπιτοαυτό· καὶ ἐποίησε μάζας, καὶ ἔδωκεν εἰς τὸ στόμα τοῦ δράκοντος, καὶ φαγὼν διεῤῥάγη ὁ δράκων· καὶ εἶπεν, ἴδετε τὰ σεβάσματα ὑμῶν.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 28] Καὶ ἐγένετο, ὡς ἤκουσαν οἱ Βαβυλώνιοι, ἠγανάκτησαν λίαν, καὶ συνεστράφησαν ἐπὶ τὸν βασιλέα, καὶ εἶπαν, Ἰουδαῖος γέγονεν ὁ βασιλεὺς, τὸν Βὴλ κατέσπασε, καὶ τὸν δράκοντα ἀπέκτεινε, καὶ τοὺς ἱερεῖς κατέσφαξε.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 29] Καὶ εἶπαν ἐλθόντες πρὸς τὸν βασιλέα, παράδος ἡμῖν τὸν Δανιήλ· εἰ δὲ μὴ, ἁποκτενοῦμέν σε, καὶ τὸν οἶκόν σου.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 30] Καὶ εἶδεν ὁ βασιλεὺς ὅτι ἐπείγουσιν αὐτὸν σφόδρα, καὶ ἀναγκασθεὶς ὁ βασιλεὺς παρέδωκεν αὐτοῖς τὸν Δανιήλ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 31] Οἱ δὲ ἔβαλον αὐτὸν εἰς τὸν λάκκον τῶν λεόντων, καὶ ἦν ἐκεῖ ἡμέρας ἕξ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 32] Ἦσαν δὲ ἐν τῷ λάκκῳ ἑπτὰ λέοντες, καὶ ἐδίδοτο αὐτοῖς τὴν ἡμέραν δύο σώματα καὶ δύο πρόβατα· τότε δὲ οὐκ ἐδόθη αὐτοῖς, ἵνα καταφάγωσι τὸν Δανιήλ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 33] Καὶ ἦν Ἀμβακοὺμ ὁ προφήτης ἐν τῇ Ἰουδαίᾳ, καὶ αὐτὸς ἥψησεν ἕψεμα, καὶ ἐνέθρυψεν ἄρτους εἰς σκάφην, καὶ ἑπορεύετο εἰς τὸ πεδίον ἀπενέγκαι τοῖς θερισταῖς.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 34] Καὶ εἶπεν ὁ ἄγγελος Κυρίου τῷ Ἀμβακοὺμ, ἀπένεγκε τὸ ἄριστον ὃ ἔχεις εἰς Βαβυλῶνα τῷ Δανιὴλ εἰς τὸν λάκκον τῶν λεόντων.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 35] Καὶ εἶπεν Ἀμβακοὺμ, Κύριε, Βαβυλῶνα οὐχ ἑώρακα, καὶ τὸν λάκκον οὐ γινώσκω.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 36] Καὶ ἐπελάβετο ὁ ἄγγελος Κυρίου τῆς κορυφῆς αὐτοῦ, καὶ βαστάσας τῆς κόμης τῆς κεφαλῆς αὐτοῦ, ἔθηκεν αὐτὸν εἰς Βαβυῶνα ἐπάνω τοῦ λάκκου, ἐν τῷ ῥοίζῳ τοῦ πνεύματος αὐτοῦ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 37] Καὶ ἐβόησεν Ἀμβακοὺμ, λέγων, Δανιὴλ, Δανιὴλ, λάβε τὸ ἄριστον ὃ ἀπέστειλέ σοι ὁ Θεός.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 38] Καὶ εἶπε Δανιὴλ, ἐμνήσθης γάρ μου ὁ Θεὸς, καὶ οὐκ ἐγκατέλιπες τοὺς ἀγαπῶντάς σε.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 39] Καὶ ἀναστὰς δανιὴλ, ἔφαγεν· ὁ δὲ ἄγγελος τοῦ ἀπεκατέστησε τὸν Ἀμβακοὺμ παραχρῆμα εἰς τὸν τόπον αὐτοῦ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 40] Ὁ δὲ βασιλεὺς ἦλθε τῇ ἑβδόμῃ πενθῆσαι τὸν Δανιὴλ, καὶ ἦλθεν ἐπὶ τὸν λάκκον, καὶ ἐνέβλεψε, καὶ ἰδοὺ, Δανιὴλ καθήμενος.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 41] Καὶ ἀναβοήσας φωνῇ μεγάλῃ, εἶπε, μέγας εἰ, Κύριε ὁ Θεὸς τοῦ Δανιὴλ, καὶ οὐκ ἔστιν ἄλλος πλὴν σοῦ.
[LXX | EL | OT | Bel and the Dragon | Chapter 1 | Verse 42] Καὶ ἀνέσπασεν αὐτόν· τοὺς δὲ αἰτίους τῆς ἀπωλείας αὐτοῦ ἐνέβαλεν εἰς τὸν λάκκον· καὶ κατεβρώθησαν παραχρῆμα ἐνώπιον αὐτοῦ.
