[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 1] This is the word that the LORD spoke through Jeremiah the prophet concerning Babylon and the land of the Chaldeans:
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 32] The arrogant one will stumble and fall with no one to pick him up. And I will kindle a fire in his cities to consume all those around him.”
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 33] This is what the LORD of Hosts says: “The sons of Israel are oppressed, and the sons of Judah as well. All their captors hold them fast, refusing to release them.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 34] Their Redeemer is strong; the LORD of Hosts is His name. He will fervently plead their case so that He may bring rest to the earth, but turmoil to those who live in Babylon.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 35] A sword is against the Chaldeans, declares the LORD, against those who live in Babylon, and against her officials and wise men.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 36] A sword is against her false prophets, and they will become fools. A sword is against her warriors, and they will be filled with terror.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 37] A sword is against her horses and chariots and against all the foreigners in her midst, and they will become like women. A sword is against her treasuries, and they will be plundered.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 38] A drought is upon her waters, and they will be dried up. For it is a land of graven images, and the people go mad over idols.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 39] So the desert creatures and hyenas will live there and ostriches will dwell there. It will never again be inhabited or lived in from generation to generation.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 40] As God overthrew Sodom and Gomorrah along with their neighbors,” declares the LORD, “no one will dwell there; no man will abide there.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 41] Behold, an army is coming from the north; a great nation and many kings are stirred up from the ends of the earth.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 42] They grasp the bow and spear; they are cruel and merciless. Their voice roars like the sea, and they ride upon horses, lined up like men in formation against you, O Daughter of Babylon.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 43] The king of Babylon has heard the report, and his hands hang limp. Anguish has gripped him, pain like that of a woman in labor.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 44] Behold, one will come up like a lion from the thickets of the Jordan to the watered pasture. For in an instant I will chase Babylon from her land. Who is the chosen one I will appoint for this? For who is like Me, and who can challenge Me? What shepherd can stand against Me?”
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 45] Therefore hear the plans that the LORD has drawn up against Babylon and the strategies He has devised against the land of the Chaldeans: Surely the little ones of the flock will be dragged away; certainly their pasture will be made desolate because of them.
[BSB | EN | OT | Jeremiah | Chapter 50 | Verse 46] At the sound of Babylon’s capture the earth will quake; a cry will be heard among the nations.
