[DARBY | EN | NT | Matthew | Chapter 27 | Verse 1] And when it was morning all the chief priests and the elders of the people took counsel against Jesus so that they might put him to death.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 25] And all the people answering said, His blood [be] on us and on our children.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 26] Then he released to them Barabbas; but Jesus, having scourged [him], he delivered up that he might be crucified.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 27] Then the soldiers of the governor, having taken Jesus with [them] to the praetorium, gathered against him the whole band,
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 28] and having taken off his garment, put on him a scarlet cloak;
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 29] and having woven a crown out of thorns, they put it on his head, and a reed in his right hand; and, bowing the knee before him, they mocked him, saying, Hail, King of the Jews!
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 30] And having spit upon him, they took the reed and beat [him] on his head.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 31] And when they had mocked him, they took the cloak off him, and put his own clothes on him, and led him away to crucify.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 32] And as they went forth they found a man of Cyrene, Simon by name; him they compelled to go [with them] that he might bear his cross.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 33] And having come to a place called Golgotha, which means Place of a skull,
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 34] they gave to him to drink vinegar mingled with gall; and having tasted [it], he would not drink.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 35] And having crucified him, they parted his clothes amongst [themselves], casting lots.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 36] And sitting down, they kept guard over him there.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 37] And they set up over his head his accusation written: This is Jesus, the King of the Jews.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 38] Then are crucified with him two robbers, one on the right hand and one on the left.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 39] But the passers-by reviled him, shaking their heads
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 40] and saying, Thou that destroyest the temple and buildest it in three days, save thyself. If thou art Son of God, descend from the cross.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 41] [And] in like manner the chief priests also, mocking, with the scribes and elders, said,
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 42] He saved others, himself he cannot save. He is King of Israel: let him descend now from the cross, and we will believe on him.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 43] He trusted upon God; let him save him now if he will [have] him. For he said, I am Son of God.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 44] And the robbers also who had been crucified with him cast the same reproaches on him.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 45] Now from [the] sixth hour there was darkness over the whole land until [the] ninth hour;
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 46] but about the ninth hour Jesus cried out with a loud voice, saying, Eli, Eli, lama sabachthani? that is, My God, my God, why hast thou forsaken me?
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 47] And some of those who stood there, when they heard [it], said, This [man] calls for Elias.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 48] And immediately one of them running and getting a sponge, having filled [it] with vinegar and fixed [it] on a reed, gave him to drink.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 49] But the rest said, Let be; let us see if Elias comes to save him.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 50] And Jesus, having again cried with a loud voice, gave up the ghost.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 51] And lo, the veil of the temple was rent in two from the top to the bottom, and the earth was shaken, and the rocks were rent,
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 52] and the tombs were opened; and many bodies of the saints fallen asleep arose,
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 53] and going out of the tombs after his arising, entered into the holy city and appeared unto many.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 54] But the centurion, and they who were with him on guard over Jesus, seeing the earthquake and the things that took place, feared greatly, saying, Truly this [man] was Son of God.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 55] And there were there many women beholding from afar off, who had followed Jesus from Galilee ministering to him,
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 56] among whom was Mary of Magdala, and Mary the mother of James and Joses, and the mother of the sons of Zebedee.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 57] Now when even was come there came a rich man of Arimathaea, his name Joseph, who also himself was a disciple to Jesus.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 58] He, going to Pilate, begged the body of Jesus. Then Pilate commanded the body to be given up.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 59] And Joseph having got the body, wrapped it in a clean linen cloth,
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 60] and laid it in his new tomb which he had hewn in the rock; and having rolled a great stone to the door of the tomb, went away.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 61] But Mary of Magdala was there, and the other Mary, sitting opposite the sepulchre.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 62] Now on the morrow, which is after the preparation, the chief priests and the Pharisees came together to Pilate,
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 63] saying, Sir, we have called to mind that that deceiver said when he was still alive, After three days I arise.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 64] Command therefore that the sepulchre be secured until the third day, lest his disciples should come and steal him away, and say to the people, He is risen from the dead; and the last error shall be worse than the first.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 65] And Pilate said to them, Ye have a watch: go, secure it as well as ye know how.
[DARBY | EN | NT | Matthew | Chapter 27 | Verse 66] And they went and secured the sepulchre, having sealed the stone, with the watch [besides].
