[GNV | EN | OT | Leviticus | Chapter 26 | Verse 1] Ye shall make you none idoles nor grauen image, neither reare you vp any pillar, neither shall ye set any image of stone in your land to bow downe to it: for I am the Lord your God.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 25] And I wil send a sword vpon you, that shall auenge the quarel of my couenant: and when ye are gathered in your cities, I wil send the pestilence among you, and ye shall be deliuered into the hand of the enemie.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 26] When I shall breake the staffe of your bread, then ten women shall bake your breade in one ouen, and they shall deliuer your bread againe by weight, and ye shall eate, but not be satisfied.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 27] Yet if ye will not for this obey mee, but walke against me stubburnly,
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 28] Then will I walke stubburnly in mine anger against you, and I will also chastice you seuen times more according to your sinnes.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 29] And ye shall eate ye flesh of your sonnes, and the flesh of your daughters shall ye deuoure.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 30] I will also destroy your hye places, and cut away your images, and cast your carkeises vpon the bodies of your idoles, and my soule shall abhorre you.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 31] And I will make your cities desolate, and bring your Sanctuarie vnto nought, and will not smelll the sauour of your sweete odours.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 32] I will also bring the land vnto a wildernes, and your enemies, which dwell therein, shalbe astonished thereat.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 33] Also I wil scatter you among the heathen, and will drawe out a sworde after you, and your land shalbe waste, and your cities shalbe desolate.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 34] Then shall the land inioy her Sabbaths, as long as it lieth voide, and yee shalbe in your enemies land: then shall the land rest, and enioy her Sabbaths.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 35] All the dayes that it lieth voide, it shall rest, because it did not rest in your Sabbaths, when ye dwelt vpon it.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 36] And vpon them that are left of you, I will send euen a faintnes into their hearts in ye land of their enemies, and the sounde of a leafeshaken shall chase them, and they shall flee as fleeing from a sword, and they shall fall, no man pursuing them.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 37] They shall fall also one vpon another, as before a sword, though none pursue them, and ye shall not be able to stand before your enemies:
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 38] And ye shall perish among the heathen, and the land of your enemies shall eate you vp.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 39] And they that are left of you, shall pine away for their iniquitie, in your enemies landes, and for the iniquities of their fathers shall they pine away with them also.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 40] Then they shall confesse their iniquitie, and the wickednes of their fathers for their trespasse, which they haue trespassed against mee, and also because they haue walked stubburnly against me.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 41] Therefore I wil walke stubburnly against them, and bring them into the land of their enemies: so then their vncircumcised hearts shalbe humbled, and then they shalt willingly beare the punishment of their iniquitie.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 42] Then I will remember my couenant with Iaakob, and my couenant also with Izhak, and also my couenant with Abraham will I remember, and will remember the land.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 43] The land also in the meane season shalbe left of them, and shall enioye her Sabbaths while she lieth waste without them, but they shall willingly suffer the punishment of their iniquitie, because they despised my lawes, and because their soule abhorred mine ordinances.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 44] Yet notwithstanding this, when they shalbe in the lande of their enemies, I wil not cast them away, neither will I abhorre them, to destroy them vtterly, nor to breake my couenant with them: for I am the Lord their God:
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 45] But I will remember for them the couenant of olde when I brought them out of ye land of Egypt in the sight of the heathen that I might be their God: I am the Lord.
[GNV | EN | OT | Leviticus | Chapter 26 | Verse 46] These are the ordinances, and the iudgements, and the lawes, which the Lord made betweene him, and the children of Israel in mount Sinai, by the hand of Moses.
