[GNV | EN | OT | Leviticus | Chapter 11 | Verse 1] After, the Lord spake vnto Moses and to Aaron, saying vnto them,
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 20] Also euery foule that creepeth and goeth vpon all foure, such shalbe an abomination vnto you.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 21] Yet these shall ye eate: of euery foule that creepeth, and goeth vpon all foure which haue their feete and legs all of one to leape withal vpon the earth,
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 22] Of them ye shall eate these, the grashopper after his kinde, and the solean after his kinde, the hargol after his kinde, and the hagab after his kind.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 23] But al other foules that creepe and haue foure feete, they shalbe abomination vnto you.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 24] For by such ye shalbe polluted: whosoeuer toucheth their carkeis, shalbe vncleane vnto the euening.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 25] Whosoeuer also beareth of their carkeis, shall wash his clothes, and be vncleane vntil euen.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 26] Euery beast that hath clawes deuided, and is not clouen footed, nor cheweth the cud, such shalbe vncleane vnto you: euery one that toucheth them, shalbe vncleane.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 27] And whatsoeuer goeth vpon his pawes among all maner beastes that goeth on all foure, such shalbe vncleane vnto you: who so doth touch their carkeis shalbe vncleane vntil the euen.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 28] And he that beareth their carkeis, shall wash his clothes, and be vncleane vntill the euen: for such shalbe vncleane vnto you.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 29] Also these shalbe vncleane to you amog the things that creepe and moue vpon the earth, the weasell, and the mouse, and the frog, after his kinde:
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 30] Also the rat, and the lizard, and the chameleon, and the stellio, and the molle.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 31] These shall be vncleane to you among all that creepe: whosoeuer doeth touch them when they be dead, shalbe vncleane vntil the euen.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 32] Also whatsoeuer any of the dead carkeises of them doth fall vpon, shalbe vncleane, whether it be vessel of wood, or rayment, or skinne, or sacke: whatsoeuer vessel it be that is occupied, it shalbe put in the water as vncleane vntil the euen, and so be purified.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 33] But euery earthen vessel, whereinto any of them falleth, whatsoeuer is within it shalbe vncleane, and ye shall breake it.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 34] Al meate also that shalbe eaten, if any such water come vpon it, shalbe vncleane: and all drinke that shalbe drunke in al such vessels shalbe vncleane.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 35] And euery thing that their carkeis fall vpon, shalbe vncleane: the fornais or the pot shalbe broken: for they are vncleane, and shalbe vncleane vnto you.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 36] Yet the fountaines and welles where there is plentie of water shalbe cleane: but that which toucheth their carkeises shalbe vncleane.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 37] And if there fal of their dead carkeis vpon any seede, which vseth to be sowe, it shalbe cleane.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 38] But if any water be powred vpon ye seede, and there fal of their dead carkeis thereon, it shall be vncleane vnto you.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 39] If also any beast, whereof ye may eate, die, he that toucheth the carkeis thereof shall be vncleane vntil the euen.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 40] And he that eateth of the carkeis of it, shall wash his clothes and be vncleane vntil the euen: he also that beareth the carkeis of it, shall wash his clothes, and be vncleane vntil the euen.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 41] Euery creeping thing therefore that creepeth vpon the earth shalbe an abomination, and not be eaten.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 42] Whatsoeuer goeth vpon the breast, and whatsoeuer goeth vpon al foure, or that hath many feete among all creeping thinges that creepe vpon the earth, ye shall not eate of them, for they shalbe abomination.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 43] Ye shall not pollute your selues with any thing that creepeth, neither make your selues vncleane with them, neither defile your selues thereby: ye shall not, I say, be defiled by them,
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 44] For I am the Lord your God: be sanctified therefore, and be holy, for I am holy, and defile not your selues with any creeping thing, that creepeth vpon the earth.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 45] For I am the Lord that brought you out of the lande of Egypt, to be your God, and that you should be holy, for I am holy.
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 46] This is the law of beasts, and of foules, and of euery liuing thing that moueth in the waters, and of euery thing that creepeth vpon the earth:
[GNV | EN | OT | Leviticus | Chapter 11 | Verse 47] That there may be a difference betweene the vncleane and cleane, and betweene the beast that may be eaten, and the beast that ought not to be eaten.
