[IRV | PA | OT | Proverbs | Chapter 19 | Verse 1] ਪੁੱਠੀਆਂ ਗੱਲਾਂ ਕਰਨ ਵਾਲੇ ਮੂਰਖ ਨਾਲੋਂ, ਉਹ ਕੰਗਾਲ ਚੰਗਾ ਹੈ ਜਿਹੜਾ ਸਿੱਧੀ ਚਾਲ ਚੱਲਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 12] ਰਾਜੇ ਦਾ ਕਹਿਰ ਬੱਬਰ ਸ਼ੇਰ ਦੇ ਗੱਜਣ ਵਰਗਾ ਹੈ, ਪਰ ਉਹ ਦੀ ਪ੍ਰਸੰਨਤਾ ਘਾਹ ਉੱਤੇ ਪਈ ਹੋਈ ਤ੍ਰੇਲ ਵਾਂਗੂੰ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 13] ਮੂਰਖ ਪੁੱਤਰ ਪਿਤਾ ਦੇ ਲਈ ਬਿਪਤਾ ਹੈ, ਅਤੇ ਪਤਨੀ ਦੇ ਝਗੜੇ-ਰਗੜੇ ਸਦਾ ਛੱਤ ਦੇ ਚੋਣ ਵਾਂਗੂੰ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 14] ਘਰ ਅਤੇ ਧਨ ਮਾਪਿਆਂ ਤੋਂ ਮਿਰਾਸ ਵਿੱਚ ਮਿਲਦੇ ਹਨ, ਪਰ ਬੁੱਧਵਾਨ ਪਤਨੀ ਯਹੋਵਾਹ ਵੱਲੋਂ ਮਿਲਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 15] ਆਲਸ ਘੂਕ ਨੀਂਦ ਵਿੱਚ ਪਾ ਦਿੰਦੀ ਹੈ, ਅਤੇ ਸੁਸਤ ਪ੍ਰਾਣੀ ਭੁੱਖਾ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 16] ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹੁਕਮਾਂ ਨੂੰ ਮੰਨਦਾ ਹੈ ਉਹ ਆਪਣੀ ਜਾਨ ਦੀ ਪਾਲਣਾ ਕਰਦਾ ਹੈ, ਪਰ ਜੋ ਆਪਣੇ ਚਾਲ-ਚੱਲਣ ਉੱਤੇ ਧਿਆਨ ਨਹੀਂ ਦਿੰਦਾ ਉਹ ਮਰ ਜਾਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 17] ਜਿਹੜਾ ਗਰੀਬਾਂ ਉੱਤੇ ਦਯਾ ਕਰਦਾ ਹੈ ਉਹ ਯਹੋਵਾਹ ਨੂੰ ਉਧਾਰ ਦਿੰਦਾ ਹੇ, ਅਤੇ ਉਹ ਉਸ ਨੂੰ ਉਸ ਦੀ ਕੀਤੀ ਦਾ ਫਲ ਦੇਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 18] ਜਦ ਤੱਕ ਆਸ ਹੈ ਆਪਣੇ ਪੁੱਤਰ ਨੂੰ ਤਾੜਨਾ ਦੇ, ਜਾਣ ਬੁੱਝ ਕੇ ਉਹ ਦੇ ਨਾਸ ਦਾ ਕਾਰਨ ਨਾ ਬਣ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 19] ਡਾਢੇ ਕ੍ਰੋਧੀ ਨੂੰ ਸਜ਼ਾ ਭੋਗਣ ਦੇ, ਜੇ ਤੂੰ ਉਹ ਨੂੰ ਛੁਡਾਵੇਂ ਤਾਂ ਤੈਨੂੰ ਬਾਰ-ਬਾਰ ਛੁਡਾਉਣਾ ਪਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 20] ਸਲਾਹ ਨੂੰ ਸੁਣ ਅਤੇ ਸਿੱਖਿਆ ਨੂੰ ਕਬੂਲ ਕਰ, ਤਾਂ ਜੋ ਅੰਤ ਵਿੱਚ ਬੁੱਧਵਾਨ ਬਣੇਂ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 21] ਮਨੁੱਖ ਦੇ ਮਨ ਵਿੱਚ ਅਨੇਕ ਯੋਜਨਾਵਾਂ ਹੁੰਦੀਆਂ ਹਨ, ਪਰ ਯਹੋਵਾਹ ਦੀ ਯੋਜਨਾ ਕਾਇਮ ਰਹੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 22] ਮਨੁੱਖ ਦੀ ਦਯਾ ਦੇ ਕਾਰਨ ਉਸ ਨੂੰ ਪਸੰਦ ਕੀਤਾ ਜਾਂਦਾ ਹੈ, ਅਤੇ ਝੂਠੇ ਮਨੁੱਖ ਨਾਲੋਂ ਕੰਗਾਲ ਹੀ ਚੰਗਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 23] ਯਹੋਵਾਹ ਦਾ ਭੈਅ ਮੰਨਣ ਨਾਲ ਜੀਵਨ ਦਾ ਵਾਧਾ ਹੁੰਦਾ ਹੈ, ਭੈਅ ਮੰਨਣ ਵਾਲਾ ਤ੍ਰਿਪਤ ਰਹੇਗਾ, ਅਤੇ ਬਿਪਤਾ ਤੋਂ ਬਚਿਆ ਰਹੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 24] ਆਲਸੀ ਆਪਣਾ ਹੱਥ ਥਾਲੀ ਵਿੱਚ ਪਾਉਂਦਾ ਹੈ, ਪਰ ਐਨਾ ਵੀ ਨਹੀਂ ਕਰਦਾ ਭਈ ਉਹ ਨੂੰ ਫੇਰ ਮੂੰਹ ਤੱਕ ਲਿਆਵੇ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 25] ਠੱਠਾ ਕਰਨ ਵਾਲੇ ਨੂੰ ਮਾਰ ਤਾਂ ਭੋਲਾ ਸਿਆਣਾ ਹੋ ਜਾਵੇਗਾ, ਅਤੇ ਸਮਝ ਵਾਲੇ ਨੂੰ ਤਾੜਨਾ ਦੇ, ਉਹ ਗਿਆਨ ਨੂੰ ਸਮਝੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 26] ਜਿਹੜਾ ਆਪਣੇ ਪਿਉ ਨੂੰ ਉਜਾੜ ਦਿੰਦਾ ਅਤੇ ਆਪਣੀ ਮਾਂ ਨੂੰ ਘਰੋਂ ਕੱਢ ਦਿੰਦਾ ਹੈ, ਉਹ ਨਿਰਾਦਰ ਅਤੇ ਸ਼ਰਮਿੰਦਗੀ ਦਾ ਕਾਰਨ ਹੋਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 27] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਜਿਸ ਸਿੱਖਿਆ ਨਾਲ ਗਿਆਨ ਦੇ ਬਚਨਾਂ ਤੋਂ ਭਟਕ ਜਾਈਦਾ ਹੈ, ਉਹ ਦਾ ਸੁਣਨਾ ਹੀ ਛੱਡ ਦੇ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 28] ਨਿਕੰਮਾ ਗਵਾਹ ਨਿਆਂ ਨੂੰ ਠੱਠਿਆਂ ਵਿੱਚ ਉਡਾਉਂਦਾ ਹੈ, ਅਤੇ ਦੁਸ਼ਟਾਂ ਦਾ ਮੂੰਹ ਬੁਰਿਆਈ ਨੂੰ ਨਿਗਲ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 19 | Verse 29] ਠੱਠਾ ਕਰਨ ਵਾਲਿਆਂ ਦੇ ਲਈ ਸਜ਼ਾ ਤਿਆਰ ਹੈ, ਤੇ ਮੂਰਖਾਂ ਦੀ ਪਿੱਠ ਲਈ ਕੋਰੜੇ ਹਨ।
