[IRV | PA | OT | Proverbs | Chapter 23 | Verse 1] ਜਦ ਤੂੰ ਕਿਸੇ ਹਾਕਮ ਦੇ ਨਾਲ ਰੋਟੀ ਖਾਣ ਬੈਠੇਂ, ਤਾਂ ਚੰਗੀ ਤਰ੍ਹਾਂ ਸੋਚ ਕਿ ਤੇਰੇ ਸਾਹਮਣੇ ਕੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 14] ਤੂੰ ਸੋਟੀ ਨਾਲ ਉਹ ਨੂੰ ਮਾਰ, ਅਤੇ ਉਹ ਦੀ ਜਾਨ ਨੂੰ ਪਤਾਲੋਂ ਬਚਾ ਲੈ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 15] ਮੇਰੇ ਪੁੱਤਰ, ਜੇ ਤੇਰਾ ਮਨ ਬੁੱਧਵਾਨ ਹੋਵੇ, ਤਾਂ ਮੇਰਾ ਮਨ ਅਨੰਦ ਹੋਵੇਗਾ, ਹਾਂ, ਮੇਰਾ ਵੀ!
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 16] ਅਤੇ ਜਦ ਤੇਰੇ ਮੂੰਹ ਤੋਂ ਸਿੱਧੀਆਂ ਗੱਲਾਂ ਨਿੱਕਲਣਗੀਆਂ, ਤਾਂ ਮੇਰਾ ਦਿਲ ਅਨੰਦਿਤ ਹੋਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 17] ਤੇਰਾ ਮਨ ਪਾਪੀਆਂ ਨੂੰ ਦੇਖ ਕੇ ਨਾ ਕੁੜ੍ਹੇ, ਸਗੋਂ ਤੂੰ ਦਿਨ ਭਰ ਯਹੋਵਾਹ ਦਾ ਭੈਅ ਮੰਨ,
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 18] ਕਿਉਂ ਜੋ ਸੱਚ-ਮੁੱਚ ਅੰਤ ਵਿੱਚ ਫਲ ਮਿਲੇਗਾ, ਅਤੇ ਤੇਰੀ ਆਸ ਨਾ ਟੁੱਟੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 19] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਤੂੰ ਸੁਣ ਅਤੇ ਬੁੱਧਵਾਨ ਹੋ, ਅਤੇ ਆਪਣੇ ਮਨ ਨੂੰ ਸਿੱਧੇ ਰਾਹ ਵਿੱਚ ਚਲਾ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 20] ਤੂੰ ਸ਼ਰਾਬੀਆਂ ਦੇ ਨਾਲ ਨਾ ਰਲ, ਨਾ ਹੀ ਪੇਟੂ ਕਬਾਬੀਆਂ ਨਾਲ,
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 21] ਕਿਉਂ ਜੋ ਸ਼ਰਾਬੀ ਅਤੇ ਪੇਟੂ ਗਰੀਬ ਹੋ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਨੀਂਦ ਆਦਮੀ ਨੂੰ ਲੀਰਾਂ ਪਹਿਨਾਉਂਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 22] ਆਪਣੇ ਪਿਉ ਦੀ ਗੱਲ ਸੁਣ ਜਿਸ ਤੋਂ ਤੂੰ ਜੰਮਿਆ ਹੈਂ, ਅਤੇ ਆਪਣੀ ਮਾਂ ਨੂੰ ਬੁਢੇਪੇ ਦੇ ਸਮੇਂ ਤੁੱਛ ਨਾ ਜਾਣ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 23] ਸੱਚ ਨੂੰ ਮੁੱਲ ਲੈ, ਉਹ ਨੂੰ ਵੇਚੀਂ ਨਾ, ਨਾਲੇ ਬੁੱਧ, ਸਿੱਖਿਆ ਅਤੇ ਸਮਝ ਨੂੰ ਵੀ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 24] ਧਰਮੀ ਦਾ ਪਿਉ ਅੱਤ ਖੁਸ਼ ਹੋਵੇਗਾ, ਅਤੇ ਜਿਹ ਦੇ ਬੁੱਧਵਾਨ ਪੁੱਤਰ ਜੰਮੇ ਉਹ ਉਸ ਉੱਤੇ ਅਨੰਦ ਰਹੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 25] ਤੇਰੇ ਮਾਪੇ ਅਨੰਦ ਹੋਣ, ਤੈਨੂੰ ਜਨਮ ਦੇਣ ਵਾਲੀ ਖੁਸ਼ ਹੋਵੇ!
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 26] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਆਪਣਾ ਮਨ ਮੇਰੇ ਵੱਲ ਦੇ, ਅਤੇ ਤੇਰੀਆਂ ਅੱਖਾਂ ਮੇਰੇ ਰਾਹਾਂ ਵੱਲ ਲੱਗੀਆਂ ਰਹਿਣ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 27] ਵੇਸਵਾ ਤਾਂ ਇੱਕ ਡੂੰਘਾ ਟੋਆ ਹੈ, ਅਤੇ ਓਪਰੀ ਔਰਤ ਇੱਕ ਭੀੜਾ ਖੂਹ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 28] ਉਹ ਡਾਕੂ ਵਾਂਗੂੰ ਘਾਤ ਲਾਉਂਦੀ ਹੈ, ਅਤੇ ਆਦਮੀਆਂ ਵਿੱਚ ਵਿਸ਼ਵਾਸਘਾਤੀਆਂ ਦੀ ਗਿਣਤੀ ਵਧਾਉਂਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 29] ਕੌਣ ਹਾਏ ਹਾਏ ਕਰਦਾ ਹੈ? ਕੌਣ ਅਫ਼ਸੋਸ ਕਰਦਾ ਹੈ? ਕੌਣ ਝਗੜਾਲੂ ਹੈ? ਕੌਣ ਕੁੜਦਾ ਹੈ? ਕੌਣ ਐਂਵੇਂ ਘਾਇਲ ਹੁੰਦਾ ਹੈ? ਅਤੇ ਕਿਹਦੀਆਂ ਅੱਖਾਂ ਵਿੱਚ ਲਾਲੀ ਹੈ?
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 30] ਓਹੋ ਹਨ ਜਿਹੜੇ ਮੈਅ ਪੀਣ ਉੱਤੇ ਚਿਰ ਲਾਉਂਦੇ ਹਨ, ਅਤੇ ਰਲੀ ਹੋਈ ਸ਼ਰਾਬ ਦੀ ਭਾਲ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 31] ਜਦੋਂ ਸ਼ਰਾਬ ਲਾਲ ਹੋਵੇ, ਜਦ ਉਹ ਪਿਆਲੇ ਵਿੱਚ ਚਮਕੇ, ਅਤੇ ਉਹ ਸਹਿਜ ਨਾਲ ਹੇਠਾਂ ਉਤਰੇ, ਤਾਂ ਤੂੰ ਉਹ ਦੀ ਵੱਲ ਨਾ ਤੱਕ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 32] ਓੜਕ ਉਹ ਸੱਪ ਦੀ ਵਾਂਗੂੰ ਡੰਗ ਮਾਰਦੀ ਹੈ, ਅਤੇ ਠੂਹੇਂ ਵਾਂਗੂੰ ਡੰਗ ਮਾਰਦੀ ਹੈ!
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 33] ਤੇਰੀਆਂ ਅੱਖੀਆਂ ਅਨੋਖੀਆਂ ਚੀਜ਼ਾਂ ਵੇਖਣਗੀਆਂ, ਅਤੇ ਤੇਰਾ ਮਨ ਉਲਟੀਆਂ ਗੱਲਾਂ ਦੀ ਕਲਪਨਾ ਕਰੇਗਾ!
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 34] ਤੂੰ ਸਗੋਂ ਉਹ ਦੇ ਵਰਗਾ ਬਣ ਜਾਏਂਗਾ ਜਿਹੜਾ ਸਮੁੰਦਰ ਵਿੱਚ ਲੰਮਾ ਪਵੇ, ਅਥਵਾ ਮਸਤੂਲ ਦੇ ਸਿਰ ਉੱਤੇ ਲੇਟ ਜਾਵੇ।
[IRV | PA | OT | Proverbs | Chapter 23 | Verse 35] ਤੂੰ ਆਖੇਂਗਾ ਭਈ ਮੈਂ ਮਾਰ ਤਾਂ ਖਾਧੀ ਪਰ ਮੈਨੂੰ ਪੀੜ ਨਾ ਹੋਈ, ਮੈਂ ਕੁੱਟਿਆ ਤਾਂ ਗਿਆ ਪਰ ਮੈਨੂੰ ਕੁਝ ਸੁੱਧ ਨਹੀਂ ਸੀ। ਮੈਂ ਸੁਰਤ ਵਿੱਚ ਕਦੋਂ ਆਵਾਂਗਾ? ਮੈਂ ਫੇਰ ਉਸ ਦੀ ਭਾਲ ਕਰਾਂਗਾ!
