[IRV | PA | OT | Proverbs | Chapter 30 | Verse 1] ਯਾਕਹ ਦੇ ਪੁੱਤਰ ਆਗੂਰ ਦੀਆਂ ਕਹਾਉਤਾਂ, ਉਹ ਮਨੁੱਖ ਈਥੀਏਲ, ਹਾਂ ਈਥੀਏਲ ਅਤੇ ਉੱਕਾਲ ਨੂੰ ਆਖਦਾ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 12] ਅਜਿਹੇ ਲੋਕ ਵੀ ਹਨ ਜਿਹੜੇ ਆਪਣੀ ਨਿਗਾਹ ਵਿੱਚ ਤਾਂ ਸ਼ੁੱਧ ਹਨ, ਪਰ ਉਨ੍ਹਾਂ ਦੀ ਪਲੀਤੀ ਧੋਤੀ ਨਹੀਂ ਗਈ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 13] ਅਜਿਹੀ ਪੀੜ੍ਹੀ ਵੀ ਹੈ! ਉਹਨਾਂ ਦੀ ਦ੍ਰਿਸ਼ਟ ਕਿਹੀ ਘਮੰਡ ਭਰੀ ਹੈ, ਅਤੇ ਉਹਨਾਂ ਦੀਆਂ ਪਲਕਾਂ ਕੇਹੀਆਂ ਉਤਾਹਾਂ ਨੂੰ ਉੱਠੀਆਂ ਰਹਿੰਦੀਆਂ ਹਨ!
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 14] ਅਜਿਹੀ ਪੀੜ੍ਹੀ ਵੀ ਹੈ ਜਿਨ੍ਹਾਂ ਦੇ ਦੰਦ ਤਲਵਾਰਾਂ ਅਤੇ ਦਾੜਾਂ ਛੁਰੀਆਂ ਹਨ, ਭਈ ਓਹ ਮਸਕੀਨਾਂ ਨੂੰ ਧਰਤੀ ਉੱਤੋਂ ਅਤੇ ਕੰਗਾਲਾਂ ਨੂੰ ਆਦਮੀਆਂ ਵਿੱਚੋਂ ਖਾ ਜਾਣ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 15] ਜੋਕ ਦੀਆਂ ਦੋ ਧੀਆਂ ਹਨ ਜੋ ਦੇ, ਦੇ ਆਖਦੀਆਂ ਰਹਿੰਦੀਆਂ ਹਨ। ਤਿੰਨ ਚੀਜ਼ਾਂ ਹਨ ਜੋ ਕਦੀ ਰੱਜਦੀਆਂ ਹੀ ਨਹੀਂ ਸਗੋਂ ਚਾਰ ਹਨ ਜੋ ਕਦੀ ਬਸ ਨਹੀਂ ਆਖਦੀਆਂ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 16] ਪਤਾਲ ਅਤੇ ਬਾਂਝ ਦੀ ਕੁੱਖ, ਧਰਤੀ ਜੋ ਜਲ ਨਾਲ ਤ੍ਰਿਪਤ ਨਹੀਂ ਹੁੰਦੀ, ਅਤੇ ਅੱਗ ਜੋ ਕਦੀ “ਬਸ” ਨਹੀਂ ਆਖਦੀ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 17] ਜਿਹੜੀ ਅੱਖ ਪਿਉ ਦਾ ਮਖ਼ੌਲ ਉਡਾਉਂਦੀ ਹੈ, ਅਤੇ ਆਪਣੀ ਮਾਂ ਦੀ ਆਗਿਆਕਾਰੀ ਨੂੰ ਤੁੱਛ ਜਾਣਦੀ ਹੈ, ਵਾਦੀ ਦੇ ਕਾਂ ਉਹ ਨੂੰ ਖੋਦ-ਖੋਦ ਕੱਢਣਗੇ, ਅਤੇ ਗਿਰਝਾਂ ਦੇ ਬੱਚੇ ਉਹ ਨੂੰ ਖਾ ਜਾਣਗੇ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 18] ਇਹ ਤਿੰਨ ਗੱਲਾਂ ਮੇਰੇ ਲਈ ਬਾਹਲੀਆਂ ਅਚਰਜ਼ ਹਨ, ਸਗੋਂ ਚਾਰ ਹਨ ਜੋ ਮੇਰੀ ਸਮਝ ਵਿੱਚ ਨਹੀਂ ਆਉਂਦੀਆਂ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 19] ਅਕਾਸ਼ ਵਿੱਚ ਉਕਾਬ ਦਾ ਰਾਹ, ਚੱਟਾਨ ਉੱਤੇ ਸੱਪ ਦਾ ਰਾਹ, ਸਮੁੰਦਰ ਵਿੱਚ ਜਹਾਜ਼ ਦਾ ਰਾਹ, ਅਤੇ ਕੁਆਰੀ ਨਾਲ ਮਨੁੱਖ ਦੀ ਚਾਲ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 20] ਵਿਭਚਾਰਨ ਦੀ ਚਾਲ ਵੀ ਇਸ ਤਰ੍ਹਾਂ ਦੀ ਹੈ, ਉਹ ਖਾਂਦੀ ਹੈ ਅਤੇ ਮੂੰਹ ਪੂੰਝ ਲੈਂਦੀ, ਤੇ ਆਖਦੀ ਹੈ, ਮੈਂ ਕੋਈ ਬੁਰਿਆਈ ਨਹੀਂ ਕੀਤੀ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 21] ਤਿੰਨ ਗੱਲਾਂ ਕਰਕੇ ਧਰਤੀ ਕੰਬਦੀ ਹੈ ਸਗੋਂ ਚਾਰ ਗੱਲਾਂ ਕਰਕੇ, ਜਿਹੜੀਆਂ ਉਸ ਤੋਂ ਨਹੀਂ ਸਹਾਰੀਆਂ ਜਾਂਦੀਆਂ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 22] ਦਾਸ ਜਦ ਉਹ ਰਾਜਾ ਬਣ ਜਾਵੇ, ਮੂਰਖ ਜਦ ਉਹ ਰੋਟੀ ਨਾਲ ਰੱਜ ਗਿਆ ਹੋਵੇ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 23] ਘਿਣਾਉਣੀ ਔਰਤ ਜਦ ਉਹ ਵਿਆਹੀ ਜਾਵੇ, ਅਤੇ ਗੋਲੀ ਜਦ ਉਹ ਆਪਣੀ ਮਾਲਕਣ ਦੀ ਵਾਰਿਸ ਬਣੇ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 24] ਧਰਤੀ ਉੱਤੇ ਚਾਰ ਵਸਤਾਂ ਨਿੱਕੀਆਂ ਜਿਹੀਆਂ ਹਨ, ਪਰ ਤਾਂ ਵੀ ਬੜੀਆਂ ਸਿਆਣੀਆਂ ਹਨ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 25] ਕੀੜੀਆਂ ਨਿਰਬਲ ਤਾਂ ਹਨ, ਤਾਂ ਵੀ ਗਰਮੀ ਵਿੱਚ ਆਪਣਾ ਅਨਾਜ਼ ਇਕੱਠਾ ਕਰ ਲੈਂਦੀਆਂ ਹਨ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 26] ਪਹਾੜੀ ਬਿੱਜੂ ਭਾਵੇਂ ਨਿਰਬਲ ਹਨ, ਪਰ ਚਟਾਨਾਂ ਵਿੱਚ ਆਪਣਾ ਘਰ ਬਣਾਉਂਦੇ ਹਨ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 27] ਟਿੱਡੀ ਦਲ ਦਾ ਕੋਈ ਰਾਜਾ ਨਹੀਂ, ਤਾਂ ਵੀ ਓਹ ਸੱਭੇ ਦਲ ਬੰਨ ਕੇ ਨਿੱਕਲਦੀਆਂ ਹਨ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 28] ਕਿਰਲੀ ਤੂੰ ਹੱਥਾਂ ਵਿੱਚ ਫੜ ਸਕਦਾ ਹੈਂ, ਤਾਂ ਵੀ ਸ਼ਾਹੀ ਮਹਿਲਾਂ ਵਿੱਚ ਰਹਿੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 29] ਇਹ ਤਿੰਨ ਵਸਤਾਂ ਹਨ ਜਿਨ੍ਹਾਂ ਦੀ ਤੋਰ ਠਾਠ ਵਾਲੀ ਹੈ, ਸਗੋਂ ਚਾਰ ਹਨ ਜਿਨ੍ਹਾਂ ਦੀ ਚਾਲ ਸੋਹਣੀ ਹੈ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 30] ਇੱਕ ਤਾਂ ਬੱਬਰ ਸ਼ੇਰ ਜਿਹੜਾ ਸਾਰਿਆਂ ਪਸ਼ੂਆਂ ਵਿੱਚੋਂ ਜ਼ੋਰਾਵਰ ਹੈ, ਅਤੇ ਕਿਸੇ ਦੇ ਅੱਗੇ ਪਿੱਠ ਨਹੀਂ ਭੁਆਉਂਦਾ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 31] ਸ਼ਿਕਾਰੀ ਕੁੱਤਾ ਅਤੇ ਬੱਕਰਾ, ਅਤੇ ਰਾਜਾ ਜਦ ਸੈਨਾਂ ਉਹ ਦੇ ਨਾਲ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 32] ਜੇ ਤੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਉੱਚਿਆਂ ਕਰਕੇ ਮੂਰਖਤਾ ਕੀਤੀ ਹੈ, ਜਾਂ ਕੋਈ ਬੁਰਾ ਮਤਾ ਪਕਾਇਆ ਹੈ ਤਾਂ ਆਪਣੇ ਮੂੰਹ ਉੱਤੇ ਹੱਥ ਰੱਖ,
[IRV | PA | OT | Proverbs | Chapter 30 | Verse 33] ਕਿਉਂ ਜੋ ਦੁੱਧ ਰਿੜਕਣ ਨਾਲ ਮੱਖਣ ਨਿੱਕਲਦਾ ਹੈ, ਅਤੇ ਨੱਕ ਮਰੋੜਨ ਨਾਲ ਲਹੂ ਨਿੱਕਲਦਾ ਹੈ, ਅਤੇ ਕ੍ਰੋਧ ਭੜਕਾਉਣ ਨਾਲ ਝਗੜਾ ਪੈਦਾ ਹੁੰਦਾ ਹੈ।
