[IRV | PA | OT | Proverbs | Chapter 14 | Verse 1] ਬੁੱਧਵਾਨ ਇਸਤਰੀ ਤਾਂ ਆਪਣਾ ਘਰ ਬਣਾਉਂਦੀ ਹੈ, ਪਰ ਮੂਰਖ ਆਪਣੇ ਹੱਥੀਂ ਹੀ ਉਹ ਨੂੰ ਢਾਹ ਦਿੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 12] ਅਜਿਹਾ ਰਾਹ ਵੀ ਹੈ ਜੋ ਮਨੁੱਖ ਨੂੰ ਸਿੱਧਾ ਜਾਪਦਾ ਹੈ, ਪਰ ਉਹ ਦੇ ਅੰਤ ਵਿੱਚ ਮੌਤ ਮਿਲਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 13] ਹਾਸੇ ਵਿੱਚ ਵੀ ਦਿਲ ਉਦਾਸ ਰਹਿੰਦਾ ਹੈ, ਅਤੇ ਅਨੰਦ ਦੇ ਅੰਤ ਵਿੱਚ ਦੁੱਖ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 14] ਜਿਸ ਦਾ ਮਨ ਪਰਮੇਸ਼ੁਰ ਵੱਲੋਂ ਮੁੜ ਜਾਂਦਾ ਹੈ, ਉਹ ਆਪਣੀ ਚਾਲ ਦਾ ਫਲ ਭੋਗਦਾ ਹੈ, ਪਰ ਭਲਾ ਮਨੁੱਖ ਆਪਣੇ ਆਪ ਵਿੱਚ ਤ੍ਰਿਪਤ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 15] ਭੋਲਾ ਹਰੇਕ ਗੱਲ ਨੂੰ ਸੱਚ ਮੰਨਦਾ ਹੈ, ਪਰ ਸਿਆਣਾ ਸੋਚ ਸਮਝ ਕੇ ਚੱਲਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 16] ਬੁੱਧਵਾਨ ਸੁਚੇਤ ਹੋ ਕੇ ਬੁਰਿਆਈ ਤੋਂ ਦੂਰ ਰਹਿੰਦਾ ਹੈ, ਪਰ ਮੂਰਖ ਢੀਠ ਹੋ ਕੇ ਨਿਡਰ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 17] ਜਿਹੜਾ ਛੇਤੀ ਗੁੱਸੇ ਹੋ ਜਾਂਦਾ ਹੈ ਉਹ ਮੂਰਖਤਾਈ ਕਰਦਾ ਹੈ, ਅਤੇ ਬੁਰੇ ਮਤੇ ਪਕਾਉਣ ਵਾਲੇ ਨਾਲ ਵੈਰ ਕੀਤਾ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 18] ਭੋਲਿਆਂ ਲੋਕਾਂ ਦੇ ਹਿੱਸੇ ਵਿੱਚ ਤਾਂ ਮੂਰਖਤਾਈ ਆਉਂਦੀ ਹੈ, ਪਰ ਸਿਆਣਿਆਂ ਦੇ ਸਿਰ ਉੱਤੇ ਗਿਆਨ ਦਾ ਮੁਕਟ ਰੱਖਿਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 19] ਬੁਰੇ ਲੋਕ ਭਲਿਆਂ ਦੇ ਅੱਗੇ ਅਤੇ ਦੁਸ਼ਟ ਧਰਮੀਆਂ ਦੇ ਫਾਟਕਾਂ ਦੇ ਅੱਗੇ ਝੁਕਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 20] ਕੰਗਾਲ ਦਾ ਗੁਆਂਢੀ ਵੀ ਉਸ ਤੋਂ ਘਿਰਣਾ ਕਰਦਾ ਹੈ, ਪਰ ਧਨਵਾਨ ਦੇ ਬਹੁਤ ਸਾਰੇ ਪ੍ਰੇਮੀ ਹੁੰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 21] ਜਿਹੜਾ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਤੁੱਛ ਜਾਣਦਾ ਹੈ ਉਹ ਪਾਪ ਕਰਦਾ ਹੈ, ਅਤੇ ਜੋ ਕੰਗਾਲਾਂ ਉੱਤੇ ਤਰਸ ਖਾਂਦਾ ਹੈ ਉਹ ਧੰਨ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 22] ਜਿਹੜੇ ਬੁਰੀਆਂ ਜੁਗਤਾਂ ਕੱਢਦੇ ਹਨ ਭਲਾ, ਉਹ ਭੁੱਲ ਨਹੀਂ ਕਰਦੇ? ਪਰ ਜਿਹੜੇ ਭਲੀਆਂ ਜੁਗਤਾਂ ਕਰਦੇ ਹਨ ਉਨ੍ਹਾਂ ਨਾਲ ਦਯਾ ਅਤੇ ਸਚਿਆਈ ਹੁੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 23] ਮਿਹਨਤ ਨਾਲ ਸਦਾ ਲਾਭ ਹੁੰਦਾ ਹੈ, ਪਰ ਬੁੱਲ੍ਹਾਂ ਦੀ ਬਕਵਾਸ ਨਾਲ ਥੁੜ ਹੀ ਰਹਿੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 24] ਬੁੱਧਵਾਨਾਂ ਦਾ ਧਨ ਉਨ੍ਹਾਂ ਦਾ ਮੁਕਟ ਹੈ, ਪਰ ਮੂਰਖਾਂ ਦੀ ਮੂਰਖਤਾ ਨਿਰੀ ਮੂਰਖਤਾ ਹੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 25] ਸੱਚਾ ਗਵਾਹ ਤਾਂ ਪ੍ਰਾਣਾਂ ਨੂੰ ਬਚਾ ਲੈਂਦਾ ਹੈ, ਪਰ ਧੋਖੇਬਾਜ਼ ਗਵਾਹ ਝੂਠ ਹੀ ਝੂਠ ਮਾਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 26] ਯਹੋਵਾਹ ਦੇ ਭੈਅ ਮੰਨਣ ਵਿੱਚ ਪੱਕਾ ਭਰੋਸਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਪੁੱਤਰਾਂ ਲਈ ਵੀ ਪਨਾਹ ਦਾ ਸਥਾਨ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 27] ਯਹੋਵਾਹ ਦਾ ਭੈਅ ਜੀਵਨ ਦਾ ਸੋਤਾ ਹੈ, ਜੋ ਮੌਤ ਦੀ ਫਾਹੀ ਤੋਂ ਪਰੇ ਰੱਖਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 28] ਪਰਜਾ ਦੇ ਵਾਧੇ ਨਾਲ ਰਾਜੇ ਦੀ ਸ਼ਾਨ ਹੁੰਦੀ ਹੈ, ਪਰ ਪਰਜਾ ਦੇ ਘੱਟਣ ਨਾਲ ਹਾਕਮ ਦੀ ਤਬਾਹੀ ਹੁੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 29] ਜਿਹੜਾ ਛੇਤੀ ਕ੍ਰੋਧ ਨਹੀਂ ਕਰਦਾ ਉਹ ਵੱਡਾ ਸਮਝ ਵਾਲਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਛੇਤੀ ਕ੍ਰੋਧ ਕਰਦਾ ਹੈ ਉਹ ਮੂਰਖਤਾਈ ਨੂੰ ਉੱਚਾ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 30] ਸ਼ਾਂਤ ਮਨ ਸਰੀਰ ਦਾ ਜੀਵਨ ਹੈ, ਪਰ ਈਰਖਾ ਹੱਡੀਆਂ ਨੂੰ ਸਾੜ ਦਿੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 31] ਜਿਹੜਾ ਗਰੀਬ ਉੱਤੇ ਹਨੇਰ ਕਰਦਾ ਹੈ, ਉਹ ਆਪਣੇ ਸਿਰਜਣਹਾਰ ਦੀ ਨਿੰਦਿਆ ਕਰਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਕੰਗਾਲ ਉੱਤੇ ਦਯਾ ਕਰਦਾ ਹੈ ਉਹ ਉਸ ਦੀ ਮਹਿਮਾ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 32] ਦੁਸ਼ਟ ਤਾਂ ਬੁਰਿਆਈ ਕਰਦਾ-ਕਰਦਾ ਨਾਸ ਹੋ ਜਾਂਦਾ ਹੈ, ਪਰ ਧਰਮੀ ਆਪਣੀ ਮੌਤ ਵਿੱਚ ਵੀ ਪਰਮੇਸ਼ੁਰ ਦੀ ਪਨਾਹ ਪਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 33] ਸਮਝ ਵਾਲੇ ਦੇ ਮਨ ਵਿੱਚ ਬੁੱਧ ਵਾਸ ਕਰਦੀ ਹੈ, ਪਰ ਮੂਰਖ ਦੇ ਅੰਦਰ ਜੋ ਕੁਝ ਹੈ ਉਹ ਪ੍ਰਗਟ ਹੋ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 34] ਧਾਰਮਿਕਤਾ ਕੌਮ ਦੀ ਤਰੱਕੀ ਕਰਦੀ ਹੈ, ਪਰ ਪਾਪ ਉੱਮਤਾਂ ਲਈ ਨਿਰਾਦਰ ਦਾ ਕਾਰਨ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 14 | Verse 35] ਬੁੱਧਵਾਨ ਨੌਕਰ ਤੋਂ ਰਾਜਾ ਪ੍ਰਸੰਨ ਹੁੰਦਾ ਹੈ, ਪਰ ਲੱਜਿਆਵਾਨ ਕਰਨ ਵਾਲੇ ਉੱਤੇ ਉਹ ਕ੍ਰੋਧਵਾਨ ਹੁੰਦਾ ਹੈ।
