[IRV | PA | OT | Proverbs | Chapter 11 | Verse 1] ਛਲ ਵਾਲੀ ਤੱਕੜੀ ਤੋਂ ਯਹੋਵਾਹ ਨੂੰ ਘਿਣ ਆਉਂਦੀ ਹੈ, ਪਰੰਤੂ ਪੂਰੇ ਤੋਲ ਤੋਂ ਉਹ ਪਰਸੰਨ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 12] ਜਿਹੜਾ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਤੁੱਛ ਜਾਣਦਾ ਹੈ ਉਹ ਨਿਰਬੁੱਧ ਹੈ, ਪਰ ਸਮਝਦਾਰ ਪੁਰਸ਼ ਚੁੱਪ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 13] ਲੁਤਰਾ ਮਨੁੱਖ ਦੂਜਿਆਂ ਦੀਆਂ ਗੁਪਤ ਗੱਲਾਂ ਨੂੰ ਪ੍ਰਗਟ ਕਰਦਾ ਹੈ, ਪਰ ਭਰੋਸੇਮੰਦ ਮਨੁੱਖ ਗੱਲ ਨੂੰ ਲੁਕੋ ਰੱਖਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 14] ਜਿੱਥੇ ਅਗਵਾਈ ਨਹੀਂ ਹੁੰਦੀ ਉੱਥੇ ਲੋਕ ਡਿੱਗ ਪੈਂਦੇ ਹਨ, ਪਰ ਬਹੁਤੇ ਸਲਾਹਕਾਰਾਂ ਨਾਲ ਬਚਾਓ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 15] ਜਿਹੜਾ ਪਰਾਏ ਮਨੁੱਖ ਦਾ ਜ਼ਮਾਨਤੀ ਬਣੇ, ਉਹ ਵੱਡਾ ਦੁੱਖੀ ਹੁੰਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਜ਼ਮਾਨਤ ਲੈਣ ਤੋਂ ਘਿਰਣਾ ਕਰਦਾ ਹੈ, ਉਹ ਸੁਖੀ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 16] ਦਯਾਵਾਨ ਇਸਤਰੀ ਦਾ ਆਦਰ ਹੁੰਦਾ ਹੈ, ਪਰ ਨਿਰਦਈ ਪੁਰਸ਼ ਧਨ ਦੇ ਪਿੱਛੇ ਲੱਗਿਆ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 17] ਦਿਆਲੂ ਆਪਣੀ ਜਾਨ ਦਾ ਭਲਾ ਕਰਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਨਿਰਦਈ ਹੈ ਉਹ ਆਪਣੇ ਹੀ ਸਰੀਰ ਨੂੰ ਦੁੱਖ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 18] ਦੁਸ਼ਟ ਝੂਠ ਦੀ ਮਜ਼ਦੂਰੀ ਲੈਂਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਧਰਮ ਬੀਜਦਾ ਹੈ, ਉਹ ਨੂੰ ਸੱਚ ਦਾ ਫਲ ਮਿਲਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 19] ਸਚਿਆਰ ਮਨੁੱਖ ਜੀਵਨ ਨੂੰ ਪ੍ਰਾਪਤ ਕਰਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਬੁਰਿਆਈ ਦਾ ਪਿੱਛਾ ਕਰਦਾ ਹੈ, ਉਹ ਆਪਣੀ ਮੌਤ ਦਾ ਪਿੱਛਾ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 20] ਜਿਹੜੇ ਮਨ ਦੇ ਟੇਢੇ ਹਨ ਉਹਨਾਂ ਕੋਲੋਂ ਯਹੋਵਾਹ ਨੂੰ ਘਿਣ ਆਉਂਦੀ ਹੈ, ਪਰ ਖਰੀ ਚਾਲ ਵਾਲਿਆਂ ਤੋਂ ਉਹ ਪਰਸੰਨ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 21] ਇਹ ਗੱਲ ਪੱਕੀ ਹੈ ਕਿ ਦੁਸ਼ਟ ਦੰਡ ਬਿਨ੍ਹਾਂ ਨਾ ਛੁੱਟੇਗਾ, ਪਰ ਧਰਮੀ ਦੀ ਅੰਸ ਛੁਡਾਈ ਜਾਵੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 22] ਜਿਵੇਂ ਸੂਰ ਦੇ ਨੱਕ ਵਿੱਚ ਸੋਨੇ ਦੀ ਨੱਥ, ਤਿਵੇਂ ਹੀ ਰੂਪਵੰਤ ਇਸਤਰੀ ਹੈ ਜੋ ਵਿਵੇਕਹੀਣ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 23] ਧਰਮੀ ਦੀ ਲਾਲਸਾ ਹਮੇਸ਼ਾ ਭਲਿਆਈ ਦੀ ਹੁੰਦੀ ਹੈ, ਪਰ ਦੁਸ਼ਟਾਂ ਦੀ ਆਸ ਦਾ ਫਲ ਕਹਿਰ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 24] ਕੋਈ ਤਾਂ ਵੰਡਦਾ ਹੈ ਫਿਰ ਵੀ ਉਹ ਦਾ ਮਾਲ ਵੱਧਦਾ ਹੈ, ਅਤੇ ਕੋਈ ਜੋਗ ਖ਼ਰਚ ਤੋਂ ਸਰਫ਼ਾ ਕਰਦਾ ਹੈ ਤੇ ਕੰਗਾਲ ਹੀ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 25] ਦਾਨੀ ਮਨੁੱਖ ਫਲਵੰਤ ਹੋ ਜਾਂਦਾ ਹੈ, ਅਤੇ ਜੋ ਦੂਜਿਆਂ ਦੀ ਖੇਤੀ ਸਿੰਜਦਾ ਹੈ, ਉਸ ਦੀ ਵੀ ਸਿੰਜੀ ਜਾਵੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 26] ਜਿਹੜਾ ਅਨਾਜ ਨੂੰ ਦੱਬ ਕੇ ਰੱਖਦਾ ਹੈ, ਉਹ ਨੂੰ ਤਾਂ ਲੋਕ ਫਿਟਕਾਰਦੇ ਹਨ, ਪਰ ਜਿਹੜਾ ਉਸ ਨੂੰ ਵੇਚਦਾ ਹੈ, ਉਹ ਨੂੰ ਅਸੀਸਾਂ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 27] ਜਿਹੜਾ ਜਤਨ ਨਾਲ ਭਲਿਆਈ ਨੂੰ ਭਾਲਦਾ, ਉਹ ਕਿਰਪਾ ਨੂੰ ਲੱਭਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਬੁਰਿਆਈ ਨੂੰ ਭਾਲਦਾ ਹੈ, ਉਹ ਉਸੇ ਦੇ ਉੱਤੇ ਆ ਪਵੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 28] ਜਿਹੜਾ ਆਪਣੇ ਧਨ ਉੱਤੇ ਆਸਰਾ ਰੱਖਦਾ ਹੈ ਉਹ ਡਿੱਗ ਪਵੇਗਾ, ਪਰ ਧਰਮੀ ਹਰੇ ਪੱਤੇ ਵਾਂਗੂੰ ਲਹਿਲਹਾਉਣਗੇ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 29] ਜਿਹੜਾ ਆਪਣੇ ਟੱਬਰ ਨੂੰ ਦੁਖੀ ਕਰਦਾ ਹੈ ਉਹ ਹਵਾ ਨੂੰ ਵਿਰਸੇ ਵਿੱਚ ਲਵੇਗਾ, ਅਤੇ ਮੂਰਖ ਬੁੱਧਵਾਨ ਦਾ ਦਾਸ ਹੋਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 30] ਧਰਮੀ ਦਾ ਫਲ ਜੀਵਨ ਦਾ ਰੁੱਖ ਹੈ, ਅਤੇ ਜਿਹੜਾ ਬੁੱਧਵਾਨ ਹੈ ਉਹ ਲੋਕਾਂ ਦੇ ਮਨਾਂ ਨੂੰ ਮੋਹ ਲੈਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 11 | Verse 31] ਵੇਖੋ, ਧਰਮੀ ਵੀ ਇਸ ਧਰਤੀ ਉੱਤੇ ਆਪਣਾ ਫਲ ਭੋਗਦੇ ਹਨ, ਤਾਂ ਦੁਸ਼ਟ ਅਤੇ ਪਾਪੀ ਕਿੰਨ੍ਹਾਂ ਵਧੀਕ ਭੋਗਣਗੇ!
