[IRV | PA | OT | Proverbs | Chapter 5 | Verse 1] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਮੇਰੀ ਬੁੱਧ ਵੱਲ ਧਿਆਨ ਦੇ ਅਤੇ ਮੇਰੀ ਸਮਝ ਵੱਲ ਕੰਨ ਲਾ,
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 12] ਅਤੇ ਆਖੇਂ, ਮੈਂ ਉਪਦੇਸ਼ ਨਾਲ ਕਿਵੇਂ ਵੈਰ ਰੱਖਿਆ ਅਤੇ ਮੇਰੇ ਮਨ ਨੇ ਤਾੜ ਨੂੰ ਤੁੱਛ ਜਾਣਿਆ!
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 13] ਮੈਂ ਆਪਣੇ ਉਪਦੇਸ਼ਕਾਂ ਦੀ ਗੱਲ ਨਾ ਮੰਨੀ, ਨਾ ਆਪਣੇ ਉਸਤਾਦਾਂ ਵੱਲ ਕੰਨ ਲਾਇਆ!
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 14] ਮੰਡਲੀ ਅਤੇ ਸਭਾ ਦੇ ਵਿੱਚ ਰਹਿੰਦੇ ਹੋਏ ਵੀ ਮੈਂ ਪੂਰੀ ਬਰਬਾਦੀ ਦੇ ਨੇੜੇ-ਤੇੜੇ ਸੀ।
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 15] ਤੂੰ ਪਾਣੀ ਆਪਣੇ ਹੀ ਕੁੰਡ ਵਿੱਚੋਂ ਪੀ ਅਤੇ ਆਪਣੇ ਹੀ ਖੂਹ ਦੇ ਸੋਤੇ ਦਾ ਜਲ ਪੀਆ ਕਰ।
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 16] ਤੇਰੇ ਸੋਤੇ ਕਿਉਂ ਬਾਹਰ ਵਗਾਏ ਜਾਣ ਅਤੇ ਜਲ ਦੀਆਂ ਧਾਰਾਂ ਚੌਕਾਂ ਵਿੱਚ?
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 17] ਉਹ ਇਕੱਲੇ ਤੇਰੇ ਲਈ ਹੀ ਹੋਣ, ਨਾ ਕਿ ਤੇਰੇ ਨਾਲ ਓਪਰਿਆਂ ਦੇ ਲਈ ਵੀ।
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 18] ਤੇਰਾ ਸੋਤਾ ਮੁਬਾਰਕ ਹੋਵੇ ਅਤੇ ਤੂੰ ਆਪਣੀ ਜੁਆਨੀ ਦੀ ਵਹੁਟੀ ਨਾਲ ਅਨੰਦ ਰਹਿ।
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 19] ਉਹ ਪਿਆਰੀ ਹਰਨੀ ਅਤੇ ਸੋਹਣੀ ਹਰਨੋਟੀ ਹੋਵੇ, ਉਹ ਦੀਆਂ ਛਾਤੀਆਂ ਤੈਨੂੰ ਸਦਾ ਤ੍ਰਿਪਤ ਕਰਨ ਅਤੇ ਤੂੰ ਨਿੱਤ ਓਸੇ ਦੇ ਪ੍ਰੇਮ ਨਾਲ ਮੋਹਿਤ ਰਹਿ।
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 20] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਤੂੰ ਕਿਉਂ ਪਰਾਈ ਔਰਤ ਉੱਤੇ ਮੋਹਿਤ ਹੋਵੇਂ ਅਤੇ ਓਪਰੀ ਨੂੰ ਕਿਉਂ ਸੀਨੇ ਨਾਲ ਲਾਵੇਂ?
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 21] ਕਿਉਂ ਜੋ ਮਨੁੱਖ ਦੇ ਰਾਹ ਯਹੋਵਾਹ ਦੀ ਨਿਗਾਹ ਦੇ ਸਾਹਮਣੇ ਹਨ ਅਤੇ ਉਹ ਉਸ ਦੇ ਸਾਰੇ ਮਾਰਗਾਂ ਨੂੰ ਜਾਚਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 22] ਦੁਸ਼ਟ ਜਨ ਦੀਆਂ ਆਪਣੀਆਂ ਹੀ ਬਦੀਆਂ ਉਹ ਨੂੰ ਫਸਾ ਲੈਣਗੀਆਂ ਅਤੇ ਉਹ ਆਪਣੇ ਹੀ ਪਾਪ ਦੇ ਬੰਧਨਾਂ ਵਿੱਚ ਬੰਨ੍ਹਿਆ ਜਾਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 5 | Verse 23] ਉਹ ਸਿੱਖਿਆ ਪਾਏ ਬਿਨ੍ਹਾਂ ਮਰੇਗਾ ਅਤੇ ਆਪਣੀ ਡਾਢੀ ਮੂਰਖਤਾਈ ਕਾਰਨ ਭਟਕਦਾ ਫਿਰੇਗਾ।
