[IRV | PA | OT | Proverbs | Chapter 8 | Verse 1] ਭਲਾ, ਬੁੱਧ ਨਹੀਂ ਪੁਕਾਰਦੀ? ਭਲਾ, ਸਮਝ ਅਵਾਜ਼ ਨਹੀਂ ਮਾਰਦੀ?
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 21] ਤਾਂ ਜੋ ਆਪਣੇ ਪ੍ਰੇਮੀਆਂ ਨੂੰ ਧਨ ਦੇ ਵਾਰਿਸ ਬਣਾਵਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਖ਼ਜ਼ਾਨੇ ਭਰ ਦੇਵਾਂ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 22] ਯਹੋਵਾਹ ਨੇ ਆਪਣੇ ਕੰਮ ਦੇ ਅਰੰਭ ਵਿੱਚ, ਸਗੋਂ ਆਪਣੇ ਪ੍ਰਾਚੀਨ ਕਾਲ ਦੇ ਕੰਮਾਂ ਤੋਂ ਵੀ ਪਹਿਲਾਂ ਮੈਨੂੰ ਰਚਿਆ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 23] ਆਦ ਤੋਂ ਸਗੋਂ ਧਰਤੀ ਦੀ ਸਿਰਜਣਾ ਤੋਂ ਪਹਿਲਾਂ ਹੀ, ਮੁੱਢੋਂ ਹੀ ਮੈਂ ਠਹਿਰਾਈ ਗਈ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 24] ਜਿਸ ਵੇਲੇ ਗਹਿਰੇ ਸਾਗਰ ਨਹੀਂ ਸਨ, ਜਦ ਵਗਦੇ ਸੋਤੇ ਨਹੀਂ ਸਨ, ਤਦ ਤੋਂ ਹੀ ਮੈਂ ਪੈਦਾ ਹੋਈ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 25] ਪਹਾੜਾਂ ਅਤੇ ਪਹਾੜੀਆਂ ਦੀ ਸਥਾਪਨਾ ਤੋਂ ਪਹਿਲਾਂ ਹੀ ਮੈਂ ਪੈਦਾ ਹੋਈ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 26] ਜਦੋਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਨਾ ਹੀ ਧਰਤੀ, ਨਾ ਮੈਦਾਨ, ਨਾ ਜਗਤ ਦੀ ਪਹਿਲੀ ਧੂੜ ਹੀ ਬਣਾਈ ਸੀ, ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਹੀ ਤੋਂ ਮੈਂ ਪੈਦਾ ਹੋਈ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 27] ਜਦ ਉਹ ਨੇ ਅਕਾਸ਼ ਸਥਿਰ ਕੀਤੇ, ਮੈਂ ਉੱਥੇ ਹੀ ਸੀ, ਜਦ ਗਹਿਰੇ ਸਾਗਰਾਂ ਉੱਤੇ ਅਕਾਸ਼ ਮੰਡਲ ਠਹਿਰਾਇਆ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 28] ਜਦ ਉਹ ਨੇ ਬੱਦਲਾਂ ਨੂੰ ਉੱਪਰੋਂ ਸਥਿਰ ਕੀਤਾ, ਅਤੇ ਡੂੰਘਿਆਈ ਦੇ ਚਸ਼ਮੇ ਬਣਾਏ,
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 29] ਜਦ ਉਹ ਨੇ ਸਮੁੰਦਰ ਦੀਆਂ ਹੱਦਾਂ ਠਹਿਰਾਈਆਂ, ਤਾਂ ਜੋ ਪਾਣੀ ਉਹ ਦੇ ਹੁਕਮੋਂ ਬਾਹਰ ਨਾ ਜਾਵੇ, ਅਤੇ ਜਦ ਉਹ ਨੇ ਧਰਤੀ ਦੀਆਂ ਨੀਹਾਂ ਠਹਿਰਾਈਆਂ,
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 30] ਤਦ ਮੈਂ ਰਾਜ ਮਿਸਤਰੀ ਦੇ ਵਾਂਗੂੰ ਉਹ ਦੇ ਨਾਲ ਸੀ, ਮੈਂ ਹਰ ਰੋਜ਼ ਉਸ ਦਾ ਅਨੰਦ ਸੀ, ਹਰ ਵੇਲੇ ਉਹ ਦੇ ਸਾਹਮਣੇ ਮਗਨ ਰਹਿੰਦੀ ਸੀ,
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 31] ਮੈਂ ਉਹ ਦੀ ਵਸਾਈ ਹੋਈ ਧਰਤੀ ਉੱਤੇ ਪ੍ਰਸੰਨ ਰਹਿੰਦੀ, ਅਤੇ ਮੈਂ ਮਨੁੱਖਾਂ ਦੀ ਸੰਗਤੀ ਨਾਲ ਸੁਖੀ ਰਹਿੰਦੀ ਸੀ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 32] ਸੋ ਹੁਣ, ਹੇ ਮੇਰੇ ਪੁੱਤਰੋ, ਤੁਸੀਂ ਮੇਰੀ ਸੁਣੋ, ਕਿਉਂ ਜੋ ਧੰਨ ਓਹ ਹਨ ਜਿਹੜੇ ਮੇਰੇ ਰਾਹਾਂ ਦੀ ਪਾਲਣਾ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 33] ਸਿੱਖਿਆ ਨੂੰ ਸੁਣੋ ਤੇ ਬੁੱਧਵਾਨ ਬਣੋ, ਅਤੇ ਉਸ ਨੂੰ ਅਣਸੁਣੀ ਨਾ ਕਰੋ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 34] ਧੰਨ ਹੈ ਉਹ ਆਦਮੀ ਜੋ ਮੇਰੀ ਸੁਣਦਾ ਹੈ, ਜੋ ਮੇਰੇ ਬੂਹਿਆਂ ਉੱਤੇ ਨਿੱਤ ਉਡੀਕ ਕਰਦਾ, ਅਤੇ ਮੇਰੇ ਦਰਵਾਜ਼ਿਆਂ ਦੀਆਂ ਚੁਗਾਠਾਂ ਦੇ ਕੋਲ ਤੱਕਦਾ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 35] ਜਿਹੜਾ ਮੈਨੂੰ ਪ੍ਰਾਪਤ ਕਰਦਾ ਹੈ, ਉਹ ਜੀਵਨ ਨੂੰ ਪ੍ਰਾਪਤ ਕਰਦਾ ਹੈ, ਅਤੇ ਯਹੋਵਾਹ ਤੋਂ ਕਿਰਪਾ ਪਾਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 8 | Verse 36] ਪਰ ਜੋ ਮੇਰਾ ਪਾਪ ਕਰਦਾ ਹੈ ਉਹ ਆਪਣੀ ਜਾਨ ਦਾ ਨੁਕਸਾਨ ਕਰਦਾ ਹੈ, ਜਿੰਨੇ ਮੇਰੇ ਨਾਲ ਵੈਰ ਰੱਖਦੇ ਹਨ ਉਹ ਮੌਤ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖਦੇ ਹਨ!
