[IRV | PA | OT | Proverbs | Chapter 7 | Verse 1] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਤੂੰ ਮੇਰੇ ਆਖੇ ਲੱਗ, ਅਤੇ ਮੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਆਪਣੇ ਕੋਲ ਰੱਖ ਛੱਡ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 12] ਉਹ ਕਦੀ ਸੜਕਾਂ ਉੱਤੇ, ਕਦੀ ਚੌਂਕਾਂ ਵਿੱਚ, ਅਤੇ ਹਰੇਕ ਮੋੜ ਉੱਤੇ ਉਹ ਇੰਤਜ਼ਾਰ ਕਰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 13] ਸੋ ਉਹ ਨੇ ਉਸ ਨੂੰ ਫੜ੍ਹ ਕੇ ਉਸ ਨੂੰ ਚੁੰਮ ਲਿਆ, ਅਤੇ ਬੇਸ਼ਰਮੀ ਨਾਲ ਉਸ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 14] ਮੈਂ ਮੇਲ ਦੀਆਂ ਭੇਟਾਂ ਚੜ੍ਹਾਉਣੀਆਂ ਸਨ, ਅਤੇ ਅੱਜ ਮੈਂ ਆਪਣੀਆਂ ਸੁੱਖਣਾ ਪੂਰੀਆਂ ਕੀਤੀਆਂ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 15] ਇਸੇ ਲਈ ਮੈਂ ਤੈਨੂੰ ਮਿਲਣ ਅਤੇ ਲੱਭਣ ਨੂੰ ਨਿੱਕਲੀ ਹਾਂ, ਅਤੇ ਹੁਣ ਤੂੰ ਮੈਨੂੰ ਲੱਭ ਪਿਆ ਹੈਂ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 16] ਮੈਂ ਆਪਣੀ ਸੇਜ਼ ਉੱਤੇ ਪਲੰਗ ਪੋਸ਼, ਅਤੇ ਮਿਸਰ ਦੇ ਸੂਤ ਦੇ ਰੰਗਦਾਰ ਵਿਛਾਉਣੇ ਵਿਛਾਏ:
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 17] ਮੈਂ ਆਪਣੇ ਵਿਛਾਉਣੇ ਉੱਤੇ ਗੰਧਰਸ ਅਤੇ ਅਗਰ ਅਤੇ ਦਾਲਚੀਨੀ ਛਿੜਕੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 18] ਆ ਅਸੀਂ ਸਵੇਰ ਤੱਕ ਪ੍ਰੇਮ ਨਾਲ ਰੱਤੇ ਜਾਈਏ, ਲਾਡ-ਪਿਆਰ ਨਾਲ ਅਸੀਂ ਜੀ ਬਹਿਲਾਈਏ,
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 19] ਕਿਉਂ ਜੋ ਮੇਰਾ ਪਤੀ ਘਰ ਵਿੱਚ ਨਹੀਂ ਹੈ, ਉਹ ਦੂਰ ਦੇਸ਼ ਦੇ ਸਫ਼ਰ ਤੇ ਗਿਆ ਹੋਇਆ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 20] ਉਹ ਰੁਪਿਆਂ ਦੀ ਗੁਥਲੀ ਨਾਲ ਲੈ ਗਿਆ ਹੈ, ਅਤੇ ਪੂਰਨਮਾਸੀ ਨੂੰ ਘਰ ਆਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 21] ਉਹ ਨੇ ਆਪਣੀਆਂ ਬਾਹਲੀਆਂ ਚਿਕਨੀਆਂ-ਚੋਪੜੀਆਂ ਗੱਲਾਂ ਨਾਲ ਉਸ ਨੂੰ ਫ਼ੁਸਲਾ ਲਿਆ, ਅਤੇ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਦੇ ਲੱਲੋ-ਪੱਤੋ ਨਾਲ ਧੱਕੋ-ਧੱਕੀ ਉਹ ਨੂੰ ਲੈ ਗਈ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 22] ਉਹ ਝੱਟ ਉਹ ਦੇ ਮਗਰ ਹੋ ਤੁਰਿਆ, ਜਿਵੇਂ ਬਲ਼ਦ ਵੱਢੇ ਜਾਣ ਲਈ, ਜਾਂ ਬੇੜੀਆਂ ਵਿੱਚ ਕੋਈ ਮੂਰਖ ਸਜ਼ਾ ਲਈ ਜਾਵੇ,
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 23] ਜਦ ਤੱਕ ਤੀਰ ਉਹ ਦੇ ਕਲੇਜੇ ਨੂੰ ਨਾ ਵਿੰਨੇ, ਜਿਵੇਂ ਪੰਛੀ ਫਾਹੀ ਵੱਲ ਨੂੰ ਛੇਤੀ ਨਾਲ ਜਾਵੇ, ਅਤੇ ਨਹੀਂ ਜਾਣਦਾ ਭਈ ਇਹ ਉਹ ਉਸ ਦੀ ਜਾਨ ਲੈਣ ਲਈ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 24] ਹੁਣ ਹੇ ਮੇਰੇ ਪੁੱਤਰੋ, ਤੁਸੀਂ ਮੇਰੀ ਸੁਣੋ, ਅਤੇ ਮੇਰੇ ਮੂੰਹ ਦੇ ਬਚਨਾਂ ਉੱਤੇ ਧਿਆਨ ਲਾਓ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 25] ਉਹ ਦੇ ਰਾਹਾਂ ਵੱਲ ਤੇਰਾ ਚਿੱਤ ਨਾ ਲੱਗੇ, ਤੂੰ ਉਹ ਦੇ ਮਾਰਗਾਂ ਵਿੱਚ ਨਾ ਭਟਕਦਾ ਫਿਰੀਂ,
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 26] ਕਿਉਂ ਜੋ ਉਹ ਨੇ ਬਹੁਤਿਆਂ ਨੂੰ ਜ਼ਖ਼ਮੀ ਕਰਕੇ ਡੇਗ ਦਿੱਤਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਘਾਤ ਕੀਤੇ ਹੋਏ ਢੇਰ ਸਾਰੇ ਹਨ!
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 27] ਉਹ ਦਾ ਘਰ ਪਤਾਲ ਦਾ ਰਾਹ ਹੈ, ਜਿਹੜਾ ਮੌਤ ਦੀਆਂ ਕੋਠੜੀਆਂ ਵੱਲ ਲੈ ਜਾਂਦਾ ਹੈ।
