[IRV | PA | OT | Proverbs | Chapter 6 | Verse 1] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਜੇ ਤੂੰ ਆਪਣੇ ਗੁਆਂਢੀ ਦਾ ਜ਼ਮਾਨਤੀ ਹੋਇਆ ਜਾਂ ਕਿਸੇ ਪਰਾਏ ਦੇ ਲਈ ਹੱਥ ਉੱਤੇ ਹੱਥ ਮਾਰ ਕੇ ਜ਼ਿੰਮੇਵਾਰੀ ਲਈ ਹੋਵੇ,
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 12] ਨਿਕੰਮਾ ਆਦਮੀ ਅਤੇ ਬੁਰਾ ਮਨੁੱਖ, ਪੁੱਠੀਆਂ ਗੱਲਾਂ ਬਕਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 13] ਉਹ ਅੱਖਾਂ ਮਾਰਦਾ ਹੈ ਅਤੇ ਪੈਰਾਂ ਨੂੰ ਘਸਾਉਂਦਾ, ਅਤੇ ਉਂਗਲਾਂ ਨਾਲ ਇਸ਼ਾਰੇ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 14] ਉਹ ਦਾ ਮਨ ਟੇਢਾ ਹੈ, ਉਹ ਨਿੱਤ ਬੁਰਿਆਈ ਦੀਆਂ ਜੁਗਤਾਂ ਕਰਦਾ, ਅਤੇ ਝਗੜੇ ਪਾਉਂਦਾ ਹੈ,
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 15] ਇਸ ਲਈ ਬਿਪਤਾ ਅਚਾਨਕ ਹੀ ਉਹ ਦੇ ਉੱਤੇ ਆ ਪਵੇਗੀ, ਇੱਕ ਪਲ ਵਿੱਚ ਹੀ ਉਹ ਨਾਸ ਹੋ ਜਾਵੇਗਾ ਅਤੇ ਬਚਣ ਦਾ ਕੋਈ ਉਪਾਅ ਨਾ ਹੋਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 16] ਛੇ ਗੱਲਾਂ ਨਾਲ ਯਹੋਵਾਹ ਵੈਰ ਰੱਖਦਾ ਹੈ, ਸਗੋਂ ਸੱਤ ਹਨ ਜਿਹੜੀਆਂ ਉਹ ਨੂੰ ਘਿਣਾਉਣੀਆਂ ਲੱਗਦੀਆਂ ਹਨ,
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 17] ਉੱਚੀਆਂ ਅੱਖਾਂ, ਝੂਠੀ ਜੀਭ, ਅਤੇ ਬੇਦੋਸ਼ ਦਾ ਖ਼ੂਨ ਕਰਨ ਵਾਲੇ ਹੱਥ,
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 18] ਉਹ ਮਨ ਜਿਹੜਾ ਖੋਟੀਆਂ ਜੁਗਤਾਂ ਕਰਦਾ ਹੈ, ਉਹ ਪੈਰ ਜਿਹੜੇ ਬੁਰਿਆਈ ਕਰਨ ਨੂੰ ਫੁਰਤੀ ਨਾਲ ਭੱਜਦੇ ਹਨ,
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 19] ਝੂਠਾ ਗਵਾਹ ਜਿਹੜਾ ਝੂਠ ਮਾਰਦਾ ਹੈ ਅਤੇ ਭਾਈਆਂ ਵਿੱਚ ਝਗੜਾ ਪਾਉਣ ਵਾਲਾ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 20] ਹੇ ਮੇਰੇ ਪੁੱਤਰ ਤੂੰ ਆਪਣੇ ਪਿਤਾ ਦੀ ਆਗਿਆ ਮੰਨ ਅਤੇ ਆਪਣੀ ਮਾਤਾ ਦੀ ਸਿੱਖਿਆ ਨੂੰ ਨਾ ਛੱਡ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 21] ਉਹਨਾਂ ਨੂੰ ਸਦਾ ਆਪਣੇ ਮਨ ਵਿੱਚ ਬੰਨ੍ਹੀ ਰੱਖ, ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਆਪਣੇ ਗਲ਼ ਦਾ ਹਾਰ ਬਣਾ ਲੈ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 22] ਜਦ ਤੂੰ ਕਿਤੇ ਜਾਵੇਂਗਾ ਤਾਂ ਉਹ ਤੇਰੀ ਅਗਵਾਈ ਕਰਨਗੀਆਂ, ਜਦ ਤੂੰ ਲੰਮਾ ਪਵੇਂਗਾ ਤਾਂ ਉਹ ਤੇਰੀ ਰਾਖੀ ਕਰਨਗੀਆਂ,
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 23] ਕਿਉਂ ਜੋ ਹੁਕਮ ਦੀਵਾ, ਸਿੱਖਿਆ ਜੋਤ, ਅਤੇ ਸਿਖਾਉਣ ਵਾਲੇ ਦੀ ਤਾੜ ਜੀਵਨ ਦਾ ਰਾਹ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 24] ਤਾਂ ਜੋ ਉਹ ਤੈਨੂੰ ਬੁਰੀ ਔਰਤ ਤੋਂ, ਅਤੇ ਓਪਰੀ ਦੀ ਜੀਭ ਦੀਆਂ ਭਰਮਾਉਣ ਵਾਲੀਆਂ ਗੱਲਾਂ ਤੋਂ ਬਚਾਉਣ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 25] ਆਪਣੇ ਦਿਲ ਵਿੱਚ ਉਹ ਦੇ ਸੁਹੱਪਣ ਦੀ ਕਾਮਨਾ ਨਾ ਕਰ, ਨਾ ਉਹ ਆਪਣੀਆਂ ਪਲਕਾਂ ਨਾਲ ਤੈਨੂੰ ਫਸਾ ਲਵੇ,
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 26] ਕਿਉਂ ਜੋ ਵੇਸਵਾ ਦੇ ਕਾਰਨ ਆਦਮੀ ਰੋਟੀ ਦੇ ਟੁੱਕੜੇ ਤੱਕ ਮੋਹਤਾਜ਼ ਹੋ ਜਾਂਦਾ ਹੈ ਅਤੇ ਪਰਾਈ ਔਰਤ ਅਣਮੋਲ ਜੀਵਨ ਦਾ ਸ਼ਿਕਾਰ ਕਰ ਲੈਂਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 27] ਭਲਾ, ਕੋਈ ਮਨੁੱਖ ਆਪਣੀ ਬੁੱਕਲ ਵਿੱਚ ਅੱਗ ਲੈ ਸਕਦਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਕੱਪੜੇ ਨਾ ਸੜਨ?
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 28] ਕੋਈ ਅੰਗਿਆਰਿਆਂ ਉੱਤੇ ਤੁਰੇ, ਅਤੇ ਉਹ ਦੇ ਪੈਰ ਨਾ ਝੁਲਸਣ?
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 29] ਅਜਿਹਾ ਹੀ ਉਹ ਹੈ ਜੋ ਆਪਣੇ ਗੁਆਂਢੀ ਦੀ ਔਰਤ ਕੋਲ ਜਾਂਦਾ ਹੈ, ਜੋ ਕੋਈ ਉਹ ਨੂੰ ਹੱਥ ਲਾਵੇ ਉਹ ਬਿਨ੍ਹਾਂ ਦੰਡ ਭੋਗੇ ਨਾ ਛੁੱਟੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 30] ਚੋਰ ਜਿਹੜਾ ਭੁੱਖ ਦੇ ਮਾਰੇ ਢਿੱਡ ਭਰਨ ਨੂੰ ਚੋਰੀ ਕਰਦਾ ਹੈ, ਉਹ ਨੂੰ ਲੋਕ ਬੁਰਾ ਨਹੀਂ ਜਾਣਦੇ,
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 31] ਪਰ ਜੇ ਫੜ੍ਹਿਆ ਜਾਵੇ, ਤਾਂ ਉਹ ਨੂੰ ਸੱਤ ਗੁਣਾ ਭਰਨਾ, ਸਗੋਂ ਆਪਣੇ ਘਰ ਦਾ ਸਾਰਾ ਮਾਲ ਦੇਣਾ ਪਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 32] ਜਿਹੜਾ ਕਿਸੇ ਔਰਤ ਨਾਲ ਭੋਗ ਕਰਦਾ ਹੈ ਉਹ ਨਿਰਬੁੱਧ ਹੈ, ਜਿਹੜਾ ਇਹ ਕਰਦਾ ਹੈ, ਉਹ ਆਪਣੀ ਜਾਨ ਦਾ ਨਾਸ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 33] ਉਹ ਦੇ ਲਈ ਜ਼ਖਮ ਅਤੇ ਬੇਇੱਜ਼ਤੀ ਹੋਵੇਗੀ, ਅਤੇ ਉਹ ਦੀ ਬਦਨਾਮੀ ਕਦੇ ਨਾ ਮਿਟੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 34] ਅਣਖ ਤਾਂ ਮਰਦ ਨੂੰ ਕ੍ਰੋਧਿਤ ਕਰਦੀ ਹੈ, ਅਤੇ ਬਦਲਾ ਲੈਣ ਦੇ ਸਮੇਂ ਉਹ ਤਰਸ ਨਹੀਂ ਖਾਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 6 | Verse 35] ਉਹ ਕੋਈ ਮੁਆਵਜ਼ਾ ਕਬੂਲ ਨਹੀਂ ਕਰੇਗਾ, ਅਤੇ ਭਾਵੇਂ ਤੂੰ ਬਹੁਤ ਹਰਜ਼ਾਨਾ ਦੇਵੇਂ ਪਰ ਉਹ ਨਹੀਂ ਮੰਨੇਗਾ।
