[IRV | PA | OT | Proverbs | Chapter 12 | Verse 1] ਉਹ ਗਿਆਨ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹੈ, ਪਰ ਜੋ ਤਾੜਨਾ ਨੂੰ ਬੁਰਾ ਜਾਣਦਾ ਹੈ ਉਹ ਪਸ਼ੂ ਵਰਗਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 18] ਬਿਨ੍ਹਾਂ ਸੋਚੇ ਬੋਲਣ ਵਾਲੇ ਦੀਆਂ ਗੱਲਾਂ ਤਲਵਾਰ ਵਾਂਗੂੰ ਵਿੰਨ੍ਹਦੀਆਂ ਹਨ, ਪਰ ਬੁੱਧਵਾਨ ਦੇ ਬਚਨ ਚੰਗਾ ਕਰ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 19] ਸਚਿਆਈ ਸਦਾ ਬਣੀ ਰਹੇਗੀ, ਪਰ ਝੂਠ ਪਲ ਭਰ ਦਾ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 20] ਬੁਰੀਆਂ ਜੁਗਤਾਂ ਕਰਨ ਵਾਲਿਆਂ ਦੇ ਮਨ ਵਿੱਚ ਛਲ ਹੁੰਦਾ ਹੈ, ਪਰ ਸ਼ਾਂਤੀ ਦੇ ਸਲਾਹਕਾਰਾਂ ਲਈ ਅਨੰਦ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 21] ਧਰਮੀ ਉੱਤੇ ਕੋਈ ਬੁਰਿਆਈ ਨਹੀਂ ਪਵੇਗੀ, ਪਰ ਦੁਸ਼ਟ ਬਿਪਤਾ ਨਾਲ ਭਰੇ ਰਹਿੰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 22] ਝੂਠੇ ਬੁੱਲ੍ਹ ਯਹੋਵਾਹ ਲਈ ਘਿਣਾਉਣੇ ਹਨ, ਪਰ ਜੋ ਵਫ਼ਾਦਾਰ ਹਨ, ਉਹ ਉਹਨਾਂ ਨੂੰ ਪਸੰਦ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 23] ਸਿਆਣਾ ਮਨੁੱਖ ਗਿਆਨ ਨੂੰ ਲੁਕਾਈ ਰੱਖਦਾ ਹੈ, ਪਰ ਮੂਰਖ ਦਾ ਦਿਲ ਮੂਰਖਤਾਈ ਦਾ ਪ੍ਰਚਾਰ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 24] ਉੱਦਮੀ ਲੋਕ ਉੱਚੇ ਕੀਤੇ ਜਾਣਗੇ, ਪਰ ਆਲਸੀ ਬੇਗਾਰੀ ਕਰਨ ਵਾਲਾ ਬਣੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 25] ਮਨੁੱਖ ਦੇ ਦਿਲ ਦੀ ਚਿੰਤਾ ਉਹ ਨੂੰ ਝੁਕਾ ਦਿੰਦੀ ਹੈ, ਪਰ ਚੰਗਾ ਬਚਨ ਉਹ ਨੂੰ ਅਨੰਦ ਕਰ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 26] ਧਰਮੀ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਸਹੀ ਰਾਹ ਦੱਸਦਾ ਹੈ, ਪਰ ਦੁਸ਼ਟ ਦੀ ਚਾਲ ਉਹ ਨੂੰ ਭਟਕਾ ਦਿੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 27] ਆਲਸੀ ਮਨੁੱਖ ਸ਼ਿਕਾਰ ਕਰਕੇ ਉਹ ਨੂੰ ਭੁੰਨਦਾ ਵੀ ਨਹੀਂ, ਪਰ ਉੱਦਮੀ ਮਨੁੱਖ ਨੂੰ ਅਨਮੋਲ ਪਦਾਰਥ ਮਿਲਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 28] ਧਰਮ ਦੇ ਰਾਹ ਵਿੱਚ ਜੀਵਨ ਮਿਲਦਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਮਾਰਗਾਂ ਵਿੱਚ ਮੌਤ ਦਾ ਪਤਾ ਵੀ ਨਹੀਂ।
