[IRV | PA | OT | Proverbs | Chapter 16 | Verse 1] ਮਨ ਦੀਆਂ ਯੋਜਨਾਵਾਂ ਤਾਂ ਆਦਮੀ ਦੇ ਵੱਸ ਵਿੱਚ ਹਨ, ਪਰ ਜ਼ੁਬਾਨੋ ਉੱਤਰ ਯਹੋਵਾਹ ਵੱਲੋਂ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 13] ਧਰਮੀ ਦੇ ਬੋਲਾਂ ਤੋਂ ਰਾਜਾ ਪ੍ਰਸੰਨ ਹੁੰਦਾ ਹੈ, ਅਤੇ ਜਿਹੜਾ ਸਿੱਧੀ ਗੱਲ ਕਰਦਾ ਹੈ ਉਹ ਦੇ ਨਾਲ ਉਹ ਪ੍ਰੇਮ ਰੱਖਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 14] ਰਾਜੇ ਦਾ ਗੁੱਸਾ ਮੌਤ ਦੇ ਦੂਤ ਵਰਗਾ ਹੈ, ਪਰ ਬੁੱਧਵਾਨ ਮਨੁੱਖ ਉਹ ਨੂੰ ਠੰਡਾ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 15] ਰਾਜੇ ਦੇ ਮੁੱਖ ਦੀ ਚਮਕ ਵਿੱਚ ਜੀਵਨ ਹੈ, ਅਤੇ ਉਹ ਦੀ ਕਿਰਪਾ ਬਰਸਾਤ ਦੀ ਆਖਰੀ ਬੱਦਲੀ ਵਰਗੀ ਹੁੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 16] ਬੁੱਧ ਦੀ ਪ੍ਰਾਪਤੀ ਚੋਖੇ ਸੋਨੇ ਨਾਲੋਂ ਕਿੰਨੀ ਉੱਤਮ ਹੈ, ਅਤੇ ਚਾਂਦੀ ਨਾਲੋਂ ਸਮਝ ਦਾ ਪ੍ਰਾਪਤ ਕਰਨਾ ਚੁਣਨਾ ਚਾਹੀਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 17] ਬੁਰਿਆਈ ਤੋਂ ਦੂਰ ਰਹਿਣਾ ਸਚਿਆਰਾਂ ਦੇ ਲਈ ਰਾਜ ਮਾਰਗ ਹੈ, ਜਿਹੜਾ ਆਪਣੀ ਚਾਲ ਦੀ ਚੌਕਸੀ ਕਰਦਾ ਹੈ ਉਹ ਆਪਣੀ ਜਾਨ ਨੂੰ ਬਚਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 18] ਨਾਸ ਤੋਂ ਪਹਿਲਾਂ ਹੰਕਾਰ ਅਤੇ ਡਿੱਗਣ ਤੋਂ ਪਹਿਲਾਂ ਘਮੰਡੀ ਰੂਹ ਆਉਂਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 19] ਘਮੰਡੀਆਂ ਨਾਲ ਲੁੱਟ ਦਾ ਮਾਲ ਵੰਡਣ ਨਾਲੋਂ ਕੰਗਾਲਾਂ ਦੇ ਨਾਲ ਨੀਵਾਂ ਹੋ ਕੇ ਰਹਿਣਾ ਚੰਗਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 20] ਜਿਹੜਾ ਬਚਨ ਉੱਤੇ ਮਨ ਲਾਉਂਦਾ ਹੈ ਉਹ ਦਾ ਭਲਾ ਹੋਵੇਗਾ, ਅਤੇ ਜਿਹੜਾ ਯਹੋਵਾਹ ਉੱਤੇ ਭਰੋਸਾ ਰੱਖਦਾ ਹੈ ਉਹ ਧੰਨ ਹੋਵੇਗਾ!
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 21] ਜਿਹੜਾ ਬੁੱਧਵਾਨ ਹੈ ਉਹ ਸਮਝਦਾਰ ਕਹਾਉਂਦਾ ਹੈ, ਅਤੇ ਮਿੱਠਾ ਬੋਲਣ ਨਾਲ ਸਿਖਾਉਣ ਦੀ ਸ਼ਕਤੀ ਵੱਧ ਜਾਂਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 22] ਬੁੱਧਵਾਨ ਦੇ ਲਈ ਬੁੱਧ ਜੀਵਨ ਦਾ ਸੋਤਾ ਹੈ, ਪਰ ਮੂਰਖਾਂ ਨੂੰ ਸਿਖਾਉਣਾ ਮੂਰਖਤਾਈ ਹੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 23] ਬੁੱਧਵਾਨ ਦਾ ਮਨ ਉਹ ਦੇ ਮੂੰਹ ਨੂੰ ਸਿਖਾਉਂਦਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਬੋਲਾਂ ਵਿੱਚ ਗਿਆਨ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 24] ਮਨਭਾਉਂਦੇ ਬਚਨ ਸ਼ਹਿਦ ਦੇ ਛੱਤੇ ਵਾਂਗੂੰ ਹਨ, ਉਹ ਜਾਨ ਨੂੰ ਮਿੱਠੇ ਲੱਗਦੇ ਹਨ ਅਤੇ ਹੱਡੀਆਂ ਨੂੰ ਸਿਹਤ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 25] ਇੱਕ ਅਜਿਹਾ ਰਾਹ ਵੀ ਹੈ ਜੋ ਮਨੁੱਖ ਨੂੰ ਸਿੱਧਾ ਜਾਪਦਾ ਹੈ, ਪਰ ਉਹ ਦੇ ਅੰਤ ਵਿੱਚ ਮੌਤ ਮਿਲਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 26] ਮਜ਼ਦੂਰ ਦੀ ਲਾਲਸਾ ਉਸ ਤੋਂ ਮਜ਼ਦੂਰੀ ਕਰਾਉਂਦੀ ਹੈ, ਉਹ ਦੀ ਭੁੱਖ ਉਹ ਨੂੰ ਉਭਾਰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 27] ਕੁਧਰਮੀ ਮਨੁੱਖ ਬੁਰਿਆਈ ਦੀਆਂ ਯੋਜਨਾਵਾਂ ਬਣਾਉਂਦਾ ਹੈ, ਤੇ ਉਹ ਦੇ ਬੁੱਲ੍ਹਾਂ ਵਿੱਚ ਜਾਣੋ ਸਾੜਨ ਵਾਲੀ ਅੱਗ ਹੁੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 28] ਟੇਢਾ ਮਨੁੱਖ ਝਗੜੇ ਚੁੱਕਦਾ ਹੈ, ਅਤੇ ਚੁਗਲੀ ਕਰਨ ਵਾਲਾ ਆਪਣੇ ਜਾਨੀ ਮਿੱਤਰਾਂ ਵਿੱਚ ਫੁੱਟ ਪਾ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 29] ਹਨ੍ਹੇਰ ਕਰਨ ਵਾਲਾ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਫੁਸਲਾ ਕੇ, ਭੈੜੇ ਰਾਹ ਵਿੱਚ ਪਾ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 30] ਅੱਖੀਆਂ ਮਟਕਾਉਣ ਵਾਲਾ ਟੇਢੇ ਕੰਮ ਸੋਚਦਾ ਹੈ, ਬੁੱਲ੍ਹ ਘੁੱਟਣ ਵਾਲਾ ਬੁਰਿਆਈ ਕਰ ਛੱਡਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 31] ਧੌਲਾ ਸਿਰ ਸਜਾਵਟ ਦਾ ਮੁਕਟ ਹੈ, ਉਹ ਧਰਮ ਦੇ ਮਾਰਗ ਤੋਂ ਪ੍ਰਾਪਤ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 32] ਜਿਹੜਾ ਕ੍ਰੋਧ ਵਿੱਚ ਧੀਮਾ ਹੈ ਉਹ ਸੂਰਬੀਰ ਨਾਲੋਂ, ਅਤੇ ਆਪਣੀ ਰੂਹ ਨੂੰ ਵੱਸ ਵਿੱਚ ਰੱਖਣ ਵਾਲਾ, ਸ਼ਹਿਰ ਦੇ ਜਿੱਤਣ ਵਾਲੇ ਨਾਲੋਂ ਚੰਗਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 16 | Verse 33] ਬੁੱਕਲ ਵਿੱਚ ਪਰਚੀਆਂ ਪਾਈਆਂ ਜਾਂਦੀਆਂ ਹਨ, ਪਰ ਉਨ੍ਹਾਂ ਦਾ ਫੈਸਲਾ ਯਹੋਵਾਹ ਵੱਲੋਂ ਹੀ ਹੁੰਦਾ ਹੈ।
