[IRV | PA | OT | Proverbs | Chapter 26 | Verse 1] ਜਿਵੇਂ ਗਰਮੀ ਵਿੱਚ ਬਰਫ਼ ਅਤੇ ਵਾਢੀ ਵਿੱਚ ਵਰਖਾ, ਤਿਵੇਂ ਮੂਰਖ ਨੂੰ ਆਦਰ ਸੂਤ ਨਹੀਂ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 12] ਕੀ ਤੂੰ ਉਸ ਮਨੁੱਖ ਨੂੰ ਵੇਖਦਾ ਹੈਂ ਜੋ ਆਪਣੀ ਨਿਗਾਹ ਵਿੱਚ ਬੁੱਧਵਾਨ ਹੈ? ਉਹ ਦੇ ਨਾਲੋਂ ਮੂਰਖ ਲਈ ਵਧੇਰੀ ਆਸ ਹੈ!
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 13] ਆਲਸੀ ਆਖਦਾ ਹੈ, ਰਾਹ ਵਿੱਚ ਤਾਂ ਸ਼ੇਰ ਹੈ, ਗਲੀਆਂ ਵਿੱਚ ਬੱਬਰ ਸ਼ੇਰ ਹੈ!
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 14] ਜਿਵੇਂ ਦਰਵਾਜ਼ਾ ਕਬਜ਼ੇ ਉੱਤੇ ਘੁੰਮਦਾ ਹੈ, ਓਵੇਂ ਆਲਸੀ ਆਪਣੇ ਮੰਜੇ ਉੱਤੇ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 15] ਆਲਸੀ ਆਪਣਾ ਹੱਥ ਥਾਲੀ ਵਿੱਚ ਪਾਉਂਦਾ ਹੈ, ਪਰ ਉਸ ਨੂੰ ਫੇਰ ਮੂੰਹ ਤੱਕ ਲਿਆਉਣ ਨਾਲ ਉਹ ਥੱਕ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 16] ਆਲਸੀ ਆਪਣੀ ਆਪ ਨੂੰ ਉਹਨਾਂ ਸੱਤਾਂ ਜਣਿਆਂ ਨਾਲੋਂ ਵੀ ਜੋ ਠੀਕ ਉੱਤਰ ਦੇਣ ਜੋਗ ਹਨ, ਬੁੱਧਵਾਨ ਸਮਝਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 17] ਜਿਹੜਾ ਰਾਹ ਤੁਰਦਿਆਂ ਪਰਾਏ ਝਗੜੇ ਵਿੱਚ ਪੈਰ ਅੜਾਉਂਦਾ ਹੈ, ਉਹ ਉਸ ਵਰਗਾ ਹੈ ਜੋ ਕੁੱਤੇ ਨੂੰ ਕੰਨੋਂ ਫੜੇ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 18] ਜਿਵੇਂ ਇੱਕ ਅੱਗ ਅਤੇ ਮੌਤ ਦੇ ਤੀਰ ਸੁੱਟਦਾ ਹੈ,
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 19] ਤਿਹਾ ਹੀ ਉਹ ਹੈ ਜਿਹੜਾ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਧੋਖਾ ਦੇ ਕੇ ਆਖਦਾ ਹੈ, ਭਲਾ, ਮੈਂ ਮਜ਼ਾਕ ਨਹੀਂ ਸੀ ਕਰਦਾ?
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 20] ਜਿੱਥੇ ਬਾਲਣ ਨਹੀਂ ਉੱਥੇ ਅੱਗ ਬੁੱਝ ਜਾਂਦੀ ਹੈ, ਅਤੇ ਜਿੱਥੇ ਚੁਗਲੀਆਂ ਨਹੀਂ ਉੱਥੇ ਝਗੜਾ ਮੁੱਕ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 21] ਜਿਵੇਂ ਅੰਗਿਆਰਿਆਂ ਉੱਤੇ ਕੋਇਲੇ ਅਤੇ ਅੱਗ ਉੱਤੇ ਲੱਕੜਾਂ, ਓਵੇਂ ਝਗੜੇ ਨੂੰ ਵਧਾਉਣ ਲਈ ਝਗੜਾਲੂ ਮਨੁੱਖ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 22] ਚੁਗਲੀ ਕਰਨ ਵਾਲੇ ਦੀਆਂ ਗੱਲਾਂ ਸੁਆਦਲੀਆਂ ਬੁਰਕੀਆਂ ਵਰਗੀਆਂ ਹੁੰਦੀਆਂ ਹਨ, ਉਹ ਢਿੱਡ ਵਿੱਚ ਹੀ ਵੜ ਜਾਂਦੀਆਂ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 23] ਜਿਵੇਂ ਮਿੱਟੀ ਦੇ ਭਾਂਡੇ ਉੱਤੇ ਚਾਂਦੀ ਦਾ ਪਾਣੀ ਚੜ੍ਹਾਇਆ ਹੋਵੇ, ਤਿਵੇਂ ਬੁਰੇ ਦਿਲ ਵਾਲੇ ਪ੍ਰੇਮ ਭਰੇ ਬਚਨ ਹੁੰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 24] ਵੈਰੀ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਨਾਲ ਤਾਂ ਕਪਟ ਕਰਦਾ, ਅਤੇ ਆਪਣੇ ਅੰਦਰ ਧੋਖਾ ਰੱਖ ਛੱਡਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 25] ਜਦ ਉਹ ਮਿੱਠੀਆਂ-ਮਿੱਠੀਆਂ ਗੱਲਾਂ ਕਰੇ ਤਾਂ ਉਹ ਦਾ ਵਿਸ਼ਵਾਸ ਨਾ ਕਰੀਂ, ਕਿਉਂ ਜੋ ਉਹ ਦੇ ਦਿਲ ਵਿੱਚ ਸੱਤ ਘਿਣਾਉਣੀਆਂ ਗੱਲਾਂ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 26] ਭਾਵੇਂ ਉਹ ਦਾ ਵੈਰ ਧੋਖੇ ਦੇ ਕਾਰਨ ਲੁਕਿਆ ਵੀ ਰਹੇ, ਤਾਂ ਵੀ ਉਹ ਦੀ ਬੁਰਿਆਈ ਸਭਾ ਦੇ ਵਿੱਚ ਪਰਗਟ ਕੀਤੀ ਜਾਵੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 27] ਜਿਹੜਾ ਟੋਆ ਪੁੱਟਦਾ ਹੈ ਉਹ ਆਪੇ ਉਸ ਵਿੱਚ ਡਿੱਗੇਗਾ, ਅਤੇ ਜਿਹੜਾ ਪੱਥਰ ਰੇੜ੍ਹਦਾ ਹੈ ਉਹ ਮੁੜ ਕੇ ਓਸੇ ਉੱਤੇ ਆਣ ਪਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 26 | Verse 28] ਝੂਠੀ ਜੀਭ ਉਹਨਾਂ ਨਾਲ ਵੈਰ ਰੱਖਦੀ ਹੈ ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਸ ਨੇ ਕੁਚਲਿਆ, ਅਤੇ ਚਾਪਲੂਸ ਮੂੰਹ ਨਾਸ ਕਰਦਾ ਹੈ।
