[IRV | UR | OT | Lamentations | Chapter 3 | Verse 1] मैं ही वह शख़्स हूँ जिसने उसके ग़ज़ब की लाठी से दुख पाया।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 22] ये ख़ुदावन्द की शफ़क़त है, कि हम फ़ना नहीं हुए, क्यूँकि उसकी रहमत ला ज़वाल है।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 23] वह हर सुबह ताज़ा है; तेरी वफ़ादारी 'अज़ीम है
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 24] मेरी जान ने कहा, “मेरा हिस्सा ख़ुदावन्द है, इसलिए मेरी उम्मीद उसी से है।”
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 25] ख़ुदावन्द उन पर महरबान है, जो उसके मुन्तज़िर हैं; उस जान पर जो उसकी तालिब है।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 26] ये खू़ब है कि आदमी उम्मीदवार रहे और ख़ामोशी से ख़ुदावन्द की नजात का इन्तिज़ार करे।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 27] आदमी के लिए बेहतर है कि अपनी जवानी के दिनों में फ़रमॉबरदारी करे।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 28] वह तन्हा बैठे और ख़ामोश रहे, क्यूँकि ये ख़ुदा ही ने उस पर रख्खा है।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 29] वह अपना मुँह ख़ाक पर रख्खे, कि शायद कुछ उम्मीद की सूरत निकले।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 30] वह अपना गाल उसकी तरफ़ फेर दे, जो उसे तमाँचा मारता है और मलामत से खू़ब सेर हो
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 31] क्यूँकि ख़ुदावन्द हमेशा के लिए रद्द न करेगा,
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 32] क्यूँकि अगरचे वह दुख़ दे, तोभी अपनी शफ़क़त की दरयादिली से रहम करेगा।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 33] क्यूँकि वह बनी आदम पर खु़शी से दुख़ मुसीबत नहीं भेजता।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 34] रू — ए — ज़मीन के सब कै़दियों को पामाल करना
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 35] हक़ ताला के सामने किसी इंसान की हक़ तल्फ़ी करना,
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 36] और किसी आदमी का मुक़द्दमा बिगाड़ना, ख़ुदावन्द देख नहीं सकता।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 37] वह कौन है जिसके कहने के मुताबिक़ होता है, हालाँकि ख़ुदावन्द नहीं फ़रमाता?
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 38] क्या भलाई और बुराई हक़ ताला ही के हुक्म से नहीं हैं?
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 39] इसलिए आदमी जीते जी क्यूँ शिकायत करे, जब कि उसे गुनाहों की सज़ा मिलती हो?
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 40] हम अपनी राहों को ढूंडें और जाँचें, और ख़ुदावन्द की तरफ़ फिरें।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 41] हम अपने हाथों के साथ दिलों को भी ख़ुदा के सामने आसमान की तरफ़ उठाएँ:
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 42] हम ने ख़ता और सरकशी की, तूने मु'आफ़ नहीं किया।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 43] तू ने हम को क़हर से ढाँपा और रगेदा; तूने क़त्ल किया, और रहम न किया।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 44] तू बादलों में मस्तूर हुआ, ताकि हमारी दुआ तुझ तक न पहुँचे।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 45] तूने हम को क़ौमों के बीच कूड़े करकट और नजासत सा बना दिया।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 46] हमारे सब दुश्मन हम पर मुँह पसारते हैं;
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 47] ख़ौफ़ — और — दहशत और वीरानी — और — हलाकत ने हम को आ दबाया।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 48] मेरी दुख़्तर — ए — क़ौम की तबाही के ज़रिए' मेरी आँखों से आँसुओं की नहरें जारी हैं।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 49] मेरी ऑखें अश्कबार हैं और थमती नहीं, उनको आराम नहीं,
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 50] जब तक ख़ुदावन्द आसमान पर से नज़र करके न देखे;
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 51] मेरी आँखें मेरे शहर की सब बेटियों के लिए मेरी जान को आज़ुर्दा करती हैं।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 52] मेरे दुश्मनों ने बे वजह मुझे परिन्दे की तरह दौड़ाया;
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 53] उन्होंने चाह — ए — ज़िन्दान में मेरी जान लेने को मुझ पर पत्थर रख्खा;
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 54] पानी मेरे सिर से गुज़र गया, मैंने कहा, 'मैं मर मिटा।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 55] ऐ ख़ुदावन्द, मैंने तह दिल से तेरे नाम की दुहाई दी;
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 56] तू ने मेरी आवाज़ सुनी है, मेरी आह — ओ — फ़रियाद से अपना कान बन्द न कर।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 57] जिस रोज़ मैने तुझे पुकारा, तू नज़दीक आया; और तू ने फ़रमाया, “परेशान न हो!”
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 58] ऐ ख़ुदावन्द, तूने मेरी जान की हिमायत की और उसे छुड़ाया।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 59] ऐ ख़ुदावन्द, तू ने मेरी मज़लूमी देखी; मेरा इन्साफ़ कर।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 60] तूने मेरे ख़िलाफ़ उनके तमाम इन्तक़ामऔर सब मन्सूबों को देखा है।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 61] ऐ ख़ुदावन्द, तूने मेरे ख़िलाफ़ उनकी मलामत और उनके सब मन्सूबों को सुना है;
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 62] जो मेरी मुख़ालिफ़त को उठे उनकी बातें और दिन भर मेरी मुख़ालिफ़त में उनके मन्सूबे।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 63] उनकी महफ़िल — ओ — बरख़ास्त को देख कि मेरा ही ज़िक्र है।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 64] ऐ ख़ुदावन्द, उनके 'आमाल के मुताबिक़ उनको बदला दे।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 65] उनको कोर दिल बना कि तेरी ला'नत उन पर हो।
[IRV | UR | OT | Lamentations | Chapter 3 | Verse 66] हे यहोवा, क़हर से उनको भगा और रू — ए — ज़मीन से नेस्त — ओ — नाबूद कर दे।
