[LXX | EL | OT | Genesis | Chapter 36 | Verse 1] Αὗται δὲ αἱ γενέσεις Ἡσαῦ· αὐτός ἐστιν Ἐδώμ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 12] Θαμνὰ δὲ ἦν παλλακὴ Ἑλιφὰς τοῦ υἱοῦ Ἡσαῦ· καὶ ἔτεκε τῷ Ἑλιφὰς τὸν Ἀμαλήκ· οὗτοι υἱοὶ Ἀδὰς γυναικὸς Ἡσαῦ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 13] Οὗτοι δὲ υἱοὶ Ῥαγουὴλ, Ναχὼθ, Ζαρὲ, Σομὲ, καὶ Μοζέ· οὗτοι ἦσαν υἱοὶ Βασεμὰθ γυναικὸς Ἡσαῦ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 14] Οὗτοι δὲ υἱοὶ Ὀλιβεμὰς θυγατρὸς Ἀνὰ τοῦ υἱοῦ Σεβεγὼν, γυναικὸς Ἡσαῦ· ἔτεκε δὲ τῷ Ἡσαῦ τὸν Ἰεοὺς, καὶ τὸν Ἰεγλὸμ, καὶ τὸν Κορέ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 15] Οὗτοι ἡγεμόνες υἱοὶ Ἡσαῦ· υἱοὶ Ἑλιφὰς πρωτοτόκου Ἡσαῦ· ἡγεμὼν Θαιμὰν, ἡγεμὼν Ὠμὰρ, ἡγεμὼν Σωφὰρ, ἡγεμὼν Κενὲζ,
[LXX | EL | OT | Genesis | Chapter 36 | Verse 16] ἡγεμὼν Κορὲ, ἡγεμὼν Γοθὼμ, ἡγεμὼν Ἀμαλήκ· οὗτοι ἡγεμόνες Ἑλιφὰς ἐν γῇ Ἰδουμαίᾳ· οὗτοι υἱοὶ Ἀδάς.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 17] Καὶ οὗτοι υἱοὶ Ῥαγουὴλ υἱοῦ Ἡσαῦ· ἡγεμὼν Ναχὼθ, ἡγεμὼν Ζαρὲ, ἡγεμὼν Σομὲ, ἡγεμὼν Μοζέ· οὗτοι ἡγεμόνες Ῥαγουὴλ ἐν γῇ Ἐδώμ· οὗτοι υἱοὶ Βασεμὰθ γυναικὸς Ἡσαῦ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 18] Οὗτοι δὲ υἱοὶ Ὀλιβεμὰς γυναικὸς Ἡσαῦ· ἡγεμὼν Ἰεοὺς, ἡγεμὼν Ἰεγλὸμ, ἡγεμὼν Κορέ· οὗτοι ἡγεμόνες Ὀλιβεμὰς θυγατρὸς Ἀνὰ γυναικὸς Ἡσαῦ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 19] Οὗτοι υἱοὶ Ἡσαῦ, καὶ οὗτοι ἡγεμόνες αὐτῶν· οὗτοί εἰσιν υἱοὶ Ἐδώμ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 20] Οὗτοι δὲ υἱοὶ Σηεὶρ τοῦ Χοῤῥαίου, τοῦ κατοικοῦντος τὴν γῆν· Λωτὰν, Σωβὰλ, Σεβεγὼν, Ἀνὰ,
[LXX | EL | OT | Genesis | Chapter 36 | Verse 21] καὶ Δησὼν, καὶ Ἀσὰρ, καὶ Ῥισών· οὗτοι ἡγεμόνες τοῦ Χοῤῥαίου, τοῦ υἱοῦ Σηεὶρ ἐν τῇ γῇ Ἐδώμ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 22] Ἐγένοντο δὲ υἱοὶ Λωτάν· Χοῤῥὶ, καὶ Αἱμάν· ἀδελφὴ δὲ Λωτὰν, Θαμνά.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 23] Οὗτοι δὲ υἱοὶ Σωβάλ· Γωλὰμ, καὶ Μαναχὰθ, καὶ Γαιβὴλ, καὶ Σωφὰρ, καὶ Ὠμάρ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 24] Καὶ οὗτοι υἱοὶ Σεβεγὼν, Ἀϊὲ, καὶ Ἀνά· οὗτός ἐστιν Ἀνὰ, ὃς εὗρε τὸν Ἰαμεὶν ἐν τῇ ἐρήμῳ, ὅτε ἔνεμε τὰ ὑποζύγια Σεβεγὼν τοῦ πατρὸς αὐτοῦ·
[LXX | EL | OT | Genesis | Chapter 36 | Verse 25] Οὗτοι δὲ υἱοὶ Ἀνά· Δησὼν, καὶ Ὀλιβεμὰ θυγάτηρ Ἀνά.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 26] Οὗτοι δὲ υἱοὶ Δησών· Ἀμαδὰ, καὶ Ἀσβὰν, καὶ Ἰθρὰν, καὶ Χαῤῥάν.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 27] Οὗτοι δὲ υἱοὶ Ἀσάρ· Βαλαὰμ, καὶ Ζουκὰμ, καὶ Ἰουκάμ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 28] Οὗτοι δὲ υἱοὶ Ῥισὼν, Ὧς, καὶ Ἀράν.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 29] Οὗτοι δὲ ἡγεμόνες Χοῤῥί· ἡγεμὼν Λωτὰν, ἡγεμὼν Σωβὰλ, ἡγεμὼν Σεβεγὼν, ἡγεμὼν Ἀνὰ,
[LXX | EL | OT | Genesis | Chapter 36 | Verse 30] ἡγεμὼν Δησὼν, ἡγεμὼν Ἀσὰρ, ἡγεμὼν Ῥισών· οὗτοι ἡγεμόνες Χοῤῥὶ ἐν ταῖς ἡγεμονίαις αὐτῶν ἐν γῇ Ἐδώμ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 31] Καὶ οὗτοι οἱ βασιλεῖς οἱ βασιλεύσαντες ἐν Ἐδὼμ, πρὸ τοῦ βασιλεῦσαι βασιλέα ἐν Ἰσραήλ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 32] Καὶ ἐβασίλευσεν ἐν Ἐδὼμ Βαλὰκ υἱὸς Βεώρ· καὶ ὄνομα τῇ πόλει αὐτοῦ, Δενναβά.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 33] Ἀπέθανε δὲ Βαλὰκ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἰωβὰβ υἱὸς Ζαρὰ ἐκ Βοσόῤῥας.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 34] Ἀπέθανε δὲ Ἰωβὰβ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀσὼμ ἐκ τῆς γῆς Θαιμανών.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 35] Ἀπέθανε δὲ Ἀσὼμ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀδὰδ υἱὸς Βαρὰδ ὁ ἐκκόψας Μαδιὰμ ἐν τῷ πεδίῳ Μωάβ· καὶ ὄνομα τῇ πόλει αὐτοῦ Γετθαίμ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 36] Ἀπέθανε δὲ Ἀδὰδ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Σαμαδὰ ἐκ Μασσεκκάς.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 37] Ἀπέθανε δὲ Σαμαδὰ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Σαοὺλ ἐκ Ῥοωβὼθ τῆς παρὰ ποταμόν.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 38] Ἀπέθανε δὲ Σαοὺλ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Βαλλενὼν υἱὸς Ἀχοβώρ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 39] Ἀπέθανε δὲ Βαλλενὼν υἱὸς Ἀχοβὼρ, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀρὰδ υἱὸς Βαράδ· καὶ ὄνομα τῇ πόλει αὐτοῦ Φογώρ· ὄνομα δὲ τῇ γυναικὶ αὐτοῦ Μετεβεὴλ, θυγάτηρ Ματραῒθ, υἱοῦ Μαιζοώβ.
[LXX | EL | OT | Genesis | Chapter 36 | Verse 40] Ταῦτα τὰ ὀνόματα τῶν ἡγεμόνων Ἡσαῦ, ἐν ταῖς φυλαῖς αὐτῶν, κατὰ τόπον αὐτῶν, ἐν ταῖς χώραις αὐτῶν, καὶ ἐν τοῖς ἔθνεσιν αὐτῶν· ἡγεμὼν Θαμνὰ, ἡγεμὼν Γωλὰ, ἡγεμὼν Ἰεθὲρ,
[LXX | EL | OT | Genesis | Chapter 36 | Verse 41] ἡγεμὼν Ὁλιβεμὰς, ἡγεμὼν Ἡλὰς, ἡγεμὼν Φινὼν,
[LXX | EL | OT | Genesis | Chapter 36 | Verse 42] ἡγεμὼν Κενὲζ, ἡγεμὼν Θαιμὰν, ἡγεμὼν Μαζὰρ,
[LXX | EL | OT | Genesis | Chapter 36 | Verse 43] ἡγεμὼν Μαγεδιὴλ, ἡγεμὼν Ζαφωίν· οὗτοι ἡγεμόνες Ἐδὼμ, ἐν ταῖς κατῳκοδομημέναις ἐν τῇ γῇ τῆς κτήσεως αὐτῶν· οὗτος Ἡσαῦ πατὴρ Ἐδώμ.
