[LXX | EL | OT | Genesis | Chapter 21 | Verse 1] Καὶ Κύριος ἐπεσκέψατο τὴν Σάῤῥαν, καθὰ εἶπε· καὶ ἐποίησε Κύριος τῇ Σάῥῥᾳ, καθὰ ἐλάλησε.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 17] Εἰσήκουσε δὲ ὁ Θεὸς τῆς φωνῆς τοῦ παιδίου ἐκ τοῦ τόπου οὗ ἦν· καὶ ἐκάλεσεν ἄγγελος Θεοῦ τὴν Ἄγαρ ἐκ τοῦ οὐρανοῦ, καὶ εἶπεν αὐτῇ, τί ἐστιν Ἄγαρ; μὴ φοβοῦ· ἐπακήκοε γὰρ ὁ Θεὸς τῆς φωνῆς τοῦ παιδίου ἐκ τοῦ τόπου οὗ ἐστιν.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 18] Ἀνάστηθι καὶ λάβε τὸ παιδίον, καὶ κράτησον τῇ χειρί σου αὐτό· εἰς γὰρ ἔθνος μέγα ποιήσω αὐτό.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 19] Καὶ ἀνέῳξεν ὁ Θεὸς τοὺς ὀφθαλμοὺς αὐτῆς· καὶ εἶδε φρέαρ ὕδατος ζῶντος, καὶ ἐπορεύθη, καὶ ἔπλησε τὸν ἀσκὸν ὕδατος, καὶ ἐπότισε τὸ παιδίον.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 20] Καὶ ἦν ὁ Θεὸς μετὰ τοῦ παιδίου· καὶ ηὐξήθη, καὶ κατῴκησεν ἐν τῇ ἐρήμῳ· ἐγένετο δὲ τοξότης.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 21] Καὶ κατῴκησεν ἐν τῇ ἐρήμῳ· καὶ ἔλαβεν αὐτῷ ἡ μήτηρ γυναῖκα ἐκ Φαρὰν Αἰγύπτου.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 22] Ἐγένετο δὲ ἐν τῷ καιρῷ ἐκείνῳ, καὶ εἶπεν Ἀβιμέλεχ, καὶ Ὁχοζὰθ ὁ νυμφαγωγὸς αὐτοῦ, καὶ Φιχὸλ ὁ ἀρχιστράτηγος τῆς δυνάμεως αὐτοῦ, πρὸς Ἁβραὰμ, λέγων, ὁ Θεὸς μετὰ σοῦ ἐν πᾶσιν, οἷς ἐὰν ποιῇς.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 23] Νῦν οὖν ὄμοσόν μοι τὸν Θεὸν μὴ ἀδικήσειν με, μηδὲ τὸ σπέρμα μου, μηδὲ τὸ ὄνομά μου· ἀλλὰ κατὰ τὴν δικαιοσύνην ἣν ἐποίησα μετὰ σοῦ, ποιήσεις μετʼ ἐμοῦ, καὶ τῇ γᾗ, ᾗ σὺ παρῴκησας ἐν αὐτῇ.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 24] Καὶ εἶπεν Ἁβραὰμ, ἐγὼ ὀμοῦμαι.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 25] Καὶ ἤλεγξεν Ἁβραὰμ τὸν Ἀβιμέλεχ περὶ τῶν φρεάτων τοῦ ὕδατος, ὧν ἀφείλοντο οἱ παῖδες τοῦ Ἀβιμέλεχ.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 26] Καὶ εἶπεν αὐτῷ Ἀβιμέλεχ, οὐκ ἔγνων τίς ἐποίησέ σοι τὸ ῥῆμα τοῦτο· οὐδὲ σύ μοι ἀπήγγειλας, οὐδὲ ἐγὼ ἤκουσα, ἀλλʼ ἢ σήμερον.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 27] Καὶ ἔλαβεν Ἁβραὰμ πρόβατα καὶ μόσχους, καὶ ἔδωκε τῷ Ἀβιμέλεχ· καὶ διέθεντο ἀμφότεροι διαθήκην.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 28] Καὶ ἔστησεν Ἁβραὰμ, ἑπτὰ ἀμνάδας προβάτων μόνας.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 29] Καὶ εἶπεν Ἀβιμέλεχ τῷ Ἁβραὰμ, τί εἰσιν αἱ ἑπτὰ ἀμνάδες τῶν προβάτων τούτων, ἃς ἔστησας μόνας;
[LXX | EL | OT | Genesis | Chapter 21 | Verse 30] Καὶ εἶπεν Ἁβραὰμ, ὅτι τὰς ἑπτὰ ἀμνάδας λήψῃ παρʼ ἐμοῦ, ἵνα ὦσι μοι εἰς μαρτύριον, ὅτι ἐγὼ ὤρυξα τό φρέαρ τοῦτο.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 31] Διὰ τοῦτο ἐπωνόμασε τὸ ὄνομα τοῦ τόπου ἐκείνου, Φρέαρ ὁρκισμοῦ· ὅτι ἐκεῖ ὤμοσαν ἀμφότεροι.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 32] Καὶ διέθεντο διαθήκην ἐν τῷ φρέατι τοῦ ὁρκισμου· ἀνέστη δὲ Ἀβιμέλεχ, Ὁχοζὰθ ὁ νυμφαγωγὸς αὐτοῦ, καὶ Φίχολ ὁ ἀρχιστράτηγος τῆς δυνάμεως αὐτοῦ, καὶ ἐπέστρεψαν εἰς τὴν γῆν τῶν Φυλιστιείμ.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 33] Καὶ ἐφύτευσεν Ἁβραὰμ ἄρουραν ἐπὶ τῷ φρέατι τοῦ ὅρκου· καὶ ἐπεκαλέσατο ἐκεῖ τὸ ὄνομα Κυρίου, Θεὸς αἰώνιος.
[LXX | EL | OT | Genesis | Chapter 21 | Verse 34] Παρῴκησε δὲ Ἁβραὰμ ἐν τῇ γῇ τῶν Φυλιστιεὶμ ἡμέρας πολλάς.
