[LXX | EL | OT | Genesis | Chapter 38 | Verse 1] Ἐγένετο δὲ ἐν τῷ καιρῷ ἐκείνῳ, κατέβη Ἰούδας ἀπὸ τῶν ἀδελφῶν αὐτοῦ, καὶ ἀφίκετο ἕως πρὸς ἄνθρωπον τινὰ Ὀδολλαμίτην, ᾧ ὄνομα Εἰράς.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 18] Ὁ δὲ εἶπε, τίνα τὸν ἀῤῥαβῶνά σοι δώσω; ἡ δὲ εἶπε, τὸν δακτύλιόν σου, καὶ τὸν ὁρμίσκον, καὶ τὴν ῥάβδον τὴν ἐν τῇ χειρίσου. Καὶ ἔδωκεν αὐτῇ, καὶ εἰσῆλθε πρὸς αὐτήν· καὶ ἐν γαστρὶ ἔλαβεν ἐξ αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 19] Καὶ ἀναστᾶσα ἀπῆλθε, καὶ περιείλετο τὸ θέριστρον αὐτῆς ἀφʼ ἑαυτῆς, καὶ ἐνεδύσατο τὰ ἱμάτια τῆς χηρεύσεως αὐτῆς.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 20] Ἀπέστειλε δὲ Ἰούδας τὸν ἔριφον ἐξ αἰγῶν ἐν χειρὶ τοῦ ποιμένος αὐτοῦ τοῦ Ὀδολλαμείτου, κομίσασθαι παρὰ τῆς γυναικὸς τὸν ἀῤῥαβῶνα· καὶ οὐχ εὗρεν αὐτήν.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 21] Ἐπηρώτησε δὲ τοὺς ἄνδρας τοὺς ἐκ τοῦ τόπου, ποῦ ἐστιν ἡ πόρνη ἡ γενομένη ἐν Αἰνὰν ἐπὶ τῆς ὁδοῦ; καὶ εἶπαν, οὐκ ἦν ἐνταῦθα πόρνη.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 22] Καὶ ἀπεστράφη πρὸς Ἰούδαν, καὶ εἶπεν, οὐχ εὗρον· καὶ οἱ ἄνθρωποι οἱ ἐκ τοῦ τόπου λέγουσι, μὴ εἶναι ὧδε πόρνην.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 23] Εἶπε δὲ Ἰούδας, ἐχέτω αὐτά· ἀλλὰ μή ποτε καταγελασθῶμεν· ἐγὼ μὲν ἀπέσταλκα τὸν ἔριφον τοῦτον, σὺ δὲ οὐχ εὕρηκας.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 24] Ἐγένετο δὲ μετὰ τρίμηνον ἀνηγγέλη τῷ Ἰούδα, λέγοντες, ἐκπεπόρνευκε Θάμαρ ἡ νύμφη σου, καὶ ἰδοὺ ἐν γαστρὶ ἔχει ἐκ πορνείας· Εἶπε δὲ Ἰούδας, ἐξαγάγετε αὐτὴν, καὶ κατακαυθήτω.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 25] Αὐτὴ δὲ ἀγομένη ἀπέστειλε πρὸς τὸν πενθερὸν αὐτὴς, λέγουσα, ἐκ τοῦ ἀνθρώπου οὕτινος ταῦτά ἐστιν, ἐγὼ ἐν γαστρὶ ἔχω· καὶ εἶπεν, ἐπίγνωθι τίνος ὁ δακτύλιος, καὶ ὁ ὁρμίσκος καὶ ἡ ῥάβδος αὕτη.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 26] Ἐπέγνω δὲ Ἰούδας, καὶ εἶπε, δεδικαίωται Θάμαρ ἢ ἐγώ· οὗ ἕνεκεν οὐκ ἔδωκα αὐτὴν Σηλὼμ τῷ υἱῷ μου· Καὶ οὐ προσέθετο ἔτι τοῦ γνῶναι αὐτήν.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 27] Ἐγένετο δὲ ἡνίκα ἔτικτε, καὶ τῇδε ἦν δίδυμα ἐν τῇ γαστρὶ αὐτῆς.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 28] Ἐγένετο δὲ ἐν τῷ τίκτειν αὐτὴν, ὁ εἷς προεξήνεγκεν τὴν χεῖρα· λαβοῦσα δὲ ἡ μαῖα, ἔδησεν ἐπὶ τὴν χεῖρα αὐτοῦ κόκκινον, λέγουσα, οὗτος ἐξελεύσεται πρότερος.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 29] Ὡς δὲ ἐπισυνήγαγε τὴν χεῖρα, καὶ εὐθὺς ἐξῆλθεν ὁ ἀδελφὸς αὐτοῦ· ἡ δὲ εἶπε, τί διεκόπη διὰ σὲ φραγμός; καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Φαρές.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 30] Καὶ μετὰ τοῦτο ἐξῆλθεν ὁ ἀδελφὸς αὐτοῦ, ἐφʼ ᾧ ἦν ἐπὶ τῇ χειρὶ αὐτοῦ τὸ κόκκινον· καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Ζαρά.
