[LXX | EL | OT | Genesis | Chapter 41 | Verse 1] Ἐγένετο δὲ μετὰ δύο ἔτη ἡμερῶν, Φαραὼ εἶδεν ἐνύπνιον· ᾤετο ἑστάναι ἐπὶ τοῦ ποταμοῦ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 24] Καὶ κατέπιον οἱ ἑπτὰ στάχυες οἱ λεπτοὶ καὶ ἀνεμόφθοροι τοὺς ἑπτὰ στάχυας τοὺς καλοὺς καὶ τοὺς πλήρεις· εἶπα οὖν τοῖς ἐξῆγηταῖς, καὶ οὐκ ἦν ὁ ἀπαγγέλλων μοι αὐτό.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 25] Καὶ εἶπεν Ἰωσὴφ τῷ Φαραὼ, τὸ ἐνύπνιον Φαραὼ ἕν ἐστιν· ὅσα ὁ Θεὸς ποιεῖ, ἔδειξε τῷ Φαραώ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 26] Αἱ ἑπτὰ βόες αἱ καλαὶ, ἑπτὰ ἔτη ἐστί· καὶ οἱ ἑπτὰ στάχυες οἱ καλοὶ, ἑπτὰ ἔτη ἐστί· τὸ ἐνύπνιον Φαραὼ ἕν ἐστι.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 27] Καὶ αἱ ἑπτὰ βόες αἱ λεπταὶ, αἱ ἀναβαίνουσαι ὀπίσω αὐτῶν, ἑπτὰ ἔτη ἐστί· καὶ οἱ ἑπτὰ στάχυες οἱ λεπτοὶ καὶ ἀνεμόφθοροι, ἑπτὰ ἔτη ἐστί· ἔσονται ἑπτὰ ἔτη λιμοῦ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 28] Τὸ δὲ ῥῆμα ὃ εἴρηκα Φαραὼ, ὅσα ὁ Θεὸς ποιεῖ, ἔδειξε τῷ Φαραώ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 29] Ἰδοὺ ἑπτὰ ἔτη ἔρχεται εὐθηνία πολλὴ ἐν πάσῃ γῇ Αἰγύπτου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 30] Ἥξει δὲ ἑπτὰ ἔτη λιμοῦ μετὰ ταῦτα· καὶ ἐπιλήσονται τῆς πλησμονῆς τῆς ἐσομένης ἐν ὅλῃ Αἰγύπτῳ· καὶ ἀναλώσει ὁ λιμὸς τῆν γῆν.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 31] Καὶ οὐκ ἐπιγνωσθήσεται ἡ εὐθηνία ἐπὶ τῆς γῆς ἀπὸ τοῦ λιμοῦ τοῦ ἐσομένου μετὰ ταῦτα· ἰσχυρὸς γὰρ ἔσται σφόδρα.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 32] Περὶ δὲ τοῦ δευτερῶσαι τὸ ἐνύπνιον Φαραὼ δὶς, ὅτι ἀληθὲς ἔσται τὸ ῥῆμα τὸ παρὰ τοῦ Θεοῦ· καὶ ταχυνεῖ ὁ Θεὸς τοῦ ποιῆσαι αὐτό.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 33] Νῦν οὖν σκέψαι ἄνθρωπον φρόνιμον καὶ συνετὸν, καὶ κατάστησον αὐτὸν ἐπὶ γῆς Αἰγύπτου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 34] Καὶ ποιησάτω Φαραὼ καὶ καταστησάτω τοπάρχας ἐπὶ τῆς γῆς· καὶ ἀποπεμπτωσάτωσαν πάντα τὰ γεννήματα τῆς γῆς Αἰγύπτου τῶν ἑπτὰ ἐτῶν τῆς εὐθηνίας,
[LXX | EL | OT | Genesis | Chapter 41 | Verse 35] καὶ συναγαγέτωσαν πάντα τὰ βρώματα τῶν ἑπτὰ ἐτῶν τῶν ἐρχομένων τῶν καλῶν τούτων· καὶ συναχθήτω ὁ σῖτος ὑπὸ χεῖρα Φαραώ· βρώματα ἐν ταῖς πόλεσι φυλαχθήτω.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 36] Καὶ ἔσται τὰ βρώματα τὰ πεφυλαγμένα τῇ γῇ εἰς τὰ ἑπτὰ ἔτη τοῦ λιμοῦ, ἃ ἔσονται ἐν γῇ Αἰγύπτου, καὶ οὐκ ἐκτριβήσεται ἡ γῆ ἐν τῷ λιμῷ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 37] Ἤρεσε δὲ τὸ ῥῆμα ἐναντίον Φαραὼ, καὶ ἐναντίον πάντων τῶν παίδων αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 38] Καὶ εἶπε Φαραὼ πᾶσι τοῖς παισὶν αὐτοῦ, μῆ εὑρήσομεν ἄνθρωπον τοιοῦτον, ὃς ἔχει πνεῦμα Θεοῦ ἐν αὐτῷ;
[LXX | EL | OT | Genesis | Chapter 41 | Verse 39] Εἶπε δὲ Φαραὼ τῷ Ἰωσὴφ, ἐπειδὴ ἔδειξεν ὁ Θεός σοι πάντα ταῦτα, οὐκ ἔστιν ἄνθρωπος φρονιμώτερος καὶ συνετώτερός σου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 40] Σὺ ἔσῃ ἐπὶ τῷ οἴκῳ μου, καὶ ἐπὶ τῷ στόματί σου ὑπακούσεται πᾶς ὁ λαός μου· πλὴν τὸν θρόνον ὑπερέξω σου ἐγώ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 41] Εἶπε δὲ Φαραὼ τῷ Ἰωσὴφ, ἰδοὺ καθίστημί σε σήμερον ἐπὶ πάσῃ γῇ Αἰγύπτου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 42] Καὶ περιελόμενος Φαραὼ τὸν δακτύλιον ἀπὸ τῆς χειρὸς αὐτοῦ, περίεθηκεν αὐτὸν ἐπὶ τὴν χεῖρα Ἰωσὴφ, καὶ ἐνέδυσεν αὐτὸν στολὴν βυσσίνην, καὶ περιέθηκε κλοιὸν χρυσοῦν περὶ τὸν τράχηλον αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 43] Καὶ ἀνεβίβασεν αὐτὸν ἐπὶ τὸ ἅρμα τὸ δεύτερον τῶν αὐτοῦ· καὶ ἐκήρυξεν ἔμπροσθεν αὐτοῦ κήρυξ· καὶ κατέστησεν αὐτὸν ἐφʼ ὅλης γῆς Αἰγύπτου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 44] Εἶπε δὲ Φαραὼ τῷ Ἰωσὴφ, ἐγὼ Φαραώ· ἄνευ σοῦ οὐκ ἐξαρεῖ οὐθεὶς τὴν χεῖρα αὐτοῦ ἐπὶ πάσης γῆς Αἰγύπτου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 45] Καὶ ἐκάλεσε Φαραὼ τὸ ὄνομα Ἰωσὴφ, Ψονθομφανήχ· καὶ ἔδωκεν αὐτῷ τὴν Ἀσενὲθ θυγατέρα Πετεφρῆ ἱερέως Ἡλιουπόλεως αὐτῷ εἰς γυναῖκα.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 46] Ἰωσὴφ δὲ ἦν ἐτῶν τριάκοντα, ὅτε ἔστη ἐναντίον Φαραὼ βασιλέως Αἰγύπτου· ἐξῆλθε δὲ Ἰωσὴφ ἀπὸ προσώπου Φαραὼ, καὶ διῆλθε πᾶσαν γῆν Αἰγύπτου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 47] Καὶ ἐποίησεν ἡ γῆ ἐν τοῖς ἑπτὰ ἔτεσι τῆς εὐθηνίας δράγματα.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 48] Καὶ συνήγαγε πάντα τὰ βρώματα τῶν ἑπτὰ ἐτῶν, ἐν οἷς ἦν ἡ εὐθηνία ἐν τῇ γῇ Αἰγύπτου· καὶ ἔθηκε τὰ βρώματα ἐν ταῖς πόλεσι· βρώματα τῶν πεδίων τῆς πόλεως τῶν κύκλῳ αὐτῆς ἔθηκεν ἐν αὐτῇ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 49] Καὶ συνήγαγεν Ἰωσὴφ σῖτον ὡσεὶ τὴν ἄμμον τῆς θαλάσσης πολὺν σφόδρα, ἕως οὐκ ἠδύνατο ἀριθμηθῆναι, οὐ γὰρ ἦν ἀριθμός.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 50] Τῷ δὲ Ἰωσὴφ ἐγένοντο υἱοὶ δύο πρὸ τοῦ ἐλθεῖν τὰ ἑπτὰ ἔτη τοῦ λιμοῦ, οὓς ἔτεκεν αὐτῷ Ἀσενὲθ ἡ θυγάτηρ Πετεφρῆ ἱερέως Ἡλιουπόλεως.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 51] Ἐκάλεσε δὲ Ἰωσὴφ τὸ ὄνομα τοῦ πρωτοτόκου, Μανασσῆ· ὅτι ἐπιλαθέσθαι με ἐποίησεν ὁ Θεὸς πάντων τῶν πόνων μου, καὶ πάντων τῶν τοῦ πατρός μου·
[LXX | EL | OT | Genesis | Chapter 41 | Verse 52] Τὸ δὲ ὄνομα τοῦ δευτέρου ἐκάλεσεν, Ἐφραίμ· ὅτι ηὔξησέ με ὁ Θεὸς ἐν γῇ ταπεινώσεώς μου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 53] Παρῆλθον δὲ τὰ ἑπτὰ ἔτη τῆς εὐθηνίας, ἃ ἐγένοντο ἐν τῇ γῇ Αἰγύπτου.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 54] Καὶ ἤρξατο τὰ ἑπτὰ ἔτη τοῦ λιμοῦ ἔρχεσθαι, καθὰ εἶπεν Ἰωσήφ· καὶ ἐγένετο λιμὸς ἐν πάσῃ τῇ γῇ· ἐν δὲ πάσῃ τῇ γῇ Αἰγύπτου ἦσαν ἄρτοι.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 55] Καὶ ἐπείνασε πᾶσα ἡ γῆ Αἰγύπτου· ἔκραξε δὲ ὁ λαὸς πρὸς Φαραὼ περὶ ἄρτων· εἶπε δὲ Φαραὼ πᾶσι τοῖς Αἰγυπτίοις, πορεύεσθε πρὸς Ἰωσὴφ, καὶ ὃ ἐὰν εἴπῃ ὑμῖν, ποιήσατε.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 56] Καὶ ὁ λιμὸς ἦν ἐπὶ προσώπου πάσης τῆς γῆς· ἀνέῳξε δὲ Ἰωσὴφ πάντας τοὺς σιτοβολῶνας, καὶ ἐπώλει πᾶσι τοῖς Αἰγυπτίοις.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 57] Καὶ πᾶσαι αἱ χῶραι ἦλθον εἰς Αἴγυπτον, ἀγοράζειν πρὸς Ἰωσήφ· ἐπεκράτησε γὰρ ὁ λιμὸς ἐν πάσῃ τῇ γῇ·
