[LXX | EL | OT | Genesis | Chapter 27 | Verse 1] Ἐγένετο δὲ μετὰ τὸ γηράσαι τὸν Ἰσαὰκ, καὶ ἠμβλύνθησαν οἱ ὀφθαλμοὶ αὐτοῦ τοῦ ὁρᾷν, καὶ ἐκάλεσεν Ἡσαῦ τὸν υἱὸν αὐτοῦ τὸν πρεσβύτερον, καὶ εἶπεν αὐτῷ, υἱέ μου· καὶ εἶπεν, ἰδοὺ ἐγώ.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 29] Καὶ δουλευσάτωσάν σοι ἔθνη, καὶ προσκυνησάτωσάν σοι ἄρχοντες· καὶ γίνου κύριος τοῦ ἀδελφοῦ σου, καὶ προσκυνήσουσί σοι οἱ υἱοὶ τοῦ πατρός σου· ὁ καταρώμενός σε, ἐπικατάρατος· ὁ δὲ εὐλογῶν σε, εὐλογημένος.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 30] Καὶ ἐγένετο μετὰ τὸ παύσασθαι Ἰσαὰκ εὐλογοῦντα Ἰακὼβ τὸν υἱὸν αὐτοῦ, καὶ ἐγένετο, ὡς ἂν ἐξῆλθεν Ἰακὼβ ἀπὸ προσώπου Ἰσαὰκ τοῦ πατρὸς αὐτοῦ, καὶ Ἡσαῦ ὁ ἀδελφὸς αὐτοῦ ἦλθεν ἀπὸ τῆς θήρας.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 31] Καὶ ἐποίησε καὶ αὐτὸς ἐδέσματα, καὶ προσήνεγκε τῷ πατρὶ αὐτοῦ· καὶ εἶπε τῷ πατρὶ, ἀναστήτω ὁ πατήρ μου, καὶ φαγέτω ἀπὸ τῆς θήρας τοῦ υἱοῦ αὐτοῦ, ὅπως εὐλογήσῃ με ἡ ψυχή σου.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 32] Καὶ εἶπεν αὐτῷ Ἰσαὰκ ὁ πατὴρ αὐτοῦ, τίς εἶ σύ; ὁ δὲ εἶπεν, ἐγώ εἰμι ὁ υἱός σου ὁ πρωτότοκος Ἡσαῦ.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 33] Ἐξέστη δὲ Ἰσαὰκ ἔκστασιν μεγάλην σφόδρα, καὶ εἶπε, τίς οὖν ὁ θηρεύσας μοι θήραν καὶ εἰσενέγκας μοι, καὶ ἔφαγον ἀπὸ πάντων πρὸ τοῦ ἐλθεῖν σε; καὶ εὐλόγησα αὐτὸν, καὶ εὐλογημένος ἔσται.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 34] Ἐγένετο δὲ ἡνίκα ἤκουσεν Ἡσαῦ τὰ ῥήματα τοῦ πατρὸς αὐτοῦ Ἰσαὰκ, ἀνεβόησε φωνὴν μεγάλην καὶ πικρὰν σφόδρα· καὶ εἶπεν, εὐλόγησον δὴ κᾀμὲ, πάτερ.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 35] Εἶπε δὲ αὐτῷ, ἐλθὼν ὁ ἀδελφός σου μετὰ δόλου ἔλαβε τὴν εὐλογίαν σου.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 36] Καὶ εἶπε, δικαίως ἐκλήθη τὸ ὄνομα αὐτοῦ Ἰακὼβ, ἐπτέρνικε γάρ με ἰδοὺ δεύτερον τοῦτο· τά τε πρωτοτόκιά μου εἴληφε, καὶ νῦν ἔλαβε τὴν εὐλογίαν μου· καὶ εἶπεν Ἡσαῦ τῷ πατρὶ αὐτοῦ, οὐχ ὑπελίπου μοι εὐλογίαν, πάτερ;
[LXX | EL | OT | Genesis | Chapter 27 | Verse 37] Ἀποκριθεὶς δὲ Ἰσαὰκ εἶπε τῷ Ἡσαῦ, εἰ κύριον αὐτὸν πεποίηκά σου, καὶ πάντας τοὺς ἀδελφοὺς αὐτοῦ πεποίηκα αὐτοῦ οἰκέτας· σίτῳ καὶ οἴνῳ ἐστήριξα αὐτόν· σοὶ δὲ τί ποιήσω, τέκνον;
[LXX | EL | OT | Genesis | Chapter 27 | Verse 38] Εἶπε δὲ Ἡσαῦ πρὸς τὸν πατέρα αὐτοῦ, μὴ εὐλογία μία σοι ἔστι, πάτερ; εὐλόγησον δὴ κᾀμὲ, πάτερ· κατανυχθέντος δὲ Ἰσαὰκ, ἀνεβόησε φωνῇ Ἡσαῦ, καὶ ἔκλαυσεν.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 39] Ἀποκοιθεὶς δὲ Ἰσαὰκ ὁ πατὴρ αὐτοῦ εἶπεν αὐτῷ, ἰδοὺ ἀπὸ τῆς πιότητος τῆς γῆς ἔσται ἡ κατοίκησίς σου, καὶ ἀπὸ τῆς δρόσου τοῦ οὐρανοῦ ἄνωθεν.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 40] Καὶ ἐπὶ τῇ μαχαίρᾳ σου ζήσῃ, καὶ τῷ ἀδελφῷ σου δουλεύσεις· ἔσται δὲ ἡνίκα ἐὰν καθέλῃς καὶ ἐκλύσῃς τὸν ζυγὸν αὐτοῦ ἀπὸ τοῦ τραχήλου σου.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 41] Καὶ ἐνεκότει Ἡσαῦ τῷ Ἰακὼβ περὶ τῆς εὐλογίας, ἧς εὐλόγησεν αὐτὸν ὁ πατὴρ αὐτοῦ· εἶπε δὲ Ἡσαῦ ἐν τῇ διανοίᾳ αὐτοῦ, ἐγγισάτωσαν αἱ ἡμέραι τοῦ πένθους τοῦ πατρός μου, ἵνα ἀποκτείνω Ἰακὼβ τὸν ἀδελφόν μου.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 42] Ἀπηγγέλη δὲ Ῥεβέκκᾳ τὰ ῥήματα Ἡσαῦ τοῦ υἱοῦ αὐτῆς τοῦ πρεσβυτέρου· καὶ πέμψασα ἐκάλεσεν Ἰακὼβ τὸν υἱὸν αὐτῆς τὸν νεώτερον, καὶ εἶπεν αὐτῷ, ἰδοὺ Ἡσαῦ ὁ ἀδελφός σου ἀπειλεῖ σοι τοῦ ἀποκτεῖναί σε.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 43] Νῦν οὖν, τέκνον, ἄκουσόν μου τῆς φωνῆς, καὶ ἀναστὰς ἀπόδραθι εἰς τὴν Μεσοποταμίαν πρὸς Λάβαν τὸν ἀδελφόν μου εἰς Χαῤῥάν.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 44] Καὶ οἴκησον μετʼ αὐτοῦ ἡμέρας τινὰς, ἕως τοῦ ἀποστρέψαι τὸν θυμὸν,
[LXX | EL | OT | Genesis | Chapter 27 | Verse 45] καὶ τὴν ὀργὴν τοῦ ἀδελφοῦ σου ἀπὸ σοῦ, καὶ ἐπιλάθηται ἃ πεποίηκας αὐτῷ· καὶ ἀποστείλασα μεταπέμψομαί σε ἐκεῖθεν, μή ποτε ἀποτεκνωθῶ ἀπὸ τῶν δύο ὑμῶν ἐν ἡμέρᾳ μιᾷ.
[LXX | EL | OT | Genesis | Chapter 27 | Verse 46] Εἶπε δὲ Ῥεβέκκα πρὸς Ἰσαὰκ, προσώχθικα τῇ ζωῇ μου διὰ τὰς θυγατέρας τῶν υἱῶν Χέτ· εἰ λήψεται Ἰακὼβ γυναῖκα ἀπὸ τῶν θυγατέρων τῆς γῆς ταύτης, ἵνα τί μοι τὸ ζῇν;
