[LXX | EL | OT | Genesis | Chapter 25 | Verse 1] Προσθέμενος δὲ Ἁβραὰμ ἔλαβε γυναῖκα, ᾗ ὄνομα Χεττούρα.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 13] Καὶ ταῦτα τὰ ὀνόματα τῶν υἱῶν Ἰσμαὴλ, κατʼ ὀνόματα τῶν γενεῶν αὐτοῦ· πρωτότοκος Ἰσμαὴλ, καὶ Ναβαϊὼθ, καὶ Κηδὰρ, καὶ Ναβδεὴλ, καὶ Μασσὰμ,
[LXX | EL | OT | Genesis | Chapter 25 | Verse 14] καὶ Μασμὰ, καὶ Δουμὰ, καὶ Μασσῆ,
[LXX | EL | OT | Genesis | Chapter 25 | Verse 15] καὶ Χοδδὰν, καὶ Θαιμὰν, καὶ Ἰετοὺρ, καὶ Ναφὲς, καὶ Κεδμά.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 16] οὗτοί εἰσιν οἱ υἱοὶ Ἰσμαὴλ, καὶ ταῦτα τὰ ὀνόματα αὐτῶν ἐν ταῖς σκηναῖς αὐτῶν, καὶ ἐν ταῖς ἐπαύλεσιν αὐτῶν· δώδεκα ἄρχοντες κατὰ ἔθνη αὐτῶν.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 17] Καὶ ταῦτα τὰ ἔτη τῆς ζωῆς Ἰσμαὴλ, ἑκατὸν τριακονταεπτὰ ἔτη· καὶ ἐκλείπων ἀπέθανε, καὶ προσετέθη πρὸς τὸ γένος αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 18] Κατῴκησε δὲ ἀπὸ Εὐϊλὰτ ἕως Σοὺρ, ἥ ἐστι κατὰ πρόσωπον Αἰγύπτου ἕως ἐλθεῖν πρὸς Ἀσσυρίους· κατὰ πρόσωπον πάντων τῶν ἀδελφῶν αὐτοῦ κατῴκησε.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 19] Καὶ αὗται αἱ γενέσεις Ἰσαὰκ τοῦ υἱοῦ Ἁβραάμ· Ἁβραάμ ἐγέννησε τὸν Ἰσαάκ.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 20] Ἦν δὲ Ἰσαὰκ ἐτῶν τεσσαράκοντα ὅτε ἔλαβε τὴν Ῥεβέκκαν θυγατέρα Βαθουὴλ τοῦ Σύρου ἐκ τῆς Μεσοποταμίας Συρίας, ἀδελφὴν Λάβαν τοῦ Σύρου, ἑαυτῷ εἰς γυναῖκα.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 21] Ἐδέετο δὲ Ἰσαὰκ Κυρίου περὶ Ῥεβέκκας τῆς γυναικὸς αὐτοῦ, ὅτι στεῖρα ἦν· ἐπήκουσε δὲ αὐτοῦ ὁ Θεὸς, καὶ συνέλαβεν ἐν γαστρὶ Ῥεβέκκα ἡ γυνὴ αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 22] Ἐσκίρτων δὲ τὰ παιδία ἐν αὐτῇ· εἶπε δὲ, εἰ οὕτω μοι μέλλει γίνεσθαι, ἵνα τί μοι τοῦτο; ἐπορεύθη δὲ πυθέσθαι παρὰ Κυρίου.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 23] Καὶ εἶπε Κύριος αὐτῇ, δύο ἔθνη ἐν γαστρί σου εἰσὶ, καὶ δύο λαοὶ ἐκ τῆς κοιλίας σου διασταλήσονται· καὶ λαὸς λαοῦ ὑπερέξει, καὶ ὁ μείζων δουλεύσει τῷ ἐλάσσονι.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 24] Καὶ ἐπληρώθησαν αἱ ἡμέραι τοῦ τεκεῖν αὐτήν· καὶ τῇδε ἦν δίδυμα ἐν τῇ κοιλίᾳ αὐτῆς.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 25] Ἐξῆλθε δὲ ὁ πρωτότοκος πυῤῥάκης· ὅλος, ὡσεὶ δορὰ, δασύς· ἐπωνόμασε δὲ τὸ ὄνομα αὐτοῦ, Ἡσαῦ.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 26] Καὶ μετὰ τοῦτο ἐξῆλθεν ὁ ἀδελφὸς αὐτοῦ, καὶ ἡ χεὶρ αὐτοῦ ἐπειλημμένη τῆς πτέρνης Ἡσαῦ· καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Ἰακώβ. Ἰσαὰκ δὲ ἦν ἐτῶν ἑξήκοντα, ὅτε ἔτεκεν αὐτοὺς Ῥεβέκκα.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 27] Ηὐξήθησαν δὲ οἱ νεανίσκοι· καὶ ἦν Ἡσαῦ ἄνθρωπος εἰδὼς κυνηγεῖν, ἄγροικος· Ἰακὼβ δὲ ἄνθρωπος ἄπλαστος, οἰκῶν οἰκίαν.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 28] Ἠγάπησε δὲ Ἰσαὰκ τὸν Ἡσαῦ, ὅτι ἡ θήρα αὐτοῦ βρῶσις αὐτῷ· Ῥεβέκκα δὲ ἠγάπα τὸν Ἰακώβ.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 29] Ἥψησε δὲ Ἰακὼβ ἕψημα· ἦλθε δὲ Ἡσαῦ ἐκ τοῦ πεδίου ἐκλείπων.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 30] Καὶ εἶπεν Ἡσαῦ τῷ Ἰακὼβ, γεῦσόν με ἀπὸ τοῦ ἑψήματος πυῤῥου τούτου, ὅτι ἐκλείπω· διὰ τοῦτο ἐκλήθη τὸ ὄνομα αὐτοῦ, Ἐδώμ.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 31] Εἶπε δὲ Ἰακὼβ τῷ Ἡσαῦ, ἀπόδου μοι σήμερον τὰ πρωτοτόκιά σου ἐμοί.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 32] Καὶ εἶπεν Ἡσαῦ, ἰδοὺ ἐγὼ πορεύομαι τελευτᾷν· καὶ ἵνα τί μοι ταῦτα τὰ πρωτοτόκια;
[LXX | EL | OT | Genesis | Chapter 25 | Verse 33] Καὶ εἶπεν αὐτῷ Ἰακὼβ, ὄμοσόν μοι σήμερον· καὶ ὤμοσεν αὐτῷ· ἀπέδοτο δὲ Ἡσαῦ τὰ πρωτοτόκια τῷ Ἰακώβ.
[LXX | EL | OT | Genesis | Chapter 25 | Verse 34] Ἰακὼβ δὲ ἔδωκε τῷ Ἠσαῦ ἄρτον, καὶ ἕψημα φακοῦ· καὶ ἔφαγε καὶ ἔπιε, καὶ ἀναστὰς ᾤχετο· καὶ ἐφαύλισεν Ἡσαῦ τὰ πρωτοτόκια.
