[LXX | EL | OT | Genesis | Chapter 14 | Verse 1] Ἐγένετο δὲ ἐν τῇ βασιλείᾳ τῇ Ἀμαρφὰλ βασιλέως Σενναὰρ, καὶ Ἀριὼχ βασιλέως Ἑλλασὰρ, Χοδολλογομὸρ βασιλεὺς Ἐλὰμ, καὶ Θαργὰλ βασιλεὺς ἐθνῶν,
[LXX | EL | OT | Genesis | Chapter 14 | Verse 14] Ἀκούσας δὲ Ἅβραμ ὅτι ᾐχμαλώτευται Λὼτ ὁ ἀδελφοῦς αὐτοῦ, ἠρίθμησε τοὺς ἰδίους οἰκογενεῖς αὐτοῦ τριακοσίους δέκα καὶ ὀκτώ· καὶ κατεδίωξεν ὀπίσω αὐτῶν ἕως Δάν.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 15] Καὶ ἐπέπεσεν ἐπʼ αὐτοὺς τὴν νύκτα αὐτὸς, καὶ οἱ παῖδες αὐτοῦ, καὶ ἐπάταξεν αὐτοὺς, καὶ κατεδίωξεν αὐτοὺς ἕως Χοβὰ, ἥ ἐστιν ἐν ἀριστερᾷ Δαμασκοῦ.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 16] Καὶ ἀπέστρεψε πᾶσαν τὴν ἵππον Σοδόμων· καὶ Λὼτ τὸν ἀδελφιδοῦν αὐτοῦ ἀπέστρεψε, καὶ πάντα τὰ ὑπάρχοντα αὐτοῦ, καὶ τὰς γυναῖκας, καὶ τὸν λαόν.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 17] Ἐξῆλθε δὲ βασιλεὺς Σοδόμων εἰς συνάντησιν αὐτῷ, μετὰ τὸ ὑποστρέψαι αὐτὸν ἀπὸ τῆς κοπῆς τοῦ Χοδολλογομὸρ, καὶ τῶν βασιλέων τῶν μετʼ αὐτοῦ εἰς τὴν κοιλάδα τοῦ Σαβύ· τοῦτο ἦν τὸ πεδίον τῶν βασιλέων.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 18] Καὶ Μελχισεδὲκ βασιλεὺς Σαλὴμ ἐξήνεγκεν ἄρτους καὶ οἶνον· ἦν δὲ ἱερεὺς τοῦ Θεοῦ τοῦ ὑψίστου.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 19] Καὶ εὐλόγησε τὸν Ἅβραμ, καὶ εἶπεν, εὐλογημένος Ἅβραμ τῷ Θεῷ τῷ ὑψίστῳ, ὃς ἔκτισε τὸν οὐρανὸν καὶ τὴν γῆν.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 20] Καὶ εὐλογητὸς ὁ Θεὸς ὁ ὕψιστος, ὃς παρέδωκε τοὺς ἐχθρούς σου ὑποχειρίους σοι· καὶ ἔδωκεν αὐτῷ Ἅβραμ δεκάτην ἀπὸ πάντων.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 21] Εἶπε δὲ βασιλεὺς Σοδόμων πρὸς Ἅβραμ, δός μοι τοὺς ἄνδρας, τὴν δὲ ἵππον λάβε σεαυτῷ.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 22] Εἶπε δὲ Ἅβραμ πρὸς τὸν βασιλέα Σοδόμων, ἐκτενῶ τὴν χεῖρά μου πρὸς Κύπιον τὸν Θεὸν τὸν ὕψιστον, ὃς ἔκτισε τὸν οὐρανὸν καὶ τὴν γῆν,
[LXX | EL | OT | Genesis | Chapter 14 | Verse 23] εἰ ἀπὸ σπαρτίου ἕως σφυρωτῆρος ὑποδήματος λήψομαι ἀπὸ πάντων τῶν σῶν, ἵνα μὴ εἴπῃς, ὅτι ἐγὼ ἐπλούτισα τὸν Ἅβραμ.
[LXX | EL | OT | Genesis | Chapter 14 | Verse 24] Πλὴν ὧν ἔφαγον οἱ νεανίσκοι, καὶ τῆς μερίδος τῶν ἀνδρῶν τῶν συμπορευθέντων μετʼ ἐμοῦ Ἐσχὼλ, Αὐνᾶν, Μαμβρῆ· οὗτοι λήψονται μερίδα.
