[LXX | EL | OT | Genesis | Chapter 24 | Verse 1] Καὶ Ἁβραὰμ ἦν πρεσβύτερος προβεβηκὼς ἡμερῶν· καὶ Κύριος ηὐλόγησε τὸν Ἁβραὰμ κατὰ πάντα.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 19] Καὶ εἶπε, καὶ ταῖς καμήλοις σου ὑδρεύσομαι, ἕως ἂν πᾶσαι πίωσι.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 20] Καὶ ἔσπευσε καὶ ἐξεκένωσε τὴν ὑδρίαν εἰς τὸ ποτιστήριον· καὶ ἔδραμεν ἐπὶ τὸ φρέαρ ἀντλῆσαι πάλιν· καὶ ὑδρεύσατο πάσαις ταῖς καμήλοις.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 21] Ὁ δὲ ἄνθρωπος κατεμάνθανεν αὐτήν· καὶ παρεσιώπα τοῦ γνῶναι εἰ εὐώδωκε Κύριος τὴν ὁδὸν αὐτοῦ, ἢ οὔ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 22] Ἐγένετο δὲ ἡνίκα ἐπαύσαντο πᾶσαι αἱ κάμηλοι πίνουσαι, ἔλαβεν ὁ ἄνθρωπος ἐνώτια χρυσᾶ ἀνὰ δραχμὴν ὁλκῆς, καὶ δύο ψέλλια ἐπὶ τὰς χεῖρας αὐτῆς, δέκα χρυσῶν ὁλκὴ αὐτῶν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 23] Καὶ ἐπηρώτησεν αὐτὴν, καὶ εἶπε, θυγάτηρ τίνος εἶ; ἀνάγγειλόν μοι, εἰ ἔστι παρὰ τῷ πατρί σου τόπος ἡμῖν του καταλῦσαι.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 24] Ἡ δὲ εἶπεν αὐτῷ, θυγάτηρ Βαθουήλ εἰμι τοῦ Μελχάς, ὃν ἔτεκε τῷ Ναχώρ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 25] Καὶ εἶπεν αὐτῷ, Καὶ ἄχυρα καὶ χορτάσματα πολλὰ παρʼ ἡμῖν, καὶ τόπος τοῦ καταλῦσαι.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 26] Καὶ εὐδοκήσας ὁ ἄνθρωπος προσεκύνησε τῷ Κυρίῳ
[LXX | EL | OT | Genesis | Chapter 24 | Verse 27] Καὶ εἶπεν, εὐλογητὸς Κύριος ὁ Θεὸς τοῦ κυρίου μου Ἁβραάμ, ὃς οὐκ ἐγκατέλειπε τὴν δικαιοσύνην αὐτοῦ, καὶ τὴν ἀλήθειαν, ἀπὸ τοῦ κυρίου μου· ἐμὲ τʼ εὐώδωκε Κύριος εἰς οἶκον τοῦ ἀδελφοῦ τοῦ κυρίου μου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 28] Καὶ δραμοῦσα ἡ παῖς ἀνήγγειλεν εἰς τὸν οἶκον τῆς μητρὸς αὐτῆς, κατὰ τὰ ῥήματα ταῦτα.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 29] Τῇ δὲ Ῥεβέκκᾷ ἀδελφὸς ἦν, ᾧ ὄνομα Λάβαν· καὶ ἔδραμε Λάβαν πρὸς τὸν ἄνθρωπον ἔξω ἐπὶ τὴν πηγήν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 30] Καὶ ἐγένετο ἡνίκα εἶδε τὰ ἐνώτια, καὶ τὰ ψέλλια ἐν ταῖς χερσὶ τῆς ἀδελφῆς αὐτοῦ, καὶ ὅτε ἤκουσε τὰ ῥήματα Ῥεβέκκας τῆς ἀδελφῆς αὐτοῦ, λεγούσης, οὕτω λελάληκέ μοι ὁ ἄνθρωπος, καὶ ἦλθε πρὸς τὸν ἄνθρωπον, ἑστηκότος αὐτοῦ ἐπὶ τῶν καμήλων ἐπὶ τῆς πηγῆς.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 31] Καὶ εἶπεν αὐτῷ, δεῦρο εἴσελθε, εὐλογητὸς Κυροίυ· ἱνατί ἕστηκας ἔξω; ἐγὼ δὲ ἡτοίμασα τὴν οἰκίαν, καὶ τόπον ταῖς καμήλοις.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 32] Εἰσῆλθε δὲ ὁ ἄνθρωπος εἰς τὴν οἰκίαν, καὶ ἀπέσαξε τὰς καμήλους· καὶ ἔδωκεν ἄχυρα καὶ χορτάσματα ταῖς καμήλοις, καὶ ὕδωρ νίψασθαι τοῖς ποσὶν αὐτοῦ, καὶ τοῖς ποσὶ τῶν ἀνδρῶν τῶν μετʼ αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 33] Καὶ παρέθηκεν αὐτοῖς ἄρτους φαγεῖν· καὶ εἶπεν, οὐ μὴ φάγω, ἕως τοῦ λαλῆσαί με τὰ ῥήματά μου· καὶ εἶπεν, λάλησον.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 34] Καὶ εἶπε, παῖς Ἁβραὰμ ἐγώ εἰμι.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 35] Κύριος δὲ ηὐλόγησε τὸν κύριόν μου σφόδρα, καὶ ὑψώθη· καὶ ἔδωκεν αὐτῷ πρόβατα, καὶ μόσχους, καὶ ἀργύριον, καὶ χρυσίον, παῖδας, καὶ παιδίσκας, καμήλους, καὶ ὄνους.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 36] Καὶ ἔτεκε Σάῤῥα ἡ γυνὴ τοῦ κυρίου μου υἱὸν ἕνα τῷ κυρίῳ μου μετὰ τὸ γηράσαι αὐτόν· καὶ ἔδωκεν αὐτῷ ὅσα ἦν αὐτῷ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 37] Καὶ ὥρκισέ με ὁ κύριός μου, λέγων, οὐ λήμψῃ γυναῖκα τῷ υἱῷ μου ἀπὸ τῶν θυγατέρων τῶν Χαναναίων, ἐν οἷς ἐγὼ παροικῶ ἐν τῇ γῇ αὐτῶν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 38] Ἀλλʼ εἰς τὸν οἶκον τοῦ πατρός μου πορεύσῃ, καὶ εἰς τὴν φυλήν μου, καὶ λήψῃ γυναῖκα τῷ υἱῷ μου ἐκεῖθεν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 39] Εἶπα δὲ τῷ κυρίῳ μου, μήποτε οὐ πορεύσεται ἡ γυνὴ μετʼ ἐμοῦ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 40] Καὶ εἶπέ μοι, Κύριος ὁ Θεὸς ᾧ εὐηρέστησα ἐναντίον αὐτοῦ, αὐτὸς ἐξαποστελεῖ τὸν Ἀγγελον αὐτοῦ μετὰ σοῦ, καὶ εὐοδώσει τὴν ὁδόν σου· καὶ λήψῃ γυναῖκα τῷ υἱῷ μου ἐκ τῆς φυλῆς μου, καὶ ἐκ τοῦ οἴκου τοῦ πατρός μου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 41] Τότε ἀθῷος ἔσῃ ἀπὸ τῆς ἀρᾶς μου· ἡνίκα γὰρ ἐὰν ἔλθῃς εἰς τὴν φυλήν μου, καὶ μή σοι δῶσι, καὶ ἔσῃ ἀθῷος ἀπὸ τοῦ ὁρκισμοῦ μου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 42] Καὶ ἐλθὼν σήμερον ἐπὶ τὴν πηγὴν εἶπα, Κύριε ὁ Θεὸς τοῦ κυρίου μου Ἁβραὰμ, εἰ σὺ εὐοδοῖς τὴν ὁδόν μου, ἐν ᾗ νῦν ἐγὼ πορεύομαι ἐν αὐτῇ,
[LXX | EL | OT | Genesis | Chapter 24 | Verse 43] ἰδοὺ ἐγὼ ἐφέστηκα ἐπὶ τῆς πηγῆς τοῦ ὕδατος, καὶ αἱ θυγατέρες τῶν ἀνθρώπων τῆς πόλεως ἐκπορεύονται ἀντλῆσαι ὕδωρ· καὶ ἔσται ἡ παρθένος, ᾗ ἂν ἐγὼ εἴπω, πότισόν με ἐκ τῆς ὑδρίας σου μικρὸν ὕδωρ,
[LXX | EL | OT | Genesis | Chapter 24 | Verse 44] καὶ εἴπῃ μοι, καὶ σὺ πίε, καὶ ταῖς καμήλοις σου ὑδρεύσομαι, αὕτη ἡ γυνὴ ἣν ἡτοίμασε Κύριος τῷ ἑαυτοῦ θεράποντι Ἰσαάκ· καὶ ἐν τούτῳ γνώσομαι, ὅτι πεποίηκας ἔλεος τῷ κυρίῳ μου Ἁβραάμ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 45] Καὶ ἐγένετο πρὸ τοῦ συντελέσαι με λαλοῦντα ἐν τῇ διανοίᾳ μου, εὐθὺς Ῥεβέκκα ἐξεπορεύετο, ἔχουσα τὴν ὑδρίαν ἐπὶ τῶν ὤμων· καὶ κατέβη ἐπὶ τὴν πηγὴν, καὶ ὑδρεύσατο· εἶπα δὲ αὐτῇ, πότισόν με.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 46] Καὶ σπεύσασα καθεῖλε τὴν ὑδρίαν ἐπὶ τὸν βραχίονα αὐτῆς ἀφʼ ἑαυτῆς, καὶ εἶπε, πίε σὺ, καὶ τὰς καμήλους σου ποτιῶ· καὶ ἔπιον, καὶ τὰς καμήλους ἐπότισε.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 47] Καὶ ἠρώτησα αὐτὴν, καὶ εἶπα, θυγάτηρ τίνος εἶ, ἀναγγειλόν μοι· ἡ δὲ ἔφη, θυγάτηρ Βαθουὴλ εἰμὶ υἱοῦ τοῦ Ναχὼρ, ὃν ἔτεκεν αὐτῷ Μελχά· καὶ περιέθηκα αὐτῇ τὰ ἐνώτια, καὶ τὰ ψέλλια περὶ τὰς χεῖρας αὐτῆς.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 48] Καὶ εὐδοκήσας προσεκύνησα τῷ Κυρίῳ, καὶ εὐλόγησα Κύριον τὸν Θεὸν τοῦ κυρίου μου Ἁβραὰμ, ὃς εὐώδωσέ με ἐν ὁδῷ ἀληθείας λαβεῖν τὴν θυγατέρα τοῦ ἀδελφοῦ τοῦ κυρίου μου τῷ υἱῷ αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 49] Εἰ οὖν ποιεῖτε ὑμεῖς ἔλεος καὶ δικαιοσύνην πρὸς τὸν κύριόν μου· εἰ δὲ μὴ, ἀπαγγείλατέ μοι, ἵνα ἐπιστρέψω εἰς δεξιὰν ἤ ἀριστεράν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 50] Ἀποκριθεὶς δὲ Λάβαν καὶ Βαθουὴλ εἶπαν, παρὰ κυρίου ἐξῆλθε τὸ πρᾶγμα τοῦτο· οὐ δυνησόμεθά σοι ἀντειπεῖν κακὸν ἢ καλόν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 51] Ἰδοὺ Ῥεβέκκα ἐνώπιόν σου· λαβὼν ἀπότρεχε· καὶ ἔστω γυνὴ τῷ υἱῷ τοῦ κυρίου σου, καθὰ ἐλάλησε Κύριος.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 52] Ἐγένετο δὲ ἐν τῷ ἀκοῦσαι τὸν παῖδα τοῦ Ἁβραὰμ τῶν ῥημάτων αὐτῶν, προσεκύνησεν ἐπὶ τὴν γῆν τῷ κυρίῳ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 53] καὶ ἐξενέγκας ὁ παῖς σκεύη ἀργυρᾶ καὶ χρυσᾶ καὶ ἱματισμὸν, ἔδωκε τῇ Ῥεβέκκᾳ· καὶ δῶρα ἔδωκε τῷ ἀδελφῷ αὐτῆς, καὶ τῇ μητρὶ αὐτῆς.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 54] Καὶ ἔφαγον καὶ ἔπιον καὶ αὐτὸς καὶ οἱ ἄνδρες οἱ μετʼ αὐτοῦ ὄντες, καὶ ἐκοιμήθησαν· καὶ ἀναστὰς τὸ πρωῒ εἶπεν, ἐκπέμψατέ με, ἵνα ἀπέλθω πρὸς τὸν κύριόν μου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 55] Εἶπαν δὲ οἱ ἀδελφοὶ αὐτῆς, καὶ ἡ μήτηρ, μεινάτω ἡ παρθένος μεθʼ ἡμῶν ἡμέρας ὡσεὶ δέκα, καὶ μετὰ ταῦτα ἀπελεύσεται.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 56] Ὁ δὲ εἶπε πρὸς αὐτοὺς, μὴ κατέχετέ με· καὶ Κύριος εὐώδωσε τὴν ὁδόν μου ἐν ἐμοί· ἐκπέμψατέ με, ἵνα ἀπέλθω πρὸς τὸν κύριόν μου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 57] Οἱ δὲ εἶπαν, Καλέσωμεν τὴν παῖδα, καὶ ἐρωτήσωμεν τὸ στόμα αὐτῆς.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 58] Καὶ ἐκάλεσαν τὴν Ῥεβέκκαν, καὶ εἶπαν αὐτῇ, πορεύσῃ μετὰ τοῦ ἀνθρώπου τούτου; ἡ δὲ εἶπε, πορεύσομαι.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 59] Καὶ ἐξέπεμψαν Ῥεβέκκαν τὴν ἀδελφὴν αὐτῶν, καὶ τὰ ὑπάρχοντα αὐτῆς, καὶ τὸν παῖδα τοῦ Ἁβραὰμ, καὶ τοὺς μετʼ αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 60] Καὶ εὐλόγησαν Ῥεβέκκαν, καὶ εἶπαν αὐτῇ, ἀδελφὴ ἡμῶν εἶ, γίνου εἰς χιλιάδας μυριάδων, καὶ κληρονομησάτω τὸ σπέρμα σου τὰς πόλεις τῶν ὑπεναντίων.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 61] Ἀναστᾶσα δὲ Ῥεβέκκα καὶ αἱ ἅβραι αὐτῆς, ἐπέβησαν ἐπὶ τὰς καμήλους, καὶ ἐπορεύθησαν μετὰ τοῦ ἀνθρώπου· καὶ ἀναλαβὼν ὁ παῖς τὴν Ῥεβέκκαν ἀπῆλθεν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 62] Ἰσαὰκ δὲ διεπορεύετο διὰ τῆς ἐρήμου κατὰ τὸ φρέαρ τῆς ὁράσεως· αὐτὸς δὲ κατῴκει ἐν τῇ γῇ τῇ πρὸς Λίβα.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 63] Καὶ ἐξῆλθεν Ἰσαὰκ ἀδολεσχῆσαι εἰς τὸ πεδίον τὸ πρὸς δείλης, καὶ ἀναβλέψας τοῖς ὀφθαλμοῖς αὐτοῦ εἶδε καμήλους ἐρχομένας.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 64] Καὶ ἀναβλέψασα Ῥεβέκκα τοῖς ὀφθαλμοῖς εἶδε τὸν Ἰσαάκ· καὶ κατεπήδησεν ἀπὸ τῆς καμήλου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 65] Καὶ εἶπε τῷ παιδὶ, τίς ἐστιν ὁ ἄνθρωπος ἐκεῖνος ὁ πορευόμενος ἐν τῷ πεδίῳ εἰς συνάντησιν ἡμῖν; εἶπε δὲ ὁ παῖς, οὗτός ἐστιν ὁ κύριός μου· ἡ δὲ λαβοῦσα τὸ θέριστρον, περιεβάλετο.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 66] Καὶ διηγήσατο ὁ παῖς τῷ Ἰσαὰκ πάντα τὰ ῥήματα, ἃ ἐποίησεν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 67] Εἰσῆλθε δὲ Ἰσαὰκ εἰς τὸν οἶκον τῆς μητρὸς αὐτοῦ, καὶ ἔλαβε τὴν Ῥεβέκκαν, καὶ ἐγένετο αὐτοῦ γυνὴ, καὶ ἠγάπησεν αὐτήν· καὶ παρεκλήθη Ἰσαὰκ περὶ Σάῤῥας τῆς μητρὸς αὐτοῦ.
