[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 1] Ἔτους ἑνὸς καὶ πεντηκοστοῦ καὶ ἐκατοστοῦ ἐξῆλθε Δημήτριος ὁ τοῦ Σελεύκου ἐκ Ῥώμης, καὶ ἀνέβη σὺν ἀνδράσιν ὀλίγοις εἰς πόλιν παραθαλασσίαν, καὶ ἐβασίλευσεν ἐκεῖ.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 24] καὶ ἐξῆλθεν εἰς πάντα τὰ ὅρια τῆς Ἰουδαίας κυκλόθεν, καὶ ἐποίησεν ἐκδίκησιν ἐν τοῖς ἀνδράσι τοῖς αὐτομολήσασι, καὶ ἀνεστάλησαν τοῦ πορεύεσθαι εἰς τὴν χώραν.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 25] Ὡς δὲ εἶδεν Ἄλκιμος ὅτι ἐνίσχυσεν Ἰούδας καὶ οἱ μετʼ αὐτοῦ, καὶ ἔγνω ὅτι οὐ δύναται ὑποστῆναι αὐτούς, καὶ ἐπέστρεψε πρὸς τὸν βασιλέα, καὶ κατηγόρησεν αὐτῶν πονηρά.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 26] Καὶ ἀπέστειλεν ὁ βασιλεὺς Νικάνορα, ἕνα τῶν ἀρχόντων αὐτοῦ τῶν ἐνδόξων, καὶ μισοῦντα καὶ ἐχθραίνοντα τῷ Ἰσραήλ, καὶ ἐνετείλατο αὐτῷ ἐξᾶραι τὸν λαόν.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 27] Καὶ ἦλθε Νικάνωρ εἰς Ἰερουσαλὴμ δυνάμει πολλῇ, καὶ ἀπέστειλε πρὸς Ἰούδαν καὶ τοὺς ἀδελφοὺς αὐτοῦ μετὰ δόλου λόγοις εἰρηνικοῖς, λέγων,
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 28] μὴ ἔστω μάχη ἀναμέσον ἐμοῦ καὶ ὑμῶν· ἥξω ἐν ἀνδράσιν ὀλίγοις, ἵνα ὑμῶν ἴδω τὰ πρόσωπα μετʼ εἰρήνης.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 29] Καὶ ἦλθε πρὸς Ἰούδαν, καὶ ἠσπάσαντο ἀλλήλους εἰρηνικῶς· καὶ οἱ πολέμιοι ἦσαν ἕτοιμοι ἐξαρπάσαι τὸν Ἰούδαν.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 30] Καὶ ἐγνώσθη ὁ λόγος τῷ Ἰούδᾳ, ὅτι μετὰ δόλου ἦλθεν ἐπʼ αὐτόν· καὶ ἐπτοήθη ἀπʼ αὐτοῦ, καὶ οὐκ ἐβουλήθη ἔτι ἰδεῖν τὸ πρόσωπον αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 31] Καὶ ἔγνω Νικάνωρ ὅτι ἀπεκαλύφθη ἡ βουλὴ αὐτοῦ, καὶ ἐξῆλθεν εἰς συνάντησιν τῷ Ἰούδᾳ ἐν πολέμῳ κατὰ Χαφαρσαλαμά.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 32] Καὶ ἔπεσον τῶν παρὰ Νικάνορος ὡσεὶ πεντακισχίλιοι ἄνδρες, καὶ ἔφυγον εἰς τὴν πόλιν Δαυίδ.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 33] Καὶ μετὰ τοὺς λόγους τούτους ἀνέβη Νικάνωρ εἰς τὸ ὄρος Σιών· καὶ ἐξῆλθον ἀπὸ τῶν ἱερέων ἐκ τῶν ἁγίων καὶ ἀπὸ τῶν πρεσβυτέρων τοῦ λαοῦ ἀσπάσασθαι αὐτὸν εἰρηνικῶς, καὶ δεῖξαι αὐτῷ τὴν ὁλοκαύτωσιν τὴν προσφερομένην ὑπὲρ τοῦ βασιλέως.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 34] Καὶ ἐμυκτήρισεν αὐτοὺς, καὶ κατεγέλασεν αὐτῶν, καὶ ἐμίανεν αὐτούς, καὶ ἐλάλησεν ὑπερηφάνως.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 35] Καὶ ὤμοσε μετὰ θυμοῦ, λέγων, ἐὰν μὴ παραδοθῇ Ἰούδας καὶ ἡ παρεμβολὴ αὐτοῦ εἰς χεῖράς μου τὸ νῦν, καὶ ἔσται ἐὰν ἐπιστρέψω ἐν εἰρήνῃ, ἐμπυριῶ τὸν οἶκον τοῦτον· καὶ ἐξῆλθε μετὰ θυμοῦ μεγάλου.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 36] Καὶ εἰσῆλθον οἱ ἱερεῖς, καὶ ἔστησαν κατὰ πρόσωπον τοῦ θυσιαστηρίου καὶ τοῦ ναοῦ, καὶ ἔκλαυσαν, καὶ εἶπον,
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 37] σὺ, Κύριε, ἐξελέξω τὸν οἶκον τοῦτον ἐπικληθῆναι τὸ ὄνομά σου ἐπʼ αὐτῷ, εἶναι οἶκον προσευχῆς καὶ δεήσεως τῷ λαῷ σου.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 38] Ποίησον ἐκδίκησιν ἐν τῷ ἀνθρώπῳ τούτῳ καὶ ἐν τῇ παρεμβολῇ αὐτοῦ, καὶ πεσέτωσαν ἐν ῥομφαίᾳ· μνήσθητι τῶν δυσφημιῶν αὐτῶν, καὶ μὴ δῷς αὐτοῖς μονήν.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 39] Καὶ ἐξῆλθε Νικάνωρ ἐξ Ἱερουσαλὴμ, καὶ παρενέβαλεν ἐν Βαιθωρὼν, καὶ συνήντησεν αὐτῷ δύναμις Συρίας.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 40] Καὶ Ἰούδας παρενέβαλεν ἐν Ἀδασὰ ἐν τρισχιλίοις ἀνδράσι· καὶ προσηύξατο Ἰούδας, καὶ εἶπεν,
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 41] οἱ παρὰ τοῦ βασιλέως Ἀσσυρίων ὅτε ἐδυσφήμησαν, ἐξῆλθεν ὁ ἄγγελός σου, Κύριε, καὶ ἐπάταξεν ἐν αὐτοῖς ἑκατὸν ὀγδοηκονταπέντε χιλιάδας.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 42] Οὕτω σύντριψον τὴν παρεμβολὴν ταύτην ἐνώπιον ἡμῶν σήμερον, καὶ γνώτωσαν οἱ ἐπίλοιποι, ὅτι κακῶς ἐλάλησαν ἐπὶ τὰ ἅγιά σου, καὶ κρῖνον αὐτὸν κατὰ τὴν κακίαν αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 43] Καὶ συνῆψαν αἱ παρεμβολαὶ εἰς πόλεμον τῇ τρισκαιδεκάτῃ τοῦ μηνὸς Ἄδαρ, καὶ συνετρίβη ἡ παρεμβολὴ Νικάνορος, καὶ ἔπεσεν αὐτὸς πρῶτος ἐν τῷ πολέμῳ.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 44] Ὡς δὲ εἶδεν ἡ παρεμβολὴ αὐτοῦ ὅτι ἔπεσε Νικάνωρ, ῥίψαντες τὰ ὅπλα αὐτῶν ἔφυγον.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 45] Καὶ κατεδίωκον αὐτοὺς ὁδὸν ἡμέρας μιᾶς ἀπὸ Ἀδασὰ ἕως τοῦ ἐλθεῖν εἰς Γάζηρα, καὶ ἐσάλπισαν ὀπίσω αὐτῶν ταῖς σάλπιγξι τῶν σημασιῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 46] Καὶ ἐξῆλθον ἐκ πασῶν τῶν κωμῶν τῆς Ἰουδαίας κυκλόθεν, καὶ ὑπερεκέρων αὐτοὺς, καὶ ἀνέστρεφον οὗτοι πρὸς τούτους· καὶ ἔπεσον πάντες ῥομφαίᾳ, καὶ οὐ κατελείφθη ἐξ αὐτῶν οὐδὲ εἷς.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 47] Καὶ ἔλαβον τὰ σκῦλα καὶ τὴν προνομὴν, καὶ τὴν κεφαλὴν Νικάνορος ἀφεῖλον, καὶ τὴν δεξιὰν αὐτοῦ ἣν ἐξέτεινεν ὑπερηφάνως, καὶ ἤνεγκαν, καὶ ἐξέτειναν παρὰ τὴν Ἱερουσαλήμ.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 48] Καὶ εὐφράνθη δ λαὸς σφόδρα, καὶ ἤγαγον τὴν ἡμέραν ἐκείνην ἡμέραν εὐφροσύνης μεγάλης.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 49] Καὶ ἔστησαν τοῦ ἄγειν κατὰ ἐνιαυτὸν τὴν ἡμέραν ταύτην τὴν τρισκαιδεκάτην τοῦ Ἄδαρ.
[LXX | EL | OT | 1 Maccabees | Chapter 7 | Verse 50] Καὶ ἡσύχασεν ἡ γῆ Ἰούδα ἡμέρας ὀλίγας.
