[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 1] Ἐν ταῖς ἡμέραις ἐκείναις ἀνέστη Ματταθίας Ἰωάννου τοῦ Συμεὼν, ἱερεὺς τῶν υἱῶν Ἰωαρὶβ ἀπὸ Ἱερουσαλὴμ, καὶ ἐκάθισεν ἐν Μωδεΐν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 32] Καὶ ἔδραμον ὀπίσω αὐτῶν πολλοί· καὶ καταλαβόντες αὐτοὺς παρενέβαλον ἐπʼ αὐτοὺς, καὶ συνεστήσαντο πρὸς αὐτοὺς πόλεμον ἐν τῇ ἡμέρᾳ τῶν σαββάτων,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 33] καὶ εἶπον πρὸς αὐτοὺς, ἕως τοῦ νῦν ἱκανόν· ἐξέλθετε καὶ ποιήσατε κατὰ τὸν λόγον τοῦ βασιλέως, καὶ ζήσεσθε.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 34] Καὶ εἶπον, οὐκ ἐξελευσόμεθα, οὐδὲ ποιήσομεν τὸν λόγον τοῦ βασιλέως, τοῦ βεβηλῶσαι τὴν ἡμέραν τῶν σαββάτων.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 35] καὶ ἐτάχυναν ἐπʼ αὐτοὺς πόλεμον.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 36] Καὶ οὐκ ἀπεκρίθησαν αὐτοῖς, οὐδὲ λίθον ἐνετίναξαν αὐτοῖς, οὐδὲ ἐνέφραξαν τοὺς κρύφους,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 37] λέγοντες, ἀποθάνωμεν πάντες ἐν τῇ ἁπλότητι ἡμῶν· μαρτυρεῖ ἐφʼ ἡμᾶς ὁ οὐρανὸς καὶ ἡ γῆ, ὅτι ἀκρίτως ἀπόλλυτε ἡμᾶς.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 38] Καὶ ἀνέστησαν ἐπʼ αὐτοὺς ἐν τῷ πολέμῳ τοῖς σάββασι, καὶ ἀπέθανον αὐτοὶ καὶ αἱ γυναῖκες αὐτῶν, καὶ τὰ τέκνα αὐτῶν, καὶ τὰ κτήνη αὐτῶν, ἕως χιλίων ψυχῶν ἀνθρώπων.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 39] Καὶ ἔγνω Ματταθίας καὶ οἱ φίλοι αὐτοῦ, καὶ ἐπένθησαν ἐπʼ αὐτοὺς ἕως σφόδρα.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 40] Καὶ εἶπεν ἀνὴρ τῷ πλησίον αὐτοῦ, ἐὰν πάντες ποιήσωμεν ὡς οἱ ἀδελφοὶ ἡμῶν ἐποίησαν, καὶ μὴ πολεμήσωμεν πρὸς τὰ ἔθνη ὑπὲρ τῶν ψυχῶν ἡμῶν καὶ τῶν δικαιωμάτων ἡμῶν, νῦν τάχιον ἡμᾶς ἐξολοθρεύσουσιν ἀπὸ τῆς γῆς.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 41] Καὶ ἐβουλεύσαντο τῇ ἡμέρᾳ ἐκείνῃ, λέγοντες, πᾶς ἄνθρωπος ὃς ἐὰν ἔλθῃ πρὸς ἡμᾶς εἰς πόλεμον τῇ ἡμέρᾳ τῶν σαββάτων, πολεμήσωμεν κατέναντι αὐτοῦ, καὶ οὐ μὴ ἀποθάνωμεν πάντες καθὼς ἀπέθανον οἱ ἀδελφοὶ ἡμῶν ἐν τοῖς κρύφοις.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 42] Τότε συνήχθησαν πρὸς αὐτοὺς συναγωγὴ Ἰουδαίων, ἰσχυροὶ δυνάμει ἀπὸ Ἰσραὴλ, πᾶς ὁ ἑκουσιαζόμενος τῷ νόμῳ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 43] Καὶ πάντες οἱ φυγαδεύοντες ἀπὸ τῶν κακῶν προσετέθησαν αὐτοῖς, καὶ ἐγένοντο αὐτοῖς εἰς στήριγμα.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 44] Καὶ συνεστήσαντο δύναμιν, καὶ ἐπάταξαν ἁμαρτωλοὺς ἐν ὀργῇ αὐτῶν, καὶ ἄνδρας ἀνόμους ἐν θυμῷ αὐτῶν· καὶ οἱ λοιποὶ ἔφυγον εἰς τὰ ἔθνη σωθῆναι.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 45] Καὶ ἐκύκλωσε Ματταθίας καὶ οἱ φίλοι αὐτοῦ, καὶ καθεῖλον τοὺς βωμοὺς.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 46] Καὶ περιέτεμον τὰ παιδάρια τὰ ἀπερίτμητα ὅσα εὗρον ἐν ὁρίοις Ἰσραὴλ ἐν ἰσχύϊ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 47] Καὶ ἐδίωξαν τοὺς υἱοὺς τῆς ὑπεπηφανίας, καὶ κατευωδώθη τὸ ἔργον ἐν χειρὶ αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 48] Καὶ ἀντελάβοντο τοῦ νόμου ἐκ χειρὸς τῶν ἐθνῶν καὶ ἐκ χειρὸς τῶν βασιλέων· καὶ οὐκ ἔδωκαν κέρας τῷ ἁμαρτωλῷ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 49] Καὶ ἤγγισαν αἱ ἡμέραι τοῦ Ματταθίου ἀποθανεῖν, καὶ εἶπε τοῖς υἱοῖς αὐτοῦ, νῦν ἐστηρίχθη ὑπερηφανία καὶ ἐλεγμὸς καὶ καιρὸς καταστροφῆς καὶ ὀργὴ θυμοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 50] Καὶ νῦν, τέκνα, ζηλώσατε τῷ νόμῳ, καὶ δότε τὰς ψυχὰς ὑμῶν ὑπὲρ διαθήκης πατέρων ἡμῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 51] Μνήσθητε τῶν πατέρων ἡμῶν τὰ ἔργα ἃ ἐποίησαν ἐν ταῖς γενεαῖς αὐτῶν, καὶ δέξασθε δόξαν μεγάλην καὶ ὄνομα αἰώνιον.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 52] Ἁβραὰμ οὐχὶ ἐν πειρασμῷ εὑρέθη πιστὸς, καὶ ἐλογίσθη αὐτῷ εἰς δικαιοσύνην;
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 53] Ἰωσὴφ ἐν καιρῷ στενοχωρίας αὐτοῦ ἐφύλαξεν ἐντολὴν, καὶ ἐγένετο κύριος Αἰγύπτου.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 54] Φινεὲς ὁ πατὴρ ἡμῶν ἐν τῷ ζηλῶσαι ζῆλον, ἔλαβε διαθήκην ἱερωσύνης αἰωνίας.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 55] Ἰησοῦς ἐν τῷ πληρῶσαι λόγον, ἐγένετο κριτὴς ἐν Ἰσραήλ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 56] Χαλὲβ ἐν τῷ ἐπιμαρτύρασθαι ἐν τῇ ἐκκλησία, ἔλαβε γῆς κληρονομίαν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 57] Δαυὶδ ἐν τῷ ἐλέῳ αὐτοῦ, ἐκληρονόμησε θρόνον βασιλείας εἰς αἰῶνα αἰῶνος.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 58] Ἡλίας ἐν τῷ ζηλῶσαι ζῆλον νόμου, ἀνελήφθη ἕως εἰς τὸν οὐρανόν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 59] Ἀνανίας, Ἀζαρίας, Μισαήλ, πιστεύσαντες ἐσώθησαν ἐκ φλογός.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 60] Δανιὴλ ἐν τῇ ἁπλότητι αὐτοῦ ἐῤῥύσθη ἐκ στόματος λεόντων.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 61] Καὶ οὕτως ἐννοήθητε κατὰ γενεὰν καὶ γενεὰν, ὅτι πάντες οἱ ἐλπίζοντες ἐπʼ αὐτὸν οὐκ ἀσθενήσουσι.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 62] Καὶ ἀπὸ λόγων ἀνδρὸς ἁμαρτωλοῦ μὴ φοβηθῆτε, ὅτι ἡ δόξα αὐτοῦ εἰς κοπρίαν καὶ εἰς σκώληκας.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 63] Σήμερον ἐπαρθήσεται, καὶ αὔριον οὐ μὴ εὑρεθῇ, ὅτι ἔστρεψεν εἰς τὸν χοῦν αὐτοῦ, καὶ ὁ διαλογισμὸς αὐτοῦ ἀπώλετο.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 64] Καὶ ὑμεῖς, τέκνα, ἰσχύσατε καὶ ἀνδρίζεσθε ἐν τῷ νόμῳ, ὅτι ἐν αὐτῷ δοξασθήσεσθε.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 65] Καὶ ἰδοὺ Συμεὼν ὁ ἀδελφὸς ὑμῶν, οἶδα ὅτι ἀνὴρ βουλῆς ἐστιν, αὐτοῦ ἀκούετε πάσας τὰς ἡμέρας, αὐτὸς ὑμῖν ἔσται εἰς πατέρα.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 66] Καὶ Ἰούδας Μακκαβαῖος ἰσχυρὸς δυνάμει ἐκ νεότητος αὐτοῦ, οὗτος ὑμῖν ἔσται ἄρχων στρατιᾶς, καὶ πολεμήσει πόλεμον λαῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 67] Καὶ ὑμεῖς προσάξατε πρὸς ὑμᾶς πάντας τοὺς ποιητὰς τοῦ νόμου, καὶ ἐκδικήσατε ἐκδίκησιν τοῦ λαοῦ ὑμῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 68] Ἀνταπόδοτε ἀνταπόδομα τοῖς ἔθνεσι, καὶ προσέχετε εἰς τὰ προστάγματα τοῦ νόμου.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 69] Καὶ εὐλόγησεν αὐτούς· καὶ προσετέθη πρὸς τοὺς πατέρας αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 70] Καὶ ἀπέθανεν ἐν τῷ ἕκτῳ καὶ τεσσαρακοστῷ καὶ ἑκατοστῷ ἔτει· καὶ ἔθαψαν αὐτὸν οἱ υἱοὶ αὐτοῦ ἐν τάφοις πατέρων αὐτῶν ἐν Μωδεῒν, καὶ ἐκόψαντο αὐτὸν πᾶς Ἰσραὴλ κοπετὸν μέγαν.
