[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 1] Καὶ ἐν ἔτει ἑξηκοστῷ καὶ ἑκατοστῷ ἀνέβη Ἀλέξανδρος ὁ τοῦ Ἀντιόχου ὁ Ἐπιφανής, καὶ κατελάβετο Πτολεμαΐδα, καὶ ἐπεδέξαντο αὐτὸν, καὶ ἐβασίλευσεν ἐκεῖ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 12] Καὶ ἔφυγον οἱ ἀλλογενεῖς οἱ ὄντες ἐν τοῖς ὀχυρώμασιν οἷς ᾠκοδόμησε Βακχίδης.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 13] Καὶ κατέλιπεν ἕκαστος τὸν τόπον αὐτοῦ, καὶ ἀπῆλθεν εἰς τὴν γῆν αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 14] Πλὴν ἐν Βαιθσούρᾳ ὑπελείφθησάν τινες τῶν καταλιπόντων τὸν νόμον καὶ τὰ προστάγματα, ἦν γὰρ αὐτοῖς φυγαδευτήριον.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 15] Καὶ ἤκουσεν Ἀλέξανδρος ὁ βασιλεὺς τὰς ἐπαγγελίας ὅσας ἀπέστειλε Δημήτριος τῷ Ἰωνάθαν, καὶ διηγήσαντο αὐτῷ τοὺς πολέμους καὶ τὰς ἀνδραγαθίας ἃς ἐποίησεν αὐτὸς καὶ οἱ ἀδελφοὶ αὐτοῦ, καὶ τοὺς κόπους οὓς ἔσχον,
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 16] καὶ εἶπε, μὴ εὑρήσομεν ἄνδρα τοιοῦτον ἕνα; καὶ νῦν ποιήσομεν αὐτὸν φίλον, καὶ σύμμαχον ἡμῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 17] Καὶ ἔγραψεν ἐπιστολὰς, καὶ ἀπέστειλεν αὐτῷ κατὰ τοὺς λόγους τούτους, λέγων,
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 18] βασιλεὺς Ἀλέξανδρος τῷ ἀδελφῷ Ἰωνάθαν χαίρειν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 19] Ἀκηκόαμεν περὶ σοῦ, ὅτι ἀνὴρ δυνατὸς ἰσχύϊ, καὶ ἐπιτήδειος εἶ τοῦ εἶναι ἡμῖν φίλος.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 20] Καὶ νῦν καθεστάκαμέν σε σήμερον ἀρχιερέα τοῦ ἔθνους σου, καὶ φίλον βασιλέως καλεῖσθαι· καὶ ἀπέστειλεν αὐτῷ πορφύραν καὶ στέφανον χρυσοῦν· καὶ φρονεῖν τὰ ἡμῶν, καὶ συντηρεῖν φιλίαν πρὸς ἡμᾶς.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 21] Καὶ ἐνεδύσατο Ἰωνάθαν τὴν ἁγίαν στολὴν τῷ ἑβδόμῳ μηνὶ ἔτους ἑξηκοστοῦ καὶ ἑκατοστοῦ ἐν ἑορτῇ σκηνοπηγίας, καὶ συνήγαγε δυνάμεις, καὶ κατεσκεύασεν ὅπλα πολλά.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 22] Καὶ ἤκουσε Δημήτριος τοὺς λόγους τούτους. καὶ ἐλυπήθη, καὶ εἶπε,
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 23] τί τοῦτο ἐποιήσαμεν, ὅτι προέφθακεν ἡμᾶς ὁ Ἀλέξανδρος τοῦ φιλίαν καταθέσθαι τοῖς Ἰουδαίοις εἰς στήριγμα;
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 24] Γράψω αὐτοῖς κᾀγὼ λόγους παρακλήσεως, καὶ ὕψους, καὶ δομάτων, ὅπως ὦσι σὺν ἐμοὶ εἰς βοήθειαν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 25] Καὶ ἀπέστειλεν αὐτοῖς κατὰ τοὺς λόγους τούτους· βασιλεὺς Δημήτριος τῷ ἔθνει τῶν Ἰουδαίων χαίρειν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 26] Ἐπεὶ συνετηρήσατε τὰς πρὸς ἡμᾶς συνθήκας, καὶ ἐνεμείνατε τῇ φιλίᾳ ἡμῶν, καὶ οὐ προσεχωρήσατε τοῖς ἐχθροῖς ἡμῶν, ἠκούσαμεν, καὶ ἐχάρημεν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 27] Καὶ νῦν ἐμμείνατε ἔτι τοῦ συντηρῆσαι πρὸς ἡμᾶς πίστιν, καὶ ἀνταποδώσομεν ὑμῖν ἀγαθὰ, ἀνθʼ ὧν ποιεῖτε μεθʼ ἡμῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 28] Καὶ ἀφήσομεν ὑμῖν ἀφέματα πολλὰ, καὶ δώσομεν ὑμῖν δόματα.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 29] Καὶ νῦν ἀπολύω ὑμᾶς, καὶ ἀφίημι πάντας τοὺς Ἰουδαίους ἀπὸ τῶν φόρων, καὶ τῆς τιμῆς τοῦ ἁλὸς, καὶ ἀπὸ τῶν στεφάνων,
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 30] καὶ ἀντὶ τοῦ τρίτου τῆς σπορᾶς, καὶ ἀντὶ τοῦ ἡμίσους τοῦ καρποῦ τοῦ ξυλίνου τοῦ ἐπιβάλλοντός μοι λαβεῖν ἀφίημι ἀπὸ τῆς σήμερον καὶ ἐπέκεινα τοῦ λαβεῖν ἀπὸ τῆς γῆς Ἰούδα, καὶ ἀπὸ τῶν τριῶν νομῶν τῶν προστιθεμένων αὐτῇ ἀπὸ τῆς Σαμαρείτιδος καὶ Γαλιλαίας, καὶ ἀπὸ τῆς σήμερον ἡμέρας καὶ εἰς τὸν αἰῶνα χρόνον.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 31] Καὶ Ἱερουσαλὴμ ἤτω ἁγία καὶ ἀφειμένη, καὶ τὰ ὅρια αὐτῆς, αἱ δεκάται καὶ τὰ τέλη.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 32] Ἀφίημι καὶ τὴν ἐξουσίαν τῆς ἄκρας τῆς ἐν Ἱερουσαλὴμ, καὶ δίδωμι τῷ ἀρχιερεῖ, ὅπως ἂν καταστήσῃ ἐν αὐτῇ ἄνδρας οὓς ἂν ἐκλέξηται αὐτὸς τοῦ φυλάσσειν αὐτήν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 33] Καὶ πᾶσαν φυχὴν Ἰουδαίων τὴν αἰχμαλωτισθεῖσαν ἀπὸ γῆς Ἰούδα εἰς πᾶσαν βασιλείαν μου ἀφίημι ἐλευθέραν δωρέαν· καὶ πάντες ἀφιέτωσαν τοὺς φόρους καὶ τῶν κτηνῶν αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 34] Καὶ πᾶσαι αἱ ἑορταὶ καὶ τὰ σάββατα καὶ νουμηνίαι, καὶ ἡμέραι ἀποδεδειγμέναι, καὶ τρεῖς ἡμέραι πρὸ ἑορτῆς καὶ τρεῖς ἡμέραι μετὰ ἑορτὴν, ἔστωσαν πᾶσαι αἱ ἡμέραι ἀτελείας καὶ ἀφέσεως πᾶσι τοῖς Ἰουδαίοις τοῖς οὖσιν ἐν τῇ βασιλείᾳ μου.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 35] Καὶ οὐχ ἕξει ἐξουσίαν οὐδεὶς πράσσειν καὶ παρενοχλεῖν τινα αὐτῶν περὶ παντὸς πράγματος.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 36] Καὶ προγραφήτωσαν τῶν Ἰουδαίων εἰς τὰς δυνάμεις τοῦ βασιλέως εἰς τριάκοντα χιλιάδας ἀνδρῶν, καὶ δοθήσεται αὐτοῖς ξένια ὡς καθήκει πάσαις ταῖς δυνάμεσι τοῦ βασιλέως.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 37] Καὶ κατασταθήσεται ἐξ αὐτῶν ἐν τοῖς ὀχυρώμασι τοῦ βασιλέως τοῖς μεγάλοις, καὶ ἐκ τούτων κατασταθήσεται ἐπὶ χρειῶν τῆς βασιλείας τῶν οὐσῶν εἰς πίστιν· καὶ οἱ ἐπʼ αὐτῶν καὶ οἱ ἄρχοντες ἔστωσαν ἐξ αὐτῶν· καὶ πορευέσθωσαν τοῖς νόμοις αὐτῶν, καθὰ καὶ προσέταξεν ὁ βασιλεὺς ἐν γῇ Ἰούδα.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 38] Καὶ τοὺς τρεῖς νομοὺς τοὺς προστεθέντας τῇ Ἰουδαίᾳ ἀπὸ τῆς χώρας Σαμαρείας, προστεθήτω τῇ Ἰουδαίᾳ πρὸς τὸ λογισθῆναι τοῦ γενέσθαι ὑφʼ ἕνα, τοῦ μὴ ὑπακοῦσαι ἄλλης ἐξουσίας ἀλλʼ ἢ τοῦ ἀρχιερέως.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 39] Πτολεμαΐδα καὶ τὴν προσκυροῦσαν αὐτῇ δέδωκα δόμα τοῖς ἁγίοις τοῖς ἐν Ἰερουσαλὴμ εἰς τὴν προσήκουσαν δαπάνην τοῖς ἁγίοις.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 40] Κᾀγὼ δίδωμι κατʼ ἐνιαυτὸν δεκαπέντε χιλιάδας σίκλων ἀργυρίου ἀπὸ τῶν λόγων τοῦ βασιλέως, ἀπὸ τῶν τόπων τῶν ἀνηκόντων.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 41] Καὶ πᾶν τὸ πλεονάζον ὃ οὐκ ἀπεδίδοσαν οἱ ἀπὸ τῶν χρειῶν, ὡς ἐν τοῖς πρῶτοις ἔτεσιν, ἀπὸ τοῦ νῦν δώσουσιν εἰς τὰ ἔργα τοῦ οἴκου.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 42] Καὶ ἐπὶ τούτοις, πεντακισχιλίους σίκλους ἀργυρίου, οὓς ἐλάμβανον ἀπὸ τῶν χρειῶν τοῦ ἁγίου ἀπὸ τοῦ λόγου κατʼ ἐνιαυτὸν, καὶ ταῦτα ἀφίεται διὰ τὸ ἀνήκειν αὐτὰ τοῖς ἱερεῦσι τοῖς λειτουργοῦσι.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 43] Καὶ ὅσοι ἐὰν φύγωσιν εἰς τὸ ἱερὸν τὸ ἐν Ἱεροσολύμοις καὶ ἐν πᾶσι τοῖς ὁρίοις αὐτοῦ, ὀφείλοντες βασιλικὰ καὶ πᾶν πρᾶγμα, ἀπολελύσθωσαν, καὶ πάντα ὅσα ἐστὶν αὐτοῖς ἐν τῇ βασιλείᾳ μου.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 44] Καὶ τοῦ οἰκοδομηθῆναι καὶ τοῦ ἐπικαινισθῆναι τὰ ἔργα τῶν ἁγίων, καὶ ἡ δαπάνη δοθήσεται ἐκ τοῦ λόγου τοῦ βασιλέως.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 45] Καὶ τοῦ οἰκοδομηθῆναι τὰ τείχη Ἱερουσαλὴμ καὶ ὀχυρῶσαι κυκλόθεν, καὶ ἡ δαπάνη δοθήσεται ἐκ τοῦ λόγου τοῦ βασιλέως, καὶ τοῦ οἰκοδομηθῆναι τὰ τείχη τὰ ἐν τῇ Ἰουδαίᾳ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 46] Ὡς δὲ ἤκουσεν Ἰωνάθαν καὶ ὁ λαὸς τοὺς λόγους τούτους, οὐκ ἐπίστευσαν αὐτοῖς οὐδὲ ἐπεδέξαντο, ὅτι ἐπεμνήσθησαν τῆς κακίας τῆς μεγάλης ἧς ἐποίησεν ἐν Ἰσραὴλ, καὶ ἔθλιψεν αὐτοὺς σφόδρα.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 47] Καὶ εὐδόκησαν ἐν Ἀλεξάνδρῳ, ὅτι αὐτὸς ἐγένετο αὐτοῖς ἀρχηγὸς λόγων εἰρηνικῶν, καὶ συνεμάχουν αὐτῷ πάσας τὰς ἡμέρας.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 48] Καὶ συνήγαγεν Ἀλέξανδρος ὁ βασιλεὺς δυνάμεις μεγάλας, καὶ παρενέβαλεν ἐξεναντίας Δημητρίου.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 49] Καὶ συνῆψαν πόλεμον οἱ δύο βασιλεῖς, καὶ ἔφυγεν ἡ παρεμβολὴ Δημητρίου, καὶ ἐδίωξεν αὐτὸν ὁ Ἀλέξανδρος, καὶ ἴσχυσεν ἐπʼ αὐτούς.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 50] Καὶ ἐστερέωσε τὸν πόλεμον σφόδρα ἕως ἔδυ ὁ ἥλιος, καὶ ἔπεσεν ὁ Δημήτριος ἐν τῇ ἡμέρᾳ ἐκείνῃ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 51] Καὶ ἀπέστειλεν Ἀλέξανδρος πρὸς Πτολεμαῖον βασιλέα Αἰγύπτου πρέσβεις κατὰ τοὺς λόγους τούτους, λέγων,
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 52] ἐπεὶ ἀνέστρεψα εἰς γῆν βασιλείας μου, καὶ ἐκάθισα ἐπὶ θρόνου πατέρων μου, καὶ ἐκράτησα τῆς ἀρχῆς, καὶ συνέτριψα τὸν Δημήτριον, καὶ ἐπεκράτησα τῆς χώρας ἡμῶν·
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 53] καὶ συνῆψα πρὸς αὐτὸν μάχην, καὶ συνετρίβη αὐτὸς καὶ ἡ παρεμβολὴ αὐτοῦ ὑφʼ ἡμῶν, καὶ ἐκαθίσαμεν ἐπὶ θρόνου βασιλείας αὐτοῦ·
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 54] καὶ νῦν στήσωμεν πρὸς ἑαυτοὺς φιλίαν, καὶ νῦν δός μοι τὴν θυγατέρα σου εἰς γυναῖκα, καὶ ἐπιγαμβρεύσω σοι, καὶ δώσω σοι δόματα, καὶ αὐτῇ. ἄξιά σου.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 55] Καὶ ἀπεκρίθη Πτολεμαῖος ὁ βασιλεὺς, λέγων, ἀγαθὴ ἡμέρα ἐν ᾗ ἀνέστρεψας εἰς γῆν πατέρων σου, καὶ ἐκάθισας ἐπὶ θρόνου βασιλείας αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 56] Καὶ νῦν ποιήσω σοι ἃ ἔγραψας, ἀλλʼ ἀπάντησον εἰς Πτολεμαΐδα, ὅπως ἴδωμεν ἀλλήλους, καὶ ἐπιγαμβρεύσω σοι καθὼς εἴρηκας.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 57] Καὶ ἐξῆλθε Πτολεμαῖος ἐξ Αἰγύπτου αὐτὸς καὶ Κλεοπάτρα ἡ θυγάτηρ αὐτοῦ, καὶ εἰσῆλθον εἰς Πτολεμαΐδα ἔτους δευτέρου καὶ ἑξηκοστοῦ καὶ ἑκατοστοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 58] Καὶ ἀπήντησεν αὐτῷ Ἀλεξανδρος ὁ βασιλεὺς, καὶ ἐξέδοτο αὐτῷ Κλεοπάτραν τὴν θυγατέρα αὐτοῦ, καὶ ἐποίησε τὸν γάμον αὐτῆς ἐν Πτολεμαΐδι, καθὼς οἱ βασιλεῖς, ἐν δόξῃ μεγάλῃ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 59] Καὶ ἔγραψεν Ἀλέξανδρος ὁ βασιλεὺς τῷ Ἰωνάθαν ἐλθεῖν εἰς συνάντησιν αὐτῷ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 60] Καὶ ἐπορεύθη μετὰ δόξης εἰς Πτολεμαΐδα, καὶ ἀπήντησε τοῖς δυσὶ βασιλεῦσι· καὶ ἔδωκεν αὐτοῖς ἀργύριον καὶ χρυσίον, καὶ τοῖς φίλοις αὐτῶν, καὶ δόματα πολλὰ, καὶ εὗρε χάριν ἐναντίον αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 61] Καὶ ἐπισυνήχθησαν πρὸς αὐτὸν ἄνδρες λοιμοὶ ἐξ Ἰσραὴλ, ἄνδρες παράνομοι, ἐντυχεῖν κατʼ αὐτοῦ, καὶ οὐ προσέσχεν αὐτοῖς ὁ βασιλεύς.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 62] Καὶ προσέταξεν ὁ βασιλεὺς, καὶ ἐξέδυσαν Ἰωνάθαν τὰ ἱμάτια αὐτοῦ, καὶ ἐνέδυσαν αὐτὸν πορφύραν, καὶ ἐποίησαν οὕτως.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 63] Καὶ ἐκάθισεν αὐτὸν ὁ βασιλεὺς μετʼ αὐτοῦ, καὶ εἶπε τοῖς ἄρχουσιν αὐτοῦ, ἐξέλθετε μετʼ αὐτοῦ εἰς μέσον τῆς πόλεως, καὶ κηρύξατε τοῦ μηδένα ἐντυγχάνειν κατʼ αὐτοῦ περὶ μηδενὸς πράγματος, καὶ μηδεὶς αὐτῷ παρενοχλείτω περὶ παντὸς λόγου.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 64] Καὶ ἐγένετο ὡς ἴδον οἱ ἐντυγχάνοντες τὴν δόξαν αὐτοῦ καθὼς ἐκήρυξαν, καὶ περιβεβλημένον αὐτὸν πορφύραν, καὶ ἔφυγον πάντες.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 65] Καὶ ἐδόξασεν αὐτὸν ὁ βασιλεύς, καὶ ἔγραψεν αὐτὸν τῶν πρώτων φίλων, καὶ ἔθετο αὐτὸν στρατηγὸν καὶ μεριδάρχην.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 66] Καὶ ἐπέστρεψεν Ἰωνάθαν εἰς Ἱερουσαλὴμ μετʼ εἰρήνης καὶ εὐφροσύνης.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 67] Καί ἐν ἔτει πέμπτῳ καὶ ἑξηκοστῷ καὶ ἑκατοστῷ ἦλθε Δημήτριος υἱὸς Δημητρίου ἐκ Κρήτης εἰς τὴν γῆν τῶν πατέρων αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 68] Καὶ ἤκουσεν Ἀλέξανδρος ὁ βασιλεὺς, καὶ ἐλυπήθη σφόδρα, καὶ ἀπέστρεψεν εἰς Ἀντιόχειαν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 69] Καὶ κατέστησε Δημήτριος Ἀπολλώνιον τὸν ὄντα ἐπὶ κοίλης Συρίας, καὶ συνήγαγε δύναμιν μεγάλην, καὶ παρενέβαλεν ἐν Ἰαμνείᾳ·
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 70] καὶ ἀπέστειλε πρὸς Ἰωνάθαν τὸν ἀρχιερέα, λέγων, σὺ μονώτατος ἐπαίρῃ ἐφʼ ἡμᾶς, ἐγὼ δὲ ἐγενήθην εἰς καταγέλωτα καὶ ὀνειδισμὸν διὰ σέ· καὶ διατί σὺ ἐξουσιάζῃ ἐφʼ ἡμᾶς ἐν τοῖς ὄρεσι;
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 71] Νῦν οὖν εἰ πέποιθας ἐπὶ ταῖς δυνάμεσί σου, κατάβηθι πρὸς ἡμᾶς εἰς τὸ πεδίον, καὶ συγκριθῶμεν ἑαυτοῖς ἐκεῖ, ὅτι μετʼ ἐμοῦ ἐστι δύναμις τῶν πόλεων.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 72] Ἐρώτησον καὶ μάθε τίς εἰμι καὶ οἱ λοιποὶ οἱ βοηθοῦντες ἡμῖν, καὶ λέγουσιν, οὐκ ἔστιν ὑμῖν στάσις ποδὸς κατὰ πρόσωπον ἡμῶν; ὅτι δὶς ἐτροπώθησαν οἱ πατέρες σου ἐν τῇ γῇ αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 73] Καὶ νῦν οὐ δυνήσῃ ὑποστῆναι τὴν ἵππον καὶ δύναμιν τοιαύτην ἐν τῷ πεδίῳ, ὅπου οὐκ ἔστι λίθος οὐδὲ κόχλαξ οὐδὲ τόπος τοῦ φυγεῖν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 74] Ὡς δὲ ἤκουσεν Ἰωνάθαν τῶν λόγων Ἀπολλωνίου, ἐκινήθη τῇ διανοίᾳ, καὶ ἐπέλεξε δέκα χιλιάδας ἀνδρῶν, καὶ ἐξῆλθεν ἐξ Ἱερουσαλὴμ, καὶ συνήντησεν αὐτῷ Σίμων ὁ ἀδελφὸς αὐτοῦ ἐπὶ βοήθειαν αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 75] Καὶ παρενέβαλεν ἐπὶ Ἰόππην, καὶ ἀπέκλεισαν αὐτὸν ἐκ τῆς πόλεως, ὅτι φρουρὰ Ἀπολλωνίου ἐν Ἰόππῃ, καὶ ἐπολέμησαν αὐτήν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 76] Καὶ φοβηθέντες ἤνοιξαν οἱ ἐκ τῆς πόλεως, καὶ ἐκυρίευσεν Ἰωνάθαν Ἰόππης.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 77] Καὶ ἤκουσεν Ἀπολλώνιος, καὶ παρενέβαλε τρισχιλίαν ἵππον, καὶ δύναμιν πολλήν· καὶ ἐπορεύθη εἰς Ἄζωτον ὡς διοδεύων, καὶ ἅμα προῆγεν εἰς τὸ πεδίον, διὰ τὸ ἔχειν αὐτὸν πλῆθος ἵππου καὶ πεποιθέναι ἐπʼ αὐτῇ.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 78] Καὶ κατεδίωξεν Ἰωνάθαν ὀπίσω αὐτοῦ εἰς Ἄζωτον, καὶ συνῆψαν αἱ παρεμβολαὶ εἰς πόλεμον.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 79] Καὶ ἀπέλιπεν Ἀπολλώνιος χιλίαν ἵππον ἐν κρυπτῷ κατόπισθεν αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 80] Καὶ ἔγνω Ἰωνάθαν ὅτι ἐστὶν ἔνεδρον κατόπισθεν αὐτοῦ, καὶ ἐκύκλωσαν αὐτοῦ τὴν παρεμβολὴν, καὶ ἐξετίναξαν τὰς σχίζας εἰς τὸν λαὸν ἐκ πρωΐθεν ἕως ἑσπέρας.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 81] Ὁ δὲ λαὸς εἱστήκει, καθὼς ἐπέταξεν Ἰωνάθαν, καὶ ἐκοπίασαν οἱ ἵπποι αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 82] Καὶ εἵλκυσε Σίμων τὴν δύναμιν αὐτοῦ, καὶ συνῆψε πρὸς τὴν φάραγγα· ἡ γὰρ ἵππος ἐξελύθη· καὶ συνετρίβησαν ὑπʼ αὐτοῦ, καὶ ἔφυγον.
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 83] Καὶ ἡ ἵππος ἐσκορπίσθη ἐν τῷ πεδίῳ, καὶ ἔφυγον εἰς Ἄζωτον, καὶ εἰσῆλθον εἰς Βηθδαγὼν τὸ εἰδωλεῖον αὐτῶν, τοῦ σωθῆναι
[LXX | EL | OT | 1 Maccabees | Chapter 10 | Verse 84] Καὶ ἐνεπύρισεν Ἰωνάθαν τὴν Ἄζωτον καὶ τὰς πόλεις τὰς κύκλῳ αὐτῆς, καὶ ἔλαβε τὰ σκῦλα αὐτῶν, καὶ τὸ ἱερὸν Δαγὼν καὶ τοὺς συμφυγόντας εἰς αὐτὸ ἐνεπύρισε πυρί.
