[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 1] ΚΑΙ ἐγένετο μετὰ τὸ πατάξαι Ἀλέξανδρον τὸν Φιλίππου τὸν Μακεδόνα, ὃς ἐξῆλθεν ἐκ τῆς γῆς Χεττειεὶμ, καὶ ἐπάταξε τὸν Δαρεῖον βασιλέα Περσῶν καὶ Μήδων, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ πρότερος ἐπὶ τὴν Ἑλλάδα.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 12] Καὶ ἠγαθύνθη ὁ λόγος ἐν ὀφθαλμοῖς αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 13] Καὶ προεθυμήθησάν τινες ἀπὸ τοῦ λαοῦ, καὶ ἐπορεύθησαν πρὸς τὸν βασιλέα· καὶ ἔδωκεν αὐτοῖς ἐξουσίαν ποιῆσαι τὰ δικαιώματα τῶν ἐθνῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 14] Καὶ ᾠκοδόμησαν γυμνάσιον ἐν Ἱεροσολύμοις κατὰ τὰ νόμιμα τῶν ἐθνῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 15] Καὶ ἐποίησαν ἑαυτοῖς ἀκροβυστίας, καὶ ἀπέστησαν ἀπὸ διαθήκης ἁγίας· καὶ ἐζεύχθησαν τοῖς ἔθνεσι, καὶ ἐπράθησαν τοῦ ποιῆσαι τὸ πονηρόν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 16] Καὶ ἡτοιμάσθη ἡ βασιλεία ἐναντίον Ἀντιόχου· καὶ ὑπέλαβε βασιλεῦσαι τῆς Αἰγύπτου, ὅπως βασιλεύσῃ ἐπὶ τὰς δύο βασιλείας.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 17] Καὶ εἰσῆλθεν εἰς Αἴγυπτον ἐν ὄχλῳ βαρεῖ, ἐν ἅρμασι, καὶ ἐν ἐλέφασι, καὶ ἐν ἱππεῦσι, καὶ ἐν στόλῳ μεγάλῳ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 18] Καὶ συνεστήσατο πόλεμον πρὸς Πτολεμαῖον βασιλέα Αἰγύπτου· καὶ ἐνετράπη Πτολεμαῖος ἀπὸ προσώπου αὐτοῦ, καὶ ἔφυγε· καὶ ἔπεσον τραυματίαι πολλοί.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 19] Καὶ κατελάβοντο τὰς πόλεις τὰς ὀχυρὰς ἐν γῇ Αἰγύπτῳ· καὶ ἔλαβε τὰ σκῦλα γῆς Αἰγύπτου.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 20] Καὶ ἐπέστρεψεν Ἀντιόχος μετὰ τὸ πατάξαι Αἴγυπτον ἐν τῷ ἑκατοστῷ καὶ τεσσαρακοστῷ καὶ τρίτῳ ἔτει· καὶ ἀνέβη ἐπὶ Ἰσραὴλ, καὶ ἀνέβη εἰς Ἱερουσαλὴμ ἐν ὄχλῳ βαρεῖ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 21] Καὶ εἰσῆλθεν εἰς τὸ ἁγίασμα ἐν ὑπερηφανείᾳ, καὶ ἔλαβε τὸ θυσιαστήριον τὸ χρυσοῦν, καὶ τὴν λυχνίαν τοῦ φωτὸς, καὶ πάντα τὰ σκεύη αὐτῆς,
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 22] καὶ τὴν τράπεζαν τῆς προθέσεως, καὶ τὰ σπονδεῖα, καὶ τὰς φιάλας, καὶ τὰς θυΐσκας τὰς χρυσᾶς, καὶ τὸ καταπέτασμα, καὶ τοὺς στεφάνους, καὶ τὸν κόσμον τὸν χρυσοῦν τὸν κατὰ πρόσωπον τοῦ ναοῦ, καὶ ἐλέπισε πάντα.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 23] Καὶ ἔλαβε τὸ ἀργύριον, καὶ τὸ χρυσίον, καὶ τὰ σκεύη τὰ ἐπιθυμητά· καὶ ἔλαβε τοὺς θησαυροὺς τοὺς ἀποκρύφους οὓς εὗρε.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 24] Καὶ λαβὼν πάντα ἀπῆλθεν εἰς τὴν γῆν αὐτοῦ· καὶ ἐποίησε φονοκτονίαν, καὶ ἐλάλησεν ὑπερηφανείαν μεγάλην.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 25] Καὶ ἐγένετο πένθος μέγα ἐπὶ Ἰσραὴλ ἐν παντὶ τόπῳ αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 26] Καὶ ἐστέναξαν ἄρχοντες καὶ πρεσβύτεροι, παρθένοι καὶ νεανίσκοι ἠσθένησαν, καὶ τὸ κάλλος τῶν γυναικῶν ἠλλοιώθη.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 27] Πᾶς νυμφίος ἀνέλαβε θρῆνον, καὶ καθημένη ἐν παστῷ ἐγένετο ἐν πένθει.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 28] Καὶ ἐσείσθη ἡ γῆ ἐπὶ τοὺς κατοικοῦντας αὐτήν· καὶ πᾶς ὁ οἶκος Ἰακὼβ ἐνεδύσατο αἰσχύνην.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 29] Καὶ μετὰ δύο ἔτη ἡμερῶν ἀπέστειλεν ὁ βασιλεὺς ἄρχοντα φορολογίας εἰς τὰς πόλεις Ἰούδα· καὶ ἦλθεν εἰς Ἱερουσαλὴμ ἐν ὄχλῳ βαρεῖ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 30] Καὶ ἐλάλησεν αὐτοῖς λόγους εἰρηνικοὺς ἐν δόλῳ· καὶ ἐνεπίστευσαν αὐτῷ· καὶ ἐπέπεσεν ἐπὶ τὴν πόλιν ἐξάπινα, καὶ ἐπάταξεν αὐτὴν πληγὴν μεγάλην, καὶ ἀπώλεσε λαὸν πολὺν ἐξ Ἰσραήλ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 31] Καὶ ἔλαβε τὰ σκῦλα τῆς πόλεως, καὶ ἐνεπύρισεν αὐτὴν πυρὶ, καὶ καθεῖλε τοὺς οἴκους αὐτῆς καὶ τὰ τείχη αὐτῆς κύκλῳ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 32] Καὶ ᾐχμαλώτευσαν τὰς γυναῖκας καὶ τὰ τέκνα, καὶ τὰ κτήνη ἐκληρονόμησαν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 33] Καὶ ᾠκοδόμησαν τὴν πόλιν Δαυὶδ τείχει μεγάλῳ καὶ ἰσχυρῷ, πύργοις ὀχυροῖς, καὶ ἐγένετο αὐτοῖς εἰς ἄκραν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 34] καὶ ἔθηκαν ἐκεῖ ἔθνος ἁμαρτωλὸν, ἄνδρας παρανόμους, καὶ ἐνίσχυσαν ἐν αὐτῇ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 35] Καὶ παρέθεντο ὅπλα καὶ τροφὰς, καὶ συναγαγόντες τὰ σκῦλα Ἱερουσαλὴμ ἀπέθεντο ἐκεῖ· καὶ ἐγένοντο εἰς μεγάλην παγίδα.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 36] Καὶ ἐγένετο εἰς ἔνεδρον τῷ ἁγιάσματι, καὶ εἰς διάβολον πονηρὸν τῷ Ἰσραὴλ διαπαντός.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 37] Καὶ ἐξέχεαν αἷμα ἀθῷον κύκλῳ τοῦ ἁγιάσματος, καὶ ἐμόλυναν τὸ ἁγίασμα.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 38] Καὶ ἔφυγον οἱ κάτοικοι Ἱερουσαλὴμ διʼ αὐτοὺς, καὶ ἐγένετο κατοικία ἀλλοτρίων· καὶ ἐγένετο ἀλλοτρία τοῖς γεννήμασιν αὐτῆς, καὶ τὰ τέκνα αὐτῆς ἐγκατέλιπον αὐτήν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 39] Τὸ ἁγίασμα αὐτῆς ἠρημώθη ὡς ἔρημος, αἱ ἑορταὶ αὐτῆς ἐστράφησαν εἰς πένθος, τὰ σάββατα αὐτῆς εἰς ὀνειδισμὸν, ἡ τιμὴ αὐτῆς εἱς ἐξουδένωσιν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 40] Κατὰ τὴν δόξαν αὐτῆς ἐπληθύνθη ἡ ἀτιμία αὐτῆς, καὶ τὸ ὕψος αὐτῆς ἐστράφη εἰς πένθος.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 41] Καὶ ἔγραψεν ὁ βασιλεὺς Ἀντίοχος πάσῃ τῇ βασιλείᾳ αὐτοῦ εἶναι πάντας λαὸν ἕνα,
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 42] καὶ ἐγκαταλιπεῖν ἕκαστον τὰ νόμιμα αὐτοῦ· καὶ ἐπεδέξατο πάντα τὰ ἔθνη κατὰ τὸν λόγον τοῦ βασιλέως.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 43] Καὶ πολλοὶ ἀπὸ Ἰσραὴλ εὐδόκησαν τῇ λατρείᾳ αὐτοῦ, καὶ ἔθυσαν τοῖς εἰδώλοις, καὶ ἐβεβήλωσαν τὸ σάββατον.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 44] Καὶ ἀπέστειλεν ὁ βασιλεὺς βιβλία ἐν χειρὶ ἀγγέλων εἰς Ἱερουσαλὴμ καὶ τὰς πόλεις Ἰούδα, πορευθῆναι ὀπίσω νομίμων ἀλλοτρίων τῆς γῆς,
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 45] καὶ κωλῦσαι ὁλοκαυτώματα καὶ θυσίαν καὶ σπονδὴν ἐκ τοῦ ἁγιάσματος, καὶ βεβηλῶσαι σάββατα καὶ ἑορτὰς,
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 46] καὶ μιᾶναι ἁγίασμα καὶ ἁγίους·
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 47] οἰκοδομῆσαι βωμοὺς, καὶ τεμένη, καὶ εἰδωλεῖα, καὶ θύειν ὕεια, καὶ κτήνη κοινὰ,
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 48] καὶ ἀφιέναι τοὺς υἱοὺς αὐτῶν ἀπεριτμήτους, βδελύξαι τὰς ψυχὰς αὐτῶν ἐν παντὶ ἀκαθάρτῳ καὶ βεβηλώσει,
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 49] ὥστε ἐπιλαθέσθαι τοῦ νόμου, καὶ ἀλλάξαι πάντα τὰ δικαιώματα.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 50] Καὶ ὃς ἂν μὴ ποιήσῃ κατὰ τὸ ῥῆμα τοῦ βασιλέως, ἀποθανεῖται.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 51] Κατὰ πάντας τοὺς λόγους τούτους ἔγραψε πάσῃ τῇ βασιλείᾳ αὐτοῦ, καὶ ἐποίησεν ἐπισκόπους ἐπὶ πάντα τὸν λαόν· καὶ ἐνετείλατο ταῖς πόλεσιν Ἰούδα θυσιάζειν κατὰ πόλιν καὶ πόλιν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 52] Καὶ συνηθροίσθησαν ἀπὸ τοῦ λαοῦ πρὸς αὐτοὺς πολλοὶ, πᾶς ὁ ἐγκαταλιπὼν τὸν νόμον· καὶ ἐποιησαν κακὰ ἐν τῇ γῇ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 53] Καὶ ἔθεντο τὸν Ἰσραὴλ ἐν κρύφοις ἐν παντὶ φυγαδευτηρίῳ αὐτῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 54] Καὶ τῇ πεντεκαιδεκάτῃ ἡμέρᾳ Χασελεῦ, τῷ πέμπτῳ καὶ τεσσαρακοστῷ καὶ ἑκατοστῷ ἔτει, ᾠκοδόμησαν βδέλυγμα ἐρημώσεως ἐπὶ τὸ θυσιαστήριον, καὶ ἐν πόλεσιν Ἰούδα κύκλῳ ᾠκοδόμησαν βωμούς.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 55] Καὶ ἐπὶ τῶν θυρῶν τῶν οἰκιῶν, καὶ ἐν ταῖς πλατείαις ἐθυμίων.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 56] Καὶ τὰ βιβλία τοῦ νόμου ἃ εὗρον, ἐνεπύρισαν πυρὶ κατασχίσαντες.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 57] Καὶ ὅπου εὑρίσκετο παρά τινι βιβλίον διαθήκης, καὶ εἴ τις συνευδόκει τῷ νόμῳ, τὸ σύγκριμα τοῦ βασιλέως ἐθανάτου αὐτόν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 58] Ἐν ἰσχύϊ αὐτῶν ἐποίουν οὕτως τῷ Ἰσραὴλ τοῖς εὑρισκομένοις ἐν παντὶ μηνὶ καὶ μηνὶ ἐν ταῖς πόλεσι.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 59] Καὶ τῇ πέμπτῃ καὶ εἰκάδι τοῦ μηνὸς θυσιάζοντες ἐπὶ τὸν βωμὸν ὃς ἦν ἐπὶ τοῦ θυσιαστηρίου.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 60] Καὶ τὰς γυναῖκας τὰς περιτετμηκυίας τὰ τέκνα αὐτῶν ἐθανάτωσαν, κατὰ τὸ πρόσταγμα.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 61] Καὶ ἐκρέμασαν τὰ βρέφη ἐκ τῶν τραχήλων αὐτῶν, καὶ τοὺς οἴκους αὐτῶν προενόμευσαν, καὶ τοὺς περιτετμηκότας αὐτοὺς ἐθανάτωσαν.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 62] Καὶ πολλοὶ ἐν Ἰσραὴλ ἐκραταιώθησαν, καὶ ὠχυρώθησαν ἐν ἑαυτοῖς τοῦ μὴ φαγεῖν κοινά.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 63] Καὶ ἐπελέξαντο ἀποθανεῖν, ἵνα μὴ μιανθῶσι τοῖς βρώμασι, καὶ μὴ βεβηλώσωσι διαθήκην ἁγίαν· καὶ ἀπέθανον.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 64] Καὶ ἐγένετο ὀργὴ μεγάλη ἐπὶ Ἰσραὴλ σφόδρα.
