[IRV | KN | OT | Proverbs | Chapter 16 | Verse 1] ಹೃದಯದ ಸಂಕಲ್ಪವು ಮನುಷ್ಯನ ವಶವು, ತಕ್ಕ ಉತ್ತರಕೊಡುವ ಶಕ್ತಿಯು ಯೆಹೋವನಿಂದಾಗುವುದು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 12] ರಾಜರು ಸಿಂಹಾಸನಕ್ಕೆ ಧರ್ಮವೇ ಆಧಾರವೆಂದು ತಿಳಿದು, ಅಧರ್ಮವನ್ನಾಚರಿಸಲು ಅಸಹ್ಯಪಡುವರು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 13] ರಾಜರು ಸತ್ಯದ ತುಟಿಗಳನ್ನು ಮೆಚ್ಚುವರು, ಯಥಾರ್ಥವಾದಿಯನ್ನು ಪ್ರೀತಿಸುವರು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 14] ರಾಜನ ಕೋಪ ಮೃತ್ಯುವಿನ ದೂತ, ಜಾಣನು ಅದನ್ನು ಶಮನಪಡಿಸುವನು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 15] ಪ್ರಭುವಿನ ಮುಖಪ್ರಸನ್ನತೆ ಜೀವ, ಆತನ ದಯೆ ಮುಂಗಾರುಮುಗಿಲು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 16] ಬಂಗಾರಕ್ಕಿಂತಲೂ ಜ್ಞಾನವನ್ನು ಪಡೆಯುವುದು ಎಷ್ಟೋ ಮೇಲು, ಬೆಳ್ಳಿಗಿಂತಲೂ ವಿವೇಕವನ್ನು ಹೊಂದುವುದು ಲೇಸು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 17] ಸತ್ಯವಂತನ ರಾಜಮಾರ್ಗ ಹಾನಿಗೆ ದೂರ, ತನ್ನ ನಡತೆಯನ್ನು ಗಮನಿಸುವವನು ತನ್ನ ಆತ್ಮವನ್ನು ಕಾಯುವನು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 18] ಗರ್ವದಿಂದ ಭಂಗ, ಉಬ್ಬಿನಿಂದ ದೊಬ್ಬು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 19] ಸೊಕ್ಕಿನವರ ಸಂಗಡ ಸೂರೆಯನ್ನು ಹಂಚಿಕೊಳ್ಳುವುದಕ್ಕಿಂತಲೂ, ದೀನರ ಸಂಗಡ ದೈನ್ಯದಿಂದಿರುವುದು ವಾಸಿ.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 20] ದೇವರ ವಾಕ್ಯವನ್ನು ಸ್ಮರಿಸುವವನು ಸುಕ್ಷೇಮವನ್ನು ಪಡೆಯುವನು, ಯೆಹೋವನಲ್ಲಿ ಭರವಸವಿಡುವವನು ಭಾಗ್ಯವಂತನು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 21] ಜ್ಞಾನಹೃದಯರಿಗೆ ಜಾಣರೆಂಬ ಬಿರುದು ಬರುವುದು, ಸವಿತುಟಿಯಿಂದ ಉಪದೇಶ ಶಕ್ತಿಯು ಹೆಚ್ಚುವುದು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 22] ವಿವೇಕಿಗೆ ವಿವೇಕವೇ ಜೀವದ ಬುಗ್ಗೆ, ಮೂರ್ಖನಿಗೆ ಮೂರ್ಖತನವೇ ದಂಡನೆ.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 23] ಜ್ಞಾನಿಯ ಹೃದಯವು ಅವನ ಬಾಯಿಗೆ ಜಾಣತನವನ್ನೂ, ಅವನ ತುಟಿಗಳಿಗೆ ಉಪದೇಶ ಶಕ್ತಿಯನ್ನೂ ಹೆಚ್ಚಿಸುವುದು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 24] ಸವಿನುಡಿಯು ಜೇನುಕೊಡ, ಅದು ಆತ್ಮಕ್ಕೆ ಸಿಹಿ, ಎಲುಬಿಗೆ ಕ್ಷೇಮ.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 25] ಮನುಷ್ಯನ ದೃಷ್ಟಿಗೆ ಸರಳವಾಗಿ ತೋರುವ ಒಂದು ದಾರಿಯುಂಟು, ಕಟ್ಟಕಡೆಗೆ ಅದು ಮರಣಮಾರ್ಗವೇ.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 26] ದುಡಿಯುವವನಿಗೆ ಅವನ ಹೊಟ್ಟೆಯೇ ದುಡಿಯುವಂತೆ ಮಾಡುವುದು, ದುಡಿಯಲಿಕ್ಕೆ ಅವನ ಬಾಯೇ ಅವನನ್ನು ಒತ್ತಾಯ ಮಾಡುವುದು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 27] ನೀಚನು ಕೇಡೆಂಬ ಕುಣಿಯನ್ನು ತೋಡುತ್ತಾನೆ, ಅವನ ಮಾತುಗಳು ಬೆಂಕಿಯ ಉರಿಯಂತಿದೆ.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 28] ತುಂಟನು ಜಗಳ ಬಿತ್ತುತ್ತಾನೆ, ಚಾಡಿಕೋರನು ಮಿತ್ರರನ್ನು ಅಗಲಿಸುತ್ತಾನೆ.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 29] ಬಲಾತ್ಕಾರಿಯು ನೆರೆಯವನನ್ನು ಮರುಳುಗೊಳಿಸಿ, ದುರ್ಮಾರ್ಗಕ್ಕೆ ಎಳೆಯುವನು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 30] ಕಣ್ಣನ್ನು ಮುಚ್ಚಿಕೊಳ್ಳುವವನು ಕುಯುಕ್ತಿಯನ್ನು ಕಲ್ಪಿಸುವನು, ತುಟಿಯನ್ನು ಕಚ್ಚುವವನು ಕೇಡನ್ನು ಸಾಧಿಸುವನು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 31] ನರೆಗೂದಲೇ ಸುಂದರ ಕಿರೀಟವು, ಅದು ಧರ್ಮಮಾರ್ಗದಲ್ಲಿ ದೊರಕುವುದು.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 32] ದೀರ್ಘಶಾಂತನು ಶೂರನಿಗಿಂತಲೂ ಶ್ರೇಷ್ಠ, ತನ್ನನ್ನು ಆಳುವವನು ಪಟ್ಟಣವನ್ನು ಗೆದ್ದವನಿಗಿಂತಲೂ ಬಲಿಷ್ಠ.
[IRV | KN | OT | Proverbs | Chapter 16 | Verse 33] ಮಡಲಿನಲ್ಲಿ ಚೀಟು ಹಾಕಬಹುದು, ಅದರ ತೀರ್ಪು ಯೆಹೋವನದೇ.
