[IRV | KN | OT | Proverbs | Chapter 31 | Verse 1] ಅರಸನಾದ ಲೆಮೂವೇಲನ ಮಾತುಗಳು, ಅಂದರೆ ಅವನ ತಾಯಿಯು ಅವನಿಗೆ ಉಪದೇಶಿಸಿದ ದೈವೋಕ್ತಿಯು,
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 12] ಆಕೆಯು ಜೀವಮಾನದಲ್ಲೆಲ್ಲಾ ಅವನಿಗೆ ಅಹಿತವನ್ನು ಮಾಡದೆ, ಹಿತವನ್ನೇ ಮಾಡುತ್ತಿರುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 13] ಉಣ್ಣೆಯನ್ನೂ, ಸೆಣಬನ್ನೂ ಹುಡುಕಿ ತಂದು, ಕೈಕೆಲಸವನ್ನು ಆಸಕ್ತಿಯಿಂದ ಮಾಡುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 14] ವ್ಯಾಪಾರದ ಹಡಗುಗಳಂತೆ, ದೂರದಿಂದ ಬೇಕಾದ ಆಹಾರವನ್ನು ತರುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 15] ಇನ್ನೂ ಕತ್ತಲಿರುವಾಗಲೇ ಎದ್ದು, ಮನೆಯವರಿಗೆ ಆಹಾರವನ್ನು, ನೀಡುವಳು ದಾಸಿಯರಿಗೆ ದಿನದ ಕೆಲಸಗಳನ್ನು ಹಂಚುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 16] ಹೊಲವನ್ನು ನೋಡಿ ಯೋಚಿಸಿ ಕೊಂಡುಕೊಳ್ಳುವಳು, ತನ್ನ ಕೈಗೆಲಸದ ಲಾಭದಿಂದ ದ್ರಾಕ್ಷಿತೋಟವನ್ನು ಮಾಡಿಸುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 17] ನಡುವಿನ ಬಲವೆಂಬ ಪಟ್ಟಿಯನ್ನು ಕಟ್ಟಿಕೊಂಡು, ತೋಳುಗಳನ್ನು ಶಕ್ತಿಗೊಳಿಸುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 18] ವಿವೇಚಿಸಿ ಬಹುಲಾಭವಾಯಿತೆಂದು ತಿಳುಕೊಳ್ಳುವಳು, ಆಕೆಯ ದೀಪವು ರಾತ್ರಿಯಲ್ಲೆಲ್ಲಾ ಆರದು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 19] ರಾಟೆಯ ಮೇಲೆ ಕೈ ಹಾಕಿ, ಕದರನ್ನು ಹಿಡಿಯುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 20] ಬಡವರಿಗಾಗಿ ಕೈ ಬಿಚ್ಚಿ, ದಿಕ್ಕಿಲ್ಲದವರಿಗೆ ಕೈ ನೀಡುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 21] ಮನೆಯವರೆಲ್ಲರಿಗೂ ಸಕಲಾತಿಯನ್ನು ಹೊದಿಸಿರುವುದರಿಂದ, ಅವರ ವಿಷಯವಾಗಿ ಆಕೆಗೆ ಹಿಮದ ಭಯವಿಲ್ಲ.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 22] ತನಗಾಗಿ ರತ್ನಗಂಬಳಿಗಳನ್ನು ಮಾಡುವಳು, ಆಕೆಯ ಉಡುಪು ನಾರುಮಡಿ, ರಕ್ತಾಂಬರ.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 23] ಆಕೆಯ ಪತಿಯು ನ್ಯಾಯಸ್ಥಾನದಲ್ಲಿ, ದೇಶದ ಹಿರಿಯರ ಮಧ್ಯದಲ್ಲಿ ಕುಳಿತಿರುವಾಗ ಪ್ರಸಿದ್ಧನಾಗಿ ಕಾಣುವನು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 24] ಹಚ್ಚಡಗಳನ್ನು ನೆಯ್ದು ಮಾರಾಟಮಾಡುವಳು, ನಡುಕಟ್ಟುಗಳನ್ನು ವರ್ತಕನಿಗೆ ಒದಗಿಸುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 25] ಬಲವನ್ನು, ತೇಜಸ್ಸನ್ನು ಹೊದ್ದುಕೊಂಡಿರುವಳು, ಭವಿಷ್ಯತ್ತಿನ ಭಯವಿಲ್ಲದೆ ನಗುತ್ತಿರುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 26] ಬಾಯಿದೆರೆದು ಜ್ಞಾನವನ್ನು ತೋರ್ಪಡಿಸುವಳು. ಆಕೆಯ ನಾಲಿಗೆಯು ಬುದ್ಧಿಯನ್ನು ಪ್ರೀತಿಪೂರ್ವಕವಾಗಿ ಹೇಳುವುದು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 27] ಸೋಮಾರಿತನದ ಅನ್ನವನ್ನು ತಿನ್ನದೆ, ಗೃಹಕೃತ್ಯಗಳನ್ನೆಲ್ಲಾ ನೋಡಿಕೊಳ್ಳುವಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 28] ಮಕ್ಕಳು ಎದ್ದುನಿಂತು ಆಕೆಯನ್ನು “ಧನ್ಯಳು” ಎಂದು ಹೇಳುವರು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 29] ಪತಿಯು ಸಹ, “ಬಹುಮಂದಿ ಸ್ತ್ರೀಯರು ಗುಣವತಿಯರಾಗಿ ನಡೆದಿದ್ದಾರೆ, ಅವರೆಲ್ಲರಿಗಿಂತಲೂ ನೀನೇ ಶ್ರೇಷ್ಠಳು” ಎಂದು ಆಕೆಯನ್ನು ಕೊಂಡಾಡುವನು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 30] ಸೌಂದರ್ಯವು ನೆಚ್ಚತಕ್ಕದ್ದಲ್ಲ, ಲಾವಣ್ಯವು ನೆಲೆಯಲ್ಲ, ಯೆಹೋವನಲ್ಲಿ ಭಯಭಕ್ತಿಯುಳ್ಳವಳೇ ಸ್ತೋತ್ರಪಾತ್ರಳು.
[IRV | KN | OT | Proverbs | Chapter 31 | Verse 31] ಆಕೆಯ ಕೈಕೆಲಸಕ್ಕೆ ಪ್ರತಿಫಲವನ್ನು ಸಲ್ಲಿಸಿರಿ, ಆಕೆಯ ಕಾರ್ಯಗಳೇ ಪುರದ್ವಾರಗಳಲ್ಲಿ ಆಕೆಯನ್ನು ಪ್ರಶಂಸಿಸಲಿ.
