[IRV | KN | OT | Proverbs | Chapter 10 | Verse 1] ಜ್ಞಾನಿಯಾದ ಮಗನಿಂದ ತಂದೆಗೆ ಆನಂದ, ಅಜ್ಞಾನಿಯಾದ ಮಗನಿಂದ ತಾಯಿಗೆ ದುಃಖ.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 22] ಯೆಹೋವನ ಆಶೀರ್ವಾದವು ಭಾಗ್ಯದಾಯಕವು, ಅದು ವ್ಯಸನವನ್ನು ಸೇರಿಸದು.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 23] ಅವಿವೇಕಿಗೆ ಕುಯುಕ್ತಿ ವಿನೋದ ವಿವೇಕಿಗೆ ಜ್ಞಾನ ವಿನೋದ.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 24] ದುಷ್ಟನಿಗೆ ಶಂಕಿಸಿದ್ದೇ ಸಂಭವಿಸುವುದು, ಶಿಷ್ಟನಿಗೆ ಇಷ್ಟವು ಲಭಿಸುವುದು.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 25] ಬಿರುಗಾಳಿ ಬೀಸಿದರೆ ದುಷ್ಟನು ಎಲ್ಲೋ! ಶಿಷ್ಟನು ಶಾಶ್ವತವಾದ ಕಟ್ಟಡ.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 26] ಹಲ್ಲುಗಳಿಗೆ ಹುಳಿಯೂ, ಕಣ್ಣುಗಳಿಗೆ ಹೊಗೆಯೂ ಹೇಗೋ, ಯಜಮಾನನಿಗೆ ಸೋಮಾರಿಯು ಹಾಗೆ.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 27] ಯೆಹೋವನಿಗೆ ಭಯಪಡುವವರ ದಿನಗಳಿಗೆ ವೃದ್ಧಿ, ದುಷ್ಟರ ವರ್ಷಗಳು ಅಲ್ಪ.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 28] ಶಿಷ್ಟನ ನಂಬಿಕೆಗೆ ಆನಂದವು ಫಲ, ದುಷ್ಟನ ನಿರೀಕ್ಷೆ ನಿಷ್ಫಲ.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 29] ಯೆಹೋವನು ಸನ್ಮಾರ್ಗಿಗೆ ಆಶ್ರಯ, ಕೆಡುಕನಿಗೆ ನಾಶನ.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 30] ಶಿಷ್ಟರು ಎಂದಿಗೂ ಕದಲರು, ದುಷ್ಟರು ದೇಶದಲ್ಲಿ ನಿಲ್ಲರು.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 31] ಶಿಷ್ಟನ ಬಾಯಲ್ಲಿ ಜ್ಞಾನವು ಮೊಳೆಯುವುದು, ನೀಚನ ನಾಲಿಗೆ ಕತ್ತರಿಸಲ್ಪಡುವುದು.
[IRV | KN | OT | Proverbs | Chapter 10 | Verse 32] ಶಿಷ್ಟನ ತುಟಿಯಲ್ಲಿ ಹಿತವಚನ, ದುಷ್ಟನ ಬಾಯಲ್ಲಿ ನೀಚವಚನ.
