[GNV | EN | NT | Acts | Chapter 7 | Verse 1] Then sayd the chiefe Priest, Are these things so?
[GNV | EN | NT | Acts | Chapter 7 | Verse 25] For hee supposed his brethren would haue vnderstand, that God by his hande should giue them deliuerance: but they vnderstoode it not.
[GNV | EN | NT | Acts | Chapter 7 | Verse 26] And the next day, he shewed himselfe vnto them as they stroue, and woulde haue set them at one againe, saying, Syrs, ye are brethren: why doe ye wrong one to another?
[GNV | EN | NT | Acts | Chapter 7 | Verse 27] But he that did his neighbour wrong, thrust him away, saying, Who made thee a prince, and a iudge ouer vs?
[GNV | EN | NT | Acts | Chapter 7 | Verse 28] Wilt thou kill mee, as thou diddest the Egyptian yesterday?
[GNV | EN | NT | Acts | Chapter 7 | Verse 29] Then fled Moses at that saying, and was a stranger in the land of Madian, where he begate two sonnes.
[GNV | EN | NT | Acts | Chapter 7 | Verse 30] And when fourtie yeres were expired, there appeared to him in the wildernes of mout Sina, an Angel of the Lord in a flame of fire, in a bush.
[GNV | EN | NT | Acts | Chapter 7 | Verse 31] And when Moses sawe it, hee wondred at the sight: and as he drew neere to consider it, the voyce of the Lord came vnto him, saying,
[GNV | EN | NT | Acts | Chapter 7 | Verse 32] I am the God of thy fathers, the God of Abraham, and the God of Isaac, and the God of Iacob. Then Moses trembled, and durst not behold it.
[GNV | EN | NT | Acts | Chapter 7 | Verse 33] Then the Lord said to him, Put off thy shoes from thy feete: for the place where thou standest, is holy ground.
[GNV | EN | NT | Acts | Chapter 7 | Verse 34] I haue seene, I haue seene the affliction of my people, which is in Egypt, and I haue heard their groning, and am come downe to deliuer them: and nowe come, and I will sende thee into Egypt.
[GNV | EN | NT | Acts | Chapter 7 | Verse 35] This Moses whome they forsooke, saying, Who made thee a prince and a iudge? the same God sent for a prince, and a deliuerer by the hand of the Angel, which appeared to him in the bush.
[GNV | EN | NT | Acts | Chapter 7 | Verse 36] Hee brought them out, doing wonders, and miracles in the land of Egypt, and in the red sea, and in the wildernes fourtie yeeres.
[GNV | EN | NT | Acts | Chapter 7 | Verse 37] This is that Moses, which saide vnto the children of Israel, A Prophet shall the Lord your God raise vp vnto you, euen of your brethren, like vnto me: him shall ye heare.
[GNV | EN | NT | Acts | Chapter 7 | Verse 38] This is he that was in the Congregation, in the wildernes with the Angell, which spake to him in mount Sina, and with our fathers, who receiued the liuely oracles to giue vnto vs.
[GNV | EN | NT | Acts | Chapter 7 | Verse 39] To whom our fathers would not obey, but refused, and in their hearts turned backe againe into Egypt:
[GNV | EN | NT | Acts | Chapter 7 | Verse 40] Saying vnto Aaron, Make vs gods that may goe before vs: for we knowe not what is become of this Moses that brought vs out of the land of Egypt.
[GNV | EN | NT | Acts | Chapter 7 | Verse 41] And they made a calfe in those dayes, and offered sacrifice vnto the idole, and reioyced in the workes of their owne handes.
[GNV | EN | NT | Acts | Chapter 7 | Verse 42] Then God turned himselfe away, and gaue them vp to serue the host of heauen, as it is written in the booke of the Prophets, O house of Israel, haue ye offred to me slaine beasts and sacrifices by the space of fourtie yeres in the wildernes?
[GNV | EN | NT | Acts | Chapter 7 | Verse 43] And ye tooke vp the tabernacle of Moloch, and the starre of your god Remphan, figures, which ye made to worship them: therefore I will carie you away beyond Babylon.
[GNV | EN | NT | Acts | Chapter 7 | Verse 44] Our fathers had the tabernacle of witnes, in the wildernes, as hee had appointed, speaking vnto Moses, that he should make it according to the fashion that he had seene.
[GNV | EN | NT | Acts | Chapter 7 | Verse 45] Which tabernacle also our fathers receiued, and brought in with Iesus into the possession of the Gentiles, which God draue out before our fathers, vnto the dayes of Dauid:
[GNV | EN | NT | Acts | Chapter 7 | Verse 46] Who found fauour before God, and desired that hee might finde a tabernacle for the God of Iacob.
[GNV | EN | NT | Acts | Chapter 7 | Verse 47] But Salomon built him an house.
[GNV | EN | NT | Acts | Chapter 7 | Verse 48] Howbeit the most High dwelleth not in temples made with handes, as saith the Prophet,
[GNV | EN | NT | Acts | Chapter 7 | Verse 49] Heauen is my throne, and earth is my footestoole: what house wil ye build for me, saith the Lord? or what place is it that I should rest in?
[GNV | EN | NT | Acts | Chapter 7 | Verse 50] Hath not mine hand made all these things?
[GNV | EN | NT | Acts | Chapter 7 | Verse 51] Ye stiffenecked and of vncircumcised heartes and eares, ye haue alwayes resisted the holy Ghost: as your fathers did, so do you.
[GNV | EN | NT | Acts | Chapter 7 | Verse 52] Which of the Prophets haue not your fathers persecuted? and they haue slaine them, which shewed before of the comming of that Iust, of whome ye are now the betrayers and murtherers,
[GNV | EN | NT | Acts | Chapter 7 | Verse 53] Which haue receiued the Lawe by the ordinance of Angels, and haue not kept it.
[GNV | EN | NT | Acts | Chapter 7 | Verse 54] But when they heard these thinges, their heartes brast for anger, and they gnashed at him with their teeth.
[GNV | EN | NT | Acts | Chapter 7 | Verse 55] But he being full of the holy Ghost, looked stedfastly into heauen, and sawe the glory of God, and Iesus standing at the right hand of God,
[GNV | EN | NT | Acts | Chapter 7 | Verse 56] And said, Beholde, I see the heauens open, and the Sonne of man standing at the right hand of God.
[GNV | EN | NT | Acts | Chapter 7 | Verse 57] Then they gaue a shoute with a loude voyce, and stopped their eares, and ranne vpon him violently all at once,
[GNV | EN | NT | Acts | Chapter 7 | Verse 58] And cast him out of the citie, and stoned him: and the witnesses layd downe their clothes at a yong mans feete, named Saul.
[GNV | EN | NT | Acts | Chapter 7 | Verse 59] And they stoned Steuen, who called on God, and said, Lord Iesus, receiue my spirit.
[GNV | EN | NT | Acts | Chapter 7 | Verse 60] And he kneeled downe, and cried with a loude voyce, Lord, laye not this sinne to their charge. And when he had thus spoken, he slept.
