[YLT | EN | NT | John | Chapter 4 | Verse 1] When therefore the Lord knew that the Pharisees heard that Jesus more disciples doth make and baptize than John,
[YLT | EN | NT | John | Chapter 4 | Verse 39] And from that city many believed in him, of the Samaritans, because of the word of the woman testifying, — 'He told me all things — as many as I did.'
[YLT | EN | NT | John | Chapter 4 | Verse 40] When, then, the Samaritans came unto him, they were asking him to remain with them, and he remained there two days;
[YLT | EN | NT | John | Chapter 4 | Verse 41] and many more did believe because of his word,
[YLT | EN | NT | John | Chapter 4 | Verse 42] and said to the woman — 'No more because of thy speaking do we believe; for we ourselves have heard and known that this is truly the Saviour of the world — the Christ.'
[YLT | EN | NT | John | Chapter 4 | Verse 43] And after the two days he went forth thence, and went away to Galilee,
[YLT | EN | NT | John | Chapter 4 | Verse 44] for Jesus himself testified that a prophet in his own country shall not have honour;
[YLT | EN | NT | John | Chapter 4 | Verse 45] when then, he came to Galilee, the Galileans received him, having seen all things that he did in Jerusalem in the feast — for they also went to the feast.
[YLT | EN | NT | John | Chapter 4 | Verse 46] Jesus came, therefore, again to Cana of Galilee, where he made the water wine, and there was a certain courtier, whose son was ailing in Capernaum,
[YLT | EN | NT | John | Chapter 4 | Verse 47] he, having heard that Jesus is come out of Judea to Galilee, went away unto him, and was asking him that he may come down and may heal his son, for he was about to die.
[YLT | EN | NT | John | Chapter 4 | Verse 48] Jesus then said unto him, 'If signs and wonders ye may not see, ye will not believe.'
[YLT | EN | NT | John | Chapter 4 | Verse 49] The courtier saith unto him, 'Sir, come down before my child die;'
[YLT | EN | NT | John | Chapter 4 | Verse 50] Jesus saith to him, 'Be going on; thy son doth live.' And the man believed the word that Jesus said to him, and was going on,
[YLT | EN | NT | John | Chapter 4 | Verse 51] and he now going down, his servants met him, and told, saying — 'Thy child doth live;'
[YLT | EN | NT | John | Chapter 4 | Verse 52] he inquired then of them the hour in which he became better, and they said to him — 'Yesterday at the seventh hour the fever left him;'
[YLT | EN | NT | John | Chapter 4 | Verse 53] then the father knew that [it was] in that hour in which Jesus said to him — 'Thy son doth live,' and he himself believed, and his whole house;
[YLT | EN | NT | John | Chapter 4 | Verse 54] this again a second sign did Jesus, having come out of Judea to Galilee.
