[IRV | PA | OT | Psalms | Chapter 104 | Verse 1] ਹੇ ਮੇਰੀ ਜਾਨ, ਯਹੋਵਾਹ ਨੂੰ ਮੁਬਾਰਕ ਆਖ, ਹੇ ਯਹੋਵਾਹ, ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਤੂੰ ਅੱਤ ਮਹਾਨ ਹੈਂ, ਤੂੰ ਤੇਜ ਅਤੇ ਉਪਮਾ ਦੀ ਪੁਸ਼ਾਕ ਪਹਿਨੀ ਹੋਈ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 104 | Verse 12] ਉਨ੍ਹਾਂ ਦੇ ਲਾਗੇ ਅਕਾਸ਼ ਦੇ ਪੰਖੇਰੂ ਵਸੇਰਾ ਕਰਦੇ ਹਨ, ਅਤੇ ਟਹਿਣੀਆਂ ਤੋਂ ਬੋਲਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 13] ਤੂੰ ਆਪਣੇ ਉੱਚੇ ਸਥਾਨਾਂ ਤੋਂ ਪਹਾੜਾਂ ਨੂੰ ਸਿੰਜਦਾ ਹੈਂ, ਅਤੇ ਤੇਰੇ ਕੰਮਾਂ ਦੇ ਫਲ ਨਾਲ ਧਰਤੀ ਰੱਜਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 14] ਤੂੰ ਡੰਗਰਾਂ ਲਈ ਘਾਹ ਅਤੇ ਇਨਸਾਨ ਦੀ ਸੇਵਾ ਲਈ ਸਾਗ ਪੱਤ ਉਗਾਉਂਦਾ ਹੈਂ, ਕਿ ਧਰਤੀ ਵਿੱਚੋਂ ਆਹਾਰ ਕੱਢੇਂ,
[IRV | PA | OT | Psalms | Chapter 104 | Verse 15] ਦਾਖ਼ਰਸ ਜਿਹੜੀ ਇਨਸਾਨ ਦੇ ਦਿਲ ਨੂੰ ਅਨੰਦ ਕਰਦੀ ਹੈ, ਅਤੇ ਤੇਲ ਜਿਹੜਾ ਉਹ ਦੇ ਮੁੱਖੜੇ ਨੂੰ ਚਮਕਾਉਂਦਾ ਹੈ, ਨਾਲੇ ਰੋਟੀ ਜਿਹੜੀ ਇਨਸਾਨ ਦੇ ਦਿਲ ਨੂੰ ਤਕੜਿਆਂ ਕਰਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 16] ਯਹੋਵਾਹ ਦੇ ਰੁੱਖ ਤ੍ਰਿਪਤ ਰਹਿੰਦੇ, ਲਬਾਨੋਨ ਦੇ ਦਿਆਰ ਜਿਹੜੇ ਉਸ ਨੇ ਲਾਏ,
[IRV | PA | OT | Psalms | Chapter 104 | Verse 17] ਜਿੱਥੇ ਚਿੜ੍ਹੀਆਂ ਆਪਣੇ ਆਹਲਣੇ ਬਣਾਉਂਦੀਆਂ ਹਨ, ਅਤੇ ਲਮਢੀਂਗ ਦਾ ਘਰ ਚੀਲ ਦੇ ਰੁੱਖਾਂ ਉੱਤੇ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 18] ਉੱਚੇ ਪਰਬਤ ਜੰਗਲੀ ਬੱਕਰੀਆਂ ਲਈ ਹਨ, ਢਿੱਗਾਂ ਪਹਾੜੀ ਖਰਗੋਸ਼ਾਂ ਲਈ ਓਟ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 19] ਉਹ ਨੇ ਚੰਦ ਨੂੰ ਥਿਤਾਂ ਲਈ ਬਣਾਇਆ, ਸੂਰਜ ਆਪਣੇ ਡੁੱਬਣ ਦਾ ਵੇਲਾ ਜਾਣਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 20] ਤੂੰ ਅਨ੍ਹੇਰਾ ਕਰਦਾ ਹੈਂ ਅਤੇ ਰਾਤ ਹੋ ਜਾਂਦੀ ਹੈ, ਤਦ ਸਾਰੇ ਜੰਗਲੀ ਜਾਨਵਰ ਦੱਬੀਂ ਪੈਰੀਂ ਨਿੱਕਲਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 21] ਜੁਆਨ ਬੱਬਰ ਸ਼ੇਰ ਸ਼ਿਕਾਰ ਲਈ ਗੱਜਦੇ ਹਨ, ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਕੋਲੋਂ ਆਪਣਾ ਅਹਾਰ ਮੰਗਦੇ ਹਨ,
[IRV | PA | OT | Psalms | Chapter 104 | Verse 22] ਸੂਰਜ ਚੜਦੇ ਹੀ ਓਹ ਖਿਸਕ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਆਪਣਿਆਂ ਘੁਰਨਿਆਂ ਵਿੱਚ ਜਾ ਬਹਿੰਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 23] ਇਨਸਾਨ ਆਪਣੇ ਕੰਮ ਧੰਦੇ ਨੂੰ ਨਿੱਕਲਦਾ ਹੈ, ਅਤੇ ਆਪਣੀ ਮਿਹਨਤ ਮਜ਼ਦੂਰੀ ਸ਼ਾਮਾਂ ਤੋੜੀ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 24] ਹੇ ਯਹੋਵਾਹ, ਤੇਰੇ ਕੰਮ ਕੇਡੇ ਢੇਰ ਸਾਰੇ ਹਨ! ਤੂੰ ਇਨ੍ਹਾਂ ਸਾਰਿਆਂ ਨੂੰ ਬੁੱਧੀ ਨਾਲ ਸਾਜਿਆ ਹੈ, ਧਰਤੀ ਤੇਰੀਆਂ ਰਚਨਾਂ ਨਾਲ ਭਰੀ ਹੋਈ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 104 | Verse 25] ਉੱਥੇ ਸਮੁੰਦਰ ਵੱਡਾ ਤੇ ਚੌੜਾ ਹੈ, ਜਿੱਥੇ ਭੁੜਕਣ ਵਾਲੇ ਅਣਗਿਣਤ ਹਨ, ਓਹ ਨਿੱਕੇ-ਨਿੱਕੇ ਤੇ ਵੱਡੇ-ਵੱਡੇ ਜੀਵ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 104 | Verse 26] ਉੱਥੇ ਜਹਾਜ਼ ਚੱਲਦੇ ਹਨ, ਅਤੇ ਤੂੰ ਲਿਵਯਾਥਾਨ ਨੂੰ ਉਹ ਦੇ ਖੇਡਣ ਲਈ ਰਚਿਆ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 27] ਇਹ ਸਾਰੇ ਤੇਰੀ ਉਡੀਕ ਵਿੱਚ ਹਨ, ਕਿ ਤੂੰ ਵੇਲੇ ਸਿਰ ਉਨ੍ਹਾਂ ਦਾ ਅਹਾਰ ਪਹੁੰਚਾਵੇਂ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 28] ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਦਿੰਦਾ ਹੈਂ, ਓਹ ਚੁਗ ਲੈਂਦੇ ਹਨ, ਤੂੰ ਆਪਣੀ ਮੁੱਠੀ ਖੋਲ੍ਹਦਾ ਹੈਂ, ਓਹ ਪਦਾਰਥਾਂ ਨਾਲ ਰੱਜ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 29] ਤੂੰ ਆਪਣਾ ਮੁਖੜਾ ਲੁਕਾਉਂਦਾ ਹੈਂ, ਓਹ ਘਬਰਾ ਜਾਂਦੇ ਹਨ, ਤੂੰ ਉਨ੍ਹਾਂ ਦਾ ਸਾਹ ਕੱਢ ਲੈਂਦਾ ਹੈਂ, ਓਹ ਪ੍ਰਾਣ ਤਿਆਗਦੇ, ਅਤੇ ਮੁੜ ਆਪਣੀ ਮਿੱਟੀ ਵਿੱਚ ਰਲ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 30] ਤੂੰ ਆਪਣਾ ਆਤਮਾ ਭੇਜਦਾ ਹੈਂ, ਓਹ ਉਤਪੰਨ ਹੋ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਤੂੰ ਜ਼ਮੀਨ ਨੂੰ ਨਵਾਂ ਬਣਾ ਦਿੰਦਾ ਹੈਂ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 31] ਯਹੋਵਾਹ ਦਾ ਪਰਤਾਪ ਸਦਾ ਲਈ ਹੋਵੇ, ਯਹੋਵਾਹ ਆਪਣੇ ਕੰਮਾਂ ਤੋਂ ਅਨੰਦ ਹੋਵੇ,
[IRV | PA | OT | Psalms | Chapter 104 | Verse 32] ਜੋ ਧਰਤੀ ਵੱਲ ਨਿਗਾਹ ਮਾਰਦਾ ਹੈ ਅਤੇ ਉਹ ਕੰਬ ਉੱਠਦੀ ਹੈ, ਉਹ ਪਹਾੜਾਂ ਨੂੰ ਟੁੰਬਦਾ ਹੈ ਅਤੇ ਧੂੰਆਂ ਨਿੱਕਲਦਾ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 104 | Verse 33] ਮੈਂ ਜੀਵਨ ਭਰ ਯਹੋਵਾਹ ਨੂੰ ਗਾਵਾਂਗਾ, ਜਿੰਨਾਂ ਚਿਰ ਮੈਂ ਰਹਾਂਗਾ ਮੈਂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਭਜਨ ਗਾਵਾਂਗਾ!
[IRV | PA | OT | Psalms | Chapter 104 | Verse 34] ਮੇਰਾ ਧਿਆਨ ਉਹ ਨੂੰ ਭਾਵੇ, ਮੈਂ ਯਹੋਵਾਹ ਵਿੱਚ ਮਗਨ ਰਹਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 104 | Verse 35] ਪਾਪੀ ਧਰਤੀ ਤੋਂ ਮਿਟ ਜਾਣ, ਅਤੇ ਦੁਸ਼ਟ ਬਾਕੀ ਨਾ ਰਹਿਣ! ਹੇ ਮੇਰੀ ਜਾਨ, ਯਹੋਵਾਹ ਨੂੰ ਮੁਬਾਰਕ ਆਖ, ਹਲਲੂਯਾਹ!।
