[IRV | PA | OT | Psalms | Chapter 119 | Verse 1] ਧੰਨ ਓਹ ਹਨ ਜਿਹੜੇ ਨਿਰਦੋਸ਼ ਮਾਰਗ ਤੇ ਚਲਦੇ ਹਨ, ਜਿਹੜੇ ਯਹੋਵਾਹ ਦੀ ਬਿਵਸਥਾ ਅਨੁਸਾਰ ਚੱਲਦੇ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 14] ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਦੇ ਰਾਹ ਵਿੱਚ ਖੁਸ਼ ਰਿਹਾ, ਜਿਵੇਂ ਸਾਰੀ ਦੌਲਤ ਉੱਤੇ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 15] ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਵਿੱਚ ਲੀਨ ਹੋਵਾਂਗਾ, ਅਤੇ ਤੇਰੇ ਮਾਰਗਾਂ ਉੱਤੇ ਗੌਰ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 16] ਮੈਂ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਵਿੱਚ ਮਗਨ ਰਹਾਂਗਾ, ਮੈਂ ਤੇਰੇ ਬਚਨ ਨੂੰ ਨਹੀਂ ਵਿਸਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 17] ਆਪਣੇ ਸੇਵਕ ਉੱਤੇ ਉਪਕਾਰ ਕਰ ਕਿ ਮੈਂ ਜਿਉਂਦਾ ਰਹਾਂ, ਤੇ ਤੇਰੇ ਬਚਨ ਦੀ ਪਾਲਣਾ ਕਰਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 18] ਮੇਰੀਆਂ ਅੱਖਾਂ ਖੋਲ੍ਹ, ਕਿ ਮੈਂ ਤੇਰੀ ਬਿਵਸਥਾ ਦੀਆਂ ਅਚਰਜ਼ ਗੱਲਾਂ ਨੂੰ ਵੇਖਾਂ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 19] ਮੈਂ ਧਰਤੀ ਉੱਤੇ ਪਰਦੇਸੀ ਹਾਂ, ਆਪਣੇ ਹੁਕਮ ਮੈਥੋਂ ਗੁਪਤ ਨਾ ਰੱਖ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 20] ਮੇਰੀ ਜਾਨ ਹਰ ਵੇਲੇ ਤੇਰਿਆਂ ਨਿਆਂਵਾਂ ਦੀ ਤਾਂਘ ਵਿੱਚ ਟੁੱਟਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 21] ਮੈਂ ਸਰਾਪੀ ਹੰਕਾਰੀਆਂ ਨੂੰ ਵਰਜਿਆ ਹੈ, ਜਿਹੜੇ ਤੇਰੇ ਹੁਕਮਾਂ ਤੋਂ ਭੁੱਲੇ ਫਿਰਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 22] ਮੇਰੇ ਉੱਤੋਂ ਨਿੰਦਿਆ ਤੇ ਨਫ਼ਰਤ ਦੂਰ ਕਰ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਨੂੰ ਸੰਭਾਲਿਆ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 23] ਸਰਦਾਰਾਂ ਨੇ ਵੀ ਬਹਿ ਕੇ ਮੇਰੇ ਵਿਰੁੱਧ ਗੱਲਾਂ ਕੀਤੀਆਂ ਹਨ, ਪਰ ਤੇਰਾ ਸੇਵਕ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਵਿੱਚ ਲੀਨ ਰਹੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 24] ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਵੀ ਮੇਰੀ ਖੁਸ਼ੀ, ਅਤੇ ਮੇਰੇ ਲਈ ਸਲਾਹਕਾਰ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 25] ਮੇਰੀ ਜਾਨ ਖਾਕ ਵਿੱਚ ਰਲ ਗਈ ਹੈ, ਆਪਣੇ ਬਚਨ ਦੇ ਅਨੁਸਾਰ ਮੈਨੂੰ ਜਿਵਾਲ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 26] ਮੈਂ ਆਪਣੀ ਚਾਲ ਨੂੰ ਪਰਗਟ ਕੀਤਾ ਅਤੇ ਤੂੰ ਮੈਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਆਪਣੀਆਂ ਬਿਧੀਆਂ ਮੈਨੂੰ ਸਿਖਲਾ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 27] ਆਪਣੇ ਫ਼ਰਮਾਨਾਂ ਦਾ ਰਾਹ ਮੈਨੂੰ ਸਮਝਾ, ਤਾਂ ਮੈਂ ਤੇਰੇ ਅਚਰਜ਼ ਸਿਖਿਆਵਾਂ ਉੱਤੇ ਧਿਆਨ ਲਾਵਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 28] ਮੇਰੀ ਜਾਨ ਉਦਾਸੀ ਦੇ ਕਾਰਨ ਢੱਲ਼ ਗਈ ਹੈ, ਆਪਣੇ ਬਚਨ ਦੇ ਅਨੁਸਾਰ ਮੈਨੂੰ ਦ੍ਰਿੜ੍ਹ ਕਰ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 29] ਝੂਠ ਦਾ ਰਾਹ ਮੈਥੋਂ ਦੂਰ ਕਰ, ਅਤੇ ਆਪਣੀ ਬਿਵਸਥਾ ਦਯਾ ਨਾਲ ਮੈਨੂੰ ਬਖਸ਼ ਦੇ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 30] ਮੈਂ ਵਫ਼ਾਦਾਰੀ ਦਾ ਰਾਹ ਚੁਣ ਲਿਆ ਹੈ, ਮੈਂ ਤੇਰਿਆਂ ਨਿਆਂਵਾਂ ਨੂੰ ਆਪਣੇ ਸਨਮੁਖ ਰੱਖਿਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 31] ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਨੂੰ ਫੜ ਛੱਡਿਆ ਹੈ, ਹੇ ਯਹੋਵਾਹ, ਮੈਨੂੰ ਲੱਜਿਆਵਾਨ ਨਾ ਕਰ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 32] ਜਦ ਤੂੰ ਮੇਰੇ ਮਨ ਨੂੰ ਵਧਾਵੇਂਗਾ, ਤਦ ਮੈ ਤੇਰੇ ਹੁਕਮਾਂ ਦੇ ਮਾਰਗ ਉੱਤੇ ਦੌੜਿਆ ਜਾਂਵਾਂਗਾ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 33] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਆਪਣੀਆਂ ਬਿਧੀਆਂ ਦਾ ਰਾਹ ਮੈਨੂੰ ਸਿਖਲਾ, ਤਾਂ ਮੈਂ ਅੰਤ ਤੱਕ ਉਹ ਨੂੰ ਸੰਭਾਲੀ ਰੱਖਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 34] ਮੈਨੂੰ ਸਮਝ ਦੇ ਅਤੇ ਮੈਂ ਤੇਰੀ ਬਿਵਸਥਾ ਨੂੰ ਸਾਂਭਾਂਗਾ, ਸਗੋਂ ਆਪਣੇ ਸਾਰੇ ਮਨ ਨਾਲ ਉਹ ਦੀ ਪਾਲਣਾ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 35] ਮੈਨੂੰ ਆਪਣੇ ਹੁਕਮਾਂ ਦੇ ਮਾਰਗ ਦੀ ਅਗਵਾਈ ਕਰ, ਕਿਉਂ ਜੋ ਉਸ ਵਿੱਚ ਮੈਂ ਮਗਨ ਹਾਂ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 36] ਆਪਣੀਆਂ ਸਾਖੀਆਂ ਵੱਲ ਮੇਰਾ ਦਿਲ ਮੋੜ, ਨਾ ਕਿ ਲੋਭ ਵੱਲ,
[IRV | PA | OT | Psalms | Chapter 119 | Verse 37] ਮੇਰੀਆਂ ਅੱਖਾਂ ਨੂੰ ਵਿਅਰਥ ਵੇਖਣ ਤੋਂ ਮੋੜ ਦੇ, ਆਪਣੇ ਰਾਹਾਂ ਉੱਤੇ ਮੈਨੂੰ ਜਿਵਾਲ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 38] ਆਪਣੇ ਬਚਨ ਨੂੰ ਆਪਣੇ ਸੇਵਕ ਲਈ ਕਾਇਮ ਰੱਖ, ਜਿਹੜਾ ਤੇਰੇ ਭੈਅ ਮੰਨਣ ਵਾਲਿਆਂ ਦੇ ਲਈ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 39] ਮੇਰੀ ਨਿੰਦਿਆ ਨੂੰ ਜਿਸ ਤੋਂ ਮੈਂ ਡਰਦਾ ਹਾਂ ਮੈਥੋਂ ਲੰਘਾ ਦੇ, ਤੇਰੇ ਨਿਆਂ ਭਲੇ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 40] ਵੇਖ, ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਲਈ ਲੋਚਿਆ ਹੈ, ਆਪਣੇ ਧਰਮ ਵਿੱਚ ਮੈਨੂੰ ਜਿਵਾਲ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 41] ਹੇ ਯਹੋਵਾਹ, ਤੇਰੀ ਦਯਾ ਮੇਰੇ ਉੱਤੇ ਆਵੇ, ਤੇਰਾ ਬਚਾਓ ਵੀ ਤੇਰੇ ਬਚਨ ਅਨੁਸਾਰ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 42] ਤਾਂ ਮੈ ਆਪਣੀ ਨਿੰਦਿਆ ਕਰਨ ਵਾਲੇ ਨੂੰ ਉੱਤਰ ਦਿਆਂਗਾ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੇ ਬਚਨ ਉੱਤੇ ਭਰੋਸਾ ਰੱਖਦਾ ਹਾਂ,
[IRV | PA | OT | Psalms | Chapter 119 | Verse 43] ਅਤੇ ਮੇਰੇ ਮੂੰਹੋਂ ਸਚਿਆਈ ਦਾ ਬਚਨ ਮੂਲੋਂ ਹੀ ਖੋਹ ਨਾ ਲੈ, ਕਿਉਂ ਜੋ ਤੇਰੇ ਨਿਆਂਵਾਂ ਉੱਤੇ ਮੇਰੀ ਆਸ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 119 | Verse 44] ਤਾਂ ਮੈ ਤੇਰੀ ਬਿਵਸਥਾ ਦੀ ਹਰ ਵੇਲੇ ਸਦਾ ਤੱਕ ਪਾਲਣਾ ਕਰਾਂਗਾ,
[IRV | PA | OT | Psalms | Chapter 119 | Verse 45] ਅਤੇ ਮੈਂ ਖੁੱਲਮਖੁੱਲਾ ਚੱਲਦਾ ਫਿਰਾਂਗਾ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਦਾ ਤਾਲਿਬ ਰਿਹਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 46] ਮੈਂ ਪਾਤਸ਼ਾਹਾਂ ਦੇ ਸਨਮੁਖ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਦਾ ਚਰਚਾ ਕਰਾਂਗਾ, ਅਤੇ ਲੱਜਿਆਵਾਨ ਨਾ ਹੋਵਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 47] ਮੈਂ ਤੇਰੇ ਹੁਕਮਾਂ ਵਿੱਚ ਅੱਤ ਖੁਸ਼ ਹੋਵਾਂਗਾ, ਜਿਨ੍ਹਾਂ ਨਾਲ ਮੈਂ ਪ੍ਰੀਤ ਲਾਈ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 48] ਮੈਂ ਤੇਰੇ ਹੁਕਮਾਂ ਵੱਲ ਜਿਨ੍ਹਾਂ ਨਾਲ ਮੈਂ ਪ੍ਰੀਤ ਲਾਈ ਹੈ ਆਪਣੇ ਹੱਥ ਅੱਡਾਂਗਾ, ਅਤੇ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਵਿੱਚ ਲੀਨ ਹੋਵਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 49] ਆਪਣੇ ਸੇਵਕ ਲਈ ਉਹ ਬਚਨ ਚੇਤੇ ਕਰ, ਜਿਹ ਦੇ ਉੱਤੇ ਤੂੰ ਮੈਨੂੰ ਆਸ ਦੁਆਈ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 50] ਇਹ ਹੀ ਮੇਰੇ ਦੁੱਖ ਵਿੱਚ ਮੇਰੀ ਤਸੱਲੀ ਹੈ, ਕਿ ਤੇਰੇ ਬਚਨ ਨੇ ਮੈਨੂੰ ਜਿਵਾਲਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 51] ਹੰਕਾਰੀਆਂ ਨੇ ਮੈਨੂੰ ਠੱਠੇ ਵਿੱਚ ਬਹੁਤ ਉਡਾਇਆ ਹੈ, ਪਰ ਮੈਂ ਤੇਰੀ ਬਿਵਸਥਾ ਤੋਂ ਬੇਮੁੱਖ ਨਾ ਹੋਇਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 52] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਤੇਰੇ ਪ੍ਰਾਚੀਨ ਨਿਆਂਵਾਂ ਨੂੰ ਚੇਤੇ ਰੱਖਿਆ ਹੈ, ਅਤੇ ਮੈਨੂੰ ਦਿਲਾਸਾ ਮਿਲਿਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 53] ਮੇਰਾ ਗੁੱਸਾ ਭੱਖ ਉੱਠਿਆ ਹੈ, ਕਿ ਦੁਸ਼ਟ ਤੇਰੀ ਬਿਵਸਥਾ ਨੂੰ ਤਿਆਗ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 54] ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਮੇਰੇ ਮੁਸਾਫ਼ਰੀ ਦੇ ਘਰ ਵਿੱਚ ਮੇਰੇ ਭਜਨ ਸਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 55] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਰਾਤੀਂ ਤੇਰੇ ਨਾਮ ਨੂੰ ਚੇਤੇ ਕੀਤਾ ਹੈ, ਅਤੇ ਤੇਰੀ ਬਿਵਸਥਾ ਦੀ ਪਾਲਣਾ ਕੀਤੀ
[IRV | PA | OT | Psalms | Chapter 119 | Verse 56] ਇਹ ਮੈਨੂੰ ਇਸ ਲਈ ਹੋਇਆ, ਕਿ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਨੂੰ ਸੰਭਾਲਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 57] ਯਹੋਵਾਹ ਮੇਰਾ ਭਾਗ ਹੈ, ਮੈਂ ਆਖਿਆ, ਮੈਂ ਤੇਰਿਆਂ ਬਚਨਾਂ ਦੀ ਪਾਲਣਾ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 58] ਮੈਂ ਆਪਣੇ ਸਾਰੇ ਦਿਲ ਨਾਲ ਤੇਰੇ ਦਰਸ਼ਣ ਲਈ ਬੇਨਤੀ ਕੀਤੀ ਹੈ, ਆਪਣੇ ਬਚਨ ਅਨੁਸਾਰ ਮੇਰੇ ਉੱਤੇ ਕਿਰਪਾ ਕਰ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 59] ਮੈਂ ਆਪਣੇ ਚਾਲ-ਚਲਣ ਨੂੰ ਸੋਚਿਆ, ਅਤੇ ਆਪਣੇ ਪੈਰ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਵੱਲ ਫੇਰੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 60] ਮੈਂ ਛੇਤੀ ਕੀਤੀ ਅਤੇ ਢਿੱਲ ਨਾ ਲਾਈ, ਕਿ ਤੇਰੇ ਹੁਕਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 61] ਦੁਸ਼ਟਾਂ ਦੇ ਬੰਨਾਂ ਨੇ ਮੈਨੂੰ ਵਲ ਲਿਆ, ਪਰ ਮੈਂ ਤੇਰੀ ਬਿਵਸਥਾ ਨੂੰ ਨਹੀਂ ਵਿਸਾਰਿਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 62] ਤੇਰੇ ਧਰਮ ਦਿਆਂ ਨਿਆਂਵਾਂ ਦੇ ਕਾਰਨ, ਅੱਧੀ ਰਾਤ ਨੂੰ ਮੈਂ ਉੱਠ ਕੇ ਤੇਰਾ ਧੰਨਵਾਦ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 63] ਮੈਂ ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਦਾ ਸਾਥੀ ਹਾਂ ਜਿਹੜੇ ਤੇਰਾ ਭੈਅ ਰੱਖਦੇ ਹਨ, ਅਤੇ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਦੀ ਪਾਲਣਾ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 64] ਹੇ ਯਹੋਵਾਹ, ਧਰਤੀ ਤੇਰੀ ਦਯਾ ਨਾਲ ਭਰੀ ਹੋਈ ਹੈ, ਆਪਣੀਆਂ ਬਿਧੀਆਂ ਮੈਨੂੰ ਸਿਖਲਾ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 65] ਆਪਣੇ ਸੇਵਕ ਨਾਲ ਤੂੰ ਭਲਿਆਈ ਕੀਤੀ ਹੈ, ਹੇ ਯਹੋਵਾਹ, ਆਪਣੇ ਬਚਨ ਅਨੁਸਾਰ
[IRV | PA | OT | Psalms | Chapter 119 | Verse 66] ਮੈਨੂੰ ਚੰਗਾ ਬਿਬੇਕ ਤੇ ਗਿਆਨ ਸਿਖਲਾ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੇ ਹੁਕਮਾਂ ਉੱਤੇ ਨਿਹਚਾ ਕੀਤੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 67] ਮੇਰੇ ਦੁਖੀ ਹੋਣ ਤੋਂ ਪਹਿਲਾਂ ਮੈਂ ਭੁੱਲਿਆ ਫਿਰਦਾ ਸੀ, ਪਰ ਹੁਣ ਮੈਂ ਤੇਰੇ ਬਚਨ ਦੀ ਪਾਲਣਾ ਕਰਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 68] ਤੂੰ ਭਲਾ ਹੈਂ ਅਤੇ ਭਲਿਆਈ ਕਰਦਾ ਹੈਂ, ਆਪਣੀਆਂ ਬਿਧੀਆਂ ਮੈਨੂੰ ਸਿਖਲਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 69] ਹੰਕਾਰੀਆਂ ਨੇ ਮੇਰੇ ਉੱਤੇ ਝੂਠ ਥੱਪ ਛੱਡਿਆ ਹੈ, ਮੈਂ ਆਪਣੇ ਸਾਰੇ ਮਨ ਨਾਲ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਨੂੰ ਮੰਨਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 70] ਉਨ੍ਹਾਂ ਦਾ ਮਨ ਚਰਬੀ ਵਰਗਾ ਮੋਟਾ ਹੈ, ਪਰ ਮੈਂ ਤੇਰੀ ਬਿਵਸਥਾ ਵਿੱਚ ਖੁਸ਼ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 71] ਮੇਰੇ ਲਈ ਭਲਾ ਕਿ ਮੈਂ ਦੁਖੀ ਹੋਇਆ, ਤਾਂ ਜੋ ਮੈਂ ਤੇਰੀਆਂ ਬਿਧੀਆਂ ਨੂੰ ਸਿੱਖਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 72] ਤੇਰੇ ਮੂੰਹ ਦੀ ਬਿਵਸਥਾ ਮੇਰੇ ਲਈ ਸੋਨੇ ਤੇ ਚਾਂਦੀ ਦੇ ਹਜ਼ਾਰਾਂ ਸਿੱਕਿਆਂ ਤੋਂ ਚੰਗੀ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 73] ਤੇਰੇ ਹੱਥਾਂ ਨੇ ਮੈਨੂੰ ਬਣਾਇਆ ਤੇ ਰਚਿਆ ਹੈ, ਮੈਨੂੰ ਗਿਆਨ ਦੇ ਕਿ ਮੈਂ ਤੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਸਿੱਖਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 74] ਜਿਹੜੇ ਤੇਰਾ ਭੈਅ ਮੰਨਦੇ ਹਨ ਉਹ ਮੈਨੂੰ ਵੇਖ ਕੇ ਅਨੰਦ ਹੋਣਗੇ, ਕਿਉਂਕਿ ਮੈਂ ਤੇਰੇ ਬਚਨ ਉੱਤੇ ਆਸਾ ਰੱਖੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 75] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਤੇਰੇ ਨਿਆਂ ਧਰਮ ਦੇ ਹਨ, ਸੋ ਤੂੰ ਵਫ਼ਾਦਾਰੀ ਨਾਲ ਮੈਨੂੰ ਦੁੱਖ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 76] ਤੇਰੀ ਦਯਾ ਮੈਨੂੰ ਸ਼ਾਂਤ ਦੇਵੇ, ਤੇਰੇ ਬਚਨ ਅਨੁਸਾਰ ਜਿਹੜਾ ਤੇਰੇ ਸੇਵਕ ਨੂੰ ਮਿਲਿਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 77] ਤੇਰੀਆਂ ਦਿਆਲ਼ਗੀਆਂ ਮੈਨੂੰ ਮਿਲ ਜਾਣ ਕਿ ਮੈਂ ਜੀਂਉਦਾ ਰਹਾਂ, ਕਿਉਂ ਜੋ ਮੇਰੀ ਖੁਸ਼ੀ ਤੇਰੀ ਬਿਵਸਥਾ ਵਿੱਚ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 78] ਹੰਕਾਰੀ ਸ਼ਰਮਿੰਦੇ ਹੋਣ ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਨੇ ਝੂਠ ਨਾਲ ਮੈਨੂੰ ਡੇਗ ਦਿੱਤਾ ਹੈ, ਪਰ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਵਿੱਚ ਲੀਨ ਰਹਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 79] ਤੇਰੇ ਭੈਅ ਮੰਨਣ ਵਾਲੇ ਮੇਰੀ ਵੱਲ ਫਿਰਨ, ਅਤੇ ਉਹ ਜੋ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਜਾਣਦੇ ਹਨ।
