[IRV | PA | OT | Psalms | Chapter 71 | Verse 1] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਤੇਰੀ ਸ਼ਰਨ ਆਇਆ ਹਾਂ, ਮੈਨੂੰ ਕਦੇ ਵੀ ਸ਼ਰਮਿੰਦਾ ਨਾ ਹੋਣ ਦੇ!
[IRV | PA | OT | Psalms | Chapter 71 | Verse 12] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਮੈਥੋਂ ਦੂਰ ਨਾ ਰਹਿ, ਹੇ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਮੇਰੀ ਸਹਾਇਤਾ ਛੇਤੀ ਕਰ!
[IRV | PA | OT | Psalms | Chapter 71 | Verse 13] ਜੋ ਮੇਰੀ ਜਾਨ ਦੇ ਵਿਰੋਧੀ ਹਨ ਓਹ ਸ਼ਰਮਿੰਦੇ ਅਤੇ ਨਾਸ ਹੋ ਜਾਣ, ਜੋ ਮੇਰਾ ਬੁਰਾ ਚਾਹੁੰਦੇ ਹਨ ਓਹ ਉਲਾਹਮੇ ਅਤੇ ਨਿਰਾਦਰੀ ਵਿੱਚ ਭਰ ਜਾਣ!
[IRV | PA | OT | Psalms | Chapter 71 | Verse 14] ਪਰ ਮੈਂ ਸਦਾ ਤੇਰੇ ਉੱਤੇ ਆਸ ਰੱਖਾਂਗਾ ਅਤੇ ਤੇਰੀ ਉਸਤਤ ਤੇ ਉਸਤਤ ਕਰਦਾ ਹੀ ਜਾਂਵਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 15] ਮੇਰਾ ਮੂੰਹ ਜੀਵਨ ਭਰ ਤੇਰੇ ਧਰਮ ਅਤੇ ਤੇਰੀ ਮੁਕਤੀ ਦਾ ਵਰਣਨ ਕਰੇਗਾ, ਜਿਨ੍ਹਾਂ ਦਾ ਲੇਖਾ ਵੀ ਮੈਂ ਨਹੀਂ ਜਾਣ ਸਕਦਾ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 16] ਮੈਂ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦੇ ਬਲ ਵਿੱਚ ਚੱਲਾਂਗਾ, ਮੈਂ ਕੇਵਲ ਤੇਰੇ ਹੀ ਧਰਮ ਦਾ ਜ਼ਿਕਰ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 17] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੂੰ ਮੈਨੂੰ ਜਵਾਨੀ ਤੋਂ ਸਿਖਾਇਆ ਹੈ, ਅਤੇ ਹੁਣ ਤੱਕ ਮੈਂ ਤੇਰੇ ਅਨੋਖੇ ਕੰਮਾਂ ਨੂੰ ਦੱਸਦਾ ਰਿਹਾ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 18] ਸੋ ਬੁਢੇਪੇ ਤੇ ਧੌਲਿਆਂ ਤੱਕ ਵੀ, ਹੇ ਪਰਮੇਸ਼ੁਰ, ਮੈਨੂੰ ਨਾ ਤਿਆਗ, ਜਦ ਤੱਕ ਮੈਂ ਆਉਣ ਵਾਲੀ ਪੀੜ੍ਹੀ ਨੂੰ ਤੇਰਾ ਬਲ, ਅਤੇ ਸਾਰੇ ਆਉਣ ਵਾਲਿਆਂ ਨੂੰ ਤੇਰੀ ਸਮਰੱਥਾ ਨਾ ਦੱਸਾਂ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 19] ਅਤੇ ਤੇਰਾ ਧਰਮ, ਹੇ ਪਰਮੇਸ਼ੁਰ, ਅੱਤ ਉੱਚਾ ਹੈ, ਤੂੰ ਵੱਡੇ-ਵੱਡੇ ਕੰਮ ਕੀਤੇ ਹਨ! ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੇਰੇ ਤੁੱਲ ਕੌਣ ਹੈ?
[IRV | PA | OT | Psalms | Chapter 71 | Verse 20] ਤੂੰ ਜਿਸ ਨੇ ਮੈਨੂੰ ਬਹੁਤ ਅਤੇ ਬੁਰੀਆਂ ਬਿਪਤਾਵਾਂ ਵਿਖਾਈਆਂ ਹਨ, ਮੁੜ ਕੇ ਮੈਨੂੰ ਜਿਵਾਏਂਗਾ, ਅਤੇ ਧਰਤੀ ਦੀਆਂ ਡੁੰਘਿਆਈਆਂ ਵਿੱਚੋਂ ਫੇਰ ਮੈਨੂੰ ਉਠਾਵੇਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 21] ਤੂੰ ਮੇਰੇ ਆਦਰ ਨੂੰ ਵਧਾ, ਅਤੇ ਮੁੜ ਕੇ ਮੈਨੂੰ ਦਿਲਾਸਾ ਦੇ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 22] ਹੇ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਮੈਂ ਵੀ ਤੇਰੀ ਸਚਿਆਈ ਦੇ ਕਾਰਨ, ਸਿਤਾਰ ਵਜਾ ਕੇ ਤੇਰਾ ਧੰਨਵਾਦ ਕਰਾਂਗਾ, ਇਸਰਾਏਲ ਦੇ ਪਵਿੱਤਰ ਪੁਰਖ, ਮੈਂ ਬਰਬਤ ਵਜਾ ਕੇ ਤੇਰਾ ਜਸ ਗਾਵਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 23] ਮੇਰੇ ਬੁੱਲ੍ਹ ਜੈਕਾਰਾ ਗਜਾਉਣਗੇ ਜਦ ਮੈਂ ਤੇਰਾ ਜਸ ਗਾਵਾਂਗਾ, ਅਤੇ ਮੇਰੀ ਜਾਨ ਵੀ ਜਿਸ ਨੂੰ ਤੂੰ ਛੁਟਕਾਰਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 71 | Verse 24] ਮੇਰੀ ਜੀਭ ਵੀ ਸਾਰਾ ਦਿਨ ਤੇਰੇ ਧਰਮ ਦੀ ਚਰਚਾ ਕਰੇਗੀ, ਕਿਉਂਕਿ ਜਿਹੜੇ ਮੇਰਾ ਬੁਰਾ ਚਾਹੁੰਦੇ ਹਨ, ਓਹ ਲੱਜਿਆਵਾਨ ਅਤੇ ਸ਼ਰਮਿੰਦੇ ਹਨ।
