[IRV | PA | OT | Psalms | Chapter 37 | Verse 1] ਬੁਰਿਆਂ ਦੇ ਕਾਰਨ ਨਾ ਕੁੜ੍ਹ, ਕੁਕਰਮੀਆਂ ਵੱਲੋਂ ਨਾ ਸੜ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 12] ਦੁਸ਼ਟ ਧਰਮੀ ਦੇ ਵਿਰੁੱਧ ਮਤਾ ਪਕਾਉਂਦਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਉੱਤੇ ਆਪਣੇ ਦੰਦ ਕਰੀਚਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 13] ਪ੍ਰਭੂ ਦੁਸ਼ਟ ਦੇ ਉੱਤੇ ਹੱਸੇਗਾ, ਕਿਉਂ ਜੋ ਵੇਖਦਾ ਹੈ ਕਿ ਨਿਆਂ ਦਾ ਦਿਨ ਆਉਂਦਾ ਪਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 14] ਦੁਸ਼ਟਾਂ ਨੇ ਤਲਵਾਰ ਧੂਹੀ ਅਤੇ ਆਪਣਾ ਧਣੁੱਖ ਖਿੱਚਿਆ ਹੈ ਤਾਂ ਜੋ ਮਸਕੀਨ ਤੇ ਕੰਗਾਲ ਨੂੰ ਡੇਗ ਦੇਣ, ਅਤੇ ਸਿੱਧੇ ਚਾਲ-ਚੱਲਣ ਵਾਲਿਆਂ ਨੂੰ ਜਾਨੋਂ ਮਾਰ ਸੁੱਟਣ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 15] ਉਨ੍ਹਾਂ ਦੀ ਤਲਵਾਰ ਉਨ੍ਹਾਂ ਹੀ ਦੇ ਦਿਲਾਂ ਵਿੱਚ ਧੱਸੇਗੀ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਧਣੁੱਖ ਭੰਨੇ ਜਾਣਗੇ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 16] ਧਰਮੀ ਦਾ ਥੋੜਾ ਕਈਆਂ ਦੁਸ਼ਟਾਂ ਦੇ ਬਹੁਤੇ ਨਾਲੋਂ ਵੀ ਚੰਗਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 17] ਦੁਸ਼ਟਾਂ ਦੀਆਂ ਬਾਹਾਂ ਤਾਂ ਭੰਨੀਆਂ ਜਾਣਗੀਆਂ, ਪਰ ਧਰਮੀਆਂ ਨੂੰ ਯਹੋਵਾਹ ਸੰਭਾਲਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 18] ਯਹੋਵਾਹ ਖਰੇ ਲੋਕਾਂ ਦੇ ਦਿਨ ਜਾਣਦਾ ਹੈ, ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਅਧਿਕਾਰ ਸਦਾ ਤੱਕ ਰਹੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 19] ਉਹ ਬੁਰੇ ਸਮੇਂ ਦੇ ਵਿੱਚ ਸ਼ਰਮਿੰਦੇ ਨਾ ਹੋਣਗੇ, ਅਤੇ ਕਾਲ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਓਹ ਰੱਜ ਕੇ ਖਾਣਗੇ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 20] ਦੁਸ਼ਟ ਨਾਸ ਹੋ ਜਾਣਗੇ, ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਵੈਰੀ ਮੈਦਾਨ ਦੀ ਘਾਹ ਵਰਗੇ ਹੋਣਗੇ, ਉਹ ਮਿਟ ਜਾਣਗੇ ਸਗੋਂ ਧੂੰਏਂ ਵਾਂਗੂੰ ਮਿਟ ਜਾਣਗੇ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 21] ਦੁਸ਼ਟ ਉਧਾਰ ਲੈਂਦਾ ਹੈ ਅਤੇ ਮੋੜਦਾ ਨਹੀਂ, ਪਰ ਧਰਮੀ ਦਯਾ ਕਰਦਾ ਅਤੇ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 22] ਯਹੋਵਾਹ ਦੇ ਮੁਬਾਰਕ ਲੋਕ ਧਰਤੀ ਦੇ ਵਾਰਿਸ ਹੋਣਗੇ, ਪਰ ਉਹ ਦੇ ਸਰਾਪੀ ਕੱਢ ਦਿੱਤੇ ਜਾਣਗੇ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 23] ਮਨੁੱਖ ਦੀ ਚਾਲ ਯਹੋਵਾਹ ਵੱਲੋਂ ਦ੍ਰਿੜ੍ਹ ਹੁੰਦੀ ਹੈ, ਅਤੇ ਉਸ ਦੇ ਰਾਹ ਤੋਂ ਉਹ ਪਰਸੰਨ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 24] ਭਾਵੇਂ ਉਹ ਡਿੱਗ ਵੀ ਪਵੇ ਪਰ ਡਿੱਗਿਆ ਨਹੀਂ ਰਹੇਗਾ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਉਸਦਾ ਹੱਥ ਸੰਭਾਲਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 25] ਮੈਂ ਜੁਆਨ ਸੀ ਅਤੇ ਹੁਣ ਬੁੱਢਾ ਹੋ ਗਿਆ ਹਾਂ, ਪਰ ਮੈਂ ਨਾ ਧਰਮੀ ਨੂੰ ਤਿਆਗਿਆ ਹੋਇਆ, ਨਾ ਉਹ ਦੀ ਅੰਸ ਨੂੰ ਟੁੱਕੜੇ ਮੰਗਦਿਆਂ ਵੇਖਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 26] ਉਹ ਸਾਰਾ ਦਿਨ ਦਯਾ ਕਰਦਾ ਅਤੇ ਉਧਾਰ ਦਿੰਦਾ ਹੈ, ਉਸ ਦੀ ਅੰਸ ਮੁਬਾਰਕ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 27] ਬੁਰਿਆਈ ਤੋਂ ਹਟ, ਭਲਿਆਈ ਕਰ, ਅਤੇ ਸਦਾ ਤੱਕ ਵੱਸ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 28] ਯਹੋਵਾਹ ਤਾਂ ਨਿਆਂ ਨਾਲ ਪ੍ਰੇਮ ਰੱਖਦਾ ਹੈ, ਅਤੇ ਆਪਣੇ ਭਗਤਾਂ ਨੂੰ ਤਿਆਗਦਾ ਨਹੀਂ, ਉਨ੍ਹਾਂ ਦੀ ਸਦਾ ਤੱਕ ਰੱਖਿਆ ਹੁੰਦੀ ਹੈ, ਪਰ ਦੁਸ਼ਟਾਂ ਦੀ ਅੰਸ ਛੇਕੀ ਜਾਵੇਗੀ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 29] ਧਰਮੀ ਧਰਤੀ ਦੇ ਵਾਰਿਸ ਹੋਣਗੇ, ਅਤੇ ਸਦਾ ਉਸ ਉੱਤੇ ਵੱਸਣਗੇ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 30] ਧਰਮੀ ਦਾ ਮੂੰਹ ਬੁੱਧੀ ਬੋਲਦਾ ਹੈ, ਅਤੇ ਉਹ ਦੀ ਜੁਬਾਨ ਨਿਆਂ ਦੀ ਗੱਲ ਕਰਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 31] ਉਸ ਦੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਵਸਥਾ ਉਹ ਦੇ ਮਨ ਵਿੱਚ ਹੈ, ਉਹ ਦੇ ਪੈਰ ਕਦੀ ਨਾ ਤਿਲਕਣਗੇ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 32] ਦੁਸ਼ਟ ਧਰਮੀ ਦੀ ਤਾਕ ਵਿੱਚ ਰਹਿੰਦਾ ਹੈ, ਕਿ ਉਹ ਨੂੰ ਜਾਨੋਂ ਮਾਰੇ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 33] ਯਹੋਵਾਹ ਉਹ ਨੂੰ ਉਸ ਦੇ ਵੱਸ ਵਿੱਚ ਨਾ ਛੱਡੇਗਾ ਅਤੇ ਜਦ ਉਹ ਦਾ ਫੈਸਲਾ ਹੋ ਜਾਵੇਗਾ ਤਾਂ ਉਹ ਨੂੰ ਦੋਸ਼ੀ ਨਾ ਠਹਿਰਾਵੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 34] ਯਹੋਵਾਹ ਨੂੰ ਉਡੀਕ ਅਤੇ ਉਹ ਦੇ ਰਾਹ ਦੀ ਪਾਲਣਾ ਕਰ, ਤਾਂ ਉਹ ਤੈਨੂੰ ਉੱਚਾ ਕਰੇਗਾ ਕਿ ਤੂੰ ਧਰਤੀ ਦਾ ਵਾਰਿਸ ਬਣੇਂ। ਤੂੰ ਦੁਸ਼ਟਾਂ ਦਾ ਛੇਕਿਆ ਜਾਣਾ ਵੇਖੇਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 35] ਮੈਂ ਦੁਸ਼ਟ ਨੂੰ ਵੱਡੀ ਆਕੜ ਵਿੱਚ, ਅਤੇ ਆਪਣੀ ਨਿੱਜ ਭੂਮੀ ਵਿੱਚ ਕੇਦਾਰ ਦੇ ਹਰੇ ਭਰੇ ਬੂਟੇ ਵਾਂਗੂੰ ਫੈਲਦਿਆਂ ਦੇਖਿਆ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 36] ਪਰ ਉਹ ਲੰਘ ਗਿਆ ਅਤੇ ਵੇਖੋ, ਉਹ ਹੈ ਹੀ ਨਹੀਂ, ਮੈਂ ਵੀ ਉਹ ਨੂੰ ਭਾਲਿਆ ਪਰ ਉਹ ਲੱਭਾ ਹੀ ਨਾ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 37] ਸੰਪੂਰਨ ਮਨੁੱਖ ਵੱਲ ਤੱਕ ਅਤੇ ਸਿੱਧੇ ਪੁਰਖ ਵੱਲ ਵੇਖ, ਕਿ ਸਲਾਮਤੀ ਦੇ ਮਨੁੱਖ ਦੀ ਅੰਸ ਰਹਿੰਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 37 | Verse 38] ਪਰ ਅਪਰਾਧੀ ਇਕੱਠੇ ਹੀ ਨਾਸ ਹੋ ਜਾਣਗੇ, ਦੁਸ਼ਟਾਂ ਦੀ ਅੰਸ ਛੇਕੀ ਜਾਵੇਗੀ!
[IRV | PA | OT | Psalms | Chapter 37 | Verse 39] ਪਰ ਧਰਮੀਆਂ ਦਾ ਬਚਾਓ ਯਹੋਵਾਹ ਵੱਲੋਂ ਹੈ, ਅਤੇ ਦੁੱਖ ਦੇ ਸਮੇਂ ਉਹ ਉਨ੍ਹਾਂ ਦਾ ਗੜ੍ਹ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 37 | Verse 40] ਅਤੇ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਦੀ ਸਹਾਇਤਾ ਕਰਦਾ ਅਤੇ ਛੁਡਾਉਂਦਾ ਹੈ, ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਦੁਸ਼ਟਾਂ ਤੋਂ ਛੁਡਾਉਂਦਾ ਅਤੇ ਬਚਾਉਂਦਾ ਹੈ, ਕਿਉਂ ਜੋ ਉਹ ਉਸ ਦੀ ਸ਼ਰਨ ਆਏ ਹਨ।
