[IRV | PA | OT | Psalms | Chapter 18 | Verse 1] ਹੇ ਯਹੋਵਾਹ, ਮੇਰੇ ਬਲ, ਮੈਂ ਤੇਰੇ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 12] ਉਹ ਦੀ ਹਜ਼ੂਰੀ ਦੀ ਝਲਕ ਤੋਂ ਅਤੇ ਉਹ ਦੀਆਂ ਘਟਾਂਵਾਂ ਦੇ ਵਿੱਚੋਂ ਗੜੇ ਅਤੇ ਅੰਗਿਆਰੇ ਨਿੱਕਲੇ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 13] ਤਦ ਯਹੋਵਾਹ ਅਕਾਸ਼ ਵਿੱਚ ਗਰਜਿਆ, ਅਤੇ ਅੱਤ ਮਹਾਨ ਨੇ ਆਪਣੀ ਅਵਾਜ਼ ਸੁਣਾਈ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 14] ਫੇਰ ਉਸ ਨੇ ਆਪਣੇ ਤੀਰ ਚਲਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਤਿੱਤਰ-ਬਿੱਤਰ ਕੀਤਾ, ਅਤੇ ਬਿਜਲੀਆਂ ਲਿਸ਼ਕਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਘਬਰਾ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 15] ਤਾਂ ਤੇਰੇ ਦਬਕੇ ਦੇ ਕਾਰਨ, ਹੇ ਯਹੋਵਾਹ, ਤੇਰੀਆਂ ਨਾਸਾਂ ਦੇ ਸੁਆਸ ਦੇ ਝੋਕੇ ਦੇ ਕਾਰਨ ਸਮੁੰਦਰਾਂ ਦੀਆਂ ਸਤਹ ਦਿੱਸ ਪਈਆਂ, ਅਤੇ ਜਗਤ ਦੀਆਂ ਨੀਹਾਂ ਖੁੱਲ੍ਹ ਗਈਆਂ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 16] ਉਸ ਨੇ ਉੱਪਰੋਂ ਹੱਥ ਵਧਾ ਕੇ ਮੈਨੂੰ ਸੰਭਾਲ ਲਿਆ ਅਤੇ ਮੈਨੂੰ ਪਾਣੀ ਦੇ ਹੜ੍ਹਾਂ ਵਿੱਚੋਂ ਕੱਢ ਲਿਆ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 17] ਮੇਰੇ ਬਲਵੰਤ ਵੈਰੀ ਤੋਂ ਉਸ ਨੇ ਮੈਨੂੰ ਛੁਡਾਇਆ, ਅਤੇ ਉਹਨਾਂ ਤੋਂ ਜਿਹੜੇ ਮੈਥੋਂ ਘਿਣ ਕਰਦੇ ਸਨ, ਕਿਉਂ ਜੋ ਓਹ ਮੇਰੇ ਨਾਲੋਂ ਬਹੁਤ ਤਕੜੇ ਸਨ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 18] ਮੇਰੀ ਬਿਪਤਾ ਦੇ ਦਿਨ ਉਨ੍ਹਾਂ ਨੇ ਮੇਰਾ ਸਾਹਮਣਾ ਕੀਤਾ, ਪਰੰਤੂ ਯਹੋਵਾਹ ਮੇਰਾ ਆਸਰਾ ਸੀ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 19] ਉਹ ਮੈਨੂੰ ਖੁੱਲ੍ਹੇ ਸਥਾਨ ਵਿੱਚ ਕੱਢ ਲਿਆਇਆ, ਉਸ ਨੇ ਮੈਨੂੰ ਛੁਡਾਇਆ ਕਿਉਂ ਜੋ ਉਹ ਮੈਥੋਂ ਪ੍ਰਸੰਨ ਸੀ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 20] ਯਹੋਵਾਹ ਨੇ ਮੇਰੇ ਧਰਮ ਦੇ ਅਨੁਸਾਰ ਮੈਨੂੰ ਬਦਲਾ ਦਿੱਤਾ, ਮੇਰੇ ਹੱਥਾਂ ਦੀ ਸੁੱਚਮਤਾਈ ਦੇ ਅਨੁਸਾਰ ਮੈਨੂੰ ਵੱਟਾ ਦਿੱਤਾ,
[IRV | PA | OT | Psalms | Chapter 18 | Verse 21] ਕਿਉਂ ਜੋ ਮੈਂ ਯਹੋਵਾਹ ਦੇ ਰਾਹਾਂ ਦੀ ਪਾਲਣਾ ਕੀਤੀ, ਅਤੇ ਬਦੀ ਕਰਕੇ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਬੇਮੁੱਖ ਨਹੀਂ ਹੋਇਆ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 22] ਉਹ ਦੇ ਸਾਰੇ ਨਿਯਮ ਮੇਰੇ ਸਾਹਮਣੇ ਰਹੇ, ਅਤੇ ਉਹ ਦੀਆਂ ਬਿਧੀਆਂ ਨੂੰ ਮੈਂ ਆਪਣੇ ਕੋਲੋਂ ਦੂਰ ਨਾ ਕੀਤਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 23] ਮੈਂ ਉਹ ਦੇ ਨਾਲ ਖਰਾ ਉਤਰਿਆ, ਅਤੇ ਆਪਣੇ ਆਪ ਨੂੰ ਬਦੀ ਤੋਂ ਬਚਾਈ ਰੱਖਿਆ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 24] ਸੋ ਯਹੋਵਾਹ ਨੇ ਨਿਗਾਹ ਕਰ ਕੇ ਮੇਰੇ ਧਰਮ ਦੇ ਅਨੁਸਾਰ, ਅਤੇ ਮੇਰੇ ਹੱਥਾਂ ਦੀ ਸ਼ੁੱਧਤਾ ਦੇ ਅਨੁਸਾਰ ਮੈਨੂੰ ਵੱਟਾ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 25] ਦਯਾਵਾਨ ਲਈ ਤੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਦਯਾਵਾਨ ਵਿਖਾਵੇਂਗਾ, ਪੂਰੇ ਮਨੁੱਖ ਲਈ ਤੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਪੂਰਾ ਵਿਖਾਵੇਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 26] ਸ਼ੁੱਧ ਲਈ ਤੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਸ਼ੁੱਧ ਵਿਖਾਵੇਂਗਾ, ਅਤੇ ਟੇਢਿਆਂ ਲਈ ਤੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਟੇਢਾ ਵਿਖਾਵੇਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 27] ਤੂੰ ਦੁਖੀ ਲੋਕਾਂ ਨੂੰ ਬਚਾਵੇਂਗਾ, ਪਰ ਉੱਚੀਆਂ ਅੱਖਾਂ ਨੂੰ ਨੀਵੀਂਆਂ ਕਰੇਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 28] ਫੇਰ ਤੂੰ ਮੇਰਾ ਦੀਵਾ ਬਾਲਦਾ ਹੈਂ, ਯਹੋਵਾਹ ਮੇਰਾ ਪਰਮੇਸ਼ੁਰ ਮੇਰੇ ਹਨੇਰੇ ਨੂੰ ਚਾਨਣ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 29] ਮੈਂ ਤੇਰੀ ਸਹਾਇਤਾ ਨਾਲ ਆਪਣੇ ਵੈਰੀਆਂ ਦੇ ਵਿਰੁੱਧ ਹੱਲਾ ਬੋਲ ਸਕਦਾ ਹਾਂ, ਅਤੇ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਹਾਇਤਾ ਨਾਲ ਮੈਂ ਸ਼ਹਿਰਪਨਾਹ ਨੂੰ ਟੱਪ ਸਕਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 30] ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਹ ਸਿੱਧ ਹੈ, ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਤਾਇਆ ਹੋਇਆ ਹੈ, ਉਹ ਆਪਣੇ ਸਾਰੇ ਸ਼ਰਨਾਰਥੀਆਂ ਲਈ ਇੱਕ ਢਾਲ਼ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 31] ਯਹੋਵਾਹ ਤੋਂ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕੌਣ ਪਰਮੇਸ਼ੁਰ ਹੈ? ਅਤੇ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਛੁੱਟ ਹੋਰ ਕਿਹੜੀ ਚੱਟਾਨ ਹੈ?
[IRV | PA | OT | Psalms | Chapter 18 | Verse 32] ਉਹ ਪਰਮੇਸ਼ੁਰ ਜੋ ਮੇਰਾ ਲੱਕ ਬਲ ਨਾਲ ਕੱਸਦਾ ਹੈ, ਅਤੇ ਮੇਰਾ ਰਾਹ ਸੰਪੂਰਨ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 33] ਉਹ ਮੇਰੇ ਪੈਰਾਂ ਨੂੰ ਹਰਨੀਆਂ ਦੇ ਪੈਰਾਂ ਜਿਹੇ ਬਣਾਉਂਦਾ ਹੈ, ਅਤੇ ਮੈਨੂੰ ਮੇਰੇ ਉੱਚਿਆਂ ਥਾਂਵਾਂ ਉੱਤੇ ਖੜ੍ਹਾ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 34] ਉਹ ਮੇਰੇ ਹੱਥਾਂ ਨੂੰ ਯੁੱਧ ਕਰਨਾ ਇਸ ਤਰ੍ਹਾਂ ਸਿਖਾਉਂਦਾ ਹੈ ਕਿ ਮੇਰੀਆਂ ਬਾਹਾਂ ਪਿੱਤਲ ਦਾ ਧਣੁੱਖ ਝੁਕਾ ਦਿੰਦੀਆਂ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 35] ਤੂੰ ਆਪਣੇ ਬਚਾਓ ਦੀ ਢਾਲ਼ ਮੈਨੂੰ ਦਿੱਤੀ ਹੈ, ਅਤੇ ਤੇਰੇ ਸੱਜੇ ਹੱਥ ਨੇ ਮੈਨੂੰ ਸੰਭਾਲਿਆ ਹੈ, ਅਤੇ ਤੇਰੀ ਨਰਮਾਈ ਨੇ ਮੈਨੂੰ ਵਡਿਆਇਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 36] ਤੂੰ ਮੇਰੇ ਕਦਮਾਂ ਲਈ ਸਥਾਨ ਚੌੜਾ ਕੀਤਾ ਹੈ, ਅਤੇ ਮੇਰੇ ਪੈਰ ਨਹੀਂ ਤਿਲਕੇ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 37] ਮੈਂ ਆਪਣੇ ਵੈਰੀਆਂ ਦਾ ਪਿੱਛਾ ਕਰ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜਾ ਲਿਆ, ਮੈਂ ਪਿੱਛੇ ਨਾ ਹਟਿਆ ਜਿਨ੍ਹਾਂ ਚਿਰ ਉਨ੍ਹਾਂ ਦਾ ਨਾਸ ਨਾ ਹੋ ਗਿਆ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 38] ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਅਜਿਹਾ ਮਾਰਿਆ ਕਿ ਉਹ ਫੇਰ ਨਾ ਉੱਠ ਸਕੇ, ਉਹ ਪੈਰਾਂ ਹੇਠ ਡਿੱਗ ਪਏ ਸਨ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 39] ਤੂੰ ਯੁੱਧ ਲਈ ਮੇਰੇ ਲੱਕ ਨੂੰ ਬਲ ਨਾਲ ਕੱਸਿਆ ਹੈ, ਤੂੰ ਮੇਰੇ ਵਿਰੋਧੀਆਂ ਨੂੰ ਮੇਰੇ ਸਾਹਮਣੇ ਝੁਕਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 40] ਤੂੰ ਮੇਰੇ ਵੈਰੀਆਂ ਦੀ ਪਿੱਠ ਮੈਨੂੰ ਵਿਖਾਈ, ਅਤੇ ਮੈਂ ਆਪਣੇ ਘਿਣ ਕਰਨ ਵਾਲਿਆਂ ਦਾ ਸੱਤਿਆਨਾਸ ਕੀਤਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 41] ਉਨ੍ਹਾਂ ਨੇ ਦੁਹਾਈ ਦਿੱਤੀ ਪਰ ਕੋਈ ਬਚਾਉਣ ਵਾਲਾ ਨਹੀਂ ਸੀ, ਸਗੋਂ ਯਹੋਵਾਹ ਵੱਲ ਵੀ, ਪਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਤਰ ਨਾ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 42] ਫੇਰ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਹਵਾ ਨਾਲ ਉੱਡਦੀ ਧੂੜ ਵਾਂਗੂੰ ਪੀਹ ਸੁੱਟਿਆ, ਰਸਤੇ ਦੇ ਚਿੱਕੜ ਵਾਂਗੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਸੁੱਟ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 43] ਤੂੰ ਮੈਨੂੰ ਲੋਕਾਂ ਦੇ ਝਗੜਿਆਂ ਤੋਂ ਛੁਡਾਇਆ, ਤੂੰ ਮੈਨੂੰ ਕੌਮਾਂ ਦਾ ਮੁਖੀਆ ਨਿਯੁਕਤ ਕੀਤਾ, ਜਿਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਮੈਂ ਨਹੀਂ ਜਾਣਿਆ ਉਨ੍ਹਾਂ ਨੇ ਮੇਰੀ ਸੇਵਾ ਕੀਤੀ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 44] ਮੇਰਾ ਨਾਮ ਸੁਣਦੇ ਹੀ ਉਹ ਮੇਰੇ ਅਧੀਨ ਹੋ ਗਏ, ਪਰਦੇਸੀ ਮੇਰੇ ਅੱਗੇ ਹਿਚਕ ਕੇ ਆਏ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 45] ਪਰਦੇਸੀ ਕੁਮਲਾ ਗਏ, ਅਤੇ ਆਪਣੇ ਕੋਟਾਂ ਵਿੱਚੋਂ ਥਰ-ਥਰਾਉਂਦੇ ਹੋਏ ਨਿੱਕਲੇ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 46] ਯਹੋਵਾਹ ਜਿਉਂਦਾ ਹੈ ਸੋ ਧੰਨ ਹੋਵੇ ਮੇਰੀ ਚੱਟਾਨ, ਅਤੇ ਮੇਰੇ ਬਚਾਓ ਦੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਜ਼ੁਰਗੀ ਹੋਵੇ!
[IRV | PA | OT | Psalms | Chapter 18 | Verse 47] ਉਸੇ ਹੀ ਪਰਮੇਸ਼ੁਰ ਨੇ ਮੇਰਾ ਬਦਲਾ ਲਿਆ, ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਮੇਰੇ ਵੱਸ ਕਰ ਦਿੱਤਾ,
[IRV | PA | OT | Psalms | Chapter 18 | Verse 48] ਜਿਸ ਨੇ ਮੈਨੂੰ ਮੇਰੇ ਵੈਰੀਆਂ ਤੋਂ ਛੁਡਾਇਆ, ਹਾਂ, ਤੂੰ ਮੈਨੂੰ ਮੇਰੇ ਵਿਰੋਧੀਆਂ ਵਿੱਚ ਉੱਚਾ ਕੀਤਾ, ਮੈਨੂੰ ਜ਼ਾਲਮਾਂ ਤੋਂ ਬਚਾਇਆ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 49] ਇਸ ਲਈ, ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਕੌਮਾਂ ਵਿੱਚ ਤੇਰਾ ਧੰਨਵਾਦ ਕਰਾਂਗਾ, ਅਤੇ ਤੇਰੇ ਨਾਮ ਦਾ ਜਸ ਗਾਵਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 18 | Verse 50] ਉਹ ਆਪਣੇ ਠਹਿਰਾਏ ਹੋਏ ਰਾਜੇ ਨੂੰ ਵੱਡੀ ਜਿੱਤ ਦਿੰਦਾ ਹੈ, ਅਤੇ ਆਪਣੇ ਮਸਹ ਕੀਤੇ ਹੋਏ ਉੱਤੇ ਅਰਥਾਤ ਦਾਊਦ ਅਤੇ ਉਹ ਦੀ ਅੰਸ ਉੱਤੇ ਸਦਾ ਤੱਕ ਦਯਾ ਕਰਦਾ ਹੈ।
