[IRV | PA | OT | Psalms | Chapter 106 | Verse 1] ਹਲਲੂਯਾਹ! ਯਹੋਵਾਹ ਦਾ ਧੰਨਵਾਦ ਕਰੋ ਕਿਉਂਕਿ ਉਹ ਭਲਾ ਹੈ, ਅਤੇ ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਤੱਕ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 106 | Verse 12] ਉਸ ਦੇ ਲੋਕਾਂ ਨੇ ਉਹ ਦੀਆਂ ਗੱਲਾਂ ਨੂੰ ਸੱਚ ਮੰਨਿਆ, ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਦੀ ਉਸਤਤ ਦਾ ਗੀਤ ਗਾਇਆ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 13] ਓਹ ਉਹ ਦੇ ਕੰਮਾਂ ਨੂੰ ਛੇਤੀ ਹੀ ਭੁੱਲ ਗਏ, ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਦੀ ਸਲਾਹ ਦੀ ਉਡੀਕ ਨਾ ਕੀਤੀ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 14] ਉਨ੍ਹਾਂ ਨੇ ਉਜਾੜ ਵਿੱਚ ਵੱਡੀ ਹਿਰਸ ਕੀਤੀ, ਅਤੇ ਥਲ ਵਿੱਚ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਪਰਤਾਇਆ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 15] ਤਾਂ ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਮੰਗ ਪੂਰੀ ਕੀਤੀ, ਪਰ ਉਨ੍ਹਾਂ ਦੀਆਂ ਜਾਨਾਂ ਨੂੰ ਲਿੱਸਿਆਂ ਨਾ ਕੀਤਾ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 16] ਡੇਰੇ ਵਿੱਚ ਓਹ ਮੂਸਾ, ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਭਗਤ ਹਾਰੂਨ ਉੱਤੇ ਸੜੇ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 17] ਧਰਤੀ ਖੁੱਲ੍ਹ ਗਈ ਅਤੇ ਦਾਥਾਨ ਨੂੰ ਨਿਗਲ ਲਿਆ, ਅਤੇ ਅਬੀਰਾਮ ਦੀ ਟੋਲੀ ਨੂੰ ਢੱਕ ਲਿਆ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 18] ਤਾਂ ਅੱਗ ਉਨ੍ਹਾਂ ਦੀ ਟੋਲੀ ਵਿੱਚ ਫੁੱਟ ਨਿੱਕਲੀ, ਅਤੇ ਲੰਬ ਨੇ ਦੁਸ਼ਟਾਂ ਨੂੰ ਭਸਮ ਕੀਤਾ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 19] ਹੋਰੇਬ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੇ ਇੱਕ ਵੱਛਾ ਬਣਾਇਆ, ਅਤੇ ਢਾਲ਼ੇ ਹੋਏ ਬੁੱਤ ਅੱਗੇ ਮੱਥਾ ਟੇਕਿਆ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 20] ਇਉਂ ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਪਰਤਾਪ ਨੂੰ, ਘਾਹ ਖਾਣ ਵਾਲੇ ਬਲ਼ਦ ਦੇ ਰੂਪ ਨਾਲ ਬਦਲ ਲਿਆ!
[IRV | PA | OT | Psalms | Chapter 106 | Verse 21] ਓਹ ਆਪਣੇ ਬਚਾਉਣ ਵਾਲੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਭੁੱਲ ਗਏ, ਜਿਸ ਨੇ ਮਿਸਰ ਵਿੱਚ ਵੱਡੇ-ਵੱਡੇ ਕੰਮ ਕੀਤੇ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 22] ਹਾਮ ਦੇ ਦੇਸ ਵਿੱਚ ਅਚਰਜ਼, ਅਤੇ ਲਾਲ ਸਮੁੰਦਰ ਉੱਤੇ ਭਿਆਨਕ ਕੰਮ!
[IRV | PA | OT | Psalms | Chapter 106 | Verse 23] ਤਾਂ ਓਸ ਆਖਿਆ ਕਿ ਮੈਂ ਉਨ੍ਹਾਂ ਦਾ ਨਾਸ ਕਰ ਸੁੱਟਦਾ, ਜੇ ਮੂਸਾ ਮੇਰਾ ਚੁਣਿਆ ਹੋਇਆ ਤੇੜ ਵਿੱਚ ਮੇਰੇ ਅੱਗੇ ਖੜ੍ਹਾ ਨਾ ਹੁੰਦਾ, ਕਿ ਮੇਰੇ ਕ੍ਰੋਧ ਨੂੰ ਨਾਸ ਕਰਨ ਤੋਂ ਮੋੜੇ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 24] ਫੇਰ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਮਨਭਾਉਂਦੇ ਦੇਸ ਨੂੰ ਤੁੱਛ ਜਾਣਿਆ, ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਦੇ ਬਚਨ ਨੂੰ ਸੱਚ ਨਾ ਮੰਨਿਆ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 25] ਪਰ ਆਪਣੀਆਂ ਤੰਬੂਆਂ ਵਿੱਚ ਬੁੜ-ਬੁੜ ਕੀਤੀ, ਅਤੇ ਯਹੋਵਾਹ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਨਾ ਸੁਣਿਆ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 26] ਤਾਂ ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਲਈ ਸਹੁੰ ਖਾਧੀ, ਕਿ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਉਜਾੜ ਵਿੱਚ ਸੁੱਟ ਦਿਆਂਗਾ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 27] ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਨਸਲ ਨੂੰ ਵੀ ਕੌਮਾਂ ਵਿੱਚ ਸੁੱਟਾਂਗਾ, ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੇਸ ਵਿੱਚ ਖਿਲਾਰ ਦਿਆਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 28] ਉਨ੍ਹਾਂ ਨੇ ਬਆਲ ਪਓਰ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਜੋੜ ਦਿੱਤਾ, ਅਤੇ ਮੁਰਦਿਆਂ ਦੇ ਚੜ੍ਹਾਵਿਆਂ ਨੂੰ ਖਾਧਾ!
[IRV | PA | OT | Psalms | Chapter 106 | Verse 29] ਇਉਂ ਆਪਣੀਆਂ ਕਰਤੂਤਾਂ ਨਾਲ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਨੂੰ ਗੁੱਸੇ ਕੀਤਾ, ਅਤੇ ਮਰੀ ਉਨ੍ਹਾਂ ਵਿੱਚ ਫੁੱਟ ਪਈ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 30] ਤਾਂ ਫ਼ੀਨਹਾਸ ਵਿਚਕਾਰ ਖਲੋ ਗਿਆ, ਅਤੇ ਮਰੀ ਰੁਕ ਗਈ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 31] ਅਤੇ ਇਹ ਉਹ ਦੇ ਲਈ ਧਰਮ ਗਿਣਿਆ ਗਿਆ, ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਸਦਾ ਲਈ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 32] ਫੇਰ ਉਨ੍ਹਾਂ ਨੇ ਮਰੀਬਾਹ ਦੇ ਪਾਣੀ ਉੱਤੇ ਉਹ ਦੇ ਗੁੱਸੇ ਨੂੰ ਭੜਕਾਇਆ, ਇਹ ਉਨ੍ਹਾਂ ਦੇ ਕਾਰਨ ਮੂਸਾ ਲਈ ਬੁਰਾ ਹੋਇਆ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 33] ਓਹ ਪਰਮੇਸ਼ੁਰ ਦੇ ਆਤਮਾ ਤੋਂ ਆਕੀ ਜੋ ਹੋ ਗਏ ਸਨ, ਤਾਂ ਹੀ ਮੂਸਾ ਨੇ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਤੋਂ ਕੁਵੱਲੀਆਂ ਗੱਲਾਂ ਕੱਢੀਆਂ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 34] ਉਨ੍ਹਾਂ ਨੇ ਉਹਨਾਂ ਉੱਮਤਾਂ ਦਾ ਨਾਸ ਨਾ ਕੀਤਾ, ਜਿਨ੍ਹਾਂ ਲਈ ਯਹੋਵਾਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 35] ਸਗੋਂ ਓਹ ਉਹਨਾਂ ਵਿੱਚ ਰਲ ਗਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਹਨਾਂ ਦੇ ਕੰਮ ਸਿੱਖ ਲਏ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 36] ਅਤੇ ਉਹਨਾਂ ਦੇ ਬੁੱਤਾਂ ਦੀ ਪੂਜਾ ਕੀਤੀ, ਜਿਹੜੇ ਉਨ੍ਹਾਂ ਲਈ ਇੱਕ ਫਾਹੀ ਬਣ ਗਏ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 37] ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਪੁੱਤਰਾਂ ਧੀਆਂ ਨੂੰ ਭੂਤਨਿਆਂ ਲਈ ਬਲੀਦਾਨ ਕੀਤਾ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 38] ਉਨ੍ਹਾਂ ਨੇ ਨਿਰਦੋਸ਼ਾਂ ਦਾ ਲਹੂ, ਅਰਥਾਤ ਆਪਣੇ ਪੁੱਤਰਾਂ ਧੀਆਂ ਦਾ ਲਹੂ ਵਹਾਇਆ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਨ੍ਹਾਂ ਨੇ ਕਨਾਨ ਦੇ ਬੁੱਤਾਂ ਲਈ ਬਲੀਦਾਨ ਕੀਤਾ,
[IRV | PA | OT | Psalms | Chapter 106 | Verse 39] ਓਹ ਆਪਣੇ ਕੰਮਾਂ ਵਿੱਚ ਭਰਿਸ਼ਟ ਹੋਏ, ਅਤੇ ਆਪਣੇ ਕਰਤੱਬੀਂ ਵਿਭਚਾਰੀ ਠਹਿਰੇ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 40] ਇਉਂ ਯਹੋਵਾਹ ਦਾ ਕ੍ਰੋਧ ਆਪਣੀ ਪਰਜਾ ਉੱਤੇ ਭੜਕ ਉੱਠਿਆ, ਅਤੇ ਉਹ ਨੇ ਆਪਣੀ ਮਿਰਾਸ ਤੋਂ ਘਿਣ ਕੀਤੀ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 41] ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕੌਮਾਂ ਦੇ ਵੱਸ ਵਿੱਚ ਦੇ ਦਿੱਤਾ, ਕਿ ਉਨ੍ਹਾਂ ਦੇ ਦੁਸ਼ਮਣ ਉਨ੍ਹਾਂ ਉੱਤੇ ਹੁਕਮ ਕਰਨ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 42] ਉਨ੍ਹਾਂ ਦੇ ਵੈਰੀਆਂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸਤਾਇਆ, ਅਤੇ ਓਹ ਉਨ੍ਹਾਂ ਦੇ ਹੱਥਾਂ ਹੇਠ ਅਧੀਨ ਹੋ ਗਏ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 43] ਬਹੁਤ ਵਾਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਛੁਡਾਇਆ, ਪਰ ਓਹ ਆਪਣੀਆਂ ਸਲਾਹਾਂ ਵਿੱਚ ਉਸ ਤੋਂ ਆਕੀ ਰਹੇ, ਓਹ ਆਪਣੀ ਬਦੀ ਦੇ ਕਾਰਨ ਹੀਣੇ ਹੋ ਗਏ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 44] ਜਾਂ ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਫ਼ਰਿਆਦ ਸੁਣੀ, ਤਾਂ ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਦੁੱਖ ਨੂੰ ਵੇਖਿਆ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 45] ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਲਈ ਆਪਣੇ ਨੇਮ ਨੂੰ ਚੇਤੇ ਕੀਤਾ, ਅਤੇ ਆਪਣੀ ਬੇਹੱਦ ਦਯਾ ਦੇ ਕਾਰਨ ਉਨ੍ਹਾਂ ਉੱਤੇ ਤਰਸ ਖਾਧਾ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 46] ਉਨ੍ਹਾਂ ਨੂੰ ਬੰਦੀ ਬਣਾਉਣ ਵਾਲਿਆਂ ਦੇ ਅੱਗੇ ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਰਹਮ ਦੁਵਾਇਆ।
[IRV | PA | OT | Psalms | Chapter 106 | Verse 47] ਹੇ ਯਹੋਵਾਹ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ, ਸਾਨੂੰ ਬਚਾ ਲੈ! ਅਤੇ ਕੌਮਾਂ ਵਿੱਚੋਂ ਸਾਨੂੰ ਇਕੱਠੇ ਕਰ, ਕਿ ਅਸੀਂ ਤੇਰੇ ਪਵਿੱਤਰ ਨਾਮ ਦਾ ਧੰਨਵਾਦ ਕਰੀਏ, ਅਤੇ ਤੇਰੀ ਉਸਤਤ ਵਿੱਚ ਫੁੱਲ ਫੁੱਲ ਬਹੀਏ!
[IRV | PA | OT | Psalms | Chapter 106 | Verse 48] ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਆਦ ਤੋਂ ਅੰਤ ਤੱਕ ਮੁਬਾਰਕ ਹੋਵੇ! ਹੇ ਸਾਰੀ ਪਰਜਾ, ਆਖ “ਆਮੀਨ!” ਹਲਲੂਯਾਹ!।
