[IRV | PA | OT | Psalms | Chapter 69 | Verse 1] ਹੇ ਪਰਮੇਸ਼ੁਰ ਮੈਨੂੰ ਬਚਾ ਲੈ, ਪਾਣੀ ਮੇਰੀ ਜਾਨ ਤੱਕ ਜੋ ਆਏ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 20] ਨਿੰਦਿਆ ਦੇ ਨਾਲ ਮੇਰਾ ਦਿਲ ਟੁੱਟ ਗਿਆ ਹੈ ਅਤੇ ਮੈਂ ਮਾਂਦਾ ਹੋ ਗਿਆ, ਮੈਂ ਦਿਲਾਸਾ ਦੇਣ ਵਾਲੇ ਉਡੀਕਦਾ ਰਿਹਾ ਪਰ ਕੋਈ ਹੈ ਨਹੀਂ ਸੀ, ਅਤੇ ਧੀਰਜ ਦੇਣ ਵਾਲੇ, ਪਰ ਓਹ ਵੀ ਮੈਨੂੰ ਨਾ ਮਿਲੇ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 21] ਉਨ੍ਹਾਂ ਨੇ ਖਾਣ ਲਈ ਮੈਨੂੰ ਪਿੱਤ ਦਿੱਤਾ, ਅਤੇ ਤੇਹ ਦੇ ਵੇਲੇ ਮੈਨੂੰ ਸਿਰਕਾ ਪਿਆਇਆ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 22] ਉਨ੍ਹਾਂ ਦੀ ਮੇਜ਼ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਫ਼ਾਹੀ ਬਣ ਜਾਵੇ, ਅਤੇ ਜਦ ਉਹ ਸੁੱਖ-ਸਾਂਦ ਹਨ ਉਹ ਫੰਦਾ ਬਣ ਜਾਵੇ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 23] ਉਨ੍ਹਾਂ ਦੀਆਂ ਅੱਖਾਂ ਉੱਤੇ ਹਨ੍ਹੇਰਾ ਛਾ ਜਾਵੇ ਜੋ ਉਹ ਨਾ ਵੇਖਣ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਲੱਕ ਸਦਾ ਕੰਬਦੇ ਰਹਿਣ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 24] ਆਪਣਾ ਰੋਹ ਉਨ੍ਹਾਂ ਉੱਤੇ ਢਾਲ਼ ਦੇ, ਅਤੇ ਤੇਰੇ ਕ੍ਰੋਧ ਦੀ ਤੇਜ਼ੀ ਉਨ੍ਹਾਂ ਨੂੰ ਫੜ ਲਵੇ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 25] ਉਨ੍ਹਾਂ ਦਾ ਡੇਰਾ ਉੱਜੜ ਜਾਵੇ, ਉਨ੍ਹਾਂ ਦੇ ਤੰਬੂਆਂ ਵਿੱਚ ਕੋਈ ਨਾ ਵੱਸੇ,
[IRV | PA | OT | Psalms | Chapter 69 | Verse 26] ਕਿਉਂ ਜੋ ਓਹ ਤੇਰੇ ਮਾਰੇ ਹੋਏ ਦਾ ਪਿੱਛਾ ਕਰਦੇ ਹਨ, ਅਤੇ ਤੇਰੇ ਘਾਇਲ ਕਿਤੇ ਹੋਇਆਂ ਦੇ ਦੁੱਖ ਦੀ ਚਰਚਾ ਕਰਦੇ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 27] ਤੂੰ ਉਨ੍ਹਾਂ ਦੀ ਬਦੀ ਉੱਤੇ ਬਦੀ ਵਧਾ, ਅਤੇ ਆਪਣੇ ਧਰਮ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਆਉਣ ਨਾ ਦੇ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 28] ਓਹ ਜੀਵਨ ਦੀ ਪੋਥੀ ਵਿੱਚੋਂ ਮੇਟ ਦਿੱਤੇ ਜਾਣ, ਅਤੇ ਧਰਮੀਆਂ ਨਾਲ ਲਿਖੇ ਨਾ ਜਾਣ!।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 29] ਪਰ ਮੈਂ ਅਧੀਨ ਅਤੇ ਦੁਖੀ ਹਾਂ, ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੇਰਾ ਬਚਾਓ ਮੈਨੂੰ ਉੱਚਾ ਕਰ ਕੇ ਖਲ੍ਹਿਆਰੇ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 30] ਮੈਂ ਗੀਤ ਨਾਲ ਪਰਮੇਸ਼ੁਰ ਦੇ ਨਾਮ ਦੀ ਉਸਤਤ ਕਰਾਂਗਾ, ਅਤੇ ਧੰਨਵਾਦ ਨਾਲ ਉਹ ਦੀ ਵਡਿਆਈ ਕਰਾਂਗਾ,
[IRV | PA | OT | Psalms | Chapter 69 | Verse 31] ਅਤੇ ਇਹ ਯਹੋਵਾਹ ਨੂੰ ਬਲ਼ਦ ਨਾਲੋਂ, ਸਗੋਂ ਸਿੰਙ ਵਾਲੇ ਅਤੇ ਖੁਰ ਵਾਲੇ ਵੱਛੇ ਨਾਲੋਂ ਬਹੁਤਾ ਭਾਵੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 32] ਦੀਨ ਇਹ ਵੇਖ ਕੇ ਅਨੰਦ ਹੁੰਦੇ ਹਨ, ਪਰਮੇਸ਼ੁਰ ਦੇ ਤਾਲਿਬੋ, ਤੁਹਾਡਾ ਮਨ ਜਿਉਂਦਾ ਰਹੇ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 33] ਯਹੋਵਾਹ ਤਾਂ ਕੰਗਾਲਾਂ ਦੀ ਸੁਣਦਾ ਹੈ ਅਤੇ ਆਪਣੇ ਗ਼ੁਲਾਮਾਂ ਨੂੰ ਤੁੱਛ ਨਹੀਂ ਜਾਣਦਾ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 34] ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਉਸ ਦੀ ਉਸਤਤ ਕਰਨ, ਸਮੁੰਦਰ ਵੀ ਅਤੇ ਜੋ ਕੁਝ ਉਸ ਦੇ ਵਿੱਚ ਚੱਲਦਾ ਫਿਰਦਾ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 35] ਪਰਮੇਸ਼ੁਰ ਸੀਯੋਨ ਨੂੰ ਬਚਾਵੇਗਾ ਅਤੇ ਯਹੂਦਾਹ ਦੇ ਸ਼ਹਿਰ ਬਣਾਵੇਗਾ, ਅਤੇ ਓਹ ਉੱਥੇ ਵੱਸਣਗੇ ਤੇ ਉਸ ਨੂੰ ਆਪਣੇ ਕਬਜ਼ੇ ਵਿੱਚ ਰੱਖਣਗੇ,
[IRV | PA | OT | Psalms | Chapter 69 | Verse 36] ਅਤੇ ਉਹ ਦੇ ਦਾਸਾਂ ਦੀ ਅੰਸ ਉਸ ਦੀ ਵਾਰਿਸ ਹੋਵੇਗੀ, ਅਤੇ ਉਹ ਦੇ ਨਾਮ ਦੇ ਪ੍ਰੇਮੀ ਉਸ ਵਿੱਚ ਵੱਸਣਗੇ।
