[IRV | PA | OT | Psalms | Chapter 74 | Verse 1] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੂੰ ਸਾਨੂੰ ਸਦਾ ਲਈ ਕਿਉਂ ਤਿਆਗ ਦਿੱਤਾ? ਤੇਰੀ ਜੂਹ ਦੀਆਂ ਭੇਡਾਂ ਉੱਤੇ ਤੇਰੇ ਕ੍ਰੋਧ ਦਾ ਧੂੰਆਂ ਕਿਉਂ ਉੱਠਦਾ ਹੈ?
[IRV | PA | OT | Psalms | Chapter 74 | Verse 12] ਪਰ ਪਰਮੇਸ਼ੁਰ ਪ੍ਰਾਚੀਨ ਕਾਲ ਤੋਂ ਮੇਰਾ ਪਾਤਸ਼ਾਹ ਹੈ, ਉਹ ਧਰਤੀ ਉੱਤੇ ਛੁਟਕਾਰੇ ਦੇ ਕੰਮ ਕਰਦਾ ਆਇਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 74 | Verse 13] ਤੂੰ ਆਪਣੀ ਸਮਰੱਥਾ ਨਾਲ ਸਮੁੰਦਰ ਨੂੰ ਪਾੜਿਆ ਹੈ, ਪਾਣੀ ਵਿੱਚ ਜਲ ਜੰਤੂਆਂ ਦੇ ਸਿਰ ਤੂੰ ਭੰਨ ਸੁੱਟੇ।
[IRV | PA | OT | Psalms | Chapter 74 | Verse 14] ਤੂੰ ਵੱਡੇ ਸੱਪਾਂ ਦੇ ਸਿਰਾਂ ਨੂੰ ਫ਼ੇਹ ਸੁੱਟਿਆ, ਤੂੰ ਉਹ ਜੰਗਲੀ ਜਾਨਵਰਾਂ ਨੂੰ ਖੁਆਇਆ।
[IRV | PA | OT | Psalms | Chapter 74 | Verse 15] ਤੂੰ ਸੋਤਾ ਅਤੇ ਨਦੀ ਖੋਲ੍ਹੀ, ਤੂੰ ਬਾਰਾਂ ਮਾਸੀ ਦਰਿਆਵਾਂ ਨੂੰ ਸੁਕਾ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 74 | Verse 16] ਦਿਨ ਤੇਰਾ ਅਤੇ ਰਾਤ ਵੀ ਤੇਰੀ ਹੈ, ਤੂੰ ਉਜਾਲੇ ਅਤੇ ਸੂਰਜ ਨੂੰ ਕਾਇਮ ਰੱਖਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 74 | Verse 17] ਤੂੰ ਧਰਤੀ ਦੀਆਂ ਸਾਰੀਆਂ ਹੱਦਾਂ ਨੂੰ ਠਹਿਰਾਇਆ ਹੈ, ਗਰਮੀ ਅਤੇ ਸਿਆਲ ਨੂੰ ਤੂੰ ਹੀ ਬਣਾਇਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 74 | Verse 18] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਇਹ ਨੂੰ ਚੇਤੇ ਰੱਖ ਕਿ ਵੈਰੀ ਨੇ ਨਿੰਦਿਆ ਕੀਤੀ, ਅਤੇ ਮੂਰਖ ਲੋਕਾਂ ਨੇ ਤੇਰੇ ਨਾਮ ਉੱਤੇ ਕੁਫ਼ਰ ਬਕਿਆ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 74 | Verse 19] ਆਪਣੀ ਘੁੱਗੀ ਦੇ ਪ੍ਰਾਣਾਂ ਨੂੰ ਜੰਗਲੀ ਚੌਪਾਏ ਦੇ ਵੱਸ ਵਿੱਚ ਨਾ ਕਰ, ਆਪਣੇ ਮਸਕੀਨਾਂ ਦੀ ਜਾਨ ਨੂੰ ਸਦਾ ਤੱਕ ਨਾ ਵਿਸਾਰ!
[IRV | PA | OT | Psalms | Chapter 74 | Verse 20] ਆਪਣੇ ਨੇਮ ਵੱਲ ਧਿਆਨ ਰੱਖ, ਕਿਉਂ ਜੋ ਧਰਤੀ ਦੇ ਅਨ੍ਹੇਰੇ ਥਾਂ ਅਨ੍ਹੇਰ ਦਿਆਂ ਨਿਵਾਸਾਂ ਨਾਲ ਭਰੇ ਪਏ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 74 | Verse 21] ਸਤਾਏ ਹੋਏ ਨੂੰ ਲੱਜਿਆਵਾਨ ਹੋ ਕੇ ਮੁੜਨਾ ਨਾ ਪਵੇ, ਮਸਕੀਨ ਅਤੇ ਕੰਗਾਲ ਤੇਰੇ ਨਾਮ ਦੀ ਉਸਤਤ ਕਰਨ।
[IRV | PA | OT | Psalms | Chapter 74 | Verse 22] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਉੱਠ, ਆਪਣਾ ਮੁਕੱਦਮਾ ਆਪ ਹੀ ਲੜ, ਚੇਤੇ ਰੱਖ ਕਿ ਮੂਰਖ ਸਾਰਾ ਦਿਨ ਕਿਵੇਂ ਤੇਰੀ ਨਿੰਦਿਆ ਕਰਦਾ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 74 | Verse 23] ਆਪਣੇ ਵਿਰੋਧੀਆਂ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਨਾ ਵਿਸਾਰ, ਤੇਰੇ ਮੁਖਾਲਿਫ਼ਾਂ ਦਾ ਰੌਲ਼ਾ ਨਿੱਤ ਉੱਠਦਾ ਰਹਿੰਦਾ ਹੈ।
