[IRV | PA | OT | Psalms | Chapter 25 | Verse 1] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਆਪਣਾ ਮਨ ਤੇਰੇ ਵੱਲ ਚੁੱਕਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 12] ਉਹ ਕਿਹੜਾ ਮਨੁੱਖ ਹੈ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੋਂ ਡਰਦਾ ਹੈ? ਉਹ ਉਸ ਦੇ ਲਈ ਚੁਣੇ ਰਾਹ ਵਿੱਚ ਉਸ ਨੂੰ ਸਿਖਾਲੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 13] ਉਸ ਦਾ ਜੀਅ ਸੁਖੀ ਵੱਸੇਗਾ, ਅਤੇ ਉਸ ਦਾ ਵੰਸ਼ ਧਰਤੀ ਦਾ ਵਾਰਿਸ ਹੋਵੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 14] ਯਹੋਵਾਹ ਦਾ ਭੇਤ ਉਸ ਦੇ ਡਰ ਮੰਨਣ ਵਾਲਿਆਂ ਦੇ ਲਈ ਹੈ, ਅਤੇ ਉਹ ਆਪਣਾ ਨੇਮ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 15] ਮੇਰੀਆਂ ਅੱਖਾਂ ਹਰ ਵੇਲੇ ਯਹੋਵਾਹ ਵੱਲ ਲੱਗੀਆਂ ਹਨ, ਕਿ ਉਹ ਮੇਰੇ ਪੈਰਾਂ ਨੂੰ ਜਾਲ਼ ਵਿੱਚੋਂ ਕੱਢ ਲਵੇ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 16] ਮੇਰੀ ਵੱਲ ਮੂੰਹ ਕਰ ਕੇ ਮੇਰੇ ਉੱਤੇ ਦਯਾ ਕਰ, ਕਿਉਂ ਜੋ ਮੈਂ ਇਕੱਲਾ ਅਤੇ ਦੁੱਖੀ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 17] ਮੇਰੇ ਮਨ ਦੇ ਸੰਕਟ ਵਧ ਗਏ ਹਨ, ਮੇਰੀਆਂ ਮੁਸ਼ਕਿਲਾਂ ਤੋਂ ਮੈਨੂੰ ਬਾਹਰ ਕੱਢ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 18] ਮੇਰੇ ਦੁੱਖ ਅਤੇ ਮੇਰੇ ਕਸ਼ਟ ਨੂੰ ਵੇਖ, ਅਤੇ ਮੇਰੇ ਸਾਰੇ ਪਾਪਾਂ ਨੂੰ ਚੁੱਕ ਲੈ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 19] ਮੇਰੇ ਵੈਰੀਆਂ ਨੂੰ ਵੇਖ ਕਿ ਓਹ ਬਾਹਲੇ ਹਨ, ਅਤੇ ਓਹ ਬਦੋ-ਬਦੀ ਮੇਰੇ ਨਾਲ ਵੈਰ ਰੱਖਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 20] ਮੇਰੀ ਜਾਨ ਦੀ ਰਖਵਾਲੀ ਕਰ ਅਤੇ ਮੈਨੂੰ ਛੁਡਾ, ਮੈਨੂੰ ਸ਼ਰਮਿੰਦਾ ਨਾ ਹੋਣ ਦੇ ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੀ ਸ਼ਰਨ ਆਇਆ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 21] ਖਰਿਆਈ ਅਤੇ ਸਿਧਿਆਈ ਮੇਰੀ ਰੱਖਿਆ ਕਰਨ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੈਨੂੰ ਤੱਕਦਾ ਰਹਿੰਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 25 | Verse 22] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਇਸਰਾਏਲ ਨੂੰ ਉਹ ਦੇ ਸਾਰੇ ਸੰਕਟਾਂ ਤੋਂ ਛੁਟਕਾਰਾ ਦੇ!
