[LXX | EL | OT | Isaiah | Chapter 10 | Verse 1] Οὐαὶ τοῖς γράφουσι πονηρίαν, γράφοντες γὰρ, πονηρίαν γράφουσιν·
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 14] Καὶ σείσω πόλεις κατοικουμένας, καὶ τὴν οἰκουμένην ὅλην καταλήψομαι τῇ χειρὶ ὡς νοσσιὰν, καὶ ὡς καταλελειμμένα ὠὰ ἀρῶ· καὶ οὐκ ἔστιν ὃς διαφεύξεταί με, ἢ ἀντείπῃ μοι.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 15] Μὴ δοξασθήσεται ἀξίνη ἄνευ τοῦ κόπτοντος ἐν αὐτῇ; ἢ ὑψωθήσεται πριὼν ἄνευ τοῦ ἔλκοντος αὐτόν; ὡς ἄν τις ἄρῃ ῥάβδον ἢ ξύλον· καὶ οὐχ οὕτως,
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 16] ἀλλὰ ἀποστελεῖ Κύριος σαβαὼθ εἰς τὴν σὴν τιμὴν ἀτιμίαν, καὶ εἰς τὴν σὴν δόξαν πῦρ καιόμενον καυθήσεται.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 17] Καὶ ἔσται τὸ φῶς τοῦ Ἰσρὴλ εἰς πῦρ, καὶ ἁγιάσει αὐτὸν ἐν πυρὶ καιομένῳ, καὶ φάγεται ὡσεὶ χόρτον τὴν ὕλην·
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 18] τῇ ἡμέρᾳ ἐκείνῃ ἀποσβεσθήσεται τὰ ὄρη, καὶ οἱ βουνοὶ, καὶ οἱ δρυμοὶ, καὶ καταφάγεται ἀπὸ ψυχὴς ἕως σαρκῶν· καὶ ἔσται ὁ φεύγων, ὡς ὁ φεύγων ἀπὸ φλογὸς καιομένης.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 19] Καὶ οἱ καταλειφθέντες ἀπʼ αὐτῶν ἀριθμὸς ἔσονται, καὶ παιδίον γράψει αὐτούς.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 20] Καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ, οὐκέτι προστεθήσεται τὸ καταλειφθὲν Ἰσραὴλ, καὶ οἱ σωθέντες τοῦ Ἰακὼβ οὐκέτι μὴ πεποιθότες ὦσιν ἐπὶ τοὺς ἀδικήσαντας αὐτοὺς, ἀλλὰ ἔσονται πεποιθότες ἐπὶ τὸν Θεὸν τὸν ἅγιον τοῦ Ἰσραὴλ τῇ ἀληθείᾳ.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 21] Καὶ ἔσται τὸ καταλειφθὲν τοῦ Ἰακὼβ ἐπὶ Θεὸν ἰσχύοντα.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 22] Καὶ ἐὰν γένηται ὁ λαὸς Ἰσραὴλ ὡς ἡ ἄμμος τῆς θαλάσσης, τὸ κατάλειμμα αὐτῶν σωθήσεται.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 23] Λόγον συντελῶν καὶ συντέμνων ἐν δικαιοσύνῃ, ὅτι λόγον συντετμημένον Κύριος ποιήσει ἐν τῇ οἰκουμένῃ ὅλῃ.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 24] Διατοῦτο τάδε λέγει Κύριος σαβαὼθ, μὴ φοβοῦ ὁ λαός μου, οἱ κατοικοῦντες ἐν Σιὼν, ἀπὸ Ἀσσυρίων, ὅτι ἐν ῥάβδῳ πατάξει σε· πληγὴν γὰρ ἐπάγω ἐπὶ σὲ, τοῦ ἰδεῖν ὁδὸν Αἰγύπτου.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 25] Ἔτι γὰρ μικρὸν, καὶ παύσεται ἡ ὀργὴ, ὁ δὲ θυμός μου ἐπὶ τὴν βουλὴν αὐτῶν.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 26] Καὶ ἐγερεῖ ὁ Θεὸς ἐπʼ αὐτοὺς, κατὰ τὴν πληγὴν Μαδιὰμ ἐν τόπῳ θλίψεως· καὶ ὁ θυμὸς αὐτοῦ τῇ ὁδῷ τῇ κατὰ θάλασσαν, εἰς τὴν ὁδὸν τὴν κατʼ Αἴγυπτον.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 27] Καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ, ἀφαιρεθήσεται ὁ ζυγὸς αὐτοῦ ἀπὸ τοῦ ὤμου σου, καὶ ὁ φόβος αὐτοῦ ἀπό σου, καὶ καταφθαρήσεται ὁ ζυγὸς ἀπὸ τῶν ὤμων ὑμῶν.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 28] Ἥξει γὰρ εἰς τὴν πόλιν Ἀγγαί, καὶ παρελεύσεται εἰς Μαγεδὼ, καὶ ἐν Μαχμὰς θήσει τὰ σκεύη αὐτοῦ.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 29] Καὶ παρελεύσεται φάραγγα, καὶ ἥξει εἰς Ἀγγαί, φόβος λήψεται Ῥαμᾶ, πόλιν Σαοὺλ, φεύξεται
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 30] ἡ θυγάτηρ Γαλλεὶμ, ἐπακούσεται Λαϊσα, ἐπακούσεται ἐν Ἀναθώθ.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 31] Καὶ ἐξέστη Μαδεβηνὰ, καὶ οἱ κατοικοῦντες Γιββείρ.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 32] Παρακαλεῖτε σήμερον ἐν ὁδῷ τοῦ μεῖναι, τῇ χειρὶ παρακαλεῖτε τὸ ὄρος τὴν θυγατέρα Σιὼν, καὶ οἱ βουνοὶ οἱ ἐν Ἱερουσαλήμ.
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 33] Ἰδοὺ ὁ δεσπότης Κύριος σαβαὼθ συνταράσσει τοὺς ἐνδόξους μετὰ ἰσχύος, καὶ οἱ ὑψηλοὶ τῇ ὕβρει συντριβήσονται, καὶ οἱ ὑψηλοὶ ταπεινωθήσονται,
[LXX | EL | OT | Isaiah | Chapter 10 | Verse 34] καὶ πεσοῦνται ὑψηλοὶ μαχαίρᾳ, ὁ δὲ Λίβανος σὺν τοῖς ὑψηλοῖς πεσεῖται.
