[LXX | EL | OT | Isaiah | Chapter 19 | Verse 1] Ἰδοὺ Κύριος κάθηται ἐπὶ νεφέλης κούφης, καὶ ἥξει εἰς Αἴγυπτον, καὶ σεισθήσεται τὰ χειροποίητα Αἰγύπτου ἀπὸ προσώπου αὐτοῦ· καὶ ἡ καρδία αὐτῶν ἡττηθήσεται ἐν αὐτοῖς.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 12] Ποῦ εἰσι νῦν οἱ σοφοί σου; καὶ ἀναγγειλάτωσάν σοι, καὶ εἰπάτωσαν, τί βεβούλευται Κύριος σαβαὼθ ἐπʼ Αἴγυπτον;
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 13] Ἐξέλιπον οἱ ἄρχοντες Τάνεως, καὶ ὑψώθησαν οἱ ἄρχοντες Μέμφεως, καὶ πλανήσουσιν Αἴγυπτον κατὰ φυλάς.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 14] Κύριος γὰρ ἐκέρασεν αὐτοῖς πνεῦμα πλανήσεως, καὶ ἐπλάνησαν Αἴγυπτον ἐν πᾶσι τοῖς ἔργοις αὐτῶν, ὡς πλανᾶται ὁ μεθύων, καὶ ὁ ἐμῶν ἅμα,
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 15] καὶ οὐκ ἔσται τοῖς Αἰγυπτίοις ἔργον ὃ ποιήσει κεφαλὴν καὶ οὐρὰν, καὶ ἀρχὴν καὶ τέλος.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 16] Τῇ δὲ ἡμέρᾳ ἐκείνῃ ἔσονται οἱ Αἰγύπτιοι, ὡς γυναῖκες, ἐν φόβῳ καὶ ἐν τρόμῳ ἀπὸ προσώπου τῆς χειρὸς Κυρίου σαβαὼθ, ἣν αὐτὸς ἐπιβαλεῖ αὐτοῖς.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 17] Καὶ ἔσται ἡ χώρα τῶν Ἰουδαίων τοῖς Αἰγυπτίοις εἰς φόβητρον· πᾶς ὃς ἐὰν ὀνομάσῃ αὐτὴν αὐτοῖς, φοβηθήσονται διὰ τὴν βουλὴν ἣν βεβούλευται Κύριος σαβαὼθ ἐπʼ αὐτήν.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 18] Τῇ ἡμέρᾳ ἐκείνῃ ἔσονται πέντε πόλεις ἐν Αἰγύπτῳ λαλοῦσαι τῇ γλώσσῃ τῇ Χαναανίτιδι, καὶ ὀμνῦντες τῷ ὀνόματι Κυρίου σαβαώθ· πόλις ἀσεδὲκ κληθήσεται ἡ μία πόλις.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 19] Τῇ ἡμερᾳ ἐκείνῃ ἔσται θυσιαστήριον τῷ Κυρίῳ ἐν χώρᾳ Αἰγυπτίων, καὶ στήλη πρὸς τὸ ὅριον αὐτῆς τῷ Κυρίῳ.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 20] καὶ ἔσται εἰς σημεῖον εἰς τὸν αἰῶνα Κυρίῳ ἐν χώρᾳ Αἰγύπτου· ὅτι κεκράξονται πρὸς Κύριον διὰ τοὺς θλίβοντας αὐτούς, καὶ ἀποστελεῖ αὐτοῖς ἄνθρωπον ὃς σώσει αὐτοὺς, κρίνων σώσει αὐτούς.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 21] Καὶ γνωστὸς ἔσται Κύριος τοῖς Αἰγυπτίοις· καὶ γνώσονται οἱ Αἰγύπτιοι τὸν Κύριον ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ ποιήσουσι θυσίας, καὶ εὔξονται εὐχὰς τῷ Κυρίῳ, καὶ ἀποδώσουσι.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 22] Καὶ πατάξει Κύριος τοὺς Αἰγυπτίους πληγῇ, καὶ ἰάσεται αὐτοὺς ἰάσει, καὶ ἐπιστραφήσονται πρὸς Κύριον, καὶ εἰσακούσεται αὐτῶν, καὶ ἰάσεται αὐτοὺς ἰάσει.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 23] Τῇ ἡμέρᾳ ἐκείνῃ ἔσται ἡ ὁδὸς ἀπὸ Αἰγύπτου πρὸς Ἀσσυρίους, καὶ εἰσελεύσονται Ἀσσύριοι εἰς Αἴγυπτον, καὶ Αἰγύπτιοι πορεύσονται πρὸς Ἀσσυρίους, καὶ δουλεύσουσιν Αἰγύπτιοι τοῖς Ἀσσυρίοις.
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 24] Τῇ ἡμέρᾳ ἐκείνῃ ἔσται Ἰσραὴλ τρίτος ἐν τοῖς Αἰγυπτίοις, καὶ ἐν τοῖς Ἀσσυρίοις εὐλογημένος ἐν τῇ γῇ
[LXX | EL | OT | Isaiah | Chapter 19 | Verse 25] ἣν εὐλόγησε Κύριος σαβαὼθ, λέγων, εὐλογημένος ὁ λαός μου ὁ ἐν Αἰγύπτῳ, καὶ ὁ ἐν Ἀσσυρίοις, καὶ ἡ κληρονομία μου Ἰσραήλ.
