[IRV | PA | OT | Genesis | Chapter 6 | Verse 1] ਫਿਰ ਜਦ ਮਨੁੱਖ ਧਰਤੀ ਉੱਤੇ ਵਧਣ ਲੱਗ ਪਏ ਅਤੇ ਉਨ੍ਹਾਂ ਤੋਂ ਧੀਆਂ ਜੰਮੀਆਂ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 12] ਤਦ ਪਰਮੇਸ਼ੁਰ ਨੇ ਧਰਤੀ ਨੂੰ ਵੇਖਿਆ ਅਤੇ ਵੇਖੋ ਉਹ ਵਿਗੜੀ ਹੋਈ ਸੀ, ਕਿਉਂ ਜੋ ਸਾਰੇ ਮਨੁੱਖਾਂ ਨੇ ਆਪਣੇ ਚਾਲ-ਚਲਣ ਨੂੰ ਧਰਤੀ ਉੱਤੇ ਵਿਗਾੜ ਲਿਆ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 13] ਪਰਮੇਸ਼ੁਰ ਨੇ ਨੂਹ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਸਾਰੇ ਪ੍ਰਾਣੀਆਂ ਨੂੰ ਨਾਸ ਕਰਨ ਦਾ ਵਿਚਾਰ ਕਰ ਲਿਆ ਹੈ ਕਿਉਂ ਜੋ ਧਰਤੀ ਉਨ੍ਹਾਂ ਦੇ ਕਾਰਨ ਬੁਰਿਆਈ ਨਾਲ ਭਰ ਗਈ ਹੈ। ਵੇਖ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਧਰਤੀ ਦੇ ਸਮੇਤ ਨਾਸ ਕਰ ਦਿਆਂਗਾ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 14] ਤੂੰ ਗੋਫ਼ਰ ਦੀ ਲੱਕੜੀ ਤੋਂ ਆਪਣੇ ਲਈ ਇੱਕ ਕਿਸ਼ਤੀ ਬਣਾ। ਤੂੰ ਉਸ ਕਿਸ਼ਤੀ ਵਿੱਚ ਕੋਠੜੀਆਂ ਬਣਾਈਂ ਅਤੇ ਤੂੰ ਉਸ ਨੂੰ ਅੰਦਰੋਂ ਬਾਹਰੋਂ ਰਾਲ ਨਾਲ ਲਿੱਪੀਂ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 15] ਉਹ ਨੂੰ ਇਸੇ ਤਰ੍ਹਾਂ ਬਣਾਈਂ, ਭਈ ਕਿਸ਼ਤੀ ਦੀ ਲੰਬਾਈ ਤਿੰਨ ਸੌ ਹੱਥ, ਉਹ ਦੀ ਚੌੜਾਈ ਪੰਜਾਹ ਹੱਥ ਅਤੇ ਉਹ ਦੀ ਉਚਾਈ ਤੀਹ ਹੱਥ ਹੋਵੇ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 16] ਤੂੰ ਕਿਸ਼ਤੀ ਵਿੱਚ ਇੱਕ ਖਿੜਕੀ ਬਣਾਈਂ ਅਤੇ ਉਸ ਦੇ ਇੱਕ ਹੱਥ ਉੱਪਰੋਂ ਉਸ ਦੀ ਛੱਤ ਬਣਾਈਂ ਅਤੇ ਕਿਸ਼ਤੀ ਦੇ ਇੱਕ ਪਾਸੇ ਇੱਕ ਦਰਵਾਜ਼ਾ ਬਣਾਈਂ ਅਤੇ ਉਸ ਦੀਆਂ ਤਿੰਨ ਮੰਜ਼ਲਾਂ ਬਣਾਈਂ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 17] ਵੇਖ ਮੈਂ, ਹਾਂ, ਮੈਂ ਹੀ ਪਾਣੀ ਦੀ ਪਰਲੋ ਧਰਤੀ ਉੱਤੇ ਲਿਆ ਰਿਹਾ ਹਾਂ ਤਾਂ ਜੋ ਸਾਰੇ ਸਰੀਰਾਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਜੀਵਨ ਦਾ ਸਾਹ ਹੈ, ਅਕਾਸ਼ ਦੇ ਹੇਠੋਂ ਨਾਸ ਕਰ ਦਿਆਂ। ਉਹ ਸਭ ਕੁਝ ਜਿਹੜਾ ਧਰਤੀ ਉੱਤੇ ਹੈ, ਪ੍ਰਾਣ ਛੱਡ ਦੇਵੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 18] ਪਰ ਮੈਂ ਆਪਣਾ ਨੇਮ ਤੇਰੇ ਨਾਲ ਬੰਨ੍ਹਾਂਗਾ। ਤੂੰ ਕਿਸ਼ਤੀ ਵਿੱਚ ਆਪਣੇ ਪੁੱਤਰਾਂ, ਆਪਣੀ ਪਤਨੀ ਅਤੇ ਆਪਣੀਆਂ ਨੂੰਹਾਂ ਨਾਲ ਜਾਵੀਂ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 19] ਤੂੰ ਸਾਰੇ ਜੀਉਂਦੇ ਪ੍ਰਾਣੀਆਂ ਵਿੱਚੋਂ ਇੱਕ-ਇੱਕ ਜੋੜਾ ਅਰਥਾਤ ਨਰ ਅਤੇ ਮਾਦਾ ਕਿਸ਼ਤੀ ਵਿੱਚ ਲੈ ਲਈਂ ਤਾਂ ਜੋ ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਨਾਲ ਜੀਉਂਦਾ ਰੱਖ ਸਕੇਂ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 20] ਪੰਛੀਆਂ ਦੀ ਹਰੇਕ ਪ੍ਰਜਾਤੀ, ਡੰਗਰ ਦੀ ਹਰੇਕ ਪ੍ਰਜਾਤੀ, ਅਤੇ ਜ਼ਮੀਨ ਦੇ ਸਾਰੇ ਘਿੱਸਰਨ ਵਾਲਿਆਂ ਵਿੱਚੋਂ ਉਨ੍ਹਾਂ ਦੀ ਪ੍ਰਜਾਤੀ ਅਨੁਸਾਰ ਸਾਰਿਆਂ ਵਿੱਚੋਂ ਇੱਕ-ਇੱਕ ਜੋੜਾ ਤੇਰੇ ਨਾਲ ਆਉਣਗੇ ਤਾਂ ਜੋ ਉਹ ਤੇਰੇ ਨਾਲ ਜੀਉਂਦੇ ਰਹਿਣ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 21] ਤੂੰ ਆਪਣੇ ਲਈ ਹਰ ਪ੍ਰਕਾਰ ਦੇ ਭੋਜਨ ਪਦਾਰਥਾਂ ਵਿੱਚੋਂ ਕੁਝ ਲੈ ਲੈ ਅਤੇ ਉਸ ਨੂੰ ਆਪਣੇ ਕੋਲ ਇਕੱਠਾ ਕਰ। ਉਹ ਤੇਰੇ ਲਈ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਭੋਜਨ ਹੋਵੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 6 | Verse 22] ਤਦ ਨੂਹ ਨੇ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ, ਜਿਵੇਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਸ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
