[IRV | PA | OT | Genesis | Chapter 9 | Verse 1] ਪਰਮੇਸ਼ੁਰ ਨੇ ਨੂਹ ਅਤੇ ਉਹ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਇਹ ਆਖ ਕੇ ਅਸੀਸ ਦਿੱਤੀ, ਫਲੋ ਅਤੇ ਵਧੋ ਅਤੇ ਧਰਤੀ ਨੂੰ ਭਰ ਦਿਉ
[IRV | PA | OT | Genesis | Chapter 9 | Verse 12] ਤਦ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਖਿਆ, ਇਹ ਉਸ ਨੇਮ ਦਾ ਨਿਸ਼ਾਨ ਹੈ ਜਿਹੜਾ ਮੈਂ ਆਪਣੇ ਅਤੇ ਤੁਹਾਡੇ ਅਤੇ ਹਰੇਕ ਜੀਵ-ਜੰਤੂ ਨਾਲ ਜੋ ਤੁਹਾਡੇ ਸੰਗ ਹੈ, ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਸਦਾ ਲਈ ਦਿੰਦਾ ਹਾਂ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 13] ਮੈਂ ਬੱਦਲਾਂ ਵਿੱਚ ਆਪਣੀ ਸਤਰੰਗੀ ਪੀਂਘ ਰੱਖੀ ਹੈ। ਇਹ ਮੇਰੇ ਅਤੇ ਧਰਤੀ ਦੇ ਵਿਚਕਾਰ ਨੇਮ ਦੀ ਨਿਸ਼ਾਨੀ ਹੋਵੇਗੀ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 14] ਜਦੋਂ ਮੈਂ ਧਰਤੀ ਉੱਤੇ ਬੱਦਲਾਂ ਨੂੰ ਲਿਆਵਾਂਗਾ ਤਦ ਇਹ ਸਤਰੰਗੀ ਪੀਂਘ ਬੱਦਲਾਂ ਵਿੱਚ ਵਿਖਾਈ ਦੇਵੇਗੀ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 15] ਅਤੇ ਮੈਂ ਆਪਣੇ ਨੇਮ ਨੂੰ ਜੋ ਮੇਰੇ ਅਤੇ ਤੁਹਾਡੇ ਵਿਚਕਾਰ ਅਤੇ ਸਾਰੇ ਜੀਉਂਦੇ ਪ੍ਰਾਣੀਆਂ ਦੇ ਨਾਲ ਹੈ, ਯਾਦ ਕਰਾਂਗਾ ਅਤੇ ਅਜਿਹੀ ਜਲ ਪਰਲੋ ਫੇਰ ਕਦੇ ਨਾ ਹੋਵੇਗੀ ਜਿਹੜੀ ਸਾਰੇ ਪ੍ਰਾਣੀਆਂ ਦਾ ਨਾਸ ਕਰੇ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 16] ਬੱਦਲ ਵਿੱਚ ਇਸ ਸਤਰੰਗੀ ਪੀਂਘ ਨੂੰ ਵੇਖ ਕੇ ਮੈਂ ਉਸ ਸਦੀਪਕ ਨੇਮ ਨੂੰ ਯਾਦ ਕਰਾਂਗਾ ਜਿਹੜਾ ਮੇਰੇ ਅਤੇ ਧਰਤੀ ਦੇ ਸਾਰੇ ਜੀਉਂਦੇ ਪ੍ਰਾਣੀਆਂ ਦੇ ਨਾਲ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 17] ਫਿਰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਨੂਹ ਨੂੰ ਕਿਹਾ, ਇਹ ਉਸ ਨੇਮ ਦਾ ਨਿਸ਼ਾਨ ਹੈ ਜੋ ਮੈਂ ਆਪਣੇ ਅਤੇ ਧਰਤੀ ਦੇ ਸਾਰੇ ਪ੍ਰਾਣੀਆਂ ਦੇ ਵਿਚਕਾਰ ਠਹਿਰਾਇਆ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 18] ਨੂਹ ਦੇ ਪੁੱਤਰ ਜਿਹੜੇ ਕਿਸ਼ਤੀ ਵਿੱਚੋਂ ਨਿੱਕਲੇ ਉਹ ਸ਼ੇਮ, ਹਾਮ ਅਤੇ ਯਾਫ਼ਥ ਸਨ ਅਤੇ ਹਾਮ ਕਨਾਨ ਦਾ ਪਿਤਾ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 19] ਇਹ ਨੂਹ ਦੇ ਤਿੰਨ ਪੁੱਤਰ ਸਨ ਅਤੇ ਇਨ੍ਹਾਂ ਤੋਂ ਹੀ ਸਾਰੀ ਧਰਤੀ ਆਬਾਦ ਹੋਈ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 20] ਨੂਹ ਖੇਤੀ ਕਰਨ ਲੱਗਾ ਅਤੇ ਉਸ ਨੇ ਅੰਗੂਰ ਦਾ ਬਾਗ਼ ਲਾਇਆ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 21] ਉਸ ਨੇ ਮਧ ਪੀਤੀ ਅਤੇ ਮਤਵਾਲਾ ਹੋ ਗਿਆ, ਅਤੇ ਤੰਬੂ ਦੇ ਵਿੱਚ ਨੰਗਾ ਪੈ ਗਿਆ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 22] ਤਦ ਕਨਾਨ ਦੇ ਪਿਤਾ ਹਾਮ ਨੇ ਆਪਣੇ ਪਿਤਾ ਦਾ ਨੰਗੇਜ਼ ਵੇਖਿਆ ਅਤੇ ਉਸ ਨੇ ਆਪਣੇ ਦੋਹਾਂ ਭਰਾਵਾਂ ਨੂੰ ਜੋ ਬਾਹਰ ਸਨ, ਜਾ ਕੇ ਦੱਸਿਆ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 23] ਤਦ ਸ਼ੇਮ ਅਤੇ ਯਾਫ਼ਥ ਨੇ ਕੱਪੜਾ ਲੈ ਕੇ ਆਪਣੇ ਦੋਹਾਂ ਮੋਢਿਆਂ ਤੇ ਰੱਖਿਆ ਅਤੇ ਪੁੱਠੇ ਪੈਰੀਂ ਜਾ ਕੇ ਆਪਣੇ ਪਿਤਾ ਦਾ ਨੰਗੇਜ਼ ਢੱਕਿਆ। ਉਨ੍ਹਾਂ ਦੇ ਮੂੰਹ ਪਿਛਲੇ ਪਾਸੇ ਨੂੰ ਸਨ, ਇਸ ਲਈ ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਪਿਤਾ ਦੇ ਨੰਗੇਜ਼ ਨੂੰ ਨਾ ਵੇਖਿਆ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 24] ਜਦ ਨੂਹ ਦਾ ਨਸ਼ਾ ਉਤਰ ਗਿਆ ਤਾਂ ਉਸ ਨੂੰ ਪਤਾ ਲੱਗਿਆ ਕਿ ਉਸ ਦੇ ਛੋਟੇ ਪੁੱਤਰ ਨੇ ਉਸ ਦੇ ਨਾਲ ਕੀ ਕੀਤਾ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 25] ਤਦ ਉਸ ਨੇ ਆਖਿਆ, ਕਨਾਨ ਸਰਾਪੀ ਹੈ। ਉਹ ਆਪਣੇ ਭਰਾਵਾਂ ਦੇ ਦਾਸਾਂ ਦਾ ਦਾਸ ਹੋਵੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 26] ਉਸ ਨੇ ਇਹ ਵੀ ਆਖਿਆ, ਸ਼ੇਮ ਦਾ ਪਰਮੇਸ਼ੁਰ ਯਹੋਵਾਹ ਧੰਨ ਹੋਵੇ ਅਤੇ ਕਨਾਨ ਸ਼ੇਮ ਦਾ ਦਾਸ ਹੋਵੇ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 27] ਪਰਮੇਸ਼ੁਰ ਯਾਫ਼ਥ ਦੀ ਪੀੜ੍ਹੀ ਨੂੰ ਵਧਾਵੇ, ਉਹ ਸ਼ੇਮ ਦੇ ਤੰਬੂਆਂ ਵਿੱਚ ਵੱਸੇ ਅਤੇ ਕਨਾਨ ਉਸ ਦਾ ਦਾਸ ਹੋਵੇ।
[IRV | PA | OT | Genesis | Chapter 9 | Verse 28] ਪਰਲੋ ਤੋਂ ਬਾਅਦ ਨੂਹ ਤਿੰਨ ਸੌ ਪੰਜਾਹ ਸਾਲਾਂ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ
[IRV | PA | OT | Genesis | Chapter 9 | Verse 29] ਅਤੇ ਨੂਹ ਦੀ ਸਾਰੀ ਉਮਰ ਨੌ ਸੌ ਪੰਜਾਹ ਸਾਲ ਹੋਈ, ਤਦ ਉਹ ਮਰ ਗਿਆ।
