[IRV | PA | OT | Genesis | Chapter 32 | Verse 1] ਯਾਕੂਬ ਆਪਣੇ ਰਾਹ ਪੈ ਗਿਆ ਤਦ ਪਰਮੇਸ਼ੁਰ ਦੇ ਦੂਤ ਉਸ ਨੂੰ ਮਿਲੇ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 12] ਤੂੰ ਤਾਂ ਆਖਿਆ, ਕਿ ਮੈਂ ਤੇਰੇ ਨਾਲ ਭਲਿਆਈ ਹੀ ਭਲਿਆਈ ਕਰਾਂਗਾ ਅਤੇ ਤੇਰੀ ਅੰਸ ਨੂੰ ਸਮੁੰਦਰ ਦੀ ਰੇਤ ਵਾਂਗੂੰ ਵਧਾਵਾਂਗਾ, ਜਿਹੜੀ ਬਹੁਤਾਇਤ ਦੇ ਕਾਰਨ ਗਿਣੀ ਨਹੀਂ ਜਾਂਦੀ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 13] ਉਹ ਉਸ ਰਾਤ ਉੱਥੇ ਹੀ ਰਿਹਾ ਅਤੇ ਜੋ ਕੁਝ ਉਸ ਦੇ ਕੋਲ ਸੀ ਉਸ ਵਿੱਚੋਂ ਕੁਝ ਆਪਣੇ ਭਰਾ ਏਸਾਓ ਨੂੰ ਨਜ਼ਰਾਨਾ ਦੇਣ ਲਈ ਲਿਆ
[IRV | PA | OT | Genesis | Chapter 32 | Verse 14] ਅਰਥਾਤ ਦੋ ਸੌ ਬੱਕਰੀਆਂ, ਵੀਹ ਬੱਕਰੇ, ਦੋ ਸੌ ਭੇਡਾਂ, ਵੀਹ ਮੇਂਢੇ,
[IRV | PA | OT | Genesis | Chapter 32 | Verse 15] ਤੀਹ ਸੂਈਆਂ ਹੋਈਆਂ ਊਠਣੀਆਂ ਬੱਚਿਆਂ ਸਮੇਤ, ਚਾਲ੍ਹੀ ਗਊਆਂ, ਦਸ ਸਾਨ੍ਹ, ਵੀਹ ਗਧੀਆਂ ਅਤੇ ਉਹਨਾਂ ਦੇ ਦਸ ਬੱਚੇ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 16] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਝੁੰਡ ਵੱਖਰੇ-ਵੱਖਰੇ ਕਰ ਕੇ ਆਪਣੇ ਸੇਵਕਾਂ ਦੇ ਹੱਥ ਦੇ ਦਿੱਤੇ ਅਤੇ ਆਪਣੇ ਸੇਵਕਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਮੇਰੇ ਅੱਗੇ-ਅੱਗੇ ਪਾਰ ਲੰਘ ਜਾਓ ਅਤੇ ਵੱਗਾਂ ਦੇ ਵਿਚਕਾਰ ਥੋੜ੍ਹਾ-ਥੋੜ੍ਹਾ ਫ਼ਾਸਲਾ ਰੱਖੋ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 17] ਸਭ ਤੋਂ ਅੱਗੇ ਜਾਣ ਵਾਲੇ ਝੁੰਡ ਦੇ ਰਖਵਾਲੇ ਨੂੰ ਉਸ ਨੇ ਇਹ ਹੁਕਮ ਦਿੱਤਾ, ਕਿ ਜਦ ਤੈਨੂੰ ਮੇਰਾ ਭਰਾ ਏਸਾਓ ਮਿਲੇ ਅਤੇ ਉਹ ਪੁੱਛੇ, ਤੂੰ ਕਿਸ ਦਾ ਦਾਸ ਹੈਂ, ਕਿੱਧਰ ਨੂੰ ਜਾਂਦਾ ਹੈਂ ਅਤੇ ਇਹ ਤੇਰੇ ਅੱਗੇ ਜਾਣ ਵਾਲੇ ਕਿਸ ਦੇ ਹਨ?
[IRV | PA | OT | Genesis | Chapter 32 | Verse 18] ਤਾਂ ਤੂੰ ਆਖੀਂ ਇਹ ਤੁਹਾਡੇ ਦਾਸ ਯਾਕੂਬ ਦੇ ਹਨ। ਇਹ ਇੱਕ ਨਜ਼ਰਾਨਾ ਹੈ ਜਿਹੜਾ ਮੇਰੇ ਸੁਆਮੀ ਨੇ ਏਸਾਓ ਲਈ ਭੇਜਿਆ ਹੈ ਅਤੇ ਵੇਖੋ, ਉਹ ਵੀ ਸਾਡੇ ਪਿੱਛੇ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 19] ਅਤੇ ਉਸ ਨੇ ਦੂਜੇ ਅਤੇ ਤੀਜੇ ਰਖਵਾਲਿਆਂ ਨੂੰ ਸਗੋਂ ਸਾਰਿਆਂ ਨੂੰ ਜਿਹੜੇ ਝੁੰਡ ਦੇ ਪਿੱਛੇ ਆਉਂਦੇ ਸਨ, ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਜਦ ਤੁਸੀਂ ਏਸਾਓ ਨੂੰ ਮਿਲੋ ਤਾਂ ਤੁਸੀਂ ਇਸੇ ਤਰ੍ਹਾਂ ਹੀ ਆਖਣਾ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 20] ਅਤੇ ਇਹ ਵੀ ਆਖਣਾ, ਵੇਖੋ, ਤੁਹਾਡਾ ਦਾਸ ਯਾਕੂਬ ਸਾਡੇ ਪਿੱਛੇ-ਪਿੱਛੇ ਆ ਰਿਹਾ ਹੈ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਆਖਿਆ ਕਿ ਇਸ ਨਜ਼ਰਾਨੇ ਨਾਲ ਜਿਹੜਾ ਮੇਰੇ ਅੱਗੇ-ਅੱਗੇ ਜਾਂਦਾ ਹੈ ਮੈਂ ਉਸ ਦਾ ਗੁੱਸਾ ਠੰਡਾ ਕਰਾਂਗਾ ਅਤੇ ਇਸ ਤੋਂ ਬਾਅਦ ਹੀ ਉਹ ਦਾ ਮੂੰਹ ਵੇਖਾਂਗਾ, ਸ਼ਾਇਦ ਉਹ ਮੈਨੂੰ ਕਬੂਲ ਕਰੇ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 21] ਇਸ ਲਈ ਉਹ ਨਜ਼ਰਾਨਾ ਉਸ ਤੋਂ ਅੱਗੇ ਪਾਰ ਲੰਘ ਗਿਆ ਅਤੇ ਉਹ ਆਪ ਉਸ ਰਾਤ ਆਪਣੀ ਟੋਲੀ ਨਾਲ ਰਿਹਾ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 22] ਉਹ ਉਸੇ ਰਾਤ ਉੱਠਿਆ ਅਤੇ ਆਪਣੀਆਂ ਦੋਵੇਂ ਪਤਨੀਆਂ, ਦੋਵੇਂ ਦਾਸੀਆਂ ਅਤੇ ਗਿਆਰ੍ਹਾਂ ਪੁੱਤਰਾਂ ਨੂੰ ਲੈ ਕੇ ਯਬੋਕ ਨਦੀ ਤੋਂ ਪਾਰ ਲੰਘਾ ਦਿੱਤਾ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 23] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅਤੇ ਜੋ ਉਸ ਦੇ ਕੋਲ ਸੀ, ਪਾਰ ਲੰਘਾ ਦਿੱਤਾ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 24] ਅਤੇ ਯਾਕੂਬ ਇਕੱਲਾ ਰਹਿ ਗਿਆ, ਉਸ ਦੇ ਨਾਲ ਇੱਕ ਮਨੁੱਖ ਦਿਨ ਚੜ੍ਹਨ ਤੱਕ ਘੁਲਦਾ ਰਿਹਾ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 25] ਜਦ ਉਸ ਨੇ ਵੇਖਿਆ ਕਿ ਮੈਂ ਯਾਕੂਬ ਤੋਂ ਜਿੱਤ ਨਹੀਂ ਸਕਦਾ ਤਾਂ ਉਸ ਨੇ ਯਾਕੂਬ ਦੇ ਪੱਟ ਦੇ ਜੋੜ ਨੂੰ ਹੱਥ ਲਾਇਆ ਅਤੇ ਯਾਕੂਬ ਦੇ ਪੱਟ ਦਾ ਜੋੜ ਉਸ ਦੇ ਨਾਲ ਘੁਲਣ ਦੇ ਕਾਰਨ ਨਿੱਕਲ ਗਿਆ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 26] ਤਦ ਉਸ ਮਨੁੱਖ ਨੇ ਆਖਿਆ, ਮੈਨੂੰ ਜਾਣ ਦੇ ਕਿਉਂ ਜੋ ਦਿਨ ਚੜ੍ਹ ਗਿਆ ਹੈ। ਯਾਕੂਬ ਨੇ ਆਖਿਆ, ਮੈਂ ਤੈਨੂੰ ਨਹੀਂ ਜਾਣ ਦਿਆਂਗਾ, ਜਦ ਤੱਕ ਤੂੰ ਮੈਨੂੰ ਬਰਕਤ ਨਾ ਦੇਵੇਂ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 27] ਤਾਂ ਉਸ ਨੇ ਪੁੱਛਿਆ, ਤੇਰਾ ਨਾਮ ਕੀ ਹੈ? ਉਸ ਨੇ ਆਖਿਆ, ਯਾਕੂਬ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 28] ਤਦ ਉਸ ਨੇ ਆਖਿਆ, ਤੇਰਾ ਨਾਮ ਹੁਣ ਤੋਂ ਯਾਕੂਬ ਨਹੀਂ ਸਗੋਂ ਇਸਰਾਏਲ ਹੋਵੇਗਾ ਕਿਉਂ ਜੋ ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਮਨੁੱਖਾਂ ਨਾਲ ਯੁੱਧ ਕਰ ਕੇ ਜਿੱਤ ਗਿਆ ਹੈਂ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 29] ਤਾਂ ਯਾਕੂਬ ਨੇ ਆਖਿਆ, ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਆਪਣਾ ਨਾਮ ਦੱਸੋ? ਉਸ ਨੇ ਆਖਿਆ, ਤੂੰ ਮੇਰਾ ਨਾਮ ਕਿਉਂ ਪੁੱਛਦਾ ਹੈਂ? ਤਦ ਉਸ ਨੇ ਉਹ ਨੂੰ ਉੱਥੇ ਬਰਕਤ ਦਿੱਤੀ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 30] ਯਾਕੂਬ ਨੇ ਇਹ ਆਖ ਕੇ ਉਸ ਸਥਾਨ ਦਾ ਨਾਮ ਪਨੀਏਲ ਰੱਖਿਆ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਹਮੋ-ਸਾਹਮਣੇ ਵੇਖਿਆ ਅਤੇ ਉਸ ਦੀ ਜਾਨ ਬਚ ਗਈ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 31] ਜਦ ਉਹ ਪਨੂਏਲ ਤੋਂ ਪਾਰ ਲੰਘ ਗਿਆ ਤਾਂ ਸੂਰਜ ਚੜ੍ਹ ਗਿਆ ਸੀ ਅਤੇ ਉਹ ਆਪਣੇ ਪੱਟ ਤੋਂ ਲੰਗੜਾ ਕੇ ਤੁਰਦਾ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 32] ਇਸ ਲਈ ਇਸਰਾਏਲੀ ਉਸ ਨਾੜੀ ਦੇ ਪੱਠੇ ਨੂੰ ਜਿਹੜਾ ਪੱਟ ਦੇ ਜੋੜ ਉੱਤੇ ਹੈ, ਅੱਜ ਤੱਕ ਨਹੀਂ ਖਾਂਦੇ ਕਿਉਂ ਜੋ ਉਸ ਮਨੁੱਖ ਨੇ ਯਾਕੂਬ ਦੀ ਨਾੜੀ ਦੇ ਪੱਠੇ ਨੂੰ ਪੱਟ ਦੇ ਜੋੜ ਕੋਲ ਹੱਥ ਲਾ ਦਿੱਤਾ ਸੀ।
