[IRV | PA | OT | Genesis | Chapter 39 | Verse 1] ਯੂਸੁਫ਼ ਮਿਸਰ ਵਿੱਚ ਲਿਆਂਦਾ ਗਿਆ ਅਤੇ ਪੋਟੀਫ਼ਰ ਮਿਸਰੀ ਨੇ ਜਿਹੜਾ ਫ਼ਿਰਊਨ ਦਾ ਹਾਕਮ ਅਤੇ ਅੰਗ-ਰੱਖਿਅਕਾਂ ਦਾ ਪ੍ਰਧਾਨ ਸੀ, ਉਸ ਨੂੰ ਇਸਮਾਏਲੀਆਂ ਦੇ ਹੱਥੋਂ ਮੁੱਲ ਲੈ ਲਿਆ, ਜਿਹੜੇ ਉਸ ਨੂੰ ਉੱਥੇ ਲਿਆਏ ਸਨ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 12] ਤਦ ਉਸ ਨੇ ਉਸ ਦਾ ਕੱਪੜਾ ਫੜ੍ਹ ਕੇ ਆਖਿਆ, ਮੇਰੇ ਨਾਲ ਲੇਟ ਤਾਂ ਉਹ ਆਪਣਾ ਕੱਪੜਾ ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਛੱਡ ਕੇ ਭੱਜਿਆ ਅਤੇ ਬਾਹਰ ਨਿੱਕਲ ਗਿਆ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 13] ਜਦ ਉਸ ਨੇ ਵੇਖਿਆ ਕਿ ਉਹ ਆਪਣਾ ਕੱਪੜਾ ਮੇਰੇ ਹੱਥ ਵਿੱਚ ਛੱਡ ਕੇ ਬਾਹਰ ਭੱਜ ਗਿਆ ਹੈ
[IRV | PA | OT | Genesis | Chapter 39 | Verse 14] ਤਾਂ ਉਸ ਨੇ ਆਪਣੇ ਘਰ ਦੇ ਮਨੁੱਖਾਂ ਨੂੰ ਬੁਲਾਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਵੇਖੋ, ਉਹ ਇੱਕ ਇਬਰਾਨੀ ਨੂੰ ਸਾਡੇ ਕੋਲ ਲੈ ਆਇਆ ਹੈ ਜਿਹੜਾ ਸਾਡਾ ਨਿਰਾਦਰ ਕਰੇ। ਉਹ ਮੇਰੇ ਕੋਲ ਅੰਦਰ ਆਇਆ ਤਾਂ ਜੋ ਉਹ ਮੇਰੇ ਨਾਲ ਲੇਟੇ ਪਰ ਮੈਂ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਬੋਲ ਪਈ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 15] ਜਦ ਉਸ ਨੇ ਸੁਣਿਆ ਕਿ ਮੈਂ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਚਿੱਲਾਈ ਤਾਂ ਉਹ ਆਪਣਾ ਕੱਪੜਾ ਮੇਰੇ ਕੋਲ ਛੱਡ ਕੇ ਬਾਹਰ ਨੂੰ ਭੱਜ ਗਿਆ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 16] ਸੋ ਉਸ ਨੇ ਆਪਣੇ ਸੁਆਮੀ ਦੇ ਘਰ ਆਉਣ ਤੱਕ ਉਸ ਦਾ ਕੱਪੜਾ ਆਪਣੇ ਕੋਲ ਰੱਖ ਛੱਡਿਆ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 17] ਤਦ ਉਸ ਨੇ ਉਹ ਨੂੰ ਸਾਰੀਆਂ ਗੱਲਾਂ ਦੱਸੀਆਂ ਅਤੇ ਆਖਿਆ, ਜਿਹੜਾ ਇਬਰਾਨੀ ਗ਼ੁਲਾਮ ਤੂੰ ਸਾਡੇ ਕੋਲ ਲੈ ਆਇਆ ਹੈਂ ਉਹ ਮੇਰੇ ਕੋਲ ਅੰਦਰ ਆ ਵੜਿਆ ਅਤੇ ਮੇਰੇ ਨਾਲ ਬੁਰਾ ਵਿਵਹਾਰ ਕਰਨ ਲੱਗਾ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 18] ਪਰ ਜਦ ਮੈਂ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਚਿੱਲਾਈ ਤਾਂ ਉਹ ਆਪਣਾ ਕੱਪੜਾ ਮੇਰੇ ਕੋਲ ਛੱਡ ਕੇ ਬਾਹਰ ਨੂੰ ਭੱਜ ਗਿਆ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 19] ਫੇਰ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਜਦ ਉਸ ਦੇ ਸੁਆਮੀ ਨੇ ਆਪਣੀ ਪਤਨੀ ਦੀਆਂ ਗੱਲਾਂ ਸੁਣੀਆਂ, ਜਿਹੜੀ ਇਹ ਬੋਲੀ ਕਿ ਤੇਰੇ ਗ਼ੁਲਾਮ ਨੇ ਮੇਰੇ ਨਾਲ ਅਜਿਹਾ ਕੀਤਾ ਹੈ ਤਾਂ ਉਸ ਦਾ ਕ੍ਰੋਧ ਭੜਕ ਉੱਠਿਆ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 20] ਤਦ ਯੂਸੁਫ਼ ਦੇ ਸੁਆਮੀ ਨੇ ਉਸ ਨੂੰ ਫੜ੍ਹ ਕੇ ਕੈਦ ਵਿੱਚ ਪਾ ਦਿੱਤਾ, ਜਿੱਥੇ ਸ਼ਾਹੀ ਕੈਦੀ ਸਨ ਅਤੇ ਉਹ ਉੱਥੇ ਕੈਦ ਵਿੱਚ ਰਿਹਾ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 21] ਪਰ ਯਹੋਵਾਹ ਯੂਸੁਫ਼ ਦੇ ਸੰਗ ਸੀ ਅਤੇ ਉਹ ਨੇ ਉਸ ਉੱਤੇ ਕਿਰਪਾ ਕੀਤੀ ਅਤੇ ਉਸ ਨੇ ਕੈਦਖ਼ਾਨੇ ਦੇ ਦਰੋਗ਼ੇ ਦੀਆਂ ਨਜ਼ਰਾਂ ਵਿੱਚ ਦਯਾ ਪਾਈ
[IRV | PA | OT | Genesis | Chapter 39 | Verse 22] ਅਤੇ ਦਰੋਗੇ ਨੇ ਸਾਰੇ ਕੈਦੀਆਂ ਨੂੰ ਜਿਹੜੇ ਉਸ ਕੈਦ ਵਿੱਚ ਸਨ, ਯੂਸੁਫ਼ ਦੇ ਹੱਥ ਵਿੱਚ ਦੇ ਦਿੱਤਾ ਅਤੇ ਜਿਹੜਾ ਕੰਮ ਉੱਥੇ ਕੀਤਾ ਜਾਂਦਾ ਸੀ, ਉਹੀ ਚਲਾਉਂਦਾ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 39 | Verse 23] ਕੈਦਖ਼ਾਨੇ ਦਾ ਦਰੋਗਾ ਕਿਸੇ ਗੱਲ ਦੀ ਜਿਹੜੀ ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਸੀ, ਖ਼ਬਰ ਨਹੀਂ ਲੈਂਦਾ ਸੀ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਯੂਸੁਫ਼ ਦੇ ਸੰਗ ਸੀ ਅਤੇ ਜੋ ਕੁਝ ਉਹ ਕਰਦਾ ਸੀ ਯਹੋਵਾਹ ਉਸ ਨੂੰ ਸਫ਼ਲ ਬਣਾ ਦਿੰਦਾ ਸੀ।
