[IRV | PA | OT | Genesis | Chapter 49 | Verse 1] ਯਾਕੂਬ ਨੇ ਆਪਣੇ ਪੁੱਤਰਾਂ ਨੂੰ ਸੱਦ ਕੇ ਆਖਿਆ, ਇਕੱਠੇ ਹੋ ਜਾਓ ਤਾਂ ਜੋ ਮੈਂ ਤੁਹਾਨੂੰ ਦੱਸਾਂ, ਜੋ ਤੁਹਾਡੇ ਉੱਤੇ ਆਉਣ ਵਾਲਿਆਂ ਦਿਨਾਂ ਵਿੱਚ ਬੀਤੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 12] ਉਹ ਦੀਆਂ ਅੱਖਾਂ ਮਧ ਨਾਲ ਲਾਲ ਅਤੇ ਉਹ ਦੇ ਦੰਦ ਦੁੱਧ ਨਾਲੋਂ ਚਿੱਟੇ ਹਨ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 13] ਜ਼ਬੂਲੁਨ ਸਮੁੰਦਰਾਂ ਦੇ ਘਾਟ ਉੱਤੇ ਵੱਸੇਗਾ ਅਤੇ ਉਹ ਬੇੜਿਆਂ ਦੀ ਬੰਦਰਗਾਹ ਹੋਵੇਗਾ ਤੇ ਉਸ ਦੀ ਹੱਦ ਸੀਦੋਨ ਤੱਕ ਹੋਵੇਗੀ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 14] ਯਿੱਸਾਕਾਰ ਬਲਵੰਤ ਗਧਾ ਹੈ, ਜਿਹੜਾ ਵਾੜੇ ਦੇ ਪਸ਼ੂਆਂ ਵਿਚਕਾਰ ਸਹਿਮ ਕੇ ਬੈਠਦਾ ਹੈ,
[IRV | PA | OT | Genesis | Chapter 49 | Verse 15] ਅਤੇ ਉਸ ਨੇ ਇੱਕ ਅਰਾਮ ਦੀ ਥਾਂ ਵੇਖੀ ਕਿ ਉਹ ਚੰਗੀ ਹੈ ਅਤੇ ਉਹ ਦੇਸ਼ ਮਨ ਭਾਉਂਦਾ ਹੈ। ਤਦ ਉਸ ਨੇ ਆਪਣਾ ਮੋਢਾ ਭਾਰ ਚੁੱਕਣ ਨੂੰ ਨਿਵਾਇਆ ਅਤੇ ਉਹ ਇੱਕ ਬੇਗਾਰੀ ਕਰਨ ਵਾਲਾ ਬਣਿਆ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 16] ਦਾਨ ਇਸਰਾਏਲ ਦੇ ਗੋਤਾਂ ਵਿੱਚੋਂ ਇੱਕ ਹੋ ਕੇ, ਆਪਣੇ ਲੋਕਾਂ ਦਾ ਨਿਆਂ ਕਰੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 17] ਦਾਨ ਮਾਰਗ ਉੱਤੇ ਸੱਪ ਸਗੋਂ ਰਸਤੇ ਵਿੱਚ ਫਨੀਅਰ ਸੱਪ ਹੋਵੇਗਾ, ਜਿਹੜਾ ਘੋੜੇ ਨੂੰ ਡੰਗ ਮਾਰਦਾ ਹੈ ਜਿਸ ਕਾਰਨ ਉਸ ਦਾ ਸਵਾਰ ਪਿੱਛੇ ਡਿੱਗ ਪੈਂਦਾ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 18] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਤੇਰੇ ਛੁਟਕਾਰੇ ਨੂੰ ਉਡੀਕਿਆ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 19] ਗਾਦ ਨੂੰ ਫ਼ੌਜਾਂ ਧੱਕਣਗੀਆਂ ਪਰ ਉਹ ਉਨ੍ਹਾਂ ਦੀ ਪਿੱਠ ਨੂੰ ਧੱਕੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 20] ਆਸ਼ੇਰ ਦੀ ਰੋਟੀ ਚਿਕਣੀ ਹੋਵੇਗੀ ਅਤੇ ਉਹ ਸੁਆਦਲੇ ਸ਼ਾਹੀ ਭੋਜਨ ਦੇਵੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 21] ਨਫ਼ਤਾਲੀ ਛੱਡੀ ਹੋਈ ਹਰਨੀ ਹੈ, ਉਹ ਸੁੰਦਰ ਗੱਲਾਂ ਬੋਲਦਾ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 22] ਯੂਸੁਫ਼ ਇੱਕ ਫਲਦਾਇਕ ਦਾਖ਼ਲਤਾ ਹੈ, ਸੋਤੇ ਕੋਲ ਲੱਗੀ ਇੱਕ ਫਲਦਾਇਕ ਦਾਖ਼ਲਤਾ, ਜਿਸ ਦੀਆਂ ਟਹਿਣੀਆਂ ਕੰਧ ਉੱਤੋਂ ਦੀ ਚੜ੍ਹ ਜਾਂਦੀਆਂ ਹਨ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 23] ਤੀਰ-ਅੰਦਾਜ਼ਾਂ ਨੇ ਉਹ ਨੂੰ ਸਤਾਇਆ ਅਤੇ ਤੀਰ ਚਲਾਏ ਤੇ ਉਹ ਦੇ ਨਾਲ ਵੈਰ ਰੱਖਿਆ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 24] ਪਰ ਉਹ ਦਾ ਧਣੁੱਖ ਤਕੜਾ ਰਿਹਾ ਅਤੇ ਯਾਕੂਬ ਦੇ ਸ਼ਕਤੀਮਾਨ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹੱਥੋਂ ਉਸ ਦੀਆਂ ਬਾਹਾਂ ਤੇ ਹੱਥ ਬਲਵੰਤ ਹਨ (ਉੱਥੋਂ ਹੀ ਅਯਾਲੀ ਅਰਥਾਤ ਇਸਰਾਏਲ ਦਾ ਪੱਥਰ ਆਵੇਗਾ)
[IRV | PA | OT | Genesis | Chapter 49 | Verse 25] ਤੇਰੇ ਪਿਤਾ ਦੇ ਪਰਮੇਸ਼ੁਰ ਤੋਂ, ਜਿਹੜਾ ਤੇਰੀ ਸਹਾਇਤਾ ਕਰੇਗਾ ਅਤੇ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਤੋਂ, ਜਿਹੜਾ ਤੈਨੂੰ ਬਰਕਤਾਂ ਦੇਵੇਗਾ, ਉੱਪਰੋਂ ਅਕਾਸ਼ ਦੀਆਂ ਬਰਕਤਾਂ, ਹੇਠਾਂ ਪਈਆਂ ਹੋਈਆਂ ਡੁੰਘਿਆਈਆਂ ਦੀਆਂ ਬਰਕਤਾਂ, ਛਾਤੀਆਂ ਤੇ ਕੁੱਖ ਦੀਆਂ ਬਰਕਤਾਂ,
[IRV | PA | OT | Genesis | Chapter 49 | Verse 26] ਤੇਰੇ ਪਿਤਾ ਦੀਆਂ ਬਰਕਤਾਂ, ਮੇਰੇ ਪਿਓ ਦਾਦਿਆਂ ਦੀਆਂ ਬਰਕਤਾਂ ਤੋਂ, ਸਗੋਂ ਸਦੀਪਕ ਪਰਬਤਾਂ ਦੇ ਬੰਨ੍ਹਿਆਂ ਤੱਕ ਵੱਧ ਗਈਆਂ। ਉਹ ਯੂਸੁਫ਼ ਦੇ ਸਿਰ ਉੱਤੇ ਸਗੋਂ ਉਹ ਦੀ ਖੋਪੜੀ ਉੱਤੇ ਹੋਣਗੀਆਂ ਜਿਹੜਾ ਆਪਣੇ ਭਰਾਵਾਂ ਵਿੱਚੋਂ ਅਲੱਗ ਕੀਤਾ ਗਿਆ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 27] ਬਿਨਯਾਮੀਨ ਪਾੜਨ ਵਾਲਾ ਬਘਿਆੜ ਹੈ। ਸਵੇਰੇ ਉਹ ਸ਼ਿਕਾਰ ਖਾਵੇਗਾ ਅਤੇ ਸ਼ਾਮ ਨੂੰ ਲੁੱਟ ਵੰਡੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 28] ਇਹ ਸਭ ਇਸਰਾਏਲ ਦੇ ਬਾਰਾਂ ਗੋਤ ਹਨ, ਇਹ ਉਹ ਬਚਨ ਹਨ ਜੋ ਉਨ੍ਹਾਂ ਦਾ ਪਿਤਾ ਉਨ੍ਹਾਂ ਨੂੰ ਬੋਲਿਆ, ਜਦ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਹਰ ਇੱਕ ਨੂੰ ਬਰਕਤ ਦਿੱਤੀ ਹਰ ਇੱਕ ਨੂੰ ਉਸ ਦੀ ਬਰਕਤ ਅਨੁਸਾਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਬਰਕਤ ਦਿੱਤੀ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 29] ਫੇਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਗਿਆ ਦੇ ਕੇ ਆਖਿਆ, ਮੈਂ ਆਪਣੇ ਲੋਕਾਂ ਨੂੰ ਮਿਲਣ ਲਈ ਜਾਂਦਾ ਹਾਂ, ਮੈਨੂੰ ਮੇਰੇ ਪਿਓ ਦਾਦਿਆਂ ਨਾਲ ਉਸ ਗੁਫ਼ਾ ਵਿੱਚ ਜਿਹੜੀ ਅਫ਼ਰੋਨ ਹਿੱਤੀ ਦੀ ਪੈਲੀ ਵਿੱਚ ਹੈ, ਦੱਬਿਓ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 30] ਅਰਥਾਤ ਉਸ ਗੁਫ਼ਾ ਵਿੱਚ ਜਿਹੜੀ ਮਕਫ਼ੇਲਾਹ ਦੀ ਪੈਲੀ ਵਿੱਚ ਮਮਰੇ ਦੇ ਅੱਗੇ ਕਨਾਨ ਦੇਸ਼ ਵਿੱਚ ਹੈ, ਜਿਹੜੀ ਪੈਲੀ ਅਬਰਾਹਾਮ ਨੇ ਅਫ਼ਰੋਨ ਹਿੱਤੀ ਤੋਂ ਕਬਰਿਸਤਾਨ ਦੀ ਨਿੱਜ ਭੂਮੀ ਹੋਣ ਲਈ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 31] ਉੱਥੇ ਉਨ੍ਹਾਂ ਨੇ ਅਬਰਾਹਾਮ ਅਤੇ ਉਹ ਦੀ ਪਤਨੀ ਸਾਰਾਹ ਨੂੰ ਦੱਬਿਆ, ਉੱਥੇ ਉਨ੍ਹਾਂ ਨੇ ਇਸਹਾਕ ਅਤੇ ਉਹ ਦੀ ਪਤਨੀ ਰਿਬਕਾਹ ਨੂੰ ਦੱਬਿਆ ਅਤੇ ਉੱਥੇ ਮੈਂ ਲੇਆਹ ਨੂੰ ਦੱਬਿਆ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 32] ਮੈਂ ਉਸ ਪੈਲੀ ਅਤੇ ਉਸ ਗੁਫ਼ਾ ਨੂੰ ਜਿਹੜੀ ਉਸ ਦੇ ਵਿੱਚ ਹੈ, ਹੇਤ ਦੇ ਪੁੱਤਰਾਂ ਤੋਂ ਮੁੱਲ ਲਿਆ।
[IRV | PA | OT | Genesis | Chapter 49 | Verse 33] ਜਦ ਯਾਕੂਬ ਆਪਣੇ ਪੁੱਤਰਾਂ ਨੂੰ ਆਗਿਆ ਦੇ ਚੁੱਕਿਆ ਤਾਂ ਉਸ ਨੇ ਆਪਣੇ ਪੈਰ ਮੰਜੇ ਉੱਤੇ ਇਕੱਠੇ ਕਰ ਲਏ ਅਤੇ ਆਪਣੇ ਪ੍ਰਾਣ ਛੱਡ ਕੇ ਆਪਣੇ ਲੋਕਾਂ ਵਿੱਚ ਜਾ ਮਿਲਿਆ।
