[IRV | PA | OT | Genesis | Chapter 14 | Verse 1] ਸ਼ਿਨਾਰ ਦੇ ਰਾਜਾ ਅਮਰਾਫ਼ਲ, ਅੱਲਾਸਾਰ ਦੇ ਰਾਜਾ ਅਰਯੋਕ, ਏਲਾਮ ਦੇ ਰਾਜਾ ਕਦਾਰਲਾਓਮਰ ਅਤੇ ਗੋਈਮ ਦੇ ਰਾਜਾ ਤਿਦਾਲ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਅਜਿਹਾ ਹੋਇਆ
[IRV | PA | OT | Genesis | Chapter 14 | Verse 12] ਉਹ ਅਬਰਾਮ ਦੇ ਭਤੀਜੇ ਲੂਤ ਨੂੰ, ਜੋ ਸਦੂਮ ਵਿੱਚ ਵੱਸਦਾ ਸੀ ਅਤੇ ਉਸ ਦੇ ਮਾਲ ਧਨ ਨੂੰ ਵੀ ਲੁੱਟ ਕੇ ਨਾਲ ਲੈ ਗਏ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 13] ਤਦ ਕਿਸੇ ਭਗੌੜੇ ਨੇ ਆ ਕੇ ਅਬਰਾਮ ਇਬਰਾਨੀ ਨੂੰ ਖ਼ਬਰ ਦਿੱਤੀ, ਅਬਰਾਮ ਮਮਰੇ ਅਮੋਰੀ ਜੋ ਅਸ਼ਕੋਲ ਅਤੇ ਆਨੇਰ ਦੇ ਭਰਾ ਸੀ, ਉਸ ਦੇ ਬਲੂਤਾਂ ਕੋਲ ਰਹਿੰਦਾ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਅਬਰਾਮ ਨਾਲ ਨੇਮ ਬੰਨ੍ਹਿਆ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 14] ਜਦ ਅਬਰਾਮ ਨੇ ਸੁਣਿਆ ਕਿ ਉਹ ਦਾ ਭਤੀਜਾ ਬੰਦੀ ਬਣਾ ਲਿਆ ਗਿਆ ਹੈ, ਤਦ ਉਸ ਨੇ ਆਪਣੇ ਤਿੰਨ ਸੌ ਅਠਾਰਾਂ ਸਿਖਾਏ ਹੋਏ ਜੁਆਨਾਂ ਨੂੰ ਲਿਆ, ਜੋ ਉਸ ਦੇ ਘਰਾਣੇ ਵਿੱਚ ਜੰਮੇ ਸਨ ਅਤੇ ਦਾਨ ਤੱਕ ਉਨ੍ਹਾਂ ਦਾ ਪਿੱਛਾ ਕੀਤਾ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 15] ਉਸ ਨੇ ਆਪਣੇ ਜੁਆਨਾਂ ਦੇ ਜੱਥੇ ਬਣਾਏ ਅਤੇ ਰਾਤ ਨੂੰ ਉਨ੍ਹਾਂ ਉੱਤੇ ਹਮਲਾ ਕਰਕੇ ਉਹਨਾਂ ਨੂੰ ਮਾਰਿਆ, ਅਤੇ ਹੋਬਾਹ ਤੱਕ ਜਿਹੜਾ ਦੰਮਿਸ਼ਕ ਦੇ ਉੱਤਰ ਵੱਲ ਹੈ, ਉਨ੍ਹਾਂ ਦਾ ਪਿੱਛਾ ਕੀਤਾ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 16] ਉਹ ਸਾਰੇ ਮਾਲ ਧਨ ਨੂੰ, ਅਤੇ ਆਪਣੇ ਭਤੀਜੇ ਲੂਤ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਮਾਲ-ਧਨ ਨੂੰ ਅਤੇ ਇਸਤਰੀਆਂ ਅਤੇ ਸਾਰੇ ਬੰਦੀਆਂ ਨੂੰ ਵੀ ਮੋੜ ਲੈ ਆਇਆ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 17] ਜਦ ਉਹ ਕਦਾਰਲਾਓਮਰ ਅਤੇ ਉਹਨਾਂ ਰਾਜਿਆਂ ਨੂੰ ਜਿਹੜੇ ਉਸ ਦੇ ਨਾਲ ਸਨ ਜਿੱਤ ਕੇ ਮੁੜਿਆ, ਤਦ ਸਦੂਮ ਦਾ ਰਾਜਾ ਸ਼ਾਵੇਹ ਦੀ ਘਾਟੀ ਵਿੱਚ ਜੋ ਬਾਦਸ਼ਾਹੀ ਘਾਟੀ ਵੀ ਅਖਵਾਉਂਦੀ ਹੈ, ਉਸ ਨੂੰ ਮਿਲਣ ਲਈ ਨਿੱਕਲ ਆਇਆ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 18] ਤਦ ਸ਼ਾਲੇਮ ਦਾ ਰਾਜਾ ਮਲਕਿਸਿਦਕ ਰੋਟੀ ਅਤੇ ਮਧ ਲੈ ਆਇਆ, ਉਹ ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਦਾ ਜਾਜਕ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 19] ਉਸ ਨੇ ਇਹ ਆਖ ਕੇ ਅਬਰਾਮ ਨੂੰ ਅਸੀਸ ਦਿੱਤੀ, ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵੱਲੋਂ ਜੋ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਦਾ ਮਾਲਕ ਹੈ, ਅਬਰਾਮ ਮੁਬਾਰਕ ਹੋਵੇ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 20] ਅਤੇ ਮੁਬਾਰਕ ਹੈ ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ, ਜਿਸ ਨੇ ਤੇਰੇ ਵੈਰੀਆਂ ਨੂੰ ਤੇਰੇ ਵੱਸ ਵਿੱਚ ਕਰ ਦਿੱਤਾ ਹੈ। ਤਦ ਅਬਰਾਮ ਨੇ ਉਸ ਨੂੰ ਸਾਰੀਆਂ ਵਸਤਾਂ ਦਾ ਦਸਵੰਧ ਦਿੱਤਾ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 21] ਤਦ ਸਦੂਮ ਦੇ ਰਾਜਾ ਨੇ ਅਬਰਾਮ ਨੂੰ ਆਖਿਆ, ਇਹ ਮਾਲ-ਡੰਗਰ ਤਾਂ ਮੈਨੂੰ ਦੇ, ਪਰ ਮਾਲ-ਧਨ ਆਪ ਰੱਖ ਲੈ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 22] ਪਰ ਅਬਰਾਮ ਨੇ ਸਦੂਮ ਦੇ ਰਾਜਾ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਯਹੋਵਾਹ ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਜੋ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਦਾ ਮਾਲਕ ਹੈ, ਉਸ ਦੇ ਅੱਗੇ ਪ੍ਰਣ ਕੀਤਾ ਹੈ
[IRV | PA | OT | Genesis | Chapter 14 | Verse 23] ਕਿ ਮੈਂ ਧਾਗੇ ਤੋਂ ਲੈ ਕੇ ਜੁੱਤੀ ਦੇ ਸੱਲੂ ਤੱਕ, ਤੇਰੇ ਸਾਰੇ ਮਾਲ ਵਿੱਚੋਂ ਕੁਝ ਨਹੀਂ ਲਵਾਂਗਾ, ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਤੂੰ ਆਖੇਂ ਕਿ ਮੈਂ ਹੀ ਅਬਰਾਮ ਨੂੰ ਧਨੀ ਬਣਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 14 | Verse 24] ਪਰ ਜੋ ਇਨ੍ਹਾਂ ਗੱਭਰੂਆਂ ਨੇ ਖਾ ਲਿਆ ਹੈ, ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਹਿੱਸਾ ਜਿਹੜੇ ਮਨੁੱਖ ਮੇਰੇ ਨਾਲ ਗਏ ਸਨ ਅਰਥਾਤ ਆਨੇਰ, ਅਸ਼ਕੋਲ ਅਤੇ ਮਮਰੇ, ਮੈਂ ਵਾਪਿਸ ਨਹੀਂ ਕਰਾਂਗਾ, ਉਹ ਆਪਣਾ-ਆਪਣਾ ਹਿੱਸਾ ਲੈ ਲੈਣ।
