[IRV | PA | OT | Genesis | Chapter 17 | Verse 1] ਜਦ ਅਬਰਾਮ ਨੜਿੰਨਵੇਂ ਸਾਲ ਦਾ ਹੋਇਆ ਤਦ ਯਹੋਵਾਹ ਨੇ ਅਬਰਾਮ ਨੂੰ ਦਰਸ਼ਣ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਪਰਮੇਸ਼ੁਰ ਹਾਂ। ਤੂੰ ਮੇਰੇ ਸਨਮੁਖ ਚੱਲ ਅਤੇ ਸੰਪੂਰਨ ਹੋ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 14] ਪਰ ਜੋ ਪੁਰਖ ਬੇਸੁੰਨਤਾ ਰਹੇ ਅਤੇ ਜਿਸ ਦੀ ਖੱਲੜੀ ਦੀ ਸੁੰਨਤ ਨਾ ਕੀਤੀ ਗਈ ਹੋਵੇ, ਉਹ ਪ੍ਰਾਣੀ ਆਪਣੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਛੇਕਿਆ ਜਾਵੇਗਾ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਮੇਰੇ ਨੇਮ ਨੂੰ ਤੋੜਿਆ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 15] ਫੇਰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਅਬਰਾਹਾਮ ਨੂੰ ਆਖਿਆ, ਸਾਰਈ ਜੋ ਤੇਰੀ ਪਤਨੀ ਹੈ, ਤੂੰ ਉਸ ਨੂੰ ਸਾਰਈ ਨਾ ਆਖੀਂ ਸਗੋਂ ਹੁਣ ਤੋਂ ਉਸ ਦਾ ਨਾਮ ਸਾਰਾਹ ਹੋਵੇਗਾ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 16] ਮੈਂ ਉਹ ਨੂੰ ਅਸੀਸ ਦਿਆਂਗਾ ਅਤੇ ਉਸ ਤੋਂ ਮੈਂ ਤੈਨੂੰ ਇੱਕ ਪੁੱਤਰ ਵੀ ਦਿਆਂਗਾ। ਮੈਂ ਉਹ ਨੂੰ ਅਜਿਹੀ ਅਸੀਸ ਦਿਆਂਗਾ ਕਿ ਉਹ ਕੌਮਾਂ ਦੀ ਮਾਤਾ ਹੋਵੇਗੀ, ਕੌਮਾਂ ਦੇ ਰਾਜੇ ਉਸ ਤੋਂ ਪੈਦਾ ਹੋਣਗੇ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 17] ਤਦ ਅਬਰਾਹਾਮ ਆਪਣੇ ਮੂੰਹ ਭਾਰ ਡਿੱਗ ਪਿਆ ਅਤੇ ਉਹ ਹੱਸਿਆ ਅਤੇ ਆਪਣੇ ਮਨ ਵਿੱਚ ਆਖਿਆ, ਭਲਾ, ਸੌ ਸਾਲ ਦੇ ਪੁਰਖ ਤੋਂ ਪੁੱਤਰ ਹੋਵੇਗਾ? ਅਤੇ ਕੀ ਸਾਰਾਹ ਜੋ ਨੱਬੇ ਸਾਲਾਂ ਦੀ ਹੈ, ਪੁੱਤਰ ਜਣੇਗੀ?
[IRV | PA | OT | Genesis | Chapter 17 | Verse 18] ਅਬਰਾਹਾਮ ਨੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਖਿਆ, ਇਸਮਾਏਲ ਹੀ ਤੇਰੇ ਨਜ਼ਰ ਵਿੱਚ ਬਣਿਆ ਰਹੇ, ਇਹ ਹੀ ਬਹੁਤ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 19] ਪਰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਖਿਆ, ਤੇਰੀ ਪਤਨੀ ਸਾਰਾਹ ਜ਼ਰੂਰ ਤੇਰੇ ਲਈ ਇੱਕ ਪੁੱਤਰ ਜਣੇਗੀ, ਤੂੰ ਉਹ ਦਾ ਨਾਮ ਇਸਹਾਕ ਰੱਖੀਂ ਅਤੇ ਮੈਂ ਆਪਣਾ ਨੇਮ ਉਹ ਦੇ ਨਾਲ ਅਤੇ ਉਹ ਦੇ ਬਾਅਦ ਉਹ ਦੀ ਅੰਸ ਨਾਲ, ਇੱਕ ਅਨੰਤ ਨੇਮ ਕਰਕੇ ਕਾਇਮ ਕਰਾਂਗਾ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 20] ਇਸਮਾਏਲ ਦੇ ਲਈ ਵੀ ਮੈਂ ਤੇਰੀ ਸੁਣੀ ਹੈ। ਵੇਖ, ਮੈਂ ਉਹ ਨੂੰ ਅਸੀਸ ਦਿੱਤੀ ਹੈ ਅਤੇ ਮੈਂ ਉਹ ਨੂੰ ਫਲਵੰਤ ਬਣਾਵਾਂਗਾ ਅਤੇ ਹੱਦੋਂ ਬਾਹਲਾ ਵਧਾਵਾਂਗਾ। ਉਸ ਤੋਂ ਬਾਰਾਂ ਪ੍ਰਧਾਨ ਜੰਮਣਗੇ ਅਤੇ ਮੈਂ ਉਹ ਨੂੰ ਇੱਕ ਵੱਡੀ ਕੌਮ ਬਣਾਵਾਂਗਾ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 21] ਪਰ ਮੈਂ ਆਪਣਾ ਨੇਮ ਇਸਹਾਕ ਨਾਲ ਹੀ ਕਾਇਮ ਕਰਾਂਗਾ, ਜਿਸ ਨੂੰ ਸਾਰਾਹ ਆਉਣ ਵਾਲੇ ਸਾਲ ਵਿੱਚ ਇਸੇ ਸਮੇਂ ਤੇਰੇ ਲਈ ਜਣੇਗੀ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 22] ਜਦ ਪਰਮੇਸ਼ੁਰ ਅਬਰਾਹਾਮ ਨਾਲ ਗੱਲਾਂ ਕਰ ਹਟਿਆ, ਤਦ ਪਰਮੇਸ਼ੁਰ ਅਬਰਾਹਾਮ ਕੋਲੋਂ ਉਤਾਹਾਂ ਚਲਾ ਗਿਆ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 23] ਤਦ ਅਬਰਾਹਾਮ ਨੇ ਆਪਣੇ ਪੁੱਤਰ ਇਸਮਾਏਲ, ਆਪਣੇ ਘਰਾਣੇ ਵਿੱਚ ਜੰਮਿਆ ਹੋਇਆਂ ਨੂੰ, ਜਿੰਨ੍ਹੇ ਉਸ ਨੇ ਆਪਣੀ ਚਾਂਦੀ ਨਾਲ ਮੁੱਲ ਲਏ ਸਨ ਅਰਥਾਤ ਉਸ ਦੇ ਘਰ ਵਿੱਚ ਜਿੰਨ੍ਹੇ ਪੁਰਖ ਸਨ ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਨੂੰ ਲੈ ਕੇ ਉਸੇ ਦਿਨ ਉਨ੍ਹਾਂ ਦੀ ਖੱਲੜੀ ਦੀ ਸੁੰਨਤ ਕਰਾਈ, ਜਿਵੇਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਸ ਦੇ ਨਾਲ ਗੱਲ ਕੀਤੀ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 24] ਜਦ ਅਬਰਾਹਾਮ ਦੀ ਖੱਲੜੀ ਦੀ ਸੁੰਨਤ ਕੀਤੀ ਗਈ ਤਦ ਅਬਰਾਹਾਮ ਨੜਿੰਨਵੇਂ ਸਾਲ ਦਾ ਸੀ,
[IRV | PA | OT | Genesis | Chapter 17 | Verse 25] ਅਤੇ ਇਸਮਾਏਲ ਤੇਰ੍ਹਾਂ ਸਾਲਾਂ ਦਾ ਸੀ, ਜਦ ਉਸ ਦੀ ਖੱਲੜੀ ਦੀ ਸੁੰਨਤ ਕੀਤੀ ਗਈ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 26] ਅਬਰਾਹਾਮ ਤੇ ਉਹ ਦੇ ਪੁੱਤਰ ਇਸਮਾਏਲ ਦੀ ਸੁੰਨਤ ਇੱਕੋ ਦਿਨ ਹੋਈ।
[IRV | PA | OT | Genesis | Chapter 17 | Verse 27] ਅਤੇ ਉਹ ਦੇ ਘਰ ਦੇ ਸਾਰੇ ਪੁਰਖਾਂ ਦੀ ਭਾਵੇਂ ਉਹ ਉਸ ਦੇ ਘਰਾਣੇ ਵਿੱਚ ਜੰਮੇ ਸਨ, ਭਾਵੇਂ ਪਰਦੇਸੀਆਂ ਤੋਂ ਚਾਂਦੀ ਦੇ ਕੇ ਮੁੱਲ ਲਏ ਹੋਏ ਸਨ, ਸਾਰਿਆਂ ਦੀ ਸੁੰਨਤ ਉਸ ਦੇ ਨਾਲ ਹੀ ਕੀਤੀ ਗਈ।
