[IRV | GU | OT | Numbers | Chapter 31 | Verse 1] યહોવાહે મૂસાને કહ્યું,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 21] જે સૈનિકો યુદ્ધમાં ગયા હતા તેઓને એલાઝાર યાજકે કહ્યું, “યહોવાહે મૂસાને જે નિયમ આપ્યો તે આ છે:
[IRV | GU | OT | Numbers | Chapter 31 | Verse 22] સોનું, ચાંદી, કાંસું, લોખંડ, કલાઈ અને સીસું,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 23] જે દરેક વસ્તુ અગ્નિનો સામનો કરી શકે, તે તમે અગ્નિમાં નાખો અને તે શુદ્ધ થશે. શુદ્ધિના પાણી વડે તે વસ્તુઓ શુદ્ધ કરવામાં આવે. જે કંઈ અગ્નિમાં ટકી ન શકે તેને તમે પાણીથી શુદ્ધ કરો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 24] અને સાતમા દિવસે તમે તમારા વસ્ત્રો ધોઈ નાખો, ત્યાર પછી તમે શુદ્ધ થશો. ત્યાર પછી તમે ઇઝરાયલની છાવણીમાં પાછા આવો.”
[IRV | GU | OT | Numbers | Chapter 31 | Verse 25] યહોવાહે મૂસાને કહ્યું,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 26] “તું, એલાઝાર યાજક, જમાતના પિતૃઓના કુળના આગેવાનો મળીને, જે માણસો તથા પશુઓ કે જેઓની લૂંટ કરવામાં આવી તેઓની ગણતરી કરો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 27] લૂંટના બે ભાગ પાડો. તેને જે સૈનિકો યુદ્ધમાં ગયા હતા તેઓ તથા બાકીની આખી જમાત વચ્ચે વહેંચો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 28] જે સૈનિકો યુદ્ધમાં ગયા હતા તેઓ પાસેથી કર લઈને મને આપો. દરેક પાંચસો પશુઓમાંથી એક પશુ, એટલે માણસોમાંથી તથા જાનવરોમાંથી, ગધેડામાંથી, ઘેટાં કે બકરામાંથી લેવાં.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 29] તેઓના અડધામાંથી તે લો અને મારા માટે ઉચ્છાલીયાર્પણ તરીકે એલાઝાર યાજકને તે આપો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 30] ઇઝરાયલી લોકોના અડધામાંથી, દર પચાસ વ્યક્તિમાંથી, ગધેડાંમાંથી, ઘેટા તથા બકરામાંથી તથા અન્ય જાનવરોમાંથી લેવાં. જે લેવીઓ યહોવાહના મંડપની સંભાળ લે છે તેઓને આપો.”
[IRV | GU | OT | Numbers | Chapter 31 | Verse 31] તેથી યહોવાહે આજ્ઞા કરી હતી તે પ્રમાણે મૂસાએ તથા યાજક એલાઝારે કર્યું.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 32] સૈનિકોએ જે લૂંટ લીધી હતી તેની યાદી: છ લાખ પંચોતેર હજાર ઘેટાં,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 33] બોતેર હજાર બળદો,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 34] એકસઠ હજાર ગધેડાં,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 35] બત્રીસ હજાર સ્ત્રીઓ જે ક્યારેય કોઈ માણસ સાથે સૂઈ ગઈ ન હતી.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 36] યુદ્ધમાં ગયેલા સૈનિકોને લૂંટમાંથી જે અડધો ભાગ મળ્યો તે ત્રણ લાખ સાડત્રીસ હજાર ઘેટાં હતાં.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 37] ઘેટાંમાંથી યહોવાહનો ભાગ છસો પંચોતેર હતો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 38] છત્રીસ હજાર બસો બળદમાંથી યહોવાહનો કર બોતેર હતો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 39] ત્રીસ હજારને પાંચસો ગધેડાં; જેમાંથી યહોવાહનો ભાગ એકસઠ હતો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 40] જે માણસો સોળ હજાર હતા જેમાંથી યહોવાહનો કર બત્રીસ માણસોનો હતો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 41] યહોવાહે મૂસાને આજ્ઞા આપી હતી તે પ્રમાણે મૂસાએ એ કર એટલે યહોવાહનું ઉચ્છાલીયાર્પણ એલાઝાર યાજકને આપ્યું.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 42] ઇઝરાયલી લોકોનો જે અડધો ભાગ મૂસાએ યુદ્ધમાં ગયેલા સૈનિકો પાસેથી લીધો હતો તે,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 43] જમાતનો અડધા ભાગમાં ત્રણ લાખ સાડત્રીસ હજાર પાંચસો ઘેટાં,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 44] છત્રીસ હજાર બળદો,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 45] ત્રીસ હજાર પાંચસો ગધેડાં,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 46] સોળ હજાર માણસો હતાં.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 47] જેમ યહોવાહે મૂસાને આજ્ઞા આપી હતી તેમ મૂસાએ ઇઝરાયલી લોકોના અડધા ભાગમાંથી દરેક પચાસ માણસમાંથી તથા પશુઓમાંથી એક લઈને યહોવાહના મંડપની સંભાળ રાખનાર લેવીઓને તે આપ્યાં.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 48] પછી સૈન્યના સેનાપતિઓ, સહસ્રાધિપતિઓ તથા શતાધિપતિઓ મૂસા પાસે આવ્યા.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 49] તેઓએ મૂસાને કહ્યું, “જે સૈનિકો અમારા હાથ નીચે છે તેઓની તારા દાસોએ ગણતરી કરી છે, એક પણ માણસ ઓછો થયો નથી.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 50] અમારા માટે યહોવાહની આગળ પ્રાયશ્ચિત કરવાને સારુ દરેક માણસને જે મળ્યું તે અમે યહોવાહને સારુ અર્પણ કરવાને લાવ્યા છીએ, એટલે સોનાનાં ઘરેણાં, સાંકળા, બંગડીઓ, વીંટીઓ, બુટીઓ તથા હારો લાવ્યા છીએ.”
[IRV | GU | OT | Numbers | Chapter 31 | Verse 51] મૂસાએ તથા યાજક એલાઝાર યાજકે તેઓની પાસેથી સોનું તથા હાથે ઘડેલાં સર્વ પાત્રો લીધાં.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 52] ઉચ્છાલીયાર્પણનું સોનું સહસ્રાધિપતિઓ તથા શતાધિપતિઓ પાસેથી યહોવાહને ચઢાવ્યું તેનું વજન સોળ હજાર સાતસો પચાસ શેકેલ હતું.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 53] દરેક સૈનિકે પોતપોતાને માટે લૂંટ લઈ લીધી હતી.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 54] મૂસા તથા એલાઝાર યાજક સહસ્રાધિપતિ તથા શતાધિપતિઓ પાસેથી સોનું લઈને યહોવાહ માટે ઇઝરાયલ લોકોના સ્મરણાર્થે મુલાકાતમંડપમાં લાવ્યા.
