[LXX | EL | OT | Joshua | Chapter 24 | Verse 1] Καὶ συνήγαγεν Ἰησοῦς πάσας φυλὰς Ἰσραὴλ εἰς Σηλὼ, καὶ συνεκάλεσε τοὺς πρεσβυτέρους αὐτῶν καὶ τοὺς γραμματεῖς αὐτῶν καὶ τοὺς δικαστὰς αὐτῶν, καὶ ἔστησεν αὐτοὺς ἀπέναντι τοῦ Θεοῦ.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 12] Καὶ ἐξαπέστειλε προτέραν ὑμῶν τὴν σφηκίαν· καὶ ἐξαπέστειλεν αὐτοὺς ἀπὸ προσώπου ἡμῶν δώδεκα βασιλεῖς τῶν Ἀμοῤῥαίων, οὐκ ἐν τῇ ῥομφαίᾳ σου οὐδὲ ἐν τῷ τόξῳ σου.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 13] Καὶ ἔδωκεν ὑμῖν γῆν ἐφʼ ἣν οὐκ ἐκοπιάσατε ἐπʼ αὐτῆς, καὶ πόλεις ἃς οὐκ ᾠκοδομήκατε, καὶ κατῳκίσθητε ἐν αὐταῖς, καὶ ἀμπελῶνας καὶ ἐλαιῶνας οὓς οὐκ ἐφυτεύσατε ὑμεῖς, ἔδεσθε.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 14] Καὶ νῦν φοβήθητε Κύριον, καὶ λατρεύσατε αὐτῷ ἐν εὐθύτητι καὶ ἐν δικαιοσύνῃ, καὶ περιέλεσθε τοὺς θεοὺς τοὺς ἀλλοτρίους, οἷς ἐλάτρευσαν οἱ πατέρες ἡμῶν ἐν τῷ πέραν τοῦ ποταμοῦ καὶ ἐν Αἰγύπτῳ, καὶ λατρεύσατε Κυρίῳ.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 15] Εἰ δὲ μὴ ἀρέσκει ὑμῖν λατρεύειν Κυρίῳ, ἐκλέξασθε ὑμῖν αὐτοῖς σήμερον τίνι λατρεύσητε, εἴτε τοῖς θεοῖς τῶν πατέρων ὑμῶν, τοῖς ἐν τῷ πέραν τοῦ ποταμοῦ, εἴτε τοῖς θεοῖς τῶν Ἀμοῤραίων, ἐν οἷς ὑμεῖς κατοικεῖτε ἐπὶ τῆς γῆς αὐτῶν· ἐγὼ δὲ καὶ ἡ οἰκία μου λατρεύσομεν Κυρίῳ, ὅτι ἅγιός ἐστι.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 16] Καὶ ἀποκριθεὶς ὁ λαὸς εἶπε, μὴ γένοιτο ἡμῖν καταλιπεῖν Κύριον, ὥστε λατρεύειν θεοῖς ἑτέροις.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 17] Κύριος ὁ Θεὸς ἡμῶν, αὐτὸς Θεός ἐστιν· αὐτὸς ἀνήγαγεν ἡμᾶς καὶ τοὺς πατέρας ἡμῶν ἐξ Αἰγύπτου, καἰ διεφύλαξεν ἡμᾶς ἐν πάσῃ τῇ ὁδῷ ᾗ ἐπορεύθημεν ἐν αὐτῇ, καὶ ἐν πᾶσι τοῖς ἔθνεσιν οὓς παρήλθομεν διʼ αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 18] Καὶ ἐξέβαλε Κύριος τὸν Ἀμοῤῥαῖον καὶ πάντα τὰ ἔθνη τὰ κατοικοῦντα τὴν γῆν ἀπὸ προσώπου ἡμῶν· ἀλλὰ καὶ ἡμεῖς λατρεύσομεν Κυρίῳ, οὗτος γὰρ Θεὸς ἡμῶν ἐστι.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 19] Καὶ εἶπεν Ἰησοῦς πρὸς τὸν λαὸν, οὐ μὴ δύνησθε λατρεύειν Κυρίῳ, ὅτι Θεὸς ἅγιός ἐστι· καὶ ζηλώσας οὗτος οὐκ ἀνήσει τὰ ἁμαρτήματα ὑμῶν καὶ τὰ ἀνομήματα ὑμῶν,
[LXX | EL | OT | Joshua | Chapter 24 | Verse 20] ἡνίκα ἂν ἐγκαταλίπητε Κύριον καὶ λατρεύσητε θεοῖς ἑτέροις· καὶ ἐπελθὼν κακώσει ὑμᾶς καὶ ἐξαναλώσει ὑμᾶς ἀνθʼ ὧν εὖ ἐποίησεν ὑμᾶς.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 21] Καὶ εἶπεν ὁ λαὸς πρὸς Ἰησοῦν, οὐχὶ, ἀλλὰ Κυρίῳ λατρεύσομεν.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 22] Καὶ εἶπεν Ἰησοῦς πρὸς τὸν λαὸν, μάρτυρες ὑμεῖς καθʼ ὑμῶν, ὅτι ὑμεῖς ἐξελέξασθε Κυρίῳ λατρεύειν αὐτῷ.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 23] Καὶ νῦν περιέλεσθε τοὺς θεοὺς τοὺς ἀλλοτρίους τοὺς ἐν ὑμῖν, καὶ εὐθύνατε τὴν καρδίαν ὑμῶν πρὸς Κύριον Θεὸν Ἰσραήλ.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 24] Καὶ εἶπεν ὁ λαὸς πρὸς Ἰησοῦν, Κυρίῳ λατρεύσομεν καὶ τῆς φωνῆς αὐτοῦ ἀκουσόμεθα.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 25] Καὶ διέθετο Ἰησοῦς διαθήκην πρὸς τὸν λαὸν ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ ἔδωκεν αὐτῷ νόμον καὶ κρίσιν ἐν Σηλὼ ἐνώπιον τῆς σκηνῆς τοῦ Θεοῦ Ἰσραήλ.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 26] Καὶ ἔγραψε τὰ ῥήματα ταῦτα εἰς βιβλίον νόμων τοῦ Θεοῦ· καὶ ἔλαβε λίθον μέγαν, καὶ ἔστησεν αὐτὸν Ἰησοῦς ὑπὸ τὴν τέρμινθον ἀπέναντι Κυρίου.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 27] Καὶ εἶπεν Ἰησοῦς πρὸς τὸν λαὸν, ἰδοὺ ὁ λίθος οὗτος ἔσται ἐν ὑμῖν εἰς μαρτύριον, ὅτι αὐτὸς ἀκήκοε πάντα τὰ λεχθέντα αὐτῷ ὑπὸ Κυρίου· ὅτι ἐλάλησε πρὸς ὑμᾶς σήμερον, καὶ οὗτος ἔσται ἐν ὑμῖν εἰς μαρτύριον ἐπʼ ἐσχάτων τῶν ἡμερῶν, ἡνίκα ἂν ψεύσησθε Κυρίῳ τῷ Θεῷ μου.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 28] Καὶ ἀπέστειλεν Ἰησοῦς τὸν λαὸν, καὶ ἐπορεύθησαν ἕκαστος εἰς τὸν τόπον αὐτοῦ.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 29] Καὶ ἐλάτρευσεν Ἰσραὴλ τῷ Κυρίῳ πάσας τὰς ἡμέρας Ἰησοῦ, καὶ πάσας τὰς ἡμέρας τῶν πρεσβυτέρων ὅσοι ἐφείλκυσαν τὸν χρόνον μετὰ Ἰησοῦ, καὶ ὅσοι εἴδοσαν πάντα τὰ ἔργα Κυρίου ὅσα ἐποίησε τῷ Ἰσραήλ.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 30] Καὶ ἐγένετο μετʼ ἐκεῖνα καὶ ἀπέθανεν Ἰησοῦς υἱὸς Ναυῆ δοῦλος Κυρίου ἐκατὸν δέκα ἐτῶν.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 31] Καὶ ἔθαψαν αὐτὸν πρὸς τοῖς ὁρίοις τοῦ κλήρου αὐτοῦ ἐν Θαμνασαρὰχ ἐν τῷ ὄρει τῷ Ἐφραὶμ ἀπὸ βοῤῥᾶ τοῦ ὄρους τοῦ Γαλαάδ· ἐκεῖ ἔθηκαν μετʼ αὐτοῦ εἰς τὸ μνῆμα εἰς ὃ ἔθαψαν αὐτὸν ἐκεῖ τὰς μαχαίρας τὰς πετρίνας, ἐν αἷς περιέτεμε τοὺς υἱοὺς Ἰσραὴλ ἐν Γαλγάλοις, ὅτε ἐξήγαγεν αὐτοὺς ἐξ Αἰγύπτου, καθὰ συνέταξεν αὐτοῖς Κύριος· καὶ ἐκεῖ εἰσιν ἕως τῆς σήμερον ἡμέρας.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 32] Καὶ τὰ ὀστᾶ Ἰωσὴφ ἀνήγαγον οἱ υἱοὶ Ἰσραὴλ ἐξ Αἰγύπτου, καὶ κατώρυξαν ἐν Σικίμοις, ἐν τῇ μερίδι τοῦ ἀγροῦ οὗ ἐκτήσατο Ἰακὼβ παρὰ τῶν Ἀμοῤῥαίων τῶν κατοικούντων ἐν Σικίμοις ἀμνάδων ἑκατὸν, καὶ ἔδωκεν αὐτὴν Ἰωσὴφ ἐν μερίδι.
[LXX | EL | OT | Joshua | Chapter 24 | Verse 33] Καὶ ἐγένετο μετὰ ταῦτα καὶ Ἐλεάζαρ υἱὸς Ἀαρὼν ὁ ἀρχιερεὺς ἐτελεύτησε, καὶ ἐτάφη ἐν Γαβαὰρ Φινεὲς τοῦ υἱοῦ αὐτοῦ, ἣν ἔδωκεν αὐτῷ ἐν τῷ ὄρει τῷ Ἐφραίμ. Ἐν ἐκείνῃ τῇ ἡμέρᾳ λαβόντες οἱ υἱοὶ Ἰσραὴλ τὴν κιβωτὸν τοῦ Θεοῦ, περιεφέροσαν ἐν ἑαυτοῖς· καὶ Φινεὲς ἱεράτευσεν ἀντὶ Ἐλεάζαρ τοῦ πατρὸς αὐτοῦ ἕως ἀπέθανε, καὶ κατωρύγη ἐν Γαβαὰρ τῇ ἑαυτοῦ· οἱ δὲ υἱοὶ Ἰσραὴλ ἀπήλθοσαν ἕκαστος εἰς τὸν τόπον αὐτῶν, καὶ εἰς τὴν ἑαυτῶν πόλιν· καὶ ἐσέβοντο οἱ υἱοὶ Ἰσραὴλ τὴν Ἀστάρτην, καὶ Ἀσταρὼθ, καὶ τοὺς θεοὺς τῶν ἐθνῶν τῶν κύκλῳ αὐτῶν· καὶ παρέδωκεν αὐτοὺς Κύριος εἰς χεῖρας Ἐγλὼμ τῷ βασιλεῖ Μωὰβ, καὶ ἐκυρίευσεν αὐτῶν ἔτη δεκαοκτώ.
