[LXX | EL | OT | Joshua | Chapter 19 | Verse 1] Καὶ ἐξῆλθεν ὁ δεύτερος κλῆρος τῶν υἱῶν Συμεών· καὶ ἐγενήθη ἡ κληρονομία αὐτῶν ἀναμέσον κλήρων υἱῶν Ἰούδα.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 19] καὶ Ἀγὶν, καὶ Σιωνὰ, καὶ Ῥεηρὼθ, καὶ Ἀναχερὲθ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 20] καὶ Δαβιρὼν, καὶ Κισὼν, καὶ Ῥεβές,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 21] καὶ Ῥεμμὰς, καὶ Ἰεὼν, καὶ Τομμὰν, καὶ Αἰμαρὲκ, καὶ Βηρσαφής.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 22] Καὶ συνάψει τὰ ὅρια ἐπὶ Γαιθβὼρ, καὶ ἐπὶ Σαλὶμ κατὰ θάλασσαν, καὶ Βαιθσαμύς· καὶ ἔσται αὐτοῦ ἡ διέξοδος τῶν ὁρίων ὁ Ἰορδάνης.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 23] Αὕτη ἡ κληρονομία φυλῆς υἱῶν Ἰσσάχαρ κατὰ δήμους αὐτῶν, αἱ πόλεις καὶ αἱ κῶμαι αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 24] Καὶ ἐξῆλθεν ὁ κλῆρος ὁ πέμπτος Ἀσὴρ κατὰ δήμους αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 25] Καὶ ἐγενήθη τὰ ὅρια αὐτῶν Ἐξελεκὲθ, καὶ Ἀλὲφ, καὶ Βαιθὸκ, καὶ Κεὰφ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 26] καὶ Ἐλιμελὲχ, καὶ Ἀμιὴλ, καὶ Μαασά· καὶ συνάψει τῷ Καρμήλῳ κατὰ θάλασσαν, καὶ τῷ Σιὼν, καὶ Λαβανάθ.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 27] Καὶ ἐπιστρέψει ἀπὸ ἀνατολῶν ἡλίου καὶ Βαιθεγενὲθ, καὶ συνάψει τῷ Ζαβουλὼν καὶ Ἐκγαῖ, καὶ Φθαιὴλ κατὰ Βοῤῥᾶν, καὶ εἰσελεύσεται ὅρια Σαφθαιβαιθμὲ, καὶ Ἰναὴλ, καὶ διελεύσεται εἰς Χωβαμασομὲλ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 28] καὶ Ἐλβὼν, καὶ Ῥαὰβ, καὶ Ἐμεμαὼν, καὶ Κανθὰν ἕως Σιδῶνος τῆς μεγάλης.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 29] Καὶ ἀναστρέψει τὰ ὅρια εἰς Ῥαμὰ, καὶ ἕως πηγῆς Μασφασσὰτ, καὶ τῶν Τυρίων· καὶ ἀναστρέψει τὰ ὅρια ἐπὶ Ἰασὶφ, καὶ ἔσται ἡ διέξοδος αὐτοῦ ἡ θάλασσα, καὶ Ἀπολὲβ, καὶ Ἐχοζὸβ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 30] καὶ Ἀρχὸβ, καὶ Ἀφὲκ, καὶ Ῥααύ.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 31] Αὕτη ἡ κληρονομία φυλῆς υἱῶν Ἀσὴρ κατὰ δήμους αὐτῶν, πόλεις καὶ αἱ κῶμαι αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 32] Καὶ τῷ Νεφθαλὶ ἐξῆλθεν ὁ κλῆρος ὁ ἕκτος.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 33] Καὶ ἐγενήθη τὰ ὅρια αὐτῶν Μοολὰμ, καὶ Μωλὰ, καὶ Βεσεμιῒν, καὶ Ἀρμὲ, καὶ Ναβὸκ, καὶ Ἰεφθαμαὶ, ἕως Δωδάμ· καὶ ἐγενήθησαν αἱ διέξοδοι αὐτοῦ Ἰορδάνης.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 34] Καὶ ἐπιστρέψει τὰ ὅρια ἐπὶ θάλασσαν ἐν Ἀθθαβὼρ, καὶ διελεύσεται ἐκεῖθεν Ἰακανὰ, καὶ συνάψει τῷ Ζαβουλὼν ἀπὸ Νότου, καὶ Ἀσὴρ συνάψει κατὰ θάλασσαν, καὶ ὁ Ἰορδάνης ἀπὸ ἀνατολῶν ἡλίου.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 35] Καὶ αἱ πόλεις τειχήρεις τῶν Τυρίων, Τυρὸς, καὶ Ὠμαθαδακὲθ, καὶ Κενερέθ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 36] καὶ Ἀρμαὶθ, καὶ Ἀραὴλ, καὶ Ἀσὼρ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 37] καὶ Κάδες, καὶ Ἀσσαρὶ, καὶ πηγὴ Ἀσὸρ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 38] καὶ Κερωὲ, καὶ Μεγαλααρὶμ, καὶ Βαιθθαμὲ, καὶ Θεσσαμύς.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 39] Αὕτη ἡ κληρονομία φυλῆς υἱῶν Νεφθαλί.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 40] Καὶ τῷ Δὰν ἐξῆλθεν ὁ κλῆρος ὁ ἕβδομος·
[LXX | EL | OT | Joshua | Chapter 19 | Verse 41] Καὶ ἐγενήθη τὰ ὅρια αὐτῶν Σαρὰθ, καὶ Ἀσὰ, καὶ πόλεις Σαμμαὺς,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 42] καὶ Σαλαμὶν, καὶ Ἀμμὸν, καὶ Σιλαθὰ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 43] καὶ Ἐλὼν, καὶ Θαμναθὰ, καὶ Ἀκκαρὼν,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 44] καὶ Ἀλκαθὰ, καὶ Βεγεθὼν, καὶ Γεβεελὰν,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 45] καὶ Ἀζὼρ, καὶ Βαναιβακὰτ, καὶ Γεθρεμμὼν,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 46] καὶ ἀπὸ θαλάσσης Ἱερὰκων ὅριον πλησίον Ἰόππης.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 47] Αὕτη ἡ κληρονομία φυλῆς υἱῶν Δὰν κατὰ δήμους αὐτῶν, αἱ πόλεις αὐτῶν καὶ αἱ κῶμαι αὐτῶν· καὶ οὐκ ἐξέθλιψαν οἱ υἱοὶ Δὰν τὸν Ἀμοῤῥαῖον τὸν θλίβοντα αὐτοὺς ἐν τῷ ὄρει· καὶ οὐκ εἴων αὐτοὺς οἱ Ἀμοῥῥαῖοι καταβῆναι εἰς τὴν κοιλάδα, καὶ ἔθλιψαν ἀπʼ αὐτῶν τὸ ὅριον τῆς μερίδος αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 48] Καὶ ἐπορεύθησαν οἱ υἱοὶ Δὰν καὶ ἐπολέμησαν τὴν Λαχὶς, καὶ κατελάβοντο αὐτὴν, καὶ ἐπάταξαν αὐτὴν ἐν στόματι μαχαίρας· καὶ κατῴκησαν αὐτὴν καὶ ἐκάλεσαν τὸ ὄνομα αὐτῆς Λασενδάν· καὶ ὁ Ἀμοῤῥαῖος ὑπέμεινε τοῦ κατοικεῖν ἐν Ἐλὼμ καὶ ἐν Σαλαμίν· καὶ ἐβαρύνθη ἡ χεὶρ τοῦ Ἐφραὶμ ἐπʼ αὐτοὺς, καὶ ἐγένοντο αὐτοῖς εἰς φόρον.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 49] Καὶ ἐπορεύθησαν ἐμβατεύσαι τὴν γῆν κατὰ τὸ ὅριον αὐτῶν· καὶ ἔδωκαν οἱ υἱοὶ Ἰσραὴλ κλῆρον τῷ Ἰησοῖ τῷ υἱῷ Ναυῆ ἐν αὐτοῖς
[LXX | EL | OT | Joshua | Chapter 19 | Verse 50] διὰ προστάγματος τοῦ Θεοῦ, καὶ ἔδωκαν αὐτῷ τὴν πόλιν, ἣν ᾐτήσατο, Θαμνασαρὰχ, ἥ ἐστιν ἐν τῷ ὄρει Ἐφραίμ· καὶ ᾠκοδόμησε τὴν πόλιν, καὶ κατῴκει ἐν αὐτῇ.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 51] Αὗται αἱ διαιρέσεις ἃς κατεκληρονόμησεν Ἐλεάζαρ ὁ ἱερεὺς, καὶ Ἰησοῦς ὁ τοῦ Ναυῆ, καὶ οἱ ἄρχοντες τῶν πατριῶν ἐν ταῖς φυλαῖς Ἰσραὴλ κατὰ κλήρους ἐν Σηλὼ ἔναντι Κυρίου, παρὰ τὰς θύρας τῆς σκηνῆς τοῦ μαρτυρίου· καὶ ἐπορεύθησαν ἐμβατεῦσαι τὴν γῆν.
